Municipio código	Municipio nombre	Año de construcción	Número de edificios
22235	Torres de Alcanadre	1921 - 1940	7
22235	Torres de Alcanadre	1941 - 1950	3
22235	Torres de Alcanadre	1951 - 1960	4
22235	Torres de Alcanadre	1961 - 1970	6
22235	Torres de Alcanadre	1971 - 1980	9
22235	Torres de Alcanadre	1981 - 1990	12
22235	Torres de Alcanadre	1991	1
22235	Torres de Alcanadre	2001	1
22236	Torres de Barbués	 Antes de 1900	20
22236	Torres de Barbués	1921 - 1940	2
22236	Torres de Barbués	1941 - 1950	1
22236	Torres de Barbués	1951 - 1960	5
22236	Torres de Barbués	1961 - 1970	111
22236	Torres de Barbués	1971 - 1980	4
22236	Torres de Barbués	1981 - 1990	6
22236	Torres de Barbués	1991	1
22236	Torres de Barbués	1999	1
22236	Torres de Barbués	2000	1
22239	Tramaced	 Antes de 1900	23
22239	Tramaced	1900 - 1920	1
22239	Tramaced	1921 - 1940	3
22239	Tramaced	1941 - 1950	2
22239	Tramaced	1951 - 1960	6
22239	Tramaced	1961 - 1970	4
22239	Tramaced	1971 - 1980	4
22239	Tramaced	1981 - 1990	2
22239	Tramaced	1993	1
22239	Tramaced	1998	1
22242	Valfarta	 Antes de 1900	4
22242	Valfarta	1900 - 1920	20
22242	Valfarta	1921 - 1940	19
22242	Valfarta	1941 - 1950	4
22242	Valfarta	1951 - 1960	7
22242	Valfarta	1961 - 1970	4
22242	Valfarta	1981 - 1990	1
22243	Valle de Bardají	 Antes de 1900	12
22243	Valle de Bardají	1941 - 1950	1
22243	Valle de Bardají	1951 - 1960	1
22243	Valle de Bardají	1961 - 1970	1
22243	Valle de Bardají	1971 - 1980	1
22243	Valle de Bardají	1981 - 1990	2
22243	Valle de Bardají	1995	1
22243	Valle de Bardají	2001	1
22244	Valle de Lierp	 Antes de 1900	18
22244	Valle de Lierp	1900 - 1920	1
22244	Valle de Lierp	1951 - 1960	2
22244	Valle de Lierp	1961 - 1970	1
22244	Valle de Lierp	1971 - 1980	4
22244	Valle de Lierp	1981 - 1990	13
22244	Valle de Lierp	1998	1
22245	Velilla de Cinca	 Antes de 1900	88
22245	Velilla de Cinca	1900 - 1920	15
22245	Velilla de Cinca	1921 - 1940	14
22245	Velilla de Cinca	1941 - 1950	10
22245	Velilla de Cinca	1951 - 1960	26
22245	Velilla de Cinca	1961 - 1970	19
22245	Velilla de Cinca	1971 - 1980	32
22245	Velilla de Cinca	1981 - 1990	23
22245	Velilla de Cinca	1993	2
22245	Velilla de Cinca	1996	2
22245	Velilla de Cinca	1998	1
22245	Velilla de Cinca	1999	2
22245	Velilla de Cinca	2001	3
22246	Veracruz	 Antes de 1900	30
22246	Veracruz	1900 - 1920	12
22246	Veracruz	1921 - 1940	6
22246	Veracruz	1941 - 1950	1
22246	Veracruz	1951 - 1960	7
22246	Veracruz	1961 - 1970	5
22246	Veracruz	1971 - 1980	3
22246	Veracruz	1981 - 1990	6
22246	Veracruz	1992	1
22246	Veracruz	1995	1
22246	Veracruz	1996	1
22246	Veracruz	1997	2
22246	Veracruz	2000	1
22247	Viacamp y Litera	 Antes de 1900	9
22247	Viacamp y Litera	1900 - 1920	4
22247	Viacamp y Litera	1921 - 1940	5
22247	Viacamp y Litera	1941 - 1950	2
22247	Viacamp y Litera	1951 - 1960	1
22247	Viacamp y Litera	1981 - 1990	1
22247	Viacamp y Litera	1991	1
22247	Viacamp y Litera	2000	1
22248	Vicién	 Antes de 1900	15
22248	Vicién	1900 - 1920	13
22248	Vicién	1921 - 1940	2
22248	Vicién	1941 - 1950	5
22248	Vicién	1951 - 1960	2
22248	Vicién	1961 - 1970	1
22248	Vicién	1971 - 1980	5
22248	Vicién	1981 - 1990	4
22248	Vicién	1991	1
22248	Vicién	1992	1
22248	Vicién	1993	1
22248	Vicién	1994	2
22248	Vicién	1996	1
22248	Vicién	1997	1
22248	Vicién	1999	1
22248	Vicién	2000	1
22249	Villanova	 Antes de 1900	26
22249	Villanova	1900 - 1920	1
22249	Villanova	1921 - 1940	1
22249	Villanova	1951 - 1960	3
22249	Villanova	1961 - 1970	1
22249	Villanova	1971 - 1980	4
22249	Villanova	1981 - 1990	14
22249	Villanova	1992	2
22249	Villanova	1993	1
22249	Villanova	1995	2
22249	Villanova	1996	2
22249	Villanova	1997	34
22249	Villanova	1998	4
22249	Villanova	1999	10
22249	Villanova	2000	1
22249	Villanova	2001	1
22250	Villanúa	 Antes de 1900	50
22250	Villanúa	1900 - 1920	2
22250	Villanúa	1921 - 1940	5
22250	Villanúa	1941 - 1950	1
22250	Villanúa	1951 - 1960	25
22250	Villanúa	1961 - 1970	14
22250	Villanúa	1971 - 1980	25
22250	Villanúa	1981 - 1990	126
22250	Villanúa	1991	42
22250	Villanúa	1992	14
22250	Villanúa	1993	2
22250	Villanúa	1996	3
22250	Villanúa	1997	1
22250	Villanúa	1998	1
22250	Villanúa	1999	73
22250	Villanúa	2000	15
22251	Villanueva de Sigena	 Antes de 1900	6
22251	Villanueva de Sigena	1900 - 1920	16
22251	Villanueva de Sigena	1921 - 1940	18
22251	Villanueva de Sigena	1941 - 1950	15
22251	Villanueva de Sigena	1951 - 1960	24
22251	Villanueva de Sigena	1961 - 1970	39
22251	Villanueva de Sigena	1971 - 1980	58
22251	Villanueva de Sigena	1981 - 1990	44
22251	Villanueva de Sigena	1994	4
22251	Villanueva de Sigena	1995	3
22251	Villanueva de Sigena	1996	2
22251	Villanueva de Sigena	1997	3
22251	Villanueva de Sigena	1998	5
22251	Villanueva de Sigena	2000	2
22251	Villanueva de Sigena	2001	3
22252	Yebra de Basa	 Antes de 1900	40
22252	Yebra de Basa	1900 - 1920	1
22252	Yebra de Basa	1951 - 1960	1
22252	Yebra de Basa	1971 - 1980	4
22252	Yebra de Basa	1981 - 1990	7
22252	Yebra de Basa	1993	2
22252	Yebra de Basa	1995	1
22252	Yebra de Basa	1999	2
22252	Yebra de Basa	2000	4
22252	Yebra de Basa	2001	3
22253	Yésero	 Antes de 1900	16
22253	Yésero	1900 - 1920	2
22253	Yésero	1921 - 1940	5
22253	Yésero	1941 - 1950	2
22253	Yésero	1951 - 1960	1
22253	Yésero	1961 - 1970	2
22253	Yésero	1971 - 1980	17
22253	Yésero	1981 - 1990	8
22253	Yésero	1992	1
22253	Yésero	1995	1
22253	Yésero	1997	1
22253	Yésero	1998	1
22253	Yésero	1999	1
22253	Yésero	2000	1
22254	Zaidín	 Antes de 1900	200
22254	Zaidín	1900 - 1920	75
22254	Zaidín	1921 - 1940	45
22254	Zaidín	1941 - 1950	31
22254	Zaidín	1951 - 1960	84
22254	Zaidín	1961 - 1970	45
22254	Zaidín	1971 - 1980	61
22254	Zaidín	1981 - 1990	31
22254	Zaidín	1991	2
22254	Zaidín	1992	2
22254	Zaidín	1995	2
22254	Zaidín	1997	1
22254	Zaidín	1998	6
22254	Zaidín	1999	3
22254	Zaidín	2000	5
22254	Zaidín	2001	1
22901	Valle de Hecho	 Antes de 1900	142
22901	Valle de Hecho	1900 - 1920	10
22901	Valle de Hecho	1921 - 1940	26
22901	Valle de Hecho	1941 - 1950	16
22901	Valle de Hecho	1951 - 1960	35
22901	Valle de Hecho	1961 - 1970	61
22901	Valle de Hecho	1971 - 1980	72
22901	Valle de Hecho	1981 - 1990	115
22901	Valle de Hecho	1991	4
22901	Valle de Hecho	1992	2
22901	Valle de Hecho	1993	6
22901	Valle de Hecho	1994	3
22901	Valle de Hecho	1995	4
22901	Valle de Hecho	1996	7
22901	Valle de Hecho	1997	4
22901	Valle de Hecho	1998	6
22901	Valle de Hecho	1999	5
22901	Valle de Hecho	2000	8
22901	Valle de Hecho	2001	12
22902	Puente la Reina de Jaca	 Antes de 1900	47
22902	Puente la Reina de Jaca	1900 - 1920	21
22902	Puente la Reina de Jaca	1921 - 1940	8
22902	Puente la Reina de Jaca	1941 - 1950	4
22902	Puente la Reina de Jaca	1951 - 1960	8
22902	Puente la Reina de Jaca	1961 - 1970	7
22902	Puente la Reina de Jaca	1971 - 1980	14
22902	Puente la Reina de Jaca	1981 - 1990	9
22902	Puente la Reina de Jaca	1991	1
22902	Puente la Reina de Jaca	1992	9
22902	Puente la Reina de Jaca	1997	1
22902	Puente la Reina de Jaca	1998	4
22903	San Miguel del Cinca	 Antes de 1900	230
22903	San Miguel del Cinca	1900 - 1920	9
22903	San Miguel del Cinca	1921 - 1940	17
22903	San Miguel del Cinca	1941 - 1950	12
22903	San Miguel del Cinca	1951 - 1960	13
22903	San Miguel del Cinca	1961 - 1970	49
22903	San Miguel del Cinca	1971 - 1980	33
22903	San Miguel del Cinca	1981 - 1990	20
22903	San Miguel del Cinca	1991	1
22903	San Miguel del Cinca	1992	4
22903	San Miguel del Cinca	1993	2
22903	San Miguel del Cinca	1994	2
22903	San Miguel del Cinca	1995	4
22903	San Miguel del Cinca	1996	6
22903	San Miguel del Cinca	1997	1
22903	San Miguel del Cinca	1998	6
22903	San Miguel del Cinca	1999	1
22903	San Miguel del Cinca	2000	1
22903	San Miguel del Cinca	2001	5
22904	Sotonera (La)	 Antes de 1900	433
22904	Sotonera (La)	1900 - 1920	40
22904	Sotonera (La)	1921 - 1940	22
22904	Sotonera (La)	1941 - 1950	8
22904	Sotonera (La)	1951 - 1960	21
22904	Sotonera (La)	1961 - 1970	40
22904	Sotonera (La)	1971 - 1980	54
22904	Sotonera (La)	1981 - 1990	32
22904	Sotonera (La)	1991	5
22904	Sotonera (La)	1992	2
22904	Sotonera (La)	1993	5
22904	Sotonera (La)	1994	2
22904	Sotonera (La)	1995	5
22904	Sotonera (La)	1996	4
22904	Sotonera (La)	1997	2
22904	Sotonera (La)	1998	7
22904	Sotonera (La)	1999	3
22904	Sotonera (La)	2000	4
22904	Sotonera (La)	2001	3
22905	Lupiñén-Ortilla	 Antes de 1900	46
22905	Lupiñén-Ortilla	1900 - 1920	19
22905	Lupiñén-Ortilla	1921 - 1940	20
22905	Lupiñén-Ortilla	1941 - 1950	23
22905	Lupiñén-Ortilla	1951 - 1960	11
22905	Lupiñén-Ortilla	1961 - 1970	24
22905	Lupiñén-Ortilla	1971 - 1980	15
22905	Lupiñén-Ortilla	1981 - 1990	24
22905	Lupiñén-Ortilla	1991	3
22905	Lupiñén-Ortilla	1992	2
22905	Lupiñén-Ortilla	1993	1
22905	Lupiñén-Ortilla	1994	2
22905	Lupiñén-Ortilla	1995	2
22905	Lupiñén-Ortilla	1996	3
22905	Lupiñén-Ortilla	1997	4
22905	Lupiñén-Ortilla	1999	1
22905	Lupiñén-Ortilla	2000	3
22905	Lupiñén-Ortilla	2001	1
22906	Santa María de Dulcis	 Antes de 1900	10
22906	Santa María de Dulcis	1900 - 1920	2
22906	Santa María de Dulcis	1921 - 1940	10
22906	Santa María de Dulcis	1941 - 1950	19
22906	Santa María de Dulcis	1951 - 1960	16
22906	Santa María de Dulcis	1961 - 1970	11
22906	Santa María de Dulcis	1971 - 1980	13
22906	Santa María de Dulcis	1981 - 1990	13
22906	Santa María de Dulcis	1992	1
22906	Santa María de Dulcis	1993	1
22906	Santa María de Dulcis	1995	1
22906	Santa María de Dulcis	1997	1
22906	Santa María de Dulcis	1998	4
22906	Santa María de Dulcis	1999	1
22907	Aínsa-Sobrarbe	 Antes de 1900	222
22907	Aínsa-Sobrarbe	1900 - 1920	10
22907	Aínsa-Sobrarbe	1921 - 1940	11
22907	Aínsa-Sobrarbe	1941 - 1950	28
22907	Aínsa-Sobrarbe	1951 - 1960	31
22907	Aínsa-Sobrarbe	1961 - 1970	40
22907	Aínsa-Sobrarbe	1971 - 1980	81
22907	Aínsa-Sobrarbe	1981 - 1990	91
22907	Aínsa-Sobrarbe	1991	5
22907	Aínsa-Sobrarbe	1992	5
22907	Aínsa-Sobrarbe	1993	4
22907	Aínsa-Sobrarbe	1994	4
22907	Aínsa-Sobrarbe	1995	5
22907	Aínsa-Sobrarbe	1996	16
22907	Aínsa-Sobrarbe	1997	9
22907	Aínsa-Sobrarbe	1998	6
22907	Aínsa-Sobrarbe	1999	8
22907	Aínsa-Sobrarbe	2000	14
22907	Aínsa-Sobrarbe	2001	17
22908	Hoz y Costeán	 Antes de 1900	66
22908	Hoz y Costeán	1921 - 1940	5
22908	Hoz y Costeán	1941 - 1950	5
22908	Hoz y Costeán	1951 - 1960	13
22908	Hoz y Costeán	1961 - 1970	7
22908	Hoz y Costeán	1971 - 1980	4
22908	Hoz y Costeán	1981 - 1990	18
22908	Hoz y Costeán	1991	4
22908	Hoz y Costeán	1992	2
22908	Hoz y Costeán	1993	3
22908	Hoz y Costeán	1994	1
22908	Hoz y Costeán	1995	5
22908	Hoz y Costeán	1996	5
22908	Hoz y Costeán	1997	1
22908	Hoz y Costeán	1998	3
22908	Hoz y Costeán	1999	2
22908	Hoz y Costeán	2000	5
22908	Hoz y Costeán	2001	2
22909	Vencillón	 Antes de 1900	1
22909	Vencillón	1941 - 1950	1
22909	Vencillón	1961 - 1970	118
22909	Vencillón	1971 - 1980	1
22909	Vencillón	1981 - 1990	24
22909	Vencillón	1991	1
22909	Vencillón	1993	1
22909	Vencillón	1996	1
22909	Vencillón	1998	2
22909	Vencillón	1999	8
22909	Vencillón	2000	4
22909	Vencillón	2001	5
44001	Ababuj	 Antes de 1900	56
44001	Ababuj	1900 - 1920	1
44001	Ababuj	1921 - 1940	1
44001	Ababuj	1951 - 1960	2
44001	Ababuj	1971 - 1980	6
44001	Ababuj	1981 - 1990	13
44001	Ababuj	1995	1
44001	Ababuj	1999	3
44001	Ababuj	2000	1
44002	Abejuela	 Antes de 1900	11
44002	Abejuela	1900 - 1920	6
44002	Abejuela	1921 - 1940	14
44002	Abejuela	1941 - 1950	46
44002	Abejuela	1951 - 1960	31
44002	Abejuela	1961 - 1970	13
44002	Abejuela	1971 - 1980	7
44002	Abejuela	1981 - 1990	5
44002	Abejuela	1992	2
44002	Abejuela	1994	1
44002	Abejuela	1997	1
44002	Abejuela	1998	1
44002	Abejuela	1999	1
44003	Aguatón	 Antes de 1900	20
44003	Aguatón	1900 - 1920	7
44003	Aguatón	1921 - 1940	1
44003	Aguatón	1941 - 1950	2
44003	Aguatón	1951 - 1960	1
44003	Aguatón	1971 - 1980	1
44003	Aguatón	1981 - 1990	1
44004	Aguaviva	 Antes de 1900	40
44004	Aguaviva	1900 - 1920	200
44004	Aguaviva	1921 - 1940	94
44004	Aguaviva	1941 - 1950	12
44004	Aguaviva	1951 - 1960	11
44004	Aguaviva	1961 - 1970	22
44004	Aguaviva	1971 - 1980	57
44004	Aguaviva	1981 - 1990	31
44004	Aguaviva	1991	1
44004	Aguaviva	1992	2
44004	Aguaviva	1993	5
44004	Aguaviva	1994	7
44004	Aguaviva	1995	12
44004	Aguaviva	1996	4
44004	Aguaviva	1997	3
44004	Aguaviva	1998	3
44004	Aguaviva	1999	1
44004	Aguaviva	2000	4
44004	Aguaviva	2001	1
44005	Aguilar del Alfambra	 Antes de 1900	71
44005	Aguilar del Alfambra	1900 - 1920	6
44005	Aguilar del Alfambra	1921 - 1940	2
44005	Aguilar del Alfambra	1941 - 1950	1
44005	Aguilar del Alfambra	1951 - 1960	1
44005	Aguilar del Alfambra	1981 - 1990	4
44005	Aguilar del Alfambra	1991	1
44006	Alacón	 Antes de 1900	129
44006	Alacón	1900 - 1920	31
44006	Alacón	1921 - 1940	59
44006	Alacón	1941 - 1950	26
44006	Alacón	1951 - 1960	34
44006	Alacón	1961 - 1970	15
44006	Alacón	1971 - 1980	25
44006	Alacón	1981 - 1990	25
44006	Alacón	1991	1
44006	Alacón	1994	1
44006	Alacón	1995	1
44006	Alacón	1997	1
44006	Alacón	1998	1
44006	Alacón	1999	1
44006	Alacón	2000	1
44007	Alba	 Antes de 1900	74
44007	Alba	1900 - 1920	41
44007	Alba	1921 - 1940	24
44007	Alba	1941 - 1950	17
44007	Alba	1951 - 1960	14
44007	Alba	1961 - 1970	19
44007	Alba	1971 - 1980	21
44007	Alba	1981 - 1990	11
44007	Alba	1993	1
44007	Alba	1996	1
44007	Alba	2000	1
44008	Albalate del Arzobispo	 Antes de 1900	429
44008	Albalate del Arzobispo	1900 - 1920	43
44008	Albalate del Arzobispo	1921 - 1940	72
44008	Albalate del Arzobispo	1941 - 1950	251
44008	Albalate del Arzobispo	1951 - 1960	68
44008	Albalate del Arzobispo	1961 - 1970	58
44008	Albalate del Arzobispo	1971 - 1980	83
44008	Albalate del Arzobispo	1981 - 1990	85
44008	Albalate del Arzobispo	1991	3
44008	Albalate del Arzobispo	1992	8
44008	Albalate del Arzobispo	1993	8
44008	Albalate del Arzobispo	1994	4
44008	Albalate del Arzobispo	1995	12
44008	Albalate del Arzobispo	1996	1
44008	Albalate del Arzobispo	1997	5
44008	Albalate del Arzobispo	1998	4
44008	Albalate del Arzobispo	1999	4
44008	Albalate del Arzobispo	2000	5
44008	Albalate del Arzobispo	2001	4
44009	Albarracín	 Antes de 1900	16
44009	Albarracín	1900 - 1920	8
44009	Albarracín	1921 - 1940	33
44009	Albarracín	1941 - 1950	14
44009	Albarracín	1951 - 1960	37
44009	Albarracín	1961 - 1970	35
44009	Albarracín	1971 - 1980	108
44009	Albarracín	1981 - 1990	116
44009	Albarracín	1991	7
44009	Albarracín	1992	19
44009	Albarracín	1993	13
44009	Albarracín	1994	7
44009	Albarracín	1995	8
44009	Albarracín	1996	11
44009	Albarracín	1997	14
44009	Albarracín	1998	10
44009	Albarracín	1999	10
44009	Albarracín	2000	19
44009	Albarracín	2001	5
44010	Albentosa	 Antes de 1900	180
44010	Albentosa	1900 - 1920	3
44010	Albentosa	1921 - 1940	4
44010	Albentosa	1941 - 1950	15
44010	Albentosa	1951 - 1960	20
44010	Albentosa	1961 - 1970	12
44010	Albentosa	1971 - 1980	3
44010	Albentosa	1981 - 1990	12
44010	Albentosa	1999	1
44010	Albentosa	2000	2
44010	Albentosa	2001	2
44011	Alcaine	 Antes de 1900	129
44011	Alcaine	1900 - 1920	48
44011	Alcaine	1921 - 1940	19
44011	Alcaine	1941 - 1950	6
44011	Alcaine	1951 - 1960	3
44011	Alcaine	1961 - 1970	1
44011	Alcaine	1971 - 1980	1
44011	Alcaine	1981 - 1990	3
44011	Alcaine	1993	1
44011	Alcaine	1997	1
44011	Alcaine	1998	1
44012	Alcalá de la Selva	1900 - 1920	1
44012	Alcalá de la Selva	1921 - 1940	5
44012	Alcalá de la Selva	1941 - 1950	32
44012	Alcalá de la Selva	1951 - 1960	146
44012	Alcalá de la Selva	1961 - 1970	51
44012	Alcalá de la Selva	1971 - 1980	464
44012	Alcalá de la Selva	1981 - 1990	96
44012	Alcalá de la Selva	1991	5
44012	Alcalá de la Selva	1992	2
44012	Alcalá de la Selva	1993	1
44012	Alcalá de la Selva	1994	6
44012	Alcalá de la Selva	1995	8
44012	Alcalá de la Selva	1996	7
44012	Alcalá de la Selva	1997	4
44012	Alcalá de la Selva	1998	6
44012	Alcalá de la Selva	1999	6
44012	Alcalá de la Selva	2000	17
44012	Alcalá de la Selva	2001	17
44013	Alcañiz	 Antes de 1900	291
44013	Alcañiz	1900 - 1920	146
44013	Alcañiz	1921 - 1940	319
44013	Alcañiz	1941 - 1950	236
44013	Alcañiz	1951 - 1960	312
44013	Alcañiz	1961 - 1970	162
44013	Alcañiz	1971 - 1980	214
44013	Alcañiz	1981 - 1990	305
44013	Alcañiz	1991	62
44013	Alcañiz	1992	37
44013	Alcañiz	1993	37
44013	Alcañiz	1994	45
44013	Alcañiz	1995	38
44013	Alcañiz	1996	40
44013	Alcañiz	1997	36
44013	Alcañiz	1998	39
44013	Alcañiz	1999	34
44013	Alcañiz	2000	42
44013	Alcañiz	2001	53
44014	Alcorisa	 Antes de 1900	311
44014	Alcorisa	1900 - 1920	45
44014	Alcorisa	1921 - 1940	80
44014	Alcorisa	1941 - 1950	66
44014	Alcorisa	1951 - 1960	76
44014	Alcorisa	1961 - 1970	88
44014	Alcorisa	1971 - 1980	158
44014	Alcorisa	1981 - 1990	164
44014	Alcorisa	1991	29
44014	Alcorisa	1992	12
44014	Alcorisa	1993	10
44014	Alcorisa	1994	16
44014	Alcorisa	1995	16
44014	Alcorisa	1996	17
44014	Alcorisa	1997	6
44014	Alcorisa	1998	18
44014	Alcorisa	1999	7
44014	Alcorisa	2000	15
44014	Alcorisa	2001	26
44016	Alfambra	 Antes de 1900	19
44016	Alfambra	1900 - 1920	9
44016	Alfambra	1921 - 1940	23
44016	Alfambra	1941 - 1950	22
44016	Alfambra	1951 - 1960	24
44016	Alfambra	1961 - 1970	58
44016	Alfambra	1971 - 1980	96
44016	Alfambra	1981 - 1990	108
44016	Alfambra	1992	1
44016	Alfambra	1993	2
44016	Alfambra	1994	4
44016	Alfambra	1995	6
44016	Alfambra	1996	5
44016	Alfambra	1997	2
44016	Alfambra	1998	3
44016	Alfambra	1999	2
44016	Alfambra	2000	12
44016	Alfambra	2001	14
44017	Aliaga	 Antes de 1900	152
44017	Aliaga	1900 - 1920	32
44017	Aliaga	1921 - 1940	70
44017	Aliaga	1941 - 1950	163
44017	Aliaga	1951 - 1960	9
44017	Aliaga	1961 - 1970	10
44017	Aliaga	1971 - 1980	12
44017	Aliaga	1981 - 1990	19
44017	Aliaga	1993	1
44017	Aliaga	1994	1
44017	Aliaga	1998	1
44017	Aliaga	2001	4
44018	Almohaja	 Antes de 1900	14
44018	Almohaja	1900 - 1920	14
44018	Almohaja	1921 - 1940	9
44018	Almohaja	1941 - 1950	4
44018	Almohaja	1951 - 1960	2
44018	Almohaja	1961 - 1970	3
44018	Almohaja	1971 - 1980	4
44019	Alobras	 Antes de 1900	105
44019	Alobras	1951 - 1960	1
44020	Alpeñés	 Antes de 1900	12
44020	Alpeñés	1941 - 1950	2
44020	Alpeñés	1951 - 1960	4
44020	Alpeñés	1961 - 1970	1
44020	Alpeñés	1971 - 1980	3
44020	Alpeñés	1981 - 1990	15
44021	Allepuz	 Antes de 1900	9
44021	Allepuz	1900 - 1920	9
44021	Allepuz	1921 - 1940	2
44021	Allepuz	1941 - 1950	5
44021	Allepuz	1951 - 1960	32
44021	Allepuz	1961 - 1970	18
44021	Allepuz	1971 - 1980	68
44021	Allepuz	1981 - 1990	29
44021	Allepuz	1994	1
44021	Allepuz	1996	1
44021	Allepuz	2001	2
44022	Alloza	 Antes de 1900	230
44022	Alloza	1900 - 1920	30
44022	Alloza	1921 - 1940	60
44022	Alloza	1941 - 1950	18
44022	Alloza	1951 - 1960	32
44022	Alloza	1961 - 1970	19
44022	Alloza	1971 - 1980	59
44022	Alloza	1981 - 1990	64
44022	Alloza	1991	2
44022	Alloza	1992	3
44022	Alloza	1993	16
44022	Alloza	1994	5
44022	Alloza	1996	3
44022	Alloza	1997	4
44022	Alloza	1998	4
44022	Alloza	1999	1
44022	Alloza	2001	2
44023	Allueva	 Antes de 1900	49
44023	Allueva	1900 - 1920	2
44023	Allueva	1971 - 1980	2
44023	Allueva	1981 - 1990	5
44024	Anadón	 Antes de 1900	42
44024	Anadón	1900 - 1920	10
44024	Anadón	1971 - 1980	2
44024	Anadón	1981 - 1990	2
44025	Andorra	 Antes de 1900	393
44025	Andorra	1900 - 1920	76
44025	Andorra	1921 - 1940	50
44025	Andorra	1941 - 1950	132
44025	Andorra	1951 - 1960	506
44025	Andorra	1961 - 1970	175
44025	Andorra	1971 - 1980	220
44025	Andorra	1981 - 1990	174
44025	Andorra	1991	47
44025	Andorra	1992	25
44025	Andorra	1993	125
44025	Andorra	1994	17
44025	Andorra	1995	13
44025	Andorra	1996	18
44025	Andorra	1997	14
44025	Andorra	1998	23
44025	Andorra	1999	11
44025	Andorra	2000	11
44025	Andorra	2001	19
44026	Arcos de las Salinas	 Antes de 1900	14
44026	Arcos de las Salinas	1900 - 1920	6
44026	Arcos de las Salinas	1921 - 1940	7
44026	Arcos de las Salinas	1941 - 1950	20
44026	Arcos de las Salinas	1951 - 1960	58
44026	Arcos de las Salinas	1961 - 1970	35
44026	Arcos de las Salinas	1971 - 1980	46
44026	Arcos de las Salinas	1981 - 1990	27
44026	Arcos de las Salinas	1992	1
44026	Arcos de las Salinas	1993	1
44026	Arcos de las Salinas	1997	1
44026	Arcos de las Salinas	1998	2
44026	Arcos de las Salinas	1999	1
44026	Arcos de las Salinas	2000	2
44027	Arens de Lledó	 Antes de 1900	100
44027	Arens de Lledó	1900 - 1920	16
44027	Arens de Lledó	1921 - 1940	5
44027	Arens de Lledó	1941 - 1950	1
44027	Arens de Lledó	1971 - 1980	5
44027	Arens de Lledó	1981 - 1990	5
44027	Arens de Lledó	1991	1
44027	Arens de Lledó	1992	1
44027	Arens de Lledó	1993	1
44027	Arens de Lledó	1995	1
44027	Arens de Lledó	1997	1
44027	Arens de Lledó	1998	1
44027	Arens de Lledó	2000	1
44028	Argente	 Antes de 1900	93
44028	Argente	1900 - 1920	3
44028	Argente	1921 - 1940	13
44028	Argente	1941 - 1950	10
44028	Argente	1951 - 1960	7
44028	Argente	1961 - 1970	6
44028	Argente	1971 - 1980	14
44028	Argente	1981 - 1990	9
44028	Argente	1992	1
44028	Argente	1993	1
44028	Argente	1996	1
44028	Argente	1999	1
44028	Argente	2000	1
44028	Argente	2001	1
44029	Ariño	 Antes de 1900	85
44029	Ariño	1900 - 1920	148
44029	Ariño	1921 - 1940	55
44029	Ariño	1941 - 1950	25
44029	Ariño	1951 - 1960	38
44029	Ariño	1961 - 1970	10
44029	Ariño	1971 - 1980	55
44029	Ariño	1981 - 1990	97
44029	Ariño	1991	1
44029	Ariño	1992	8
44029	Ariño	1993	1
44029	Ariño	1994	1
44029	Ariño	1995	2
44029	Ariño	1997	1
44029	Ariño	1998	13
44029	Ariño	1999	1
44029	Ariño	2000	1
44029	Ariño	2001	1
44031	Azaila	 Antes de 1900	29
44031	Azaila	1900 - 1920	13
44031	Azaila	1921 - 1940	13
44031	Azaila	1941 - 1950	14
44031	Azaila	1951 - 1960	10
44031	Azaila	1961 - 1970	24
44031	Azaila	1971 - 1980	26
44031	Azaila	1981 - 1990	21
44031	Azaila	1992	1
44031	Azaila	1993	1
44031	Azaila	1994	1
44031	Azaila	1995	1
44031	Azaila	1997	5
44031	Azaila	1998	1
44031	Azaila	2000	2
44031	Azaila	2001	1
44032	Bádenas	 Antes de 1900	36
44032	Bádenas	1971 - 1980	4
44033	Báguena	 Antes de 1900	249
44033	Báguena	1900 - 1920	55
44033	Báguena	1921 - 1940	22
44033	Báguena	1941 - 1950	4
44033	Báguena	1951 - 1960	8
44033	Báguena	1961 - 1970	16
44033	Báguena	1971 - 1980	22
44033	Báguena	1981 - 1990	12
44033	Báguena	1995	1
44033	Báguena	1997	2
44033	Báguena	1998	2
44033	Báguena	2000	4
44033	Báguena	2001	2
44034	Bañón	 Antes de 1900	130
44034	Bañón	1900 - 1920	7
44034	Bañón	1921 - 1940	7
44034	Bañón	1941 - 1950	3
44034	Bañón	1951 - 1960	2
44034	Bañón	1961 - 1970	1
44034	Bañón	1971 - 1980	1
44034	Bañón	1981 - 1990	3
44034	Bañón	1995	1
44034	Bañón	1996	2
44034	Bañón	1997	1
44034	Bañón	1999	3
44035	Barrachina	 Antes de 1900	107
44035	Barrachina	1900 - 1920	13
44035	Barrachina	1921 - 1940	14
44035	Barrachina	1941 - 1950	8
44035	Barrachina	1951 - 1960	2
44035	Barrachina	1961 - 1970	4
44035	Barrachina	1971 - 1980	5
44035	Barrachina	1981 - 1990	18
44035	Barrachina	1991	3
44035	Barrachina	1992	1
44035	Barrachina	1993	2
44035	Barrachina	1995	1
44035	Barrachina	1997	1
44035	Barrachina	1998	1
44035	Barrachina	1999	2
44035	Barrachina	2001	2
44036	Bea	 Antes de 1900	20
44036	Bea	1900 - 1920	10
44036	Bea	1951 - 1960	1
44036	Bea	1961 - 1970	1
44036	Bea	1971 - 1980	2
