Municipio código	Municipio nombre	Año	Orden	Siglas	Concejales
44189	Pozondón	2011	1	PP	1
44189	Pozondón	2011	2	PSOE	0
44189	Pozondón	2011	3	PAR	0
44189	Pozondón	2011	4	CHA	0
44189	Pozondón	2015	1	PP	1
44189	Pozondón	2015	4	PAR	0
44189	Pozondón	2015	7	CHA	0
44190	Pozuel del Campo	2007	1	PSOE	0
44190	Pozuel del Campo	2007	2	PP	0
44190	Pozuel del Campo	2007	3	PAR	5
44190	Pozuel del Campo	2007	4	CHA	0
44190	Pozuel del Campo	2011	1	PP	0
44190	Pozuel del Campo	2011	2	PSOE	0
44190	Pozuel del Campo	2011	3	PAR	2
44190	Pozuel del Campo	2011	7	COMPROMISO CON ARAGON	1
44190	Pozuel del Campo	2015	1	PP	0
44190	Pozuel del Campo	2015	2	PSOE	1
44190	Pozuel del Campo	2015	4	PAR	2
44191	Puebla de Híjar (La)	2007	1	PSOE	4
44191	Puebla de Híjar (La)	2007	2	PP	3
44191	Puebla de Híjar (La)	2007	3	PAR	0
44191	Puebla de Híjar (La)	2007	5	IU	2
44191	Puebla de Híjar (La)	2011	1	PP	1
44191	Puebla de Híjar (La)	2011	2	PSOE	2
44191	Puebla de Híjar (La)	2011	3	PAR	1
44191	Puebla de Híjar (La)	2011	5	IU	5
44191	Puebla de Híjar (La)	2015	1	PP	1
44191	Puebla de Híjar (La)	2015	2	PSOE	1
44191	Puebla de Híjar (La)	2015	4	PAR	0
44191	Puebla de Híjar (La)	2015	16	G:IU-LV	5
44192	Puebla de Valverde (La)	2007	1	PSOE	3
44192	Puebla de Valverde (La)	2007	2	PP	4
44192	Puebla de Valverde (La)	2007	3	PAR	0
44192	Puebla de Valverde (La)	2011	1	PP	5
44192	Puebla de Valverde (La)	2011	2	PSOE	1
44192	Puebla de Valverde (La)	2011	3	PAR	1
44192	Puebla de Valverde (La)	2015	1	PP	4
44192	Puebla de Valverde (La)	2015	2	PSOE	2
44192	Puebla de Valverde (La)	2015	4	PAR	1
44193	Puertomingalvo	2007	1	PSOE	4
44193	Puertomingalvo	2007	2	PP	1
44193	Puertomingalvo	2007	3	PAR	0
44193	Puertomingalvo	2007	4	CHA	0
44193	Puertomingalvo	2007	5	IU	0
44193	Puertomingalvo	2011	1	PP	0
44193	Puertomingalvo	2011	2	PSOE	4
44193	Puertomingalvo	2011	3	PAR	1
44193	Puertomingalvo	2011	4	CHA	0
44193	Puertomingalvo	2015	1	PP	1
44193	Puertomingalvo	2015	2	PSOE	4
44193	Puertomingalvo	2015	4	PAR	0
44194	Ráfales	2007	1	PSOE	0
44194	Ráfales	2007	3	PAR	5
44194	Ráfales	2011	1	PP	0
44194	Ráfales	2011	3	PAR	5
44194	Ráfales	2015	1	PP	0
44194	Ráfales	2015	4	PAR	5
44194	Ráfales	2015	7	CHA	0
44195	Rillo	2007	1	PSOE	0
44195	Rillo	2007	2	PP	5
44195	Rillo	2007	3	PAR	0
44195	Rillo	2007	4	CHA	0
44195	Rillo	2011	1	PP	4
44195	Rillo	2011	2	PSOE	0
44195	Rillo	2011	3	PAR	1
44195	Rillo	2015	1	PP	1
44195	Rillo	2015	2	PSOE	1
44195	Rillo	2015	4	PAR	3
44196	Riodeva	2007	1	PSOE	1
44196	Riodeva	2007	2	PP	0
44196	Riodeva	2007	3	PAR	4
44196	Riodeva	2007	4	CHA	0
44196	Riodeva	2011	1	PP	0
44196	Riodeva	2011	2	PSOE	1
44196	Riodeva	2011	3	PAR	4
44196	Riodeva	2011	4	CHA	0
44196	Riodeva	2015	1	PP	1
44196	Riodeva	2015	2	PSOE	0
44196	Riodeva	2015	4	PAR	4
44197	Ródenas	2007	1	PSOE	0
44197	Ródenas	2007	2	PP	1
44197	Ródenas	2011	1	PP	1
44197	Ródenas	2011	2	PSOE	2
44197	Ródenas	2011	3	PAR	0
44197	Ródenas	2015	1	PP	1
44197	Ródenas	2015	2	PSOE	2
44197	Ródenas	2015	4	PAR	0
44198	Royuela	2007	1	PSOE	0
44198	Royuela	2007	2	PP	4
44198	Royuela	2007	3	PAR	1
44198	Royuela	2007	4	CHA	0
44198	Royuela	2007	5	IU	0
44198	Royuela	2011	1	PP	2
44198	Royuela	2011	2	PSOE	0
44198	Royuela	2011	3	PAR	1
44198	Royuela	2011	7	COMPROMISO CON ARAGON	2
44198	Royuela	2015	1	PP	1
44198	Royuela	2015	2	PSOE	0
44198	Royuela	2015	4	PAR	3
44198	Royuela	2015	7	CHA	0
44198	Royuela	2015	12	COMPROMISO CON ARAGON	1
44199	Rubiales	2007	1	PSOE	0
44199	Rubiales	2007	2	PP	1
44199	Rubiales	2007	3	PAR	0
44199	Rubiales	2011	1	PP	2
44199	Rubiales	2011	2	PSOE	0
44199	Rubiales	2011	3	PAR	1
44199	Rubiales	2015	1	PP	2
44199	Rubiales	2015	4	PAR	1
44199	Rubiales	2015	5	C's	0
44200	Rubielos de la Cérida	2007	1	PSOE	0
44200	Rubielos de la Cérida	2007	2	PP	0
44200	Rubielos de la Cérida	2007	3	PAR	1
44200	Rubielos de la Cérida	2011	1	PP	0
44200	Rubielos de la Cérida	2011	2	PSOE	1
44200	Rubielos de la Cérida	2011	3	PAR	2
44200	Rubielos de la Cérida	2015	4	PAR	3
44201	Rubielos de Mora	2007	1	PSOE	5
44201	Rubielos de Mora	2007	3	PAR	2
44201	Rubielos de Mora	2011	1	PP	0
44201	Rubielos de Mora	2011	2	PSOE	4
44201	Rubielos de Mora	2011	3	PAR	3
44201	Rubielos de Mora	2015	1	PP	0
44201	Rubielos de Mora	2015	2	PSOE	5
44201	Rubielos de Mora	2015	4	PAR	2
44203	Salcedillo	2007	1	PSOE	0
44203	Salcedillo	2007	2	PP	1
44203	Salcedillo	2011	1	PP	1
44203	Salcedillo	2011	3	PAR	0
44203	Salcedillo	2015	1	PP	1
44204	Saldón	2007	1	PSOE	1
44204	Saldón	2007	2	PP	0
44204	Saldón	2011	1	PP	0
44204	Saldón	2011	2	PSOE	1
44204	Saldón	2015	1	PP	0
44204	Saldón	2015	2	PSOE	1
44204	Saldón	2015	4	PAR	0
44205	Samper de Calanda	2007	1	PSOE	6
44205	Samper de Calanda	2007	2	PP	2
44205	Samper de Calanda	2007	3	PAR	1
44205	Samper de Calanda	2011	1	PP	1
44205	Samper de Calanda	2011	2	PSOE	5
44205	Samper de Calanda	2011	3	PAR	1
44205	Samper de Calanda	2015	1	PP	2
44205	Samper de Calanda	2015	2	PSOE	4
44205	Samper de Calanda	2015	4	PAR	1
44206	San Agustín	2007	1	PSOE	4
44206	San Agustín	2007	2	PP	0
44206	San Agustín	2007	3	PAR	1
44206	San Agustín	2007	4	CHA	0
44206	San Agustín	2007	5	IU	0
44206	San Agustín	2011	1	PP	0
44206	San Agustín	2011	2	PSOE	4
44206	San Agustín	2011	3	PAR	1
44206	San Agustín	2011	5	IU	0
44206	San Agustín	2015	1	PP	0
44206	San Agustín	2015	2	PSOE	1
44206	San Agustín	2015	4	PAR	4
44206	San Agustín	2015	16	G:IU-LV	0
44207	San Martín del Río	2007	1	PSOE	5
44207	San Martín del Río	2007	2	PP	0
44207	San Martín del Río	2007	3	PAR	0
44207	San Martín del Río	2007	4	CHA	0
44207	San Martín del Río	2011	1	PP	0
44207	San Martín del Río	2011	2	PSOE	5
44207	San Martín del Río	2011	3	PAR	0
44207	San Martín del Río	2015	1	PP	0
44207	San Martín del Río	2015	2	PSOE	5
44207	San Martín del Río	2015	4	PAR	0
44207	San Martín del Río	2015	7	CHA	0
44208	Santa Cruz de Nogueras	2007	1	PSOE	0
44208	Santa Cruz de Nogueras	2007	2	PP	0
44208	Santa Cruz de Nogueras	2007	3	PAR	1
44208	Santa Cruz de Nogueras	2011	1	PP	0
44208	Santa Cruz de Nogueras	2011	3	PAR	1
44208	Santa Cruz de Nogueras	2015	4	PAR	1
44209	Santa Eulalia	2007	1	PSOE	5
44209	Santa Eulalia	2007	2	PP	3
44209	Santa Eulalia	2007	3	PAR	1
44209	Santa Eulalia	2007	4	CHA	0
44209	Santa Eulalia	2011	1	PP	3
44209	Santa Eulalia	2011	2	PSOE	4
44209	Santa Eulalia	2011	3	PAR	1
44209	Santa Eulalia	2011	5	IU	1
44209	Santa Eulalia	2011	7	COMPROMISO CON ARAGON	0
44209	Santa Eulalia	2015	1	PP	4
44209	Santa Eulalia	2015	2	PSOE	4
44209	Santa Eulalia	2015	4	PAR	1
44209	Santa Eulalia	2015	16	G:IU-LV	0
44210	Sarrión	2007	1	PSOE	2
44210	Sarrión	2007	2	PP	2
44210	Sarrión	2007	3	PAR	4
44210	Sarrión	2007	4	CHA	1
44210	Sarrión	2011	1	PP	2
44210	Sarrión	2011	2	PSOE	3
44210	Sarrión	2011	3	PAR	3
44210	Sarrión	2011	4	CHA	1
44210	Sarrión	2015	1	PP	1
44210	Sarrión	2015	2	PSOE	4
44210	Sarrión	2015	4	PAR	2
44210	Sarrión	2015	7	CHA	2
44211	Segura de los Baños	2007	1	PSOE	0
44211	Segura de los Baños	2007	2	PP	0
44211	Segura de los Baños	2007	3	PAR	1
44211	Segura de los Baños	2011	7	COMPROMISO CON ARAGON	3
44211	Segura de los Baños	2015	2	PSOE	0
44211	Segura de los Baños	2015	12	COMPROMISO CON ARAGON	1
44212	Seno	2007	1	PSOE	0
44212	Seno	2007	2	PP	0
44212	Seno	2007	3	PAR	1
44212	Seno	2011	1	PP	0
44212	Seno	2011	3	PAR	3
44212	Seno	2015	1	PP	0
44212	Seno	2015	2	PSOE	0
44212	Seno	2015	4	PAR	3
44213	Singra	2007	1	PSOE	1
44213	Singra	2007	2	PP	0
44213	Singra	2007	3	PAR	0
44213	Singra	2007	4	CHA	0
44213	Singra	2011	1	PP	1
44213	Singra	2011	2	PSOE	2
44213	Singra	2011	3	PAR	0
44213	Singra	2011	4	CHA	0
44213	Singra	2015	1	PP	1
44213	Singra	2015	2	PSOE	2
44213	Singra	2015	4	PAR	0
44215	Terriente	2007	1	PSOE	1
44215	Terriente	2007	2	PP	0
44215	Terriente	2007	3	PAR	4
44215	Terriente	2007	4	CHA	0
44215	Terriente	2007	5	IU	0
44215	Terriente	2011	1	PP	0
44215	Terriente	2011	2	PSOE	1
44215	Terriente	2011	3	PAR	4
44215	Terriente	2011	4	CHA	0
44215	Terriente	2015	1	PP	1
44215	Terriente	2015	2	PSOE	0
44215	Terriente	2015	4	PAR	4
44215	Terriente	2015	7	CHA	0
44216	Teruel	2007	1	PSOE	7
44216	Teruel	2007	2	PP	8
44216	Teruel	2007	3	PAR	4
44216	Teruel	2007	4	CHA	2
44216	Teruel	2007	5	IU	0
44216	Teruel	2007	8	PCUA	0
44216	Teruel	2007	38	FAMILIA Y V	0
44216	Teruel	2011	1	PP	12
44216	Teruel	2011	2	PSOE	5
44216	Teruel	2011	3	PAR	1
44216	Teruel	2011	4	CHA	2
44216	Teruel	2011	5	IU	1
44216	Teruel	2011	6	UPyD	0
44216	Teruel	2011	7	COMPROMISO CON ARAGON	0
44216	Teruel	2015	1	PP	8
44216	Teruel	2015	2	PSOE	5
44216	Teruel	2015	4	PAR	2
44216	Teruel	2015	5	C's	2
44216	Teruel	2015	7	CHA	1
44216	Teruel	2015	10	EB	0
44216	Teruel	2015	12	COMPROMISO CON ARAGON	0
44216	Teruel	2015	16	G:IU-LV	3
44216	Teruel	2015	28	FIA	0
44217	Toril y Masegoso	2007	1	PSOE	1
44217	Toril y Masegoso	2007	2	PP	0
44217	Toril y Masegoso	2011	1	PP	0
44217	Toril y Masegoso	2011	2	PSOE	1
44217	Toril y Masegoso	2011	3	PAR	0
44217	Toril y Masegoso	2011	4	CHA	0
44217	Toril y Masegoso	2015	1	PP	0
44217	Toril y Masegoso	2015	2	PSOE	1
44217	Toril y Masegoso	2015	7	CHA	0
44218	Tormón	2007	1	PSOE	0
44218	Tormón	2007	2	PP	0
44218	Tormón	2007	3	PAR	1
44218	Tormón	2011	1	PP	1
44218	Tormón	2011	2	PSOE	0
44218	Tormón	2011	3	PAR	0
44218	Tormón	2015	1	PP	1
44218	Tormón	2015	4	PAR	0
44219	Tornos	2007	1	PSOE	4
44219	Tornos	2007	2	PP	1
44219	Tornos	2007	3	PAR	0
44219	Tornos	2007	4	CHA	0
44219	Tornos	2011	1	PP	2
44219	Tornos	2011	2	PSOE	3
44219	Tornos	2011	3	PAR	0
44219	Tornos	2011	4	CHA	0
44219	Tornos	2015	2	PSOE	5
44219	Tornos	2015	4	PAR	0
44219	Tornos	2015	7	CHA	0
44220	Torralba de los Sisones	2007	1	PSOE	0
44220	Torralba de los Sisones	2007	2	PP	2
44220	Torralba de los Sisones	2007	3	PAR	3
44220	Torralba de los Sisones	2007	4	CHA	0
44220	Torralba de los Sisones	2011	1	PP	2
44220	Torralba de los Sisones	2011	2	PSOE	0
44220	Torralba de los Sisones	2011	3	PAR	3
44220	Torralba de los Sisones	2015	2	PSOE	0
44220	Torralba de los Sisones	2015	4	PAR	5
44221	Torrecilla de Alcañiz	2007	1	PSOE	4
44221	Torrecilla de Alcañiz	2007	2	PP	3
44221	Torrecilla de Alcañiz	2007	3	PAR	0
44221	Torrecilla de Alcañiz	2011	1	PP	3
44221	Torrecilla de Alcañiz	2011	2	PSOE	4
44221	Torrecilla de Alcañiz	2015	1	PP	3
44221	Torrecilla de Alcañiz	2015	2	PSOE	4
44222	Torrecilla del Rebollar	2007	1	PSOE	1
44222	Torrecilla del Rebollar	2007	2	PP	4
44222	Torrecilla del Rebollar	2007	3	PAR	0
44222	Torrecilla del Rebollar	2007	4	CHA	0
44222	Torrecilla del Rebollar	2011	1	PP	4
44222	Torrecilla del Rebollar	2011	2	PSOE	1
44222	Torrecilla del Rebollar	2011	3	PAR	0
44222	Torrecilla del Rebollar	2011	4	CHA	0
44222	Torrecilla del Rebollar	2015	1	PP	3
44222	Torrecilla del Rebollar	2015	2	PSOE	2
44222	Torrecilla del Rebollar	2015	4	PAR	0
44222	Torrecilla del Rebollar	2015	7	CHA	0
44223	Torre de Arcas	2007	1	PSOE	0
44223	Torre de Arcas	2007	2	PP	0
44223	Torre de Arcas	2007	3	PAR	1
44223	Torre de Arcas	2011	2	PSOE	0
44223	Torre de Arcas	2011	3	PAR	3
44223	Torre de Arcas	2015	1	PP	0
44223	Torre de Arcas	2015	2	PSOE	1
44223	Torre de Arcas	2015	4	PAR	2
44224	Torre de las Arcas	2007	1	PSOE	1
44224	Torre de las Arcas	2007	2	PP	0
44224	Torre de las Arcas	2011	2	PSOE	1
44224	Torre de las Arcas	2015	2	PSOE	1
44225	Torre del Compte	2007	1	PSOE	0
44225	Torre del Compte	2007	2	PP	4
44225	Torre del Compte	2007	3	PAR	1
44225	Torre del Compte	2007	4	CHA	0
44225	Torre del Compte	2011	1	PP	4
44225	Torre del Compte	2011	2	PSOE	0
44225	Torre del Compte	2011	4	CHA	1
44225	Torre del Compte	2015	1	PP	4
44225	Torre del Compte	2015	2	PSOE	0
44225	Torre del Compte	2015	7	CHA	1
44226	Torrelacárcel	2007	1	PSOE	4
44226	Torrelacárcel	2007	2	PP	0
44226	Torrelacárcel	2007	3	PAR	1
44226	Torrelacárcel	2007	4	CHA	0
44226	Torrelacárcel	2011	1	PP	0
44226	Torrelacárcel	2011	2	PSOE	4
44226	Torrelacárcel	2011	3	PAR	0
44226	Torrelacárcel	2011	4	CHA	0
44226	Torrelacárcel	2011	5	IU	1
44226	Torrelacárcel	2015	1	PP	1
44226	Torrelacárcel	2015	2	PSOE	4
44226	Torrelacárcel	2015	4	PAR	0
44226	Torrelacárcel	2015	7	CHA	0
44226	Torrelacárcel	2015	16	G:IU-LV	0
44227	Torre los Negros	2007	1	PSOE	2
44227	Torre los Negros	2007	2	PP	3
44227	Torre los Negros	2007	3	PAR	0
44227	Torre los Negros	2007	4	CHA	0
44227	Torre los Negros	2011	1	PP	4
44227	Torre los Negros	2011	2	PSOE	1
44227	Torre los Negros	2011	3	PAR	0
44227	Torre los Negros	2015	1	PP	1
44227	Torre los Negros	2015	4	PAR	2
44228	Torremocha de Jiloca	2007	2	PP	2
44228	Torremocha de Jiloca	2007	3	PAR	1
44228	Torremocha de Jiloca	2007	4	CHA	1
44228	Torremocha de Jiloca	2011	1	PP	4
44228	Torremocha de Jiloca	2011	2	PSOE	0
44228	Torremocha de Jiloca	2011	3	PAR	1
44228	Torremocha de Jiloca	2011	4	CHA	0
44228	Torremocha de Jiloca	2015	1	PP	4
44228	Torremocha de Jiloca	2015	2	PSOE	0
44228	Torremocha de Jiloca	2015	4	PAR	1
44228	Torremocha de Jiloca	2015	7	CHA	0
44229	Torres de Albarracín	2007	1	PSOE	1
44229	Torres de Albarracín	2007	2	PP	0
44229	Torres de Albarracín	2007	3	PAR	4
44229	Torres de Albarracín	2007	4	CHA	0
44229	Torres de Albarracín	2007	5	IU	0
44229	Torres de Albarracín	2011	1	PP	1
44229	Torres de Albarracín	2011	2	PSOE	0
44229	Torres de Albarracín	2011	3	PAR	4
44229	Torres de Albarracín	2011	4	CHA	0
44229	Torres de Albarracín	2011	5	IU	0
44229	Torres de Albarracín	2015	1	PP	0
44229	Torres de Albarracín	2015	2	PSOE	0
44229	Torres de Albarracín	2015	4	PAR	3
44229	Torres de Albarracín	2015	5	C's	2
44229	Torres de Albarracín	2015	7	CHA	0
44229	Torres de Albarracín	2015	16	G:IU-LV	0
44230	Torrevelilla	2007	1	PSOE	4
44230	Torrevelilla	2007	2	PP	1
44230	Torrevelilla	2007	3	PAR	0
44230	Torrevelilla	2007	4	CHA	0
44230	Torrevelilla	2011	1	PP	2
44230	Torrevelilla	2011	2	PSOE	3
44230	Torrevelilla	2011	3	PAR	0
44230	Torrevelilla	2015	1	PP	0
44230	Torrevelilla	2015	2	PSOE	4
44230	Torrevelilla	2015	4	PAR	1
44230	Torrevelilla	2015	7	CHA	0
44231	Torrijas	2007	1	PSOE	0
44231	Torrijas	2007	2	PP	0
44231	Torrijas	2007	3	PAR	1
44231	Torrijas	2011	1	PP	1
44231	Torrijas	2011	2	PSOE	0
44231	Torrijas	2011	3	PAR	2
44231	Torrijas	2011	5	IU	0
44231	Torrijas	2015	1	PP	2
44231	Torrijas	2015	4	PAR	1
44231	Torrijas	2015	16	G:IU-LV	0
44232	Torrijo del Campo	2007	1	PSOE	3
44232	Torrijo del Campo	2007	3	PAR	4
44232	Torrijo del Campo	2007	4	CHA	0
44232	Torrijo del Campo	2011	2	PSOE	2
44232	Torrijo del Campo	2011	3	PAR	5
44232	Torrijo del Campo	2015	2	PSOE	3
44232	Torrijo del Campo	2015	4	PAR	4
44234	Tramacastiel	2007	1	PSOE	1
44234	Tramacastiel	2007	2	PP	0
44234	Tramacastiel	2007	3	PAR	4
44234	Tramacastiel	2007	5	IU	0
44234	Tramacastiel	2011	1	PP	0
44234	Tramacastiel	2011	2	PSOE	1
44234	Tramacastiel	2011	3	PAR	2
44234	Tramacastiel	2015	1	PP	0
44234	Tramacastiel	2015	2	PSOE	1
44234	Tramacastiel	2015	4	PAR	2
44235	Tramacastilla	2007	1	PSOE	1
44235	Tramacastilla	2007	2	PP	3
44235	Tramacastilla	2007	3	PAR	1
44235	Tramacastilla	2007	4	CHA	0
44235	Tramacastilla	2007	5	IU	0
44235	Tramacastilla	2011	1	PP	4
44235	Tramacastilla	2011	2	PSOE	0
44235	Tramacastilla	2011	3	PAR	1
44235	Tramacastilla	2011	4	CHA	0
44235	Tramacastilla	2015	1	PP	4
44235	Tramacastilla	2015	2	PSOE	0
44235	Tramacastilla	2015	4	PAR	0
44235	Tramacastilla	2015	5	C's	1
44235	Tramacastilla	2015	7	CHA	0
44235	Tramacastilla	2015	12	COMPROMISO CON ARAGON	0
44236	Tronchón	2007	1	PSOE	1
44236	Tronchón	2007	2	PP	0
44236	Tronchón	2007	3	PAR	0
44236	Tronchón	2011	1	PP	2
44236	Tronchón	2011	2	PSOE	3
44236	Tronchón	2011	3	PAR	0
44236	Tronchón	2015	1	PP	1
44236	Tronchón	2015	2	PSOE	1
44236	Tronchón	2015	4	PAR	1
44237	Urrea de Gaén	2007	1	PSOE	4
44237	Urrea de Gaén	2007	2	PP	3
44237	Urrea de Gaén	2007	3	PAR	0
44237	Urrea de Gaén	2011	1	PP	3
44237	Urrea de Gaén	2011	2	PSOE	4
44237	Urrea de Gaén	2011	3	PAR	0
44237	Urrea de Gaén	2015	1	PP	7
44238	Utrillas	2007	1	PSOE	5
44238	Utrillas	2007	2	PP	0
44238	Utrillas	2007	3	PAR	5
44238	Utrillas	2007	4	CHA	0
44238	Utrillas	2007	5	IU	1
44238	Utrillas	2011	1	PP	1
44238	Utrillas	2011	2	PSOE	5
44238	Utrillas	2011	3	PAR	0
44238	Utrillas	2011	4	CHA	0
44238	Utrillas	2011	5	IU	0
44238	Utrillas	2011	7	COMPROMISO CON ARAGON	5
44238	Utrillas	2015	1	PP	0
44238	Utrillas	2015	2	PSOE	5
44238	Utrillas	2015	4	PAR	0
44238	Utrillas	2015	7	CHA	0
44238	Utrillas	2015	12	COMPROMISO CON ARAGON	6
44238	Utrillas	2015	16	G:IU-LV	0
44239	Valacloche	2007	1	PSOE	0
44239	Valacloche	2007	2	PP	0
44239	Valacloche	2007	3	PAR	1
44239	Valacloche	2011	1	PP	0
44239	Valacloche	2011	3	PAR	1
44239	Valacloche	2015	1	PP	0
44239	Valacloche	2015	4	PAR	1
44240	Valbona	2007	1	PSOE	1
44240	Valbona	2007	2	PP	4
44240	Valbona	2007	3	PAR	0
44240	Valbona	2007	4	CHA	0
44240	Valbona	2007	5	IU	0
44240	Valbona	2011	1	PP	4
44240	Valbona	2011	2	PSOE	1
44240	Valbona	2011	3	PAR	0
44240	Valbona	2015	1	PP	4
44240	Valbona	2015	2	PSOE	1
44240	Valbona	2015	4	PAR	0
44241	Valdealgorfa	2007	1	PSOE	5
44241	Valdealgorfa	2007	2	PP	1
44241	Valdealgorfa	2007	3	PAR	1
44241	Valdealgorfa	2011	1	PP	4
44241	Valdealgorfa	2011	2	PSOE	2
44241	Valdealgorfa	2011	3	PAR	1
44241	Valdealgorfa	2015	1	PP	4
44241	Valdealgorfa	2015	4	PAR	3
44243	Valdecuenca	2007	1	PSOE	0
44243	Valdecuenca	2007	2	PP	0
44243	Valdecuenca	2007	3	PAR	1
44243	Valdecuenca	2011	2	PSOE	0
44243	Valdecuenca	2011	3	PAR	1
44243	Valdecuenca	2015	1	PP	1
44244	Valdelinares	2007	1	PSOE	4
44244	Valdelinares	2007	2	PP	1
44244	Valdelinares	2007	3	PAR	0
44244	Valdelinares	2007	4	CHA	0
44244	Valdelinares	2007	5	IU	0
44244	Valdelinares	2011	1	PP	1
44244	Valdelinares	2011	2	PSOE	3
44244	Valdelinares	2011	3	PAR	1
44244	Valdelinares	2015	1	PP	2
44244	Valdelinares	2015	2	PSOE	1
44244	Valdelinares	2015	4	PAR	0
44245	Valdeltormo	2007	1	PSOE	2
44245	Valdeltormo	2007	3	PAR	5
44245	Valdeltormo	2011	1	PP	3
44245	Valdeltormo	2011	3	PAR	4
44245	Valdeltormo	2015	1	PP	3
44245	Valdeltormo	2015	2	PSOE	0
44245	Valdeltormo	2015	4	PAR	4
44246	Valderrobres	2007	1	PSOE	2
44246	Valderrobres	2007	2	PP	6
44246	Valderrobres	2007	3	PAR	2
44246	Valderrobres	2007	4	CHA	1
44246	Valderrobres	2007	5	IU	0
44246	Valderrobres	2011	1	PP	7
44246	Valderrobres	2011	2	PSOE	1
44246	Valderrobres	2011	3	PAR	2
44246	Valderrobres	2011	4	CHA	1
44246	Valderrobres	2015	1	PP	6
44246	Valderrobres	2015	2	PSOE	1
44246	Valderrobres	2015	4	PAR	1
44246	Valderrobres	2015	7	CHA	3
44247	Valjunquera	2007	1	PSOE	3
44247	Valjunquera	2007	2	PP	1
44247	Valjunquera	2007	3	PAR	3
44247	Valjunquera	2011	1	PP	1
44247	Valjunquera	2011	2	PSOE	2
44247	Valjunquera	2011	3	PAR	4
44247	Valjunquera	2015	1	PP	1
44247	Valjunquera	2015	2	PSOE	4
44247	Valjunquera	2015	4	PAR	2
44247	Valjunquera	2015	7	CHA	0
44249	Vallecillo (El)	2007	1	PSOE	1
44249	Vallecillo (El)	2007	2	PP	0
44249	Vallecillo (El)	2007	3	PAR	0
44249	Vallecillo (El)	2011	1	PP	1
44249	Vallecillo (El)	2011	2	PSOE	0
44249	Vallecillo (El)	2015	1	PP	1
44249	Vallecillo (El)	2015	4	PAR	0
44249	Vallecillo (El)	2015	7	CHA	0
44250	Veguillas de la Sierra	2007	1	PSOE	0
44250	Veguillas de la Sierra	2007	2	PP	0
44250	Veguillas de la Sierra	2007	3	PAR	1
44250	Veguillas de la Sierra	2011	1	PP	0
44250	Veguillas de la Sierra	2011	2	PSOE	0
44250	Veguillas de la Sierra	2011	3	PAR	1
44250	Veguillas de la Sierra	2015	1	PP	1
44250	Veguillas de la Sierra	2015	4	PAR	0
44251	Villafranca del Campo	2007	1	PSOE	1
44251	Villafranca del Campo	2007	2	PP	4
44251	Villafranca del Campo	2007	3	PAR	2
44251	Villafranca del Campo	2011	1	PP	4
44251	Villafranca del Campo	2011	2	PSOE	2
44251	Villafranca del Campo	2011	3	PAR	1
44251	Villafranca del Campo	2015	1	PP	3
44251	Villafranca del Campo	2015	2	PSOE	1
44251	Villafranca del Campo	2015	4	PAR	3
44252	Villahermosa del Campo	2007	1	PSOE	0
44252	Villahermosa del Campo	2007	2	PP	0
44252	Villahermosa del Campo	2007	3	PAR	1
44252	Villahermosa del Campo	2007	4	CHA	0
44252	Villahermosa del Campo	2011	1	PP	0
44252	Villahermosa del Campo	2011	2	PSOE	0
44252	Villahermosa del Campo	2011	3	PAR	3
44252	Villahermosa del Campo	2015	2	PSOE	1
44252	Villahermosa del Campo	2015	4	PAR	4
44256	Villanueva del Rebollar de la Sierra	2007	1	PSOE	0
44256	Villanueva del Rebollar de la Sierra	2007	2	PP	0
44256	Villanueva del Rebollar de la Sierra	2007	3	PAR	1
44256	Villanueva del Rebollar de la Sierra	2011	1	PP	0
44256	Villanueva del Rebollar de la Sierra	2011	7	COMPROMISO CON ARAGON	3
44256	Villanueva del Rebollar de la Sierra	2015	2	PSOE	0
44256	Villanueva del Rebollar de la Sierra	2015	4	PAR	3
44257	Villar del Cobo	2007	1	PSOE	3
44257	Villar del Cobo	2007	2	PP	1
44257	Villar del Cobo	2007	3	PAR	1
44257	Villar del Cobo	2007	4	CHA	0
44257	Villar del Cobo	2007	5	IU	0
44257	Villar del Cobo	2011	1	PP	1
44257	Villar del Cobo	2011	2	PSOE	4
44257	Villar del Cobo	2011	3	PAR	0
44257	Villar del Cobo	2011	4	CHA	0
44257	Villar del Cobo	2015	1	PP	2
44257	Villar del Cobo	2015	2	PSOE	1
44257	Villar del Cobo	2015	4	PAR	2
44257	Villar del Cobo	2015	7	CHA	0
44258	Villar del Salz	2007	1	PSOE	0
44258	Villar del Salz	2007	2	PP	1
44258	Villar del Salz	2007	3	PAR	0
44258	Villar del Salz	2007	4	CHA	0
44258	Villar del Salz	2011	1	PP	2
44258	Villar del Salz	2011	2	PSOE	0
44258	Villar del Salz	2011	3	PAR	1
44258	Villar del Salz	2015	1	PP	2
44258	Villar del Salz	2015	2	PSOE	0
44258	Villar del Salz	2015	4	PAR	1
44260	Villarluengo	2007	1	PSOE	0
44260	Villarluengo	2007	2	PP	5
44260	Villarluengo	2007	3	PAR	0
44260	Villarluengo	2007	4	CHA	0
44260	Villarluengo	2007	5	IU	0
44260	Villarluengo	2011	1	PP	4
44260	Villarluengo	2011	2	PSOE	1
44260	Villarluengo	2011	3	PAR	0
44260	Villarluengo	2011	4	CHA	0
44260	Villarluengo	2015	1	PP	3
44260	Villarluengo	2015	2	PSOE	1
44260	Villarluengo	2015	4	PAR	1
