Año	Municipio código	Municipio nombre	Rústica   Base imponible (miles de euros)	Rústica   Cuota (euros)
2001	50248	Sos del Rey Católico	11655,57	51284
2001	50249	Tabuenca	995,03	4975
2001	50250	Talamantes	243,13	729
2001	50251	Tarazona	12986,72	79479
2001	50252	Tauste	54838,93	359743
2001	50253	Terrer	2983,11	16705
2001	50254	Tierga	1068,21	4807
2001	50255	Tobed	308,84	2100
2001	50256	Torralba de los Frailes	940,46	2821
2001	50257	Torralba de Ribota	857,59	5146
2001	50258	Torralbilla	666,68	2000
2001	50259	Torrehermosa	377,53	1888
2001	50260	Torrelapaja	123,74	371
2001	50261	Torrellas	369,24	1846
2001	50262	Torres de Berrellén	6661,68	30644
2001	50263	Torrijo de la Cañada	1482,73	7414
2001	50264	Tosos	1343,88	6047
2001	50265	Trasmoz	897,07	2691
2001	50266	Trasobares	476,21	3095
2001	50267	Uncastillo	5059,34	40475
2001	50268	Undués de Lerda	549,87	2419
2001	50269	Urrea de Jalón	2153,19	11843
2001	50270	Urriés	530,66	1592
2001	50271	Used	2558,26	7675
2001	50272	Utebo	4097,2	15160
2001	50273	Valdehorna	61,88	186
2001	50274	Val de San Martín	313,67	941
2001	50275	Valmadrid	358,79	1076
2001	50276	Valpalmas	1443,33	9382
2001	50277	Valtorres	10,02	60
2001	50278	Velilla de Ebro	1795,86	11673
2001	50279	Velilla de Jiloca	768,97	3076
2001	50280	Vera de Moncayo	1813,91	6349
2001	50281	Vierlas	672	3696
2001	50282	Vilueña (La)	302,56	1815
2001	50283	Villadoz	689,26	2068
2001	50284	Villafeliche	710,55	3197
2001	50285	Villafranca de Ebro	3016,39	13272
2001	50286	Villalba de Perejil	511,85	1536
2001	50287	Villalengua	1621,77	9731
2001	50288	Villanueva de Gállego	5342,37	26284
2001	50289	Villanueva de Jiloca	295,85	888
2001	50290	Villanueva de Huerva	1691,93	8460
2001	50291	Villar de los Navarros	1268,17	10145
2001	50292	Villarreal de Huerva	744,88	2235
2001	50293	Villarroya de la Sierra	1997,04	11982
2001	50294	Villarroya del Campo	688,57	2066
2001	50295	Vistabella	212,96	1171
2001	50296	Zaida (La)	1049,61	6822
2001	50297	Zaragoza	71018,43	497129
2001	50298	Zuera	17748,89	76320
2001	50901	Biel	916,41	5498
2001	50902	Marracos	1281,03	5765
2002	22001	Abiego	1590	12720
2002	22002	Abizanda	487	3019
2002	22003	Adahuesca	902	7216
2002	22004	Agüero	610	3050
2002	22006	Aísa	351	1053
2002	22007	Albalate de Cinca	7865	51123
2002	22008	Albalatillo	1221	7937
2002	22009	Albelda	9188	73504
2002	22011	Albero Alto	1198	5870
2002	22012	Albero Bajo	1918	16495
2002	22013	Alberuela de Tubo	2952	22140
2002	22014	Alcalá de Gurrea	4724	30706
2002	22015	Alcalá del Obispo	3396	10188
2002	22016	Alcampell	4467	31269
2002	22017	Alcolea de Cinca	10598	84784
2002	22018	Alcubierre	4534	27657
2002	22019	Alerre	589	3829
2002	22020	Alfántega	1104	6624
2002	22021	Almudévar	16545	82890
2002	22022	Almunia de San Juan	2403	20426
2002	22023	Almuniente	7581	40179
2002	22024	Alquézar	620	4960
2002	22025	Altorricón	6397	49577
2002	22027	Angüés	1993	9965
2002	22028	Ansó	817	4902
2002	22029	Antillón	960	8160
2002	22032	Aragüés del Puerto	236	1416
2002	22035	Arén	1512	9072
2002	22036	Argavieso	813	4472
2002	22037	Arguis	481	4089
2002	22039	Ayerbe	2756	17087
2002	22040	Azanuy-Alins	984	7380
2002	22041	Azara	542	1789
2002	22042	Azlor	500	2000
2002	22043	Baells	946	2838
2002	22044	Bailo	2483	16140
2002	22045	Baldellou	455	1365
2002	22046	Ballobar	5091	27491
2002	22047	Banastás	301	1806
2002	22048	Barbastro	10367	77753
2002	22049	Barbués	2803	12053
2002	22050	Barbuñales	559	3913
2002	22051	Bárcabo	1091	5782
2002	22052	Belver de Cinca	13621	64019
2002	22053	Benabarre	3511	30195
2002	22054	Benasque	299	1346
2002	22055	Berbegal	3213	22491
2002	22057	Bielsa	312	1560
2002	22058	Bierge	1406	9139
2002	22059	Biescas	1618	8090
2002	22060	Binaced	16097	112679
2002	22061	Binéfar	4063	15846
2002	22062	Bisaurri	345	1380
2002	22063	Biscarrués	1419	7095
2002	22064	Blecua y Torres	1710	14535
2002	22066	Boltaña	1341	8717
2002	22067	Bonansa	315	1890
2002	22068	Borau	228	684
2002	22069	Broto	778	4824
2002	22072	Caldearenas	1512	9828
2002	22074	Campo	265	795
2002	22075	Camporrells	542	2710
2002	22076	Canal de Berdún	2874	18681
2002	22077	Candasnos	3683	11049
2002	22078	Canfranc	324	1620
2002	22079	Capdesaso	1566	7830
2002	22080	Capella	870	6960
2002	22081	Casbas de Huesca	2447	13459
2002	22082	Castejón del Puente	2513	10806
2002	22083	Castejón de Monegros	6237	37422
2002	22084	Castejón de Sos	480	3840
2002	22085	Castelflorite	3874	17433
2002	22086	Castiello de Jaca	256	1536
2002	22087	Castigaleu	534	3738
2002	22088	Castillazuelo	487	2679
2002	22089	Castillonroy	1281	3843
2002	22090	Colungo	330	1980
2002	22094	Chalamera	1670	9686
2002	22095	Chía	124	682
2002	22096	Chimillas	776	4656
2002	22099	Esplús	14535	116280
2002	22102	Estada	367	2386
2002	22103	Estadilla	2652	15382
2002	22105	Estopiñán del Castillo	1452	11616
2002	22106	Fago	23	138
2002	22107	Fanlo	460	2990
2002	22109	Fiscal	1402	8412
2002	22110	Fonz	3635	23991
2002	22111	Foradada del Toscar	1006	6036
2002	22112	Fraga	52846	391060
2002	22113	Fueva (La)	2563	20504
2002	22114	Gistaín	245	1593
2002	22115	Grado (El)	1471	8826
2002	22116	Grañén	17301	100346
2002	22117	Graus	4980	34860
2002	22119	Gurrea de Gállego	17357	112821
2002	22122	Hoz de Jaca	56	252
2002	22124	Huerto	7190	46735
2002	22125	Huesca	15675	97185
2002	22126	Ibieca	475	2375
2002	22127	Igriés	916	2748
2002	22128	Ilche	7757	46542
2002	22129	Isábena	1031	3093
2002	22130	Jaca	8872	53232
2002	22131	Jasa	25	150
2002	22133	Labuerda	205	1230
2002	22135	Laluenga	2753	17895
2002	22136	Lalueza	10818	93035
2002	22137	Lanaja	14844	90548
2002	22139	Laperdiguera	691	4492
2002	22141	Lascellas-Ponzano	884	4420
2002	22142	Lascuarre	455	3640
2002	22143	Laspaúles	592	2368
2002	22144	Laspuña	218	1744
2002	22149	Loarre	1945	12643
2002	22150	Loporzano	3916	15664
2002	22151	Loscorrales	2564	15384
2002	22155	Monesma y Cajigar	673	4711
2002	22156	Monflorite-Lascasas	3779	17006
2002	22157	Montanuy	1285	7710
2002	22158	Monzón	28165	171807
2002	22160	Naval	372	2976
2002	22162	Novales	1442	7066
2002	22163	Nueno	1851	5553
2002	22164	Olvena	228	1482
2002	22165	Ontiñena	4834	24170
2002	22167	Osso de Cinca	9097	54582
2002	22168	Palo	164	1066
2002	22170	Panticosa	96	432
2002	22172	Peñalba	4514	25278
2002	22173	Peñas de Riglos (Las)	1650	7425
2002	22174	Peralta de Alcofea	6575	38135
2002	22175	Peralta de Calasanz	1819	11824
2002	22176	Peraltilla	639	2109
2002	22177	Perarrúa	534	4272
2002	22178	Pertusa	2487	18155
2002	22181	Piracés	1571	10054
2002	22182	Plan	353	2295
2002	22184	Poleñino	4705	38111
2002	22186	Pozán de Vero	491	2946
2002	22187	Puebla de Castro (La)	444	2664
2002	22188	Puente de Montañana	493	2958
2002	22189	Puértolas	384	3072
2002	22190	Pueyo de Araguás (El)	666	3996
2002	22193	Pueyo de Santa Cruz	1612	9672
2002	22195	Quicena	657	2759
2002	22197	Robres	5098	23961
2002	22199	Sabiñánigo	4468	33510
2002	22200	Sahún	519	1817
2002	22201	Salas Altas	603	3920
2002	22202	Salas Bajas	438	2847
2002	22203	Salillas	1854	10197
2002	22204	Sallent de Gállego	724	2172
2002	22205	San Esteban de Litera	7317	51219
2002	22206	Sangarrén	4445	35560
2002	22207	San Juan de Plan	178	1157
2002	22208	Santa Cilia	942	5652
2002	22209	Santa Cruz de la Serós	325	1788
2002	22212	Santaliestra y San Quílez	208	1248
2002	22213	Sariñena	30000	198000
2002	22214	Secastilla	288	864
2002	22215	Seira	183	1098
2002	22217	Sena	12009	84063
2002	22218	Senés de Alcubierre	975	5265
2002	22220	Sesa	1637	9004
2002	22221	Sesué	171	1026
2002	22222	Siétamo	2204	14326
2002	22223	Sopeira	408	2448
2002	22225	Tamarite de Litera	19606	123518
2002	22226	Tardienta	4534	38992
2002	22227	Tella-Sin	332	996
2002	22228	Tierz	779	3506
2002	22229	Tolva	913	5935
2002	22230	Torla-Ordesa	645	4193
2002	22232	Torralba de Aragón	2000	9200
2002	22233	Torre la Ribera	245	980
2002	22234	Torrente de Cinca	7584	49296
2002	22235	Torres de Alcanadre	2117	13761
2002	22236	Torres de Barbués	1929	11574
2002	22239	Tramaced	2149	13969
2002	22242	Valfarta	2102	11771
2002	22243	Valle de Bardají	309	1638
2002	22244	Valle de Lierp	340	1802
2002	22245	Velilla de Cinca	4099	32792
2002	22246	Beranuy	317	1585
2002	22247	Viacamp y Litera	621	3726
2002	22248	Vicién	1061	4244
2002	22249	Villanova	164	656
2002	22250	Villanúa	498	3237
2002	22251	Villanueva de Sigena	11032	66192
2002	22252	Yebra de Basa	558	4743
2002	22253	Yésero	130	390
2002	22254	Zaidín	19222	96110
2002	22901	Valle de Hecho	904	5424
2002	22902	Puente la Reina de Jaca	1554	6993
2002	22903	San Miguel del Cinca	17278	67384
2002	22904	Sotonera (La)	10011	75083
2002	22905	Lupiñén-Ortilla	8783	44793
2002	22906	Santa María de Dulcis	673	4038
2002	22907	Aínsa-Sobrarbe	4072	24432
2002	22908	Hoz y Costeán	1205	7833
2002	22909	Vencillón	1823	11850
2002	44001	Ababuj	874	6992
2002	44002	Abejuela	225	1463
2002	44003	Aguatón	262	2096
2002	44004	Aguaviva	1216	6080
2002	44005	Aguilar del Alfambra	864	6912
2002	44006	Alacón	1253	3759
2002	44007	Alba	2289	9156
2002	44008	Albalate del Arzobispo	5417	24377
2002	44009	Albarracín	2943	16187
2002	44010	Albentosa	672	4032
2002	44011	Alcaine	437	1748
2002	44012	Alcalá de la Selva	523	4498
2002	44013	Alcañiz	17429	69716
2002	44014	Alcorisa	2794	18161
2002	44016	Alfambra	2470	16055
2002	44017	Aliaga	2700	16470
2002	44018	Almohaja	115	345
2002	44019	Alobras	65	195
2002	44020	Alpeñés	461	2075
2002	44021	Allepuz	1156	5780
2002	44022	Alloza	774	3406
2002	44023	Allueva	203	1624
2002	44024	Anadón	171	1026
2002	44025	Andorra	3486	33466
2002	44026	Arcos de las Salinas	328	1968
2002	44027	Arens de Lledó	484	3872
2002	44028	Argente	1728	11232
2002	44029	Ariño	606	3636
2002	44031	Azaila	1672	10868
2002	44032	Bádenas	398	2189
2002	44033	Báguena	1104	7176
2002	44034	Bañón	1038	4152
2002	44035	Barrachina	496	2232
2002	44036	Bea	222	1776
2002	44037	Beceite	281	1265
2002	44038	Belmonte de San José	97	631
2002	44039	Bello	1725	13800
2002	44040	Berge	545	3543
2002	44041	Bezas	33	99
2002	44042	Blancas	1040	3120
2002	44043	Blesa	1260	4410
2002	44044	Bordón	215	1849
2002	44045	Bronchales	376	2444
2002	44046	Bueña	622	4043
2002	44047	Burbáguena	951	4755
2002	44048	Cabra de Mora	564	3384
2002	44049	Calaceite	1514	8630
2002	44050	Calamocha	8106	52689
2002	44051	Calanda	3486	23008
2002	44052	Calomarde	122	366
2002	44053	Camañas	1150	7475
2002	44054	Camarena de la Sierra	239	1195
2002	44055	Camarillas	1799	14392
2002	44056	Caminreal	1697	11031
2002	44059	Cantavieja	1141	7417
2002	44060	Cañada de Benatanduz	424	1272
2002	44061	Cañada de Verich (La)	69	414
2002	44062	Cañada Vellida	758	5154
2002	44063	Cañizar del Olivar	183	1281
2002	44064	Cascante del Río	691	4146
2002	44065	Castejón de Tornos	644	3220
2002	44066	Castel de Cabra	473	2365
2002	44067	Castelnou	1676	10894
2002	44068	Castelserás	1040	4160
2002	44070	Castellar (El)	193	1158
2002	44071	Castellote	2233	16748
2002	44074	Cedrillas	1008	4536
2002	44075	Celadas	2044	16352
2002	44076	Cella	6344	31720
2002	44077	Cerollera (La)	100	300
2002	44080	Codoñera (La)	137	891
2002	44082	Corbalán	590	2655
2002	44084	Cortes de Aragón	372	2418
2002	44085	Cosa	1176	3528
2002	44086	Cretas	1200	7800
2002	44087	Crivillén	496	3224
2002	44088	Cuba (La)	48	312
2002	44089	Cubla	586	1758
2002	44090	Cucalón	695	3823
2002	44092	Cuervo (El)	145	435
2002	44093	Cuevas de Almudén	512	2560
2002	44094	Cuevas Labradas	368	2208
2002	44096	Ejulve	641	5128
2002	44097	Escorihuela	409	2454
2002	44099	Escucha	315	2048
2002	44100	Estercuel	280	2240
2002	44101	Ferreruela de Huerva	887	7096
2002	44102	Fonfría	203	609
2002	44103	Formiche Alto	578	3468
2002	44105	Fórnoles	151	906
2002	44106	Fortanete	1543	12344
2002	44107	Foz-Calanda	655	2948
2002	44108	Fresneda (La)	419	1257
2002	44109	Frías de Albarracín	281	843
2002	44110	Fuenferrada	659	2636
2002	44111	Fuentes Calientes	632	3160
2002	44112	Fuentes Claras	1506	9789
2002	44113	Fuentes de Rubielos	155	930
2002	44114	Fuentespalda	434	1302
2002	44115	Galve	721	4614
2002	44116	Gargallo	409	3272
2002	44117	Gea de Albarracín	1036	6734
2002	44118	Ginebrosa (La)	1344	8064
2002	44119	Griegos	172	516
2002	44120	Guadalaviar	56	168
2002	44121	Gúdar	436	2834
2002	44122	Híjar	7342	57268
2002	44123	Hinojosa de Jarque	711	3555
2002	44124	Hoz de la Vieja (La)	530	3445
2002	44125	Huesa del Común	1265	8223
2002	44126	Iglesuela del Cid (La)	205	615
2002	44127	Jabaloyas	68	204
2002	44128	Jarque de la Val	573	2865
2002	44129	Jatiel	345	2450
2002	44130	Jorcas	760	6080
2002	44131	Josa	426	2769
2002	44132	Lagueruela	540	4320
2002	44133	Lanzuela	324	2592
2002	44135	Libros	418	1254
2002	44136	Lidón	651	3125
2002	44137	Linares de Mora	1124	6744
2002	44138	Loscos	1450	4350
2002	44141	Lledó	409	1841
2002	44142	Maicas	118	767
2002	44143	Manzanera	629	2831
2002	44144	Martín del Río	1104	5299
2002	44145	Mas de las Matas	1407	6191
2002	44146	Mata de los Olmos (La)	264	792
2002	44147	Mazaleón	1828	7312
2002	44148	Mezquita de Jarque	733	3665
2002	44149	Mirambel	889	3112
2002	44150	Miravete de la Sierra	465	3255
2002	44151	Molinos	851	5106
2002	44152	Monforte de Moyuela	1008	3024
2002	44153	Monreal del Campo	2697	15373
2002	44154	Monroyo	896	7168
2002	44155	Montalbán	664	5312
2002	44156	Monteagudo del Castillo	687	2061
2002	44157	Monterde de Albarracín	197	591
2002	44158	Mora de Rubielos	1078	7007
2002	44159	Moscardón	179	716
2002	44160	Mosqueruela	1104	6624
2002	44161	Muniesa	2531	20248
2002	44163	Noguera de Albarracín	261	783
2002	44164	Nogueras	189	1134
2002	44165	Nogueruelas	865	2595
2002	44167	Obón	1194	9552
2002	44168	Odón	1343	10744
2002	44169	Ojos Negros	1192	7152
2002	44171	Olba	85	510
2002	44172	Oliete	1347	8756
2002	44173	Olmos (Los)	669	4014
2002	44174	Orihuela del Tremedal	222	1443
2002	44175	Orrios	587	3170
2002	44176	Palomar de Arroyos	471	2355
2002	44177	Pancrudo	1724	7758
2002	44178	Parras de Castellote (Las)	274	1233
2002	44179	Peñarroya de Tastavins	450	1800
2002	44180	Peracense	281	1827
2002	44181	Peralejos	352	2112
2002	44182	Perales del Alfambra	1804	9020
2002	44183	Pitarque	294	882
2002	44184	Plou	197	1281
2002	44185	Pobo (El)	828	5382
2002	44187	Portellada (La)	262	786
2002	44189	Pozondón	475	1425
2002	44190	Pozuel del Campo	569	1707
2002	44191	Puebla de Híjar (La)	2722	20687
2002	44192	Puebla de Valverde (La)	3009	21063
2002	44193	Puertomingalvo	286	1716
2002	44194	Ráfales	221	663
2002	44195	Rillo	660	3234
2002	44196	Riodeva	155	620
2002	44197	Ródenas	439	1317
2002	44198	Royuela	331	2152
2002	44199	Rubiales	71	213
2002	44200	Rubielos de la Cérida	617	2468
2002	44201	Rubielos de Mora	693	4158
2002	44203	Salcedillo	178	1424
2002	44204	Saldón	173	519
2002	44205	Samper de Calanda	4574	25157
2002	44206	San Agustín	766	4979
2002	44207	San Martín del Río	546	3549
2002	44208	Santa Cruz de Nogueras	194	970
2002	44209	Santa Eulalia	3257	13028
2002	44210	Sarrión	514	3341
2002	44211	Segura de los Baños	613	2452
2002	44212	Seno	177	885
2002	44213	Singra	1728	11232
2002	44215	Terriente	333	999
2002	44216	Teruel	9754	47180
2002	44217	Toril y Masegoso	90	270
2002	44218	Tormón	42	126
2002	44219	Tornos	916	4580
2002	44220	Torralba de los Sisones	1166	4664
2002	44221	Torrecilla de Alcañiz	375	1500
2002	44222	Torrecilla del Rebollar	1280	5120
2002	44223	Torre de Arcas	191	1528
2002	44224	Torre de las Arcas	264	1373
2002	44225	Torre del Compte	544	2720
2002	44226	Torrelacárcel	1259	10072
2002	44227	Torre los Negros	653	3265
2002	44228	Torremocha de Jiloca	817	6536
2002	44229	Torres de Albarracín	208	624
2002	44230	Torrevelilla	162	1053
2002	44231	Torrijas	302	1812
2002	44232	Torrijo del Campo	1459	7295
2002	44234	Tramacastiel	281	1686
2002	44235	Tramacastilla	231	693
2002	44236	Tronchón	825	2888
2002	44237	Urrea de Gaén	1487	6692
2002	44238	Utrillas	318	2067
2002	44239	Valacloche	75	450
2002	44240	Valbona	450	2700
2002	44241	Valdealgorfa	632	2528
2002	44243	Valdecuenca	119	357
2002	44244	Valdelinares	683	2049
2002	44245	Valdeltormo	208	936
2002	44246	Valderrobres	2411	14466
2002	44247	Valjunquera	699	3495
2002	44249	Vallecillo (El)	94	282
2002	44250	Veguillas de la Sierra	47	141
2002	44251	Villafranca del Campo	3163	18978
2002	44252	Villahermosa del Campo	570	4560
2002	44256	Villanueva del Rebollar de la Sierra	416	1664
2002	44257	Villar del Cobo	346	1038
2002	44258	Villar del Salz	296	1776
2002	44260	Villarluengo	1632	4896
2002	44261	Villarquemado	4192	18864
2002	44262	Villarroya de los Pinares	640	4160
2002	44263	Villastar	923	6000
2002	44264	Villel	1042	8336
2002	44265	Vinaceite	2103	16824
2002	44266	Visiedo	1156	5780
2002	44267	Vivel del Río Martín	761	3044
2002	44268	Zoma (La)	112	336
2002	50001	Abanto	833	2499
2002	50002	Acered	626	4382
2002	50003	Agón	1283	8340
2002	50004	Aguarón	1454	9451
2002	50005	Aguilón	1212	6060
2002	50006	Ainzón	1542	9252
2002	50007	Aladrén	120	600
2002	50008	Alagón	7740	46440
2002	50009	Alarba	482	1446
2002	50010	Alberite de San Juan	413	2891
2002	50011	Albeta	123	861
2002	50012	Alborge	570	3249
2002	50013	Alcalá de Ebro	2689	16134
2002	50014	Alcalá de Moncayo	568	4544
2002	50015	Alconchel de Ariza	752	3760
2002	50016	Aldehuela de Liestos	514	1542
2002	50017	Alfajarín	5875	32313
2002	50018	Alfamén	12916	98162
2002	50019	Alforque	616	1848
2002	50020	Alhama de Aragón	809	5259
2002	50021	Almochuel	786	5502
2002	50022	Almolda (La)	3078	20007
2002	50023	Almonacid de la Cuba	1780	10680
2002	50024	Almonacid de la Sierra	7727	46362
2002	50025	Almunia de Doña Godina (La)	17053	148361
2002	50026	Alpartir	718	4667
2002	50027	Ambel	1008	6552
2002	50028	Anento	685	4453
2002	50029	Aniñón	1329	3987
2002	50030	Añón de Moncayo	657	3285
2002	50031	Aranda de Moncayo	1187	4511
2002	50032	Arándiga	1428	7140
2002	50033	Ardisa	618	3893
2002	50034	Ariza	2240	10080
2002	50035	Artieda	473	2838
2002	50036	Asín	542	3523
2002	50037	Atea	744	2232
2002	50038	Ateca	2652	17238
2002	50039	Azuara	4843	38744
2002	50040	Badules	605	1815
2002	50041	Bagüés	181	796
2002	50042	Balconchán	234	702
2002	50043	Bárboles	4181	20905
2002	50044	Bardallur	2071	6213
2002	50045	Belchite	8438	54847
2002	50046	Belmonte de Gracián	1144	6864
2002	50047	Berdejo	134	402
2002	50048	Berrueco	204	1224
2002	50050	Bijuesca	820	4920
2002	50051	Biota	8525	59675
2002	50052	Bisimbre	848	5512
2002	50053	Boquiñeni	3291	16159
2002	50054	Bordalba	703	4570
2002	50055	Borja	6350	50800
2002	50056	Botorrita	1376	8256
2002	50057	Brea de Aragón	180	792
2002	50058	Bubierca	751	2253
2002	50059	Bujaraloz	3798	21649
2002	50060	Bulbuente	887	5766
2002	50061	Bureta	546	3822
2002	50062	Burgo de Ebro (El)	5084	22878
2002	50063	Buste (El)	80	240
2002	50064	Cabañas de Ebro	2614	15684
2002	50065	Cabolafuente	696	3480
2002	50066	Cadrete	759	3795
2002	50067	Calatayud	7080	35400
2002	50068	Calatorao	9135	27405
2002	50069	Calcena	134	603
2002	50070	Calmarza	394	3152
2002	50071	Campillo de Aragón	656	3280
2002	50072	Carenas	277	1662
2002	50073	Cariñena	7716	42438
2002	50074	Caspe	23399	180172
2002	50075	Castejón de Alarba	315	945
2002	50076	Castejón de las Armas	233	1398
2002	50077	Castejón de Valdejasa	2601	16907
2002	50078	Castiliscar	3655	25585
2002	50079	Cervera de la Cañada	1195	7170
2002	50080	Cerveruela	165	495
2002	50081	Cetina	2185	7648
2002	50082	Cimballa	651	2604
2002	50083	Cinco Olivas	367	1101
2002	50084	Clarés de Ribota	334	1002
2002	50085	Codo	599	2396
2002	50086	Codos	860	4300
2002	50087	Contamina	507	3042
2002	50088	Cosuenda	925	5735
2002	50089	Cuarte de Huerva	569	2845
2002	50090	Cubel	1069	3207
2002	50091	Cuerlas (Las)	892	5352
2002	50092	Chiprana	4386	13158
2002	50093	Chodes	920	2760
2002	50094	Daroca	3122	18732
2002	50095	Ejea de los Caballeros	85175	476980
2002	50096	Embid de Ariza	738	2214
2002	50098	Encinacorba	492	1968
2002	50099	Épila	17575	122849
2002	50100	Erla	2334	15171
2002	50101	Escatrón	2047	17604
2002	50102	Fabara	3626	17767
2002	50104	Farlete	2322	18576
2002	50105	Fayón	560	4480
2002	50106	Fayos (Los)	36	144
2002	50107	Figueruelas	3575	10725
2002	50108	Fombuena	138	414
2002	50109	Frago (El)	332	1992
2002	50110	Frasno (El)	792	4752
2002	50111	Fréscano	1954	9282
2002	50113	Fuendejalón	2869	18649
2002	50114	Fuendetodos	990	7920
2002	50115	Fuentes de Ebro	8604	55926
2002	50116	Fuentes de Jiloca	1300	7800
2002	50117	Gallocanta	483	2898
2002	50118	Gallur	8217	65736
2002	50119	Gelsa	3476	29894
2002	50120	Godojos	255	765
2002	50121	Gotor	405	2025
2002	50122	Grisel	589	2945
2002	50123	Grisén	1713	10278
2002	50124	Herrera de los Navarros	2603	16920
2002	50125	Ibdes	1802	10812
2002	50126	Illueca	378	1512
2002	50128	Isuerre	374	1122
2002	50129	Jaraba	750	6000
2002	50130	Jarque	952	3808
2002	50131	Jaulín	1164	6402
2002	50132	Joyosa (La)	1888	8666
2002	50133	Lagata	759	4934
2002	50134	Langa del Castillo	1269	3807
2002	50135	Layana	499	2645
2002	50136	Lécera	2388	19104
2002	50137	Leciñena	4774	28644
2002	50138	Lechón	781	2734
2002	50139	Letux	1303	8470
2002	50140	Litago	560	2800
2002	50141	Lituénigo	201	804
2002	50142	Lobera de Onsella	268	1179
2002	50143	Longares	2429	11416
2002	50144	Longás	229	1008
2002	50146	Lucena de Jalón	3194	15970
2002	50147	Luceni	4993	31955
2002	50148	Luesia	2105	16840
2002	50149	Luesma	250	750
2002	50150	Lumpiaque	1414	9191
2002	50151	Luna	17985	143880
2002	50152	Maella	5948	26766
2002	50153	Magallón	4042	28294
2002	50154	Mainar	1011	3033
2002	50155	Malanquilla	497	1491
2002	50156	Maleján	0	0
2002	50157	Malón	918	5508
2002	50159	Maluenda	2048	10240
2002	50160	Mallén	6784	47488
2002	50161	Manchones	712	3916
2002	50162	Mara	1064	4256
2002	50163	María de Huerva	2065	12390
2002	50164	Mediana de Aragón	1791	14328
2002	50165	Mequinenza	5377	21508
2002	50166	Mesones de Isuela	1030	5150
2002	50167	Mezalocha	1877	15016
2002	50168	Mianos	449	2919
2002	50169	Miedes de Aragón	1631	4893
2002	50170	Monegrillo	3849	17321
2002	50171	Moneva	882	6306
2002	50172	Monreal de Ariza	2622	10488
2002	50173	Monterde	1534	9204
2002	50174	Montón	921	4605
2002	50175	Morata de Jalón	1367	4101
2002	50176	Morata de Jiloca	1221	5495
2002	50177	Morés	621	2795
2002	50178	Moros	3284	19704
2002	50179	Moyuela	1093	7105
2002	50180	Mozota	444	2442
2002	50181	Muel	2890	13005
2002	50182	Muela (La)	3404	10212
2002	50183	Munébrega	1059	8472
2002	50184	Murero	526	2893
2002	50185	Murillo de Gállego	591	3546
2002	50186	Navardún	622	2737
2002	50187	Nigüella	552	2484
2002	50188	Nombrevilla	295	1033
2002	50189	Nonaspe	2367	18936
2002	50190	Novallas	2335	15178
2002	50191	Novillas	8277	45524
2002	50192	Nuévalos	595	1785
2002	50193	Nuez de Ebro	2054	13351
2002	50194	Olvés	334	1670
2002	50195	Orcajo	247	741
2002	50196	Orera	322	966
2002	50197	Orés	830	5395
2002	50198	Oseja	54	189
2002	50199	Osera de Ebro	4226	22820
2002	50200	Paniza	1230	7011
2002	50201	Paracuellos de Jiloca	1793	11655
2002	50202	Paracuellos de la Ribera	804	4824
2002	50203	Pastriz	4603	27618
2002	50204	Pedrola	7371	36855
2002	50205	Pedrosas (Las)	851	5532
2002	50206	Perdiguera	2850	17100
2002	50207	Piedratajada	1160	4640
2002	50208	Pina de Ebro	20509	133309
2002	50209	Pinseque	4087	22479
2002	50210	Pintanos (Los)	754	2262
2002	50211	Plasencia de Jalón	2534	12670
2002	50212	Pleitas	806	5594
2002	50213	Plenas	761	4947
2002	50214	Pomer	145	435
2002	50215	Pozuel de Ariza	429	2789
2002	50216	Pozuelo de Aragón	957	4785
2002	50217	Pradilla de Ebro	2303	19806
2002	50218	Puebla de Albortón	1162	3486
2002	50219	Puebla de Alfindén (La)	2634	12907
2002	50220	Puendeluna	348	2192
2002	50221	Purujosa	93	279
2002	50222	Quinto	11543	46172
2002	50223	Remolinos	1499	11992
2002	50224	Retascón	743	2601
2002	50225	Ricla	10213	45959
2002	50227	Romanos	796	2388
2002	50228	Rueda de Jalón	6204	31020
2002	50229	Ruesca	275	825
2002	50230	Sádaba	16181	101940
2002	50231	Salillas de Jalón	1036	5180
2002	50232	Salvatierra de Esca	650	4225
2002	50233	Samper del Salz	396	2574
2002	50234	San Martín de la Virgen de Moncayo	165	1073
2002	50235	San Mateo de Gállego	4324	34592
2002	50236	Santa Cruz de Grío	225	1463
2002	50237	Santa Cruz de Moncayo	279	977
2002	50238	Santa Eulalia de Gállego	250	1500
2002	50239	Santed	395	2370
2002	50240	Sástago	8103	37274
2002	50241	Saviñán	1661	12291
2002	50242	Sediles	75	450
2002	50243	Sestrica	472	2124
2002	50244	Sierra de Luna	2236	17888
2002	50245	Sigüés	1117	7261
2002	50246	Sisamón	669	2007
2002	50247	Sobradiel	2889	11556
2002	50248	Sos del Rey Católico	11895	52338
2002	50249	Tabuenca	1012	5060
2002	50250	Talamantes	249	747
2002	50251	Tarazona	13242	82630
2002	50252	Tauste	55943	366986
2002	50253	Terrer	3053	17097
2002	50254	Tierga	1093	4919
2002	50255	Tobed	296	2013
2002	50256	Torralba de los Frailes	961	2883
2002	50257	Torralba de Ribota	749	4494
2002	50258	Torralbilla	685	2055
2002	50259	Torrehermosa	387	1935
2002	50260	Torrelapaja	128	384
2002	50261	Torrellas	381	1905
