Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Temporalidad	Duración contrato * 1.00 / Número de contratos	Días duración contrato	Número de contratos	Duración contrato	CCAA nombre
Diciembre 2015	201512	Diciembre	2015	2	Industria y energía	Mujeres	Temporal	28,71439393939393939393939393939393939394	1	1320	37903	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Hombres	Temporal	0	0	913	0	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Hombres	Temporal	87,97289156626506024096385542168674698795	1	332	29207	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Mujeres	Temporal	0	0	25	0	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Mujeres	Temporal	125,9	1	30	3777	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Hombres	Temporal	0	0	2781	0	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Hombres	Temporal	48,43121176623714694780684628400364440974	1	7683	372097	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Mujeres	Temporal	0	0	4468	0	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Mujeres	Temporal	41,37982110224103106665384245455419832644	1	10397	430226	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1705	0	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	40,90254237288135593220338983050847457627	1	472	19306	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	314	0	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	33,5625	1	96	3222	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Hombres	Temporal	0	0	1506	0	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Hombres	Temporal	47,75385477992710961592374544435099523409	1	3567	170338	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Mujeres	Temporal	0	0	585	0	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Mujeres	Temporal	27,35171385991058122205663189269746646796	1	1342	36706	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Hombres	Temporal	0	0	1361	0	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Hombres	Temporal	90,70674486803519061583577712609970674487	1	341	30931	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Mujeres	Temporal	0	0	39	0	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Mujeres	Temporal	145,7	1	30	4371	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Hombres	Temporal	0	0	2970	0	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Hombres	Temporal	51,24228819695872556118754525706010137581	1	6905	353828	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Mujeres	Temporal	0	0	4857	0	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Mujeres	Temporal	48,67616191904047976011994002998500749625	1	8671	422071	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1766	0	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	37,71947809878844361602982292637465051258	1	1073	40473	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	280	0	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	25,68648648648648648648648648648648648649	1	370	9504	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Hombres	Temporal	0	0	1532	0	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Hombres	Temporal	43,47966377440347071583514099783080260304	1	3688	160353	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Mujeres	Temporal	0	0	577	0	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Mujeres	Temporal	34,69049320943531093638313080771979985704	1	1399	48532	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Hombres	Temporal	0	0	1441	0	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Hombres	Temporal	69,82793017456359102244389027431421446384	1	401	28001	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Mujeres	Temporal	0	0	41	0	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Mujeres	Temporal	171,673913043478260869565217391304347826	1	46	7897	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Hombres	Temporal	0	0	4286	0	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Hombres	Temporal	50,97850691665713959071681719446667428833	1	8747	445909	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Mujeres	Temporal	0	0	6445	0	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Mujeres	Temporal	51,73130484547882487600152613506295307135	1	10484	542351	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3728	0	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	26,01801801801801801801801801801801801802	1	1443	37544	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	803	0	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	25,36702127659574468085106382978723404255	1	376	9538	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Hombres	Temporal	0	0	1843	0	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Hombres	Temporal	52,176853055916775032509752925877763329	1	3845	200620	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Mujeres	Temporal	0	0	652	0	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Mujeres	Temporal	40,05247813411078717201166180758017492711	1	1372	54952	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Hombres	Temporal	0	0	1505	0	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Hombres	Temporal	88,29658792650918635170603674540682414698	1	381	33641	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Mujeres	Temporal	0	0	41	0	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Mujeres	Temporal	132,775510204081632653061224489795918367	1	49	6506	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Hombres	Temporal	0	0	3648	0	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Hombres	Temporal	51,92138466515690714978971206729213846652	1	9273	481467	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Mujeres	Temporal	0	0	5986	0	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Mujeres	Temporal	62,10663284479518977827884254039834648628	1	10644	661063	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3710	0	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	25,57325227963525835866261398176291793313	1	1645	42068	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	743	0	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	23,51300236406619385342789598108747044917	1	423	9946	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Hombres	Temporal	0	0	1773	0	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Hombres	Temporal	37,75752617801047120418848167539267015707	1	3056	115387	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Mujeres	Temporal	0	0	769	0	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Mujeres	Temporal	29,65650969529085872576177285318559556787	1	1083	32118	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Hombres	Temporal	0	0	1327	0	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Hombres	Temporal	74,77717391304347826086956521739130434783	1	368	27518	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Mujeres	Temporal	0	0	28	0	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Mujeres	Temporal	104,212121212121212121212121212121212121	1	33	3439	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Hombres	Temporal	0	0	3238	0	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Hombres	Temporal	35,60548239720505240526740123622682074711	1	7442	264976	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Mujeres	Temporal	0	0	4232	0	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Mujeres	Temporal	39,93476362729200449045777722340027441686	1	8017	320157	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	4081	0	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	26,72029102667744543249797898140662894099	1	2474	66106	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1096	0	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	26,49829931972789115646258503401360544218	1	588	15581	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Hombres	Temporal	0	0	1670	0	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Hombres	Temporal	47,96710684273709483793517406962785114046	1	4165	199783	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Mujeres	Temporal	0	0	538	0	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Mujeres	Temporal	30,23663101604278074866310160427807486631	1	1496	45234	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Hombres	Temporal	0	0	1603	0	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Hombres	Temporal	84,15789473684210526315789473684210526316	1	551	46371	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Mujeres	Temporal	0	0	35	0	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Mujeres	Temporal	102,433333333333333333333333333333333333	1	60	6146	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Hombres	Temporal	0	0	4690	0	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Hombres	Temporal	48,93117627962341737907152905529704577427	1	9241	452173	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Mujeres	Temporal	0	0	6216	0	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Mujeres	Temporal	45,38236070768418273039345128069712173224	1	11361	515589	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	5505	0	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	27,011875	1	1600	43219	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1655	0	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	30,50555555555555555555555555555555555556	1	540	16473	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Hombres	Temporal	0	0	1632	0	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Hombres	Temporal	50,11289890050951997854652721909359077501	1	3729	186871	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Mujeres	Temporal	0	0	499	0	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Mujeres	Temporal	31,76403580146460537021969080553295362083	1	1229	39038	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Hombres	Temporal	0	0	1366	0	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Hombres	Temporal	92,26570048309178743961352657004830917874	1	414	38198	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Mujeres	Temporal	0	0	40	0	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Mujeres	Temporal	84,125	1	48	4038	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Hombres	Temporal	0	0	4374	0	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Hombres	Temporal	45,60261369576581285938316779926816518557	1	9565	436189	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Mujeres	Temporal	0	0	5942	0	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Mujeres	Temporal	47,49758767860456485433290035257005010206	1	10778	511929	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	8165	0	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	37,1798616448885472713297463489623366641	1	1301	48371	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	2885	0	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	32,03943661971830985915492957746478873239	1	355	11374	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Hombres	Temporal	0	0	1485	0	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Hombres	Temporal	51,26720526630760023937761819269898264512	1	3342	171335	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Mujeres	Temporal	0	0	597	0	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Mujeres	Temporal	41,88020833333333333333333333333333333333	1	1152	48246	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Hombres	Temporal	0	0	1355	0	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Hombres	Temporal	121,702631578947368421052631578947368421	1	380	46247	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Mujeres	Temporal	0	0	28	0	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Mujeres	Temporal	123,384615384615384615384615384615384615	1	39	4812	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Hombres	Temporal	0	0	3229	0	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Hombres	Temporal	42,47036942021549512570548999486916367368	1	7796	331099	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Mujeres	Temporal	0	0	4777	0	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Mujeres	Temporal	41,79997821113411046955005991938119620874	1	9179	383682	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2440	0	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	46,31864904552129221732745961820851688693	1	681	31543	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	543	0	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	25,78082191780821917808219178082191780822	1	146	3764	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Hombres	Temporal	0	0	1553	0	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Hombres	Temporal	43,37991128010139416983523447401774397972	1	3156	136907	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Mujeres	Temporal	0	0	457	0	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Mujeres	Temporal	31,28102836879432624113475177304964539007	1	1128	35285	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Hombres	Temporal	0	0	1325	0	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Hombres	Temporal	105,042813455657492354740061162079510703	1	327	34349	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Mujeres	Temporal	0	0	32	0	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Mujeres	Temporal	158	1	29	4582	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Hombres	Temporal	0	0	2637	0	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Hombres	Temporal	46,48018018018018018018018018018018018018	1	6660	309558	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Mujeres	Temporal	0	0	3878	0	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Mujeres	Temporal	41,84304825609173435260391782130912565695	1	8372	350310	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1344	0	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	55,28754578754578754578754578754578754579	1	546	30187	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	276	0	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	54,36170212765957446808510638297872340426	1	94	5110	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Hombres	Temporal	0	0	1630	0	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Hombres	Temporal	46,91170877478945938603640315131757674545	1	3681	172682	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Mujeres	Temporal	0	0	596	0	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Mujeres	Temporal	30,36937716262975778546712802768166089965	1	1156	35107	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Hombres	Temporal	0	0	1407	0	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Hombres	Temporal	105,465189873417721518987341772151898734	1	316	33327	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Mujeres	Temporal	0	0	30	0	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Mujeres	Temporal	130,605263157894736842105263157894736842	1	38	4963	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Hombres	Temporal	0	0	2803	0	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Hombres	Temporal	46,9550614212408645622764733322966879179	1	6431	301968	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Mujeres	Temporal	0	0	4196	0	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Mujeres	Temporal	44,20996011120512510576574398646198476973	1	8273	365749	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	882	0	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	38,23326133909287257019438444924406047516	1	463	17702	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	91	0	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	61,95918367346938775510204081632653061224	1	49	3036	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Hombres	Temporal	0	0	1533	0	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Hombres	Temporal	52,59274983670803396472893533638145003266	1	3062	161039	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Mujeres	Temporal	0	0	417	0	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Mujeres	Temporal	29,45341614906832298136645962732919254658	1	1127	33194	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Hombres	Temporal	0	0	1262	0	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Hombres	Temporal	103,162361623616236162361623616236162362	1	271	27957	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Mujeres	Temporal	0	0	30	0	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Mujeres	Temporal	133,514285714285714285714285714285714286	1	35	4673	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Hombres	Temporal	0	0	2663	0	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Hombres	Temporal	57,39451553930530164533820840950639853748	1	5470	313948	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Mujeres	Temporal	0	0	4090	0	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Mujeres	Temporal	49,12162954279015240328253223915592028136	1	6824	335206	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1002	0	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Hombres	Temporal	37,67183098591549295774647887323943661972	1	710	26747	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	151	0	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Mujeres	Temporal	49,71917808219178082191780821917808219178	1	146	7259	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Hombres	Temporal	0	0	1763	0	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Hombres	Temporal	62,96706850926198177006762716847985886504	1	3401	214151	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Mujeres	Temporal	0	0	603	0	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Mujeres	Temporal	49,24453781512605042016806722689075630252	1	1190	58601	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Hombres	Temporal	0	0	1262	0	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Hombres	Temporal	90,48290598290598290598290598290598290598	1	234	21173	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Mujeres	Temporal	0	0	60	0	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Mujeres	Temporal	127,666666666666666666666666666666666667	1	24	3064	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Hombres	Temporal	0	0	2892	0	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Hombres	Temporal	54,77302466029189733266230498238550578762	1	5961	326502	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Mujeres	Temporal	0	0	4786	0	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Mujeres	Temporal	51,80776340110905730129390018484288354898	1	7574	392392	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1011	0	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	39,20486815415821501014198782961460446247	1	493	19328	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	143	0	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	33,29203539823008849557522123893805309735	1	113	3762	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Hombres	Temporal	0	0	1055	0	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Hombres	Temporal	43,36862606232294617563739376770538243626	1	2824	122473	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Mujeres	Temporal	0	0	356	0	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Mujeres	Temporal	31,64146620847651775486827033218785796105	1	873	27623	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Hombres	Temporal	0	0	865	0	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Hombres	Temporal	73,15503875968992248062015503875968992248	1	258	18874	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Mujeres	Temporal	0	0	33	0	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Mujeres	Temporal	116,121951219512195121951219512195121951	1	41	4761	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Hombres	Temporal	0	0	2571	0	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Hombres	Temporal	45,81049793847129717729146844275293371392	1	6306	288881	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Mujeres	Temporal	0	0	4144	0	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Mujeres	Temporal	41,74067207415990730011587485515643105446	1	8630	360222	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1266	0	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	42,95505617977528089887640449438202247191	1	445	19115	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	220	0	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	32,42857142857142857142857142857142857143	1	140	4540	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Hombres	Temporal	0	0	1519	0	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Hombres	Temporal	51,05091031692515171948752528658125421443	1	2966	151417	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Mujeres	Temporal	0	0	579	0	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Mujeres	Temporal	32,17777777777777777777777777777777777778	1	945	30408	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Hombres	Temporal	0	0	1176	0	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Hombres	Temporal	85,01805054151624548736462093862815884477	1	277	23550	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Mujeres	Temporal	0	0	32	0	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Mujeres	Temporal	123,545454545454545454545454545454545455	1	22	2718	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Hombres	Temporal	0	0	3057	0	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Hombres	Temporal	52,77293103448275862068965517241379310345	1	5800	306083	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Mujeres	Temporal	0	0	4377	0	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Mujeres	Temporal	47,86683091286307053941908713692946058091	1	7712	369149	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1529	0	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Hombres	Temporal	31,47934782608695652173913043478260869565	1	920	28961	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	258	0	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Mujeres	Temporal	27,91333333333333333333333333333333333333	1	300	8374	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Hombres	Temporal	0	0	1787	0	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Hombres	Temporal	42,1325234676974047487575924903368304804	1	3622	152604	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Mujeres	Temporal	0	0	613	0	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Mujeres	Temporal	34,0273311897106109324758842443729903537	1	1244	42330	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Hombres	Temporal	0	0	1456	0	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Hombres	Temporal	80,4516129032258064516129032258064516129	1	310	24940	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Mujeres	Temporal	0	0	39	0	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Mujeres	Temporal	128,837837837837837837837837837837837838	1	37	4767	Aragón
Octubre 2014	201410	Octubre	2014	4	Servicios	Hombres	Temporal	0	0	3847	0	Aragón
