Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Temporalidad	Duración contrato * 1.00 / Número de contratos	Días duración contrato	Número de contratos	Duración contrato	CCAA nombre
Diciembre 2008	200812	Diciembre	2008	3	Construcción	Hombres	Temporal	287,247282608695652173913043478260869565	1	368	105707	Aragón
Diciembre 2008	200812	Diciembre	2008	3	Construcción	Mujeres	Temporal	0	0	44	0	Aragón
Diciembre 2008	200812	Diciembre	2008	3	Construcción	Mujeres	Temporal	172,655172413793103448275862068965517241	1	58	10014	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Hombres	Temporal	0	0	2453	0	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Hombres	Temporal	92,05719369598373157092018301982714794103	1	3934	362153	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Mujeres	Temporal	0	0	4522	0	Aragón
Diciembre 2008	200812	Diciembre	2008	4	Servicios	Mujeres	Temporal	62,44248057290873076337040987353344507085	1	6563	409810	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	823	0	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	58,55776173285198555956678700361010830325	1	554	32441	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	139	0	Aragón
Noviembre 2008	200811	Noviembre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	36,57758620689655172413793103448275862069	1	116	4243	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Hombres	Temporal	0	0	603	0	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Hombres	Temporal	385,987068965517241379310344827586206897	1	696	268647	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Mujeres	Temporal	0	0	340	0	Aragón
Noviembre 2008	200811	Noviembre	2008	2	Industria y energía	Mujeres	Temporal	195,55932203389830508474576271186440678	1	295	57690	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Hombres	Temporal	0	0	2078	0	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Hombres	Temporal	167,35463917525773195876288659793814433	1	485	81167	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Mujeres	Temporal	0	0	66	0	Aragón
Noviembre 2008	200811	Noviembre	2008	3	Construcción	Mujeres	Temporal	126,975308641975308641975308641975308642	1	81	10285	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Hombres	Temporal	0	0	2820	0	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Hombres	Temporal	100,502541589648798521256931608133086876	1	4328	434975	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Mujeres	Temporal	0	0	4945	0	Aragón
Noviembre 2008	200811	Noviembre	2008	4	Servicios	Mujeres	Temporal	71,20143463621724491289708681013028839116	1	6831	486377	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1772	0	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	43,37679425837320574162679425837320574163	1	836	36263	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	431	0	Aragón
Octubre 2008	200810	Octubre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	48,48633879781420765027322404371584699454	1	183	8873	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Hombres	Temporal	0	0	676	0	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Hombres	Temporal	298,466985645933014354066985645933014354	1	1045	311898	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Mujeres	Temporal	0	0	441	0	Aragón
Octubre 2008	200810	Octubre	2008	2	Industria y energía	Mujeres	Temporal	167,545662100456621004566210045662100457	1	438	73385	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Hombres	Temporal	0	0	2623	0	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Hombres	Temporal	182,239263803680981595092024539877300613	1	652	118820	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Mujeres	Temporal	0	0	62	0	Aragón
Octubre 2008	200810	Octubre	2008	3	Construcción	Mujeres	Temporal	169,217821782178217821782178217821782178	1	101	17091	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Hombres	Temporal	0	0	3930	0	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Hombres	Temporal	88,20964125560538116591928251121076233184	1	6244	550781	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Mujeres	Temporal	0	0	6467	0	Aragón
Octubre 2008	200810	Octubre	2008	4	Servicios	Mujeres	Temporal	80,5568108457069076823757262750161394448	1	9294	748695	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2371	0	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	39,8304033092037228541882109617373319545	1	967	38516	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	708	0	Aragón
Septiembre 2008	200809	Septiembre	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	35,32051282051282051282051282051282051282	1	312	11020	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Hombres	Temporal	0	0	753	0	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Hombres	Temporal	298,4859375	1	1280	382062	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Mujeres	Temporal	0	0	509	0	Aragón
Septiembre 2008	200809	Septiembre	2008	2	Industria y energía	Mujeres	Temporal	146,99637681159420289855072463768115942	1	552	81142	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Hombres	Temporal	0	0	2887	0	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Hombres	Temporal	168,877358490566037735849056603773584906	1	742	125307	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Mujeres	Temporal	0	0	68	0	Aragón
Septiembre 2008	200809	Septiembre	2008	3	Construcción	Mujeres	Temporal	123,840425531914893617021276595744680851	1	94	11641	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Hombres	Temporal	0	0	4013	0	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Hombres	Temporal	96,26955903271692745376955903271692745377	1	7030	676775	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Mujeres	Temporal	0	0	6585	0	Aragón
Septiembre 2008	200809	Septiembre	2008	4	Servicios	Mujeres	Temporal	97,27165634203310652990758606682238245151	1	9847	957834	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1987	0	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	41,67532467532467532467532467532467532468	1	924	38508	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	683	0	Aragón
Agosto 2008	200808	Agosto	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	23,39569892473118279569892473118279569892	1	465	10879	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Hombres	Temporal	0	0	458	0	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Hombres	Temporal	198,462162162162162162162162162162162162	1	740	146862	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Mujeres	Temporal	0	0	331	0	Aragón
Agosto 2008	200808	Agosto	2008	2	Industria y energía	Mujeres	Temporal	107,99	1	400	43196	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Hombres	Temporal	0	0	2107	0	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Hombres	Temporal	168,148305084745762711864406779661016949	1	472	79366	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Mujeres	Temporal	0	0	58	0	Aragón
Agosto 2008	200808	Agosto	2008	3	Construcción	Mujeres	Temporal	142,297297297297297297297297297297297297	1	74	10530	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Hombres	Temporal	0	0	3023	0	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Hombres	Temporal	69,95698732821702659289666250223094770659	1	5603	391969	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Mujeres	Temporal	0	0	3997	0	Aragón
Agosto 2008	200808	Agosto	2008	4	Servicios	Mujeres	Temporal	58,16914909305412181094233888806960625277	1	6781	394445	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1935	0	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	48,09356725146198830409356725146198830409	1	855	41120	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	770	0	Aragón
Julio 2008	200807	Julio	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	42,6928104575163398692810457516339869281	1	306	13064	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Hombres	Temporal	0	0	806	0	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Hombres	Temporal	273,110163468372423596304193319118692253	1	1407	384266	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Mujeres	Temporal	0	0	383	0	Aragón
Julio 2008	200807	Julio	2008	2	Industria y energía	Mujeres	Temporal	140,798122065727699530516431924882629108	1	639	89970	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Hombres	Temporal	0	0	3064	0	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Hombres	Temporal	160,920239282153539381854436689930209372	1	1003	161403	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Mujeres	Temporal	0	0	97	0	Aragón
Julio 2008	200807	Julio	2008	3	Construcción	Mujeres	Temporal	146,752380952380952380952380952380952381	1	105	15409	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Hombres	Temporal	0	0	4896	0	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Hombres	Temporal	66,76345609065155807365439093484419263456	1	9178	612755	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Mujeres	Temporal	0	0	6721	0	Aragón
Julio 2008	200807	Julio	2008	4	Servicios	Mujeres	Temporal	61,36556583750742847440359962645385856185	1	11779	722825	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2238	0	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	34,832033593281343731253749250149970006	1	1667	58065	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	976	0	Aragón
Junio 2008	200806	Junio	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	27,59107142857142857142857142857142857143	1	560	15451	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Hombres	Temporal	0	0	751	0	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Hombres	Temporal	298,165210484511517077045274027005559968	1	1259	375390	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Mujeres	Temporal	0	0	324	0	Aragón
Junio 2008	200806	Junio	2008	2	Industria y energía	Mujeres	Temporal	167,942307692307692307692307692307692308	1	520	87330	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Hombres	Temporal	0	0	3024	0	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Hombres	Temporal	152,926744186046511627906976744186046512	1	860	131517	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Mujeres	Temporal	0	0	110	0	Aragón
Junio 2008	200806	Junio	2008	3	Construcción	Mujeres	Temporal	141,452054794520547945205479452054794521	1	146	20652	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Hombres	Temporal	0	0	5248	0	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Hombres	Temporal	78,55850234009360374414976599063962558502	1	7692	604272	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Mujeres	Temporal	0	0	7733	0	Aragón
Junio 2008	200806	Junio	2008	4	Servicios	Mujeres	Temporal	67,63534128691570506551926461959710541756	1	10226	691639	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	4055	0	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	46,28769356153219233903830480847595762021	1	1227	56795	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1770	0	Aragón
Mayo 2008	200805	Mayo	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	37,93704600484261501210653753026634382567	1	413	15668	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Hombres	Temporal	0	0	805	0	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Hombres	Temporal	269,331574318381706244503078276165347405	1	1137	306230	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Mujeres	Temporal	0	0	487	0	Aragón
Mayo 2008	200805	Mayo	2008	2	Industria y energía	Mujeres	Temporal	173,220077220077220077220077220077220077	1	518	89728	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Hombres	Temporal	0	0	3386	0	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Hombres	Temporal	164,782762691853600944510035419126328217	1	847	139571	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Mujeres	Temporal	0	0	113	0	Aragón
Mayo 2008	200805	Mayo	2008	3	Construcción	Mujeres	Temporal	172,682926829268292682926829268292682927	1	82	14160	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Hombres	Temporal	0	0	4447	0	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Hombres	Temporal	76,77175025588536335721596724667349027636	1	6839	525042	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Mujeres	Temporal	0	0	6624	0	Aragón
Mayo 2008	200805	Mayo	2008	4	Servicios	Mujeres	Temporal	65,54825414997137950772753291356611333715	1	8735	572564	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	2025	0	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	79,8025974025974025974025974025974025974	1	770	61448	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	483	0	Aragón
Abril 2008	200804	Abril	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	65,77973568281938325991189427312775330396	1	227	14932	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Hombres	Temporal	0	0	669	0	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Hombres	Temporal	285,084496124031007751937984496124031008	1	1290	367759	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Mujeres	Temporal	0	0	373	0	Aragón
Abril 2008	200804	Abril	2008	2	Industria y energía	Mujeres	Temporal	160,640845070422535211267605633802816901	1	568	91244	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Hombres	Temporal	0	0	3858	0	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Hombres	Temporal	166,423041474654377880184331797235023041	1	1085	180569	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Mujeres	Temporal	0	0	114	0	Aragón
Abril 2008	200804	Abril	2008	3	Construcción	Mujeres	Temporal	167,877358490566037735849056603773584906	1	106	17795	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Hombres	Temporal	0	0	3407	0	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Hombres	Temporal	85,75119765105856900015453562046051614897	1	6471	554896	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Mujeres	Temporal	0	0	5063	0	Aragón
Abril 2008	200804	Abril	2008	4	Servicios	Mujeres	Temporal	72,53438962909614692113791861721281958949	1	8331	604284	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	633	0	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	72,82897384305835010060362173038229376258	1	497	36196	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	122	0	Aragón
Marzo 2008	200803	Marzo	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	61,01904761904761904761904761904761904762	1	105	6407	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Hombres	Temporal	0	0	541	0	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Hombres	Temporal	285,350940017905102954341987466427931961	1	1117	318737	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Mujeres	Temporal	0	0	259	0	Aragón
Marzo 2008	200803	Marzo	2008	2	Industria y energía	Mujeres	Temporal	145,392193308550185873605947955390334572	1	538	78221	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Hombres	Temporal	0	0	3411	0	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Hombres	Temporal	169,849425287356321839080459770114942529	1	870	147769	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Mujeres	Temporal	0	0	77	0	Aragón
Marzo 2008	200803	Marzo	2008	3	Construcción	Mujeres	Temporal	185,607476635514018691588785046728971963	1	107	19860	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Hombres	Temporal	0	0	3032	0	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Hombres	Temporal	77,86767860089094208876423032502887312325	1	6061	471956	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Mujeres	Temporal	0	0	4343	0	Aragón
Marzo 2008	200803	Marzo	2008	4	Servicios	Mujeres	Temporal	68,22483745123537061118335500650195058518	1	7690	524649	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	771	0	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	92,63360323886639676113360323886639676113	1	494	45761	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	106	0	Aragón
Febrero 2008	200802	Febrero	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	84,95081967213114754098360655737704918033	1	122	10364	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Hombres	Temporal	0	0	787	0	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Hombres	Temporal	271,200848656294200848656294200848656294	1	1414	383478	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Mujeres	Temporal	0	0	334	0	Aragón
Febrero 2008	200802	Febrero	2008	2	Industria y energía	Mujeres	Temporal	182,931677018633540372670807453416149068	1	483	88356	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Hombres	Temporal	0	0	4800	0	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Hombres	Temporal	178,166110183639398998330550918196994992	1	1198	213443	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Mujeres	Temporal	0	0	113	0	Aragón
Febrero 2008	200802	Febrero	2008	3	Construcción	Mujeres	Temporal	148,515625	1	128	19010	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Hombres	Temporal	0	0	3249	0	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Hombres	Temporal	94,63782051282051282051282051282051282051	1	6240	590540	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Mujeres	Temporal	0	0	4868	0	Aragón
Febrero 2008	200802	Febrero	2008	4	Servicios	Mujeres	Temporal	76,93241723922548407245471580262336039975	1	8005	615844	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	724	0	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Hombres	Temporal	81,22520661157024793388429752066115702479	1	484	39313	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	181	0	Aragón
Enero 2008	200801	Enero	2008	1	Agricultura, ganadería y pesca	Mujeres	Temporal	71,12612612612612612612612612612612612613	1	111	7895	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Hombres	Temporal	0	0	839	0	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Hombres	Temporal	247,275125628140703517587939698492462312	1	1592	393662	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Mujeres	Temporal	0	0	450	0	Aragón
Enero 2008	200801	Enero	2008	2	Industria y energía	Mujeres	Temporal	161,213383838383838383838383838383838384	1	792	127681	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Hombres	Temporal	0	0	4230	0	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Hombres	Temporal	175,031	1	1000	175031	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Mujeres	Temporal	0	0	120	0	Aragón
Enero 2008	200801	Enero	2008	3	Construcción	Mujeres	Temporal	164,536585365853658536585365853658536585	1	123	20238	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Hombres	Temporal	0	0	3774	0	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Hombres	Temporal	90,12437357630979498861047835990888382688	1	6585	593469	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Mujeres	Temporal	0	0	5571	0	Aragón
Enero 2008	200801	Enero	2008	4	Servicios	Mujeres	Temporal	73,89911712772218952324896998234255444379	1	8495	627773	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	446	0	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	86,90439276485788113695090439276485788114	1	387	33632	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	105	0	Aragón
Diciembre 2007	200712	Diciembre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	72,63917525773195876288659793814432989691	1	97	7046	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Hombres	Temporal	0	0	464	0	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Hombres	Temporal	373,280193236714975845410628019323671498	1	828	309076	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Mujeres	Temporal	0	0	282	0	Aragón
Diciembre 2007	200712	Diciembre	2007	2	Industria y energía	Mujeres	Temporal	242,017094017094017094017094017094017094	1	351	84948	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Hombres	Temporal	0	0	2300	0	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Hombres	Temporal	220,577586206896551724137931034482758621	1	696	153522	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Mujeres	Temporal	0	0	69	0	Aragón
Diciembre 2007	200712	Diciembre	2007	3	Construcción	Mujeres	Temporal	180,973684210526315789473684210526315789	1	76	13754	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Hombres	Temporal	0	0	3010	0	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Hombres	Temporal	86,54890483383685800604229607250755287009	1	5296	458363	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Mujeres	Temporal	0	0	4268	0	Aragón
Diciembre 2007	200712	Diciembre	2007	4	Servicios	Mujeres	Temporal	61,48443930041152263374485596707818930041	1	7776	478103	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	915	0	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	83,05761316872427983539094650205761316872	1	486	40366	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	236	0	Aragón
Noviembre 2007	200711	Noviembre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	70,48170731707317073170731707317073170732	1	164	11559	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Hombres	Temporal	0	0	731	0	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Hombres	Temporal	333,814895155459146782357194504699927693	1	1383	461666	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Mujeres	Temporal	0	0	503	0	Aragón
Noviembre 2007	200711	Noviembre	2007	2	Industria y energía	Mujeres	Temporal	160,921130952380952380952380952380952381	1	672	108139	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Hombres	Temporal	0	0	4274	0	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Hombres	Temporal	161,7649186256781193490054249547920434	1	1106	178912	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Mujeres	Temporal	0	0	130	0	Aragón
Noviembre 2007	200711	Noviembre	2007	3	Construcción	Mujeres	Temporal	135,635714285714285714285714285714285714	1	140	18989	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Hombres	Temporal	0	0	3610	0	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Hombres	Temporal	90,12455573505654281098546042003231017771	1	6190	557871	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Mujeres	Temporal	0	0	5556	0	Aragón
Noviembre 2007	200711	Noviembre	2007	4	Servicios	Mujeres	Temporal	67,41649095549883475751858839196537565198	1	9011	607490	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1034	0	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Hombres	Temporal	83,16443594646271510516252390057361376673	1	523	43495	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	280	0	Aragón
Octubre 2007	200710	Octubre	2007	1	Agricultura, ganadería y pesca	Mujeres	Temporal	45,93589743589743589743589743589743589744	1	234	10749	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Hombres	Temporal	0	0	790	0	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Hombres	Temporal	252,262227460223924572775486152032999411	1	1697	428089	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Mujeres	Temporal	0	0	557	0	Aragón
Octubre 2007	200710	Octubre	2007	2	Industria y energía	Mujeres	Temporal	145,300852618757612667478684531059683313	1	821	119292	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Hombres	Temporal	0	0	4533	0	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Hombres	Temporal	166,313226744186046511627906976744186047	1	1376	228847	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Mujeres	Temporal	0	0	146	0	Aragón
Octubre 2007	200710	Octubre	2007	3	Construcción	Mujeres	Temporal	154,262820512820512820512820512820512821	1	156	24065	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Hombres	Temporal	0	0	5291	0	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Hombres	Temporal	90,24234951238650375518439636812016590068	1	8921	805052	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Mujeres	Temporal	0	0	7492	0	Aragón
Octubre 2007	200710	Octubre	2007	4	Servicios	Mujeres	Temporal	81,30844892812105926860025220680958385876	1	11895	967164	Aragón
