Año	Comarca código	Comarca nombre	Tasa bruta de saldo vegetativo	Tasa bruta de natalidad	Tasa bruta de mortalidad	Tasa global de fecundidad	Tasa bruta de nupcialidad
2018	01	La Jacetania	-6,05768958586917	6,22753134995896	12,2852209358281	30,4835804350838	3,67990488861211
2018	02	Alto Gállego	-4,97475497475497	6,31125631125631	11,2860112860113	30,3192438023899	3,41550341550342
2018	03	Sobrarbe	-3,10328543479727	7,82567631383661	10,9289617486339	39,5364689843217	3,50806179585779
2018	04	La Ribagorza	-8,83112555194535	5,49862534366408	14,3297508956094	27,3291925465839	2,24943764058985
2018	05	Cinco Villas	-5,04157663851241	7,16951483009232	12,2110914686047	36,6465863453815	2,38983827669744
2018	06	Hoya de Huesca / Plana de Uesca	-2,43502899898172	8,13152108144803	10,5665500804297	38,593542060657	3,36476734404746
2018	07	Somontano de Barbastro	-5,41936576485033	7,15525636140395	12,5746221262543	35,6239460370995	2,32863372708413
2018	08	Cinca Medio	-1,0529640939244	10,0663367379172	11,1193008318416	49,3852670730447	3,45372222807202
2018	09	La Litera / La Llitera	-6,40937850940864	7,2858747158235	13,6952532252321	39,8024839144097	1,86255443863157
2018	10	Los Monegros	-9,76741676110302	5,55825373698128	15,3256704980843	31,2835454684864	1,67287248394582
2018	11	Bajo Cinca / Baix Cinca	-2,4074754151875	7,7120822622108	10,1195576773983	36,9718309859155	2,04023340270127
2018	12	Tarazona y el Moncayo	-7,68450050746702	5,14716543424677	12,8316659417138	26,5420560747664	3,33478323908946
2018	13	Campo de Borja	-6,44927536231884	6,44927536231884	12,8985507246377	33,5279713693728	2,46376811594203
2018	14	Aranda	-11,0497237569061	3,02732157723454	14,0770453341406	16,0320641282565	1,51366078861727
2018	15	Ribera Alta del Ebro	-4,82424644165792	7,2916091255593	12,1158555672172	33,9884988413012	3,16706254948535
2018	16	Valdejalón	-2,80597221741088	9,38788235701666	12,1938545744275	42,720895404745	2,90989711435203
2018	17	Central	-1,37690380231652	7,91819461969851	9,29509842201503	35,7936044587022	3,45223706957621
2018	18	Ribera Baja del Ebro	-8,0406763627764	5,91226203145323	13,9529383942296	31,8369945877109	3,07437625635568
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	-2,73700776625954	10,0585035410038	12,7955113072633	51,6242317822651	3,21598412535496
2018	20	Comunidad de Calatayud	-8,94083429833302	5,30525408666146	14,2460883849945	27,7699464336059	2,28906902216357
2018	21	Campo de Cariñena	-6,16379528116001	6,87111605112919	13,0349113322892	36,8963646228975	2,52614560703279
2018	22	Campo de Belchite	-18,3326058489742	3,71017023134003	22,0427760803143	25,1665433012583	2,61894369271061
2018	23	Bajo Martín	-12,2931442080378	5,3585500394011	17,6516942474389	31,3075506445672	2,36406619385343
2018	24	Campo de Daroca	-12,9589632829374	5,03959683225342	17,9985601151908	32,2766570605187	2,3398128149748
2018	25	Jiloca	-8,51760851760852	6,63390663390663	15,1515151515152	36,4126770060688	2,12940212940213
2018	26	Cuencas Mineras	-7,61215448929931	7,23778623572721	14,8499407250265	39,3646408839779	2,49578835714731
2018	27	Andorra-Sierra de Arcos	-7,30438262957775	5,10306183710226	12,40744446668	26,2886597938144	2,20132079247549
2018	28	Bajo Aragón	-3,32458442694663	8,57392825896763	11,8985126859143	41,318829580909	3,21959755030621
2018	29	Comunidad de Teruel	-4,16879267855786	7,29538718747625	11,4641798660341	34,3821949347659	3,34371912759328
2018	30	Maestrazgo	-8,15942256394163	6,27647889533971	14,4359014592813	37,3134328358209	1,56911972383493
2018	31	Sierra de Albarracín	-11,3636363636364	4,77272727272727	16,1363636363636	29,535864978903	2,95454545454545
2018	32	Gúdar-Javalambre	-7,46775288526816	5,83842498302783	13,306177868296	30,7033202427704	2,71554650373388
2018	33	Matarraña / Matarranya	-10,3544889755147	7,06541600682178	17,4199049823365	41,6367552045944	1,46181020830795
2017	01	La Jacetania	-4,69364096474114	6,10738824327763	10,8010292080188	29,7234071831567	3,05369412163882
2017	02	Alto Gállego	-4,00682644505454	6,97484603398382	10,9816724790384	33,2096802685038	2,3002151814202
2017	03	Sobrarbe	-2,31308252262059	7,34743860126539	9,66052112388598	36,7097212780421	2,72127355602422
