Municipio código	Municipio nombre	Viviendas en el edificio	Número de edificios
44005	Aguilar del Alfambra	02	1
44005	Aguilar del Alfambra	03	1
44006	Alacón	00	17
44006	Alacón	01	338
44006	Alacón	02	12
44006	Alacón	03	1
44007	Alba	00	9
44007	Alba	01	219
44007	Alba	02	5
44008	Albalate del Arzobispo	00	45
44008	Albalate del Arzobispo	01	1017
44008	Albalate del Arzobispo	02	70
44008	Albalate del Arzobispo	03	20
44008	Albalate del Arzobispo	04	10
44008	Albalate del Arzobispo	05 a 09	26
44008	Albalate del Arzobispo	10 a 19	2
44008	Albalate del Arzobispo	20 a 39	2
44009	Albarracín	00	51
44009	Albarracín	01	388
44009	Albarracín	02	61
44009	Albarracín	03	11
44009	Albarracín	04	12
44009	Albarracín	05 a 09	16
44009	Albarracín	10 a 19	1
44009	Albarracín	20 a 39	1
44010	Albentosa	00	10
44010	Albentosa	01	235
44010	Albentosa	02	12
44010	Albentosa	03	7
44011	Alcaine	00	8
44011	Alcaine	01	212
44011	Alcaine	02	1
44012	Alcalá de la Selva	00	20
44012	Alcalá de la Selva	01	779
44012	Alcalá de la Selva	02	62
44012	Alcalá de la Selva	03	16
44012	Alcalá de la Selva	04	5
44012	Alcalá de la Selva	05 a 09	9
44012	Alcalá de la Selva	10 a 19	6
44013	Alcañiz	00	128
44013	Alcañiz	01	1704
44013	Alcañiz	02	202
44013	Alcañiz	03	87
44013	Alcañiz	04	57
44013	Alcañiz	05 a 09	267
44013	Alcañiz	10 a 19	112
44013	Alcañiz	20 a 39	23
44013	Alcañiz	40 o más	1
44014	Alcorisa	00	62
44014	Alcorisa	01	917
44014	Alcorisa	02	126
44014	Alcorisa	03	48
44014	Alcorisa	04	14
44014	Alcorisa	05 a 09	44
44014	Alcorisa	10 a 19	10
44014	Alcorisa	20 a 39	1
44016	Alfambra	00	11
44016	Alfambra	01	379
44016	Alfambra	02	21
44016	Alfambra	03	6
44016	Alfambra	04	3
44016	Alfambra	05 a 09	1
44017	Aliaga	00	10
44017	Aliaga	01	422
44017	Aliaga	02	40
44017	Aliaga	03	2
44017	Aliaga	04	7
44017	Aliaga	05 a 09	2
44017	Aliaga	10 a 19	1
44018	Almohaja	00	2
44018	Almohaja	01	50
44019	Alobras	00	1
44019	Alobras	01	103
44019	Alobras	02	3
44020	Alpeñés	00	3
44020	Alpeñés	01	37
44021	Allepuz	00	9
44021	Allepuz	01	165
44021	Allepuz	02	12
44022	Alloza	00	22
44022	Alloza	01	497
44022	Alloza	02	41
44022	Alloza	03	10
44022	Alloza	05 a 09	4
44023	Allueva	00	3
44023	Allueva	01	58
44024	Anadón	00	3
44024	Anadón	01	56
44025	Andorra	00	113
44025	Andorra	01	1624
44025	Andorra	02	202
44025	Andorra	03	40
44025	Andorra	04	41
44025	Andorra	05 a 09	136
44025	Andorra	10 a 19	15
44026	Arcos de las Salinas	00	2
44026	Arcos de las Salinas	01	207
44026	Arcos de las Salinas	02	9
44026	Arcos de las Salinas	03	3
44026	Arcos de las Salinas	04	1
44026	Arcos de las Salinas	05 a 09	1
44027	Arens de Lledó	00	7
44027	Arens de Lledó	01	134
44027	Arens de Lledó	02	5
44028	Argente	00	4
44028	Argente	01	159
44028	Argente	02	2
44029	Ariño	00	16
44029	Ariño	01	498
44029	Ariño	02	27
44029	Ariño	03	8
44029	Ariño	04	1
44029	Ariño	05 a 09	8
44029	Ariño	10 a 19	1
44031	Azaila	00	12
44031	Azaila	01	160
44031	Azaila	02	3
44032	Bádenas	00	2
44032	Bádenas	01	40
44033	Báguena	00	4
44033	Báguena	01	398
44033	Báguena	02	3
44034	Bañón	00	10
44034	Bañón	01	160
44034	Bañón	02	1
44035	Barrachina	00	4
44035	Barrachina	01	184
44036	Bea	00	3
44036	Bea	01	41
44036	Bea	03	2
44037	Beceite	00	10
44037	Beceite	01	424
44037	Beceite	02	28
44037	Beceite	03	3
44037	Beceite	04	1
44038	Belmonte de San José	00	5
44038	Belmonte de San José	01	118
44038	Belmonte de San José	02	6
44038	Belmonte de San José	04	1
44039	Bello	00	11
44039	Bello	01	337
44039	Bello	02	5
44040	Berge	00	8
44040	Berge	01	162
44040	Berge	02	11
44040	Berge	03	2
44040	Berge	04	2
44041	Bezas	00	3
44041	Bezas	01	93
44041	Bezas	02	3
44041	Bezas	03	1
44042	Blancas	00	6
44042	Blancas	01	237
44042	Blancas	02	4
44042	Blancas	05 a 09	1
44043	Blesa	00	11
44043	Blesa	01	269
44043	Blesa	02	6
44044	Bordón	00	4
44044	Bordón	01	139
44044	Bordón	02	9
44044	Bordón	03	4
44044	Bordón	04	2
44045	Bronchales	00	15
44045	Bronchales	01	340
44045	Bronchales	02	92
44045	Bronchales	03	42
44045	Bronchales	04	23
44045	Bronchales	05 a 09	8
44046	Bueña	00	10
44046	Bueña	01	78
44046	Bueña	02	1
44047	Burbáguena	00	4
44047	Burbáguena	01	268
44047	Burbáguena	02	14
44048	Cabra de Mora	00	9
44048	Cabra de Mora	01	75
44048	Cabra de Mora	02	12
44048	Cabra de Mora	03	3
44048	Cabra de Mora	04	1
44048	Cabra de Mora	05 a 09	1
44049	Calaceite	00	27
44049	Calaceite	01	658
44049	Calaceite	02	48
44049	Calaceite	03	6
44049	Calaceite	05 a 09	3
44050	Calamocha	00	94
44050	Calamocha	01	1830
44050	Calamocha	02	167
44050	Calamocha	03	41
44050	Calamocha	04	21
44050	Calamocha	05 a 09	63
44050	Calamocha	10 a 19	14
44050	Calamocha	20 a 39	1
44050	Calamocha	40 o más	1
44051	Calanda	00	71
44051	Calanda	01	1006
44051	Calanda	02	149
44051	Calanda	03	41
44051	Calanda	04	9
44051	Calanda	05 a 09	44
44051	Calanda	10 a 19	8
44052	Calomarde	00	2
44052	Calomarde	01	98
44052	Calomarde	02	3
44052	Calomarde	04	1
44053	Camañas	00	3
44053	Camañas	01	94
44053	Camañas	02	2
44053	Camañas	03	1
44054	Camarena de la Sierra	00	4
44054	Camarena de la Sierra	01	281
44054	Camarena de la Sierra	02	10
44054	Camarena de la Sierra	03	2
44054	Camarena de la Sierra	05 a 09	1
44054	Camarena de la Sierra	10 a 19	1
44055	Camarillas	00	4
44055	Camarillas	01	167
44055	Camarillas	02	5
44056	Caminreal	00	2
44056	Caminreal	01	440
44056	Caminreal	02	13
44056	Caminreal	04	2
44056	Caminreal	05 a 09	1
44056	Caminreal	10 a 19	1
44059	Cantavieja	00	22
44059	Cantavieja	01	308
44059	Cantavieja	02	33
44059	Cantavieja	03	3
44059	Cantavieja	04	2
44059	Cantavieja	05 a 09	5
44059	Cantavieja	10 a 19	1
44060	Cañada de Benatanduz	01	74
44060	Cañada de Benatanduz	02	2
44061	Cañada de Verich (La)	00	3
44061	Cañada de Verich (La)	01	71
44061	Cañada de Verich (La)	02	6
44061	Cañada de Verich (La)	03	1
44062	Cañada Vellida	00	1
44062	Cañada Vellida	01	54
44062	Cañada Vellida	04	1
44063	Cañizar del Olivar	00	9
44063	Cañizar del Olivar	01	117
44063	Cañizar del Olivar	02	8
44064	Cascante del Río	00	4
44064	Cascante del Río	01	186
44064	Cascante del Río	02	5
44065	Castejón de Tornos	00	2
44065	Castejón de Tornos	01	133
44065	Castejón de Tornos	02	1
44066	Castel de Cabra	00	12
44066	Castel de Cabra	01	145
44066	Castel de Cabra	02	4
44066	Castel de Cabra	03	1
44066	Castel de Cabra	04	1
44067	Castelnou	00	4
44067	Castelnou	01	128
44067	Castelnou	02	1
44068	Castelserás	00	13
44068	Castelserás	01	473
44068	Castelserás	02	23
44068	Castelserás	03	2
44068	Castelserás	04	2
44068	Castelserás	05 a 09	1
44070	Castellar (El)	00	6
44070	Castellar (El)	01	94
44070	Castellar (El)	02	5
44070	Castellar (El)	03	2
44071	Castellote	00	30
44071	Castellote	01	678
44071	Castellote	02	64
44071	Castellote	03	15
44071	Castellote	04	7
44071	Castellote	05 a 09	4
44071	Castellote	10 a 19	2
44074	Cedrillas	00	24
44074	Cedrillas	01	260
44074	Cedrillas	02	32
44074	Cedrillas	03	10
44074	Cedrillas	04	3
44074	Cedrillas	05 a 09	3
44075	Celadas	00	18
44075	Celadas	01	166
44075	Celadas	02	18
44075	Celadas	03	7
44075	Celadas	04	4
44075	Celadas	05 a 09	5
44076	Cella	00	39
44076	Cella	01	961
44076	Cella	02	128
44076	Cella	03	17
44076	Cella	04	5
44076	Cella	05 a 09	4
44076	Cella	10 a 19	16
44076	Cella	20 a 39	1
44076	Cella	40 o más	1
44077	Cerollera (La)	00	6
44077	Cerollera (La)	01	73
44077	Cerollera (La)	02	5
44080	Codoñera (La)	00	31
44080	Codoñera (La)	01	265
44080	Codoñera (La)	02	13
44082	Corbalán	00	5
44082	Corbalán	01	91
44082	Corbalán	02	5
44084	Cortes de Aragón	01	127
44084	Cortes de Aragón	02	4
44085	Cosa	00	2
44085	Cosa	01	95
44085	Cosa	02	2
44086	Cretas	00	14
44086	Cretas	01	308
44086	Cretas	02	19
44086	Cretas	03	2
44086	Cretas	04	2
44087	Crivillén	00	12
44087	Crivillén	01	167
44087	Crivillén	02	7
44087	Crivillén	03	1
44088	Cuba (La)	00	9
44088	Cuba (La)	01	71
44088	Cuba (La)	02	3
44089	Cubla	00	4
44089	Cubla	01	105
44089	Cubla	02	2
44090	Cucalón	00	5
44090	Cucalón	01	140
44090	Cucalón	02	3
44092	Cuervo (El)	00	1
44092	Cuervo (El)	01	131
44092	Cuervo (El)	02	3
44092	Cuervo (El)	04	1
44093	Cuevas de Almudén	00	5
44093	Cuevas de Almudén	01	56
44093	Cuevas de Almudén	02	2
44094	Cuevas Labradas	00	3
44094	Cuevas Labradas	01	95
44094	Cuevas Labradas	02	3
44094	Cuevas Labradas	03	1
44096	Ejulve	00	8
44096	Ejulve	01	233
44096	Ejulve	02	13
44096	Ejulve	03	1
44097	Escorihuela	00	4
44097	Escorihuela	01	178
44097	Escorihuela	02	8
44099	Escucha	00	29
44099	Escucha	01	265
44099	Escucha	02	18
44099	Escucha	03	7
44099	Escucha	04	7
44099	Escucha	05 a 09	39
44099	Escucha	10 a 19	1
44100	Estercuel	00	26
44100	Estercuel	01	205
44100	Estercuel	02	21
44100	Estercuel	03	2
44100	Estercuel	04	1
44101	Ferreruela de Huerva	00	3
44101	Ferreruela de Huerva	01	69
44101	Ferreruela de Huerva	02	2
44101	Ferreruela de Huerva	03	1
44102	Fonfría	00	2
44102	Fonfría	01	44
44103	Formiche Alto	00	7
44103	Formiche Alto	01	175
44103	Formiche Alto	02	16
44103	Formiche Alto	03	3
44103	Formiche Alto	05 a 09	2
44105	Fórnoles	00	5
44105	Fórnoles	01	149
44105	Fórnoles	02	3
44106	Fortanete	01	208
44106	Fortanete	02	22
44107	Foz-Calanda	00	8
44107	Foz-Calanda	01	177
44107	Foz-Calanda	02	10
44107	Foz-Calanda	04	1
44108	Fresneda (La)	00	8
44108	Fresneda (La)	01	462
44108	Fresneda (La)	02	19
44108	Fresneda (La)	03	1
44109	Frías de Albarracín	00	4
44109	Frías de Albarracín	01	144
44109	Frías de Albarracín	02	11
44109	Frías de Albarracín	03	3
44110	Fuenferrada	00	2
44110	Fuenferrada	01	93
44111	Fuentes Calientes	00	4
44111	Fuentes Calientes	01	97
44111	Fuentes Calientes	02	1
44112	Fuentes Claras	00	3
44112	Fuentes Claras	01	392
44112	Fuentes Claras	02	4
44113	Fuentes de Rubielos	00	4
44113	Fuentes de Rubielos	01	131
44113	Fuentes de Rubielos	02	3
44113	Fuentes de Rubielos	03	1
44114	Fuentespalda	00	8
44114	Fuentespalda	01	200
44114	Fuentespalda	02	23
44114	Fuentespalda	03	2
44115	Galve	00	2
44115	Galve	01	80
44115	Galve	02	3
44115	Galve	05 a 09	1
44116	Gargallo	00	5
44116	Gargallo	01	129
44116	Gargallo	02	4
44116	Gargallo	03	3
44117	Gea de Albarracín	00	10
44117	Gea de Albarracín	01	331
44117	Gea de Albarracín	02	12
44117	Gea de Albarracín	03	3
44117	Gea de Albarracín	04	1
44118	Ginebrosa (La)	00	11
44118	Ginebrosa (La)	01	237
44118	Ginebrosa (La)	02	6
44118	Ginebrosa (La)	04	1
44119	Griegos	00	14
44119	Griegos	01	139
44119	Griegos	02	7
44120	Guadalaviar	00	13
44120	Guadalaviar	01	153
44120	Guadalaviar	02	11
44120	Guadalaviar	03	4
44120	Guadalaviar	04	1
44121	Gúdar	00	3
44121	Gúdar	01	132
44121	Gúdar	02	10
44121	Gúdar	03	1
44122	Híjar	00	32
44122	Híjar	01	806
44122	Híjar	02	92
44122	Híjar	03	23
44122	Híjar	04	12
44122	Híjar	05 a 09	18
44122	Híjar	10 a 19	4
44123	Hinojosa de Jarque	00	7
44123	Hinojosa de Jarque	01	100
44123	Hinojosa de Jarque	02	3
44123	Hinojosa de Jarque	03	1
44124	Hoz de la Vieja (La)	00	2
44124	Hoz de la Vieja (La)	01	253
44124	Hoz de la Vieja (La)	02	3
44125	Huesa del Común	00	13
44125	Huesa del Común	01	220
44125	Huesa del Común	02	2
44126	Iglesuela del Cid (La)	00	19
44126	Iglesuela del Cid (La)	01	293
44126	Iglesuela del Cid (La)	02	19
44126	Iglesuela del Cid (La)	04	1
44126	Iglesuela del Cid (La)	05 a 09	1
44127	Jabaloyas	00	4
44127	Jabaloyas	01	139
44127	Jabaloyas	02	1
44127	Jabaloyas	03	2
44128	Jarque de la Val	00	3
44128	Jarque de la Val	01	70
44128	Jarque de la Val	02	4
44128	Jarque de la Val	03	1
44129	Jatiel	00	7
44129	Jatiel	01	77
44129	Jatiel	02	2
44130	Jorcas	00	3
44130	Jorcas	01	86
44131	Josa	00	1
44131	Josa	01	136
44132	Lagueruela	00	4
44132	Lagueruela	01	76
44132	Lagueruela	02	1
44133	Lanzuela	00	2
44133	Lanzuela	01	33
44135	Libros	00	6
44135	Libros	01	167
44135	Libros	02	8
44136	Lidón	00	2
44136	Lidón	01	72
44136	Lidón	02	1
44137	Linares de Mora	00	13
44137	Linares de Mora	01	284
44137	Linares de Mora	02	18
44137	Linares de Mora	03	8
44137	Linares de Mora	04	4
44138	Loscos	00	13
44138	Loscos	01	198
44138	Loscos	02	2
44141	Lledó	00	4
44141	Lledó	01	106
44142	Maicas	01	78
44142	Maicas	02	2
44142	Maicas	03	1
44143	Manzanera	00	21
44143	Manzanera	01	632
44143	Manzanera	02	89
44143	Manzanera	03	34
44143	Manzanera	04	12
44143	Manzanera	05 a 09	9
44144	Martín del Río	00	14
44144	Martín del Río	01	216
44144	Martín del Río	02	26
44144	Martín del Río	03	7
44144	Martín del Río	04	1
44144	Martín del Río	05 a 09	8
44145	Mas de las Matas	00	13
44145	Mas de las Matas	01	635
44145	Mas de las Matas	02	55
44145	Mas de las Matas	03	11
44145	Mas de las Matas	04	7
44145	Mas de las Matas	05 a 09	2
44145	Mas de las Matas	10 a 19	1
44146	Mata de los Olmos (La)	00	14
44146	Mata de los Olmos (La)	01	154
44146	Mata de los Olmos (La)	02	18
44146	Mata de los Olmos (La)	03	1
44147	Mazaleón	00	17
44147	Mazaleón	01	369
44147	Mazaleón	02	18
44147	Mazaleón	03	1
44147	Mazaleón	04	1
44148	Mezquita de Jarque	00	3
44148	Mezquita de Jarque	01	80
44148	Mezquita de Jarque	02	3
44149	Mirambel	00	10
44149	Mirambel	01	114
44149	Mirambel	02	1
44150	Miravete de la Sierra	00	6
44150	Miravete de la Sierra	01	78
44150	Miravete de la Sierra	03	1
44151	Molinos	00	7
44151	Molinos	01	260
44151	Molinos	02	21
44151	Molinos	03	5
44151	Molinos	04	1
44151	Molinos	05 a 09	2
44152	Monforte de Moyuela	00	8
44152	Monforte de Moyuela	01	121
44153	Monreal del Campo	00	53
44153	Monreal del Campo	01	1006
44153	Monreal del Campo	02	62
44153	Monreal del Campo	03	14
44153	Monreal del Campo	04	5
44153	Monreal del Campo	05 a 09	15
44153	Monreal del Campo	10 a 19	2
44154	Monroyo	00	13
44154	Monroyo	01	198
44154	Monroyo	02	17
44154	Monroyo	03	1
44155	Montalbán	00	38
44155	Montalbán	01	558
44155	Montalbán	02	50
44155	Montalbán	03	12
44155	Montalbán	04	4
44155	Montalbán	05 a 09	27
44155	Montalbán	10 a 19	12
44155	Montalbán	20 a 39	1
44156	Monteagudo del Castillo	00	3
44156	Monteagudo del Castillo	01	99
44156	Monteagudo del Castillo	02	2
44157	Monterde de Albarracín	00	4
44157	Monterde de Albarracín	01	147
44157	Monterde de Albarracín	02	3
44158	Mora de Rubielos	00	67
44158	Mora de Rubielos	01	779
44158	Mora de Rubielos	02	67
44158	Mora de Rubielos	03	42
44158	Mora de Rubielos	04	10
44158	Mora de Rubielos	05 a 09	29
44158	Mora de Rubielos	10 a 19	4
44159	Moscardón	00	3
44159	Moscardón	01	78
44159	Moscardón	02	4
44159	Moscardón	03	1
44160	Mosqueruela	00	16
44160	Mosqueruela	01	417
44160	Mosqueruela	02	42
44160	Mosqueruela	03	15
44160	Mosqueruela	04	1
44160	Mosqueruela	05 a 09	5
44161	Muniesa	00	24
44161	Muniesa	01	477
44161	Muniesa	02	26
44161	Muniesa	03	3
44161	Muniesa	04	2
44163	Noguera de Albarracín	00	2
44163	Noguera de Albarracín	01	142
44163	Noguera de Albarracín	02	4
44163	Noguera de Albarracín	03	1
44164	Nogueras	00	4
44164	Nogueras	01	84
44165	Nogueruelas	00	6
44165	Nogueruelas	01	244
44165	Nogueruelas	02	15
44165	Nogueruelas	03	1
44165	Nogueruelas	04	1
44167	Obón	00	3
44167	Obón	01	250
44168	Odón	00	8
44168	Odón	01	222
44168	Odón	02	7
44169	Ojos Negros	00	15
44169	Ojos Negros	01	473
44169	Ojos Negros	02	10
44169	Ojos Negros	03	2
44169	Ojos Negros	04	10
44169	Ojos Negros	05 a 09	4
44171	Olba	00	23
44171	Olba	01	396
44171	Olba	02	24
44171	Olba	03	6
44171	Olba	04	1
44171	Olba	05 a 09	1
44172	Oliete	00	20
44172	Oliete	01	561
44172	Oliete	02	36
44172	Oliete	03	1
44172	Oliete	05 a 09	1
44173	Olmos (Los)	00	5
44173	Olmos (Los)	01	159
44173	Olmos (Los)	02	5
44173	Olmos (Los)	03	1
44174	Orihuela del Tremedal	00	25
44174	Orihuela del Tremedal	01	365
44174	Orihuela del Tremedal	02	48
44174	Orihuela del Tremedal	03	7
44174	Orihuela del Tremedal	04	1
44174	Orihuela del Tremedal	05 a 09	2
44175	Orrios	00	5
44175	Orrios	01	122
44175	Orrios	02	1
44176	Palomar de Arroyos	00	3
44176	Palomar de Arroyos	01	172
44176	Palomar de Arroyos	02	3
44176	Palomar de Arroyos	03	2
44176	Palomar de Arroyos	05 a 09	2
44177	Pancrudo	00	10
44177	Pancrudo	01	194
44177	Pancrudo	02	3
44178	Parras de Castellote (Las)	00	9
44178	Parras de Castellote (Las)	01	203
44178	Parras de Castellote (Las)	02	3
44179	Peñarroya de Tastavins	00	27
44179	Peñarroya de Tastavins	01	368
44179	Peñarroya de Tastavins	02	23
44179	Peñarroya de Tastavins	03	4
44180	Peracense	00	10
44180	Peracense	01	113
44180	Peracense	02	2
44181	Peralejos	00	7
44181	Peralejos	01	66
44181	Peralejos	02	5
44181	Peralejos	04	1
44182	Perales del Alfambra	00	16
44182	Perales del Alfambra	01	181
44182	Perales del Alfambra	02	15
44182	Perales del Alfambra	04	1
44182	Perales del Alfambra	05 a 09	1
44183	Pitarque	00	3
44183	Pitarque	01	132
44183	Pitarque	02	3
44183	Pitarque	03	2
44184	Plou	00	6
44184	Plou	01	73
44184	Plou	02	5
44185	Pobo (El)	00	3
44185	Pobo (El)	01	145
44185	Pobo (El)	02	3
44185	Pobo (El)	03	1
44187	Portellada (La)	00	9
44187	Portellada (La)	01	190
44187	Portellada (La)	02	12
44189	Pozondón	00	4
44189	Pozondón	01	125
44190	Pozuel del Campo	00	5
44190	Pozuel del Campo	01	156
44190	Pozuel del Campo	02	3
44191	Puebla de Híjar (La)	00	58
44191	Puebla de Híjar (La)	01	742
44191	Puebla de Híjar (La)	02	26
44191	Puebla de Híjar (La)	03	5
44191	Puebla de Híjar (La)	04	3
44191	Puebla de Híjar (La)	05 a 09	6
44191	Puebla de Híjar (La)	10 a 19	2
44192	Puebla de Valverde (La)	00	13
44192	Puebla de Valverde (La)	01	369
44192	Puebla de Valverde (La)	02	30
44192	Puebla de Valverde (La)	03	8
44192	Puebla de Valverde (La)	04	5
44192	Puebla de Valverde (La)	05 a 09	2
44193	Puertomingalvo	00	5
44193	Puertomingalvo	01	182
44193	Puertomingalvo	02	8
44193	Puertomingalvo	03	5
44193	Puertomingalvo	05 a 09	1
44194	Ráfales	00	4
44194	Ráfales	01	174
44194	Ráfales	02	3
44195	Rillo	00	7
44195	Rillo	01	111
44195	Rillo	02	3
44196	Riodeva	00	2
44196	Riodeva	01	197
44196	Riodeva	02	5
44196	Riodeva	03	1
44197	Ródenas	00	5
44197	Ródenas	01	115
44197	Ródenas	02	1
44198	Royuela	00	3
44198	Royuela	01	149
44198	Royuela	02	7
44198	Royuela	04	1
44199	Rubiales	00	2
44199	Rubiales	01	50
44199	Rubiales	02	1
44200	Rubielos de la Cérida	00	4
44200	Rubielos de la Cérida	01	78
44200	Rubielos de la Cérida	02	2
44201	Rubielos de Mora	00	43
44201	Rubielos de Mora	01	546
44201	Rubielos de Mora	02	28
44201	Rubielos de Mora	03	11
44201	Rubielos de Mora	04	11
44201	Rubielos de Mora	05 a 09	14
44201	Rubielos de Mora	10 a 19	2
44203	Salcedillo	00	3
44203	Salcedillo	01	33
44204	Saldón	00	1
44204	Saldón	01	92
44205	Samper de Calanda	00	5
44205	Samper de Calanda	01	652
44205	Samper de Calanda	02	19
44205	Samper de Calanda	03	2
44205	Samper de Calanda	04	1
44205	Samper de Calanda	05 a 09	2
44206	San Agustín	00	2
44206	San Agustín	01	184
44206	San Agustín	02	7
44206	San Agustín	03	3
44207	San Martín del Río	00	8
44207	San Martín del Río	01	280
44207	San Martín del Río	02	7
44208	Santa Cruz de Nogueras	00	4
44208	Santa Cruz de Nogueras	01	53
44209	Santa Eulalia	00	37
44209	Santa Eulalia	01	710
44209	Santa Eulalia	02	34
44209	Santa Eulalia	03	8
44209	Santa Eulalia	04	2
44209	Santa Eulalia	05 a 09	4
44210	Sarrión	00	12
44210	Sarrión	01	648
44210	Sarrión	02	64
44210	Sarrión	03	19
44210	Sarrión	04	7
44210	Sarrión	05 a 09	5
44210	Sarrión	10 a 19	1
44210	Sarrión	20 a 39	1
44211	Segura de los Baños	00	2
44211	Segura de los Baños	01	90
44211	Segura de los Baños	02	1
44212	Seno	00	3
44212	Seno	01	90
44212	Seno	02	2
44212	Seno	03	1
44213	Singra	00	10
44213	Singra	01	94
44213	Singra	02	4
44215	Terriente	00	1
44215	Terriente	01	187
44215	Terriente	02	1
44216	Teruel	00	349
44216	Teruel	01	3199
44216	Teruel	02	401
44216	Teruel	03	263
44216	Teruel	04	191
44216	Teruel	05 a 09	502
44216	Teruel	10 a 19	272
44216	Teruel	20 a 39	61
44216	Teruel	40 o más	22
44217	Toril y Masegoso	00	3
44217	Toril y Masegoso	01	91
44218	Tormón	00	2
44218	Tormón	01	68
44218	Tormón	02	1
44219	Tornos	00	8
44219	Tornos	01	256
44219	Tornos	02	4
44220	Torralba de los Sisones	00	5
44220	Torralba de los Sisones	01	140
44220	Torralba de los Sisones	02	2
44221	Torrecilla de Alcañiz	00	16
44221	Torrecilla de Alcañiz	01	262
44221	Torrecilla de Alcañiz	02	9
44221	Torrecilla de Alcañiz	03	2
44221	Torrecilla de Alcañiz	04	2
44221	Torrecilla de Alcañiz	05 a 09	1
44222	Torrecilla del Rebollar	00	10
44222	Torrecilla del Rebollar	01	208
44222	Torrecilla del Rebollar	02	1
44223	Torre de Arcas	00	11
44223	Torre de Arcas	01	88
44223	Torre de Arcas	02	1
44224	Torre de las Arcas	00	2
44224	Torre de las Arcas	01	88
44224	Torre de las Arcas	02	6
44225	Torre del Compte	00	8
44225	Torre del Compte	01	177
44225	Torre del Compte	02	11
44226	Torrelacárcel	00	9
44226	Torrelacárcel	01	239
44226	Torrelacárcel	02	2
44227	Torre los Negros	00	4
44227	Torre los Negros	01	121
44228	Torremocha de Jiloca	00	11
44228	Torremocha de Jiloca	01	125
44229	Torres de Albarracín	00	2
44229	Torres de Albarracín	01	133
44229	Torres de Albarracín	02	4
44229	Torres de Albarracín	03	3
44230	Torrevelilla	00	8
44230	Torrevelilla	01	163
44230	Torrevelilla	02	5
44230	Torrevelilla	03	3
44230	Torrevelilla	04	2
44230	Torrevelilla	05 a 09	1
44231	Torrijas	00	3
44231	Torrijas	01	165
44231	Torrijas	02	9
44231	Torrijas	03	1
44231	Torrijas	04	1
44232	Torrijo del Campo	00	7
44232	Torrijo del Campo	01	348
44232	Torrijo del Campo	02	10
44232	Torrijo del Campo	03	4
44232	Torrijo del Campo	04	1
44234	Tramacastiel	00	5
44234	Tramacastiel	01	167
44234	Tramacastiel	02	4
44234	Tramacastiel	03	2
44235	Tramacastilla	00	5
44235	Tramacastilla	01	126
44235	Tramacastilla	02	2
44236	Tronchón	00	16
44236	Tronchón	01	123
44236	Tronchón	02	2
44237	Urrea de Gaén	00	24
44237	Urrea de Gaén	01	373
44237	Urrea de Gaén	02	18
44237	Urrea de Gaén	03	2
44237	Urrea de Gaén	05 a 09	1
44238	Utrillas	00	76
44238	Utrillas	01	507
44238	Utrillas	02	68
44238	Utrillas	03	31
44238	Utrillas	04	14
44238	Utrillas	05 a 09	51
44238	Utrillas	10 a 19	38
44239	Valacloche	00	1
44239	Valacloche	01	68
44240	Valbona	00	3
44240	Valbona	01	233
44240	Valbona	02	9
44240	Valbona	03	4
44240	Valbona	04	1
44240	Valbona	05 a 09	1
44241	Valdealgorfa	00	23
44241	Valdealgorfa	01	351
44241	Valdealgorfa	02	34
44241	Valdealgorfa	03	3
44241	Valdealgorfa	05 a 09	1
44243	Valdecuenca	00	2
44243	Valdecuenca	01	81
44243	Valdecuenca	02	1
44244	Valdelinares	00	10
44244	Valdelinares	01	134
44244	Valdelinares	02	7
44244	Valdelinares	05 a 09	2
44245	Valdeltormo	00	4
44245	Valdeltormo	01	216
44245	Valdeltormo	02	13
44246	Valderrobres	00	35
44246	Valderrobres	01	775
44246	Valderrobres	02	112
44246	Valderrobres	03	36
44246	Valderrobres	04	17
44246	Valderrobres	05 a 09	13
44246	Valderrobres	10 a 19	1
44247	Valjunquera	00	11
44247	Valjunquera	01	275
44247	Valjunquera	02	12
44247	Valjunquera	03	1
44247	Valjunquera	04	1
44249	Vallecillo (El)	00	4
44249	Vallecillo (El)	01	78
44250	Veguillas de la Sierra	00	4
44250	Veguillas de la Sierra	01	49
44251	Villafranca del Campo	00	17
44251	Villafranca del Campo	01	271
44251	Villafranca del Campo	02	4
44251	Villafranca del Campo	03	1
44252	Villahermosa del Campo	00	4
44252	Villahermosa del Campo	01	61
44252	Villahermosa del Campo	02	1
44252	Villahermosa del Campo	03	1
44256	Villanueva del Rebollar de la Sierra	00	2
44256	Villanueva del Rebollar de la Sierra	01	91
44257	Villar del Cobo	00	9
44257	Villar del Cobo	01	117
44257	Villar del Cobo	02	14
44258	Villar del Salz	00	2
44258	Villar del Salz	01	98
44260	Villarluengo	00	3
44260	Villarluengo	01	162
44260	Villarluengo	02	16
44260	Villarluengo	03	4
44260	Villarluengo	04	1
44261	Villarquemado	00	28
44261	Villarquemado	01	497
44261	Villarquemado	02	6
44262	Villarroya de los Pinares	00	13
44262	Villarroya de los Pinares	01	183
44262	Villarroya de los Pinares	02	6
44263	Villastar	00	6
44263	Villastar	01	231
44263	Villastar	02	11
44263	Villastar	04	1
44264	Villel	00	13
44264	Villel	01	322
44264	Villel	02	9
44264	Villel	03	3
44264	Villel	04	1
44264	Villel	05 a 09	1
