Municipio código	Municipio nombre	Viviendas en el edificio	Número de edificios
44265	Vinaceite	00	11
44265	Vinaceite	01	184
44265	Vinaceite	02	2
44265	Vinaceite	04	1
44266	Visiedo	00	2
44266	Visiedo	01	140
44266	Visiedo	02	5
44267	Vivel del Río Martín	00	4
44267	Vivel del Río Martín	01	212
44267	Vivel del Río Martín	02	2
44268	Zoma (La)	00	3
44268	Zoma (La)	01	18
44268	Zoma (La)	02	2
50001	Abanto	00	2
50001	Abanto	01	142
50001	Abanto	02	6
50001	Abanto	03	1
50002	Acered	00	9
50002	Acered	01	200
50002	Acered	02	2
50003	Agón	00	1
50003	Agón	01	108
50003	Agón	02	2
50004	Aguarón	00	9
50004	Aguarón	01	450
50004	Aguarón	02	20
50004	Aguarón	03	2
50004	Aguarón	04	1
50004	Aguarón	05 a 09	1
50005	Aguilón	00	12
50005	Aguilón	01	234
50005	Aguilón	02	10
50005	Aguilón	03	1
50006	Ainzón	00	41
50006	Ainzón	01	381
50006	Ainzón	02	132
50006	Ainzón	03	17
50006	Ainzón	04	4
50006	Ainzón	05 a 09	7
50006	Ainzón	10 a 19	1
50007	Aladrén	00	4
50007	Aladrén	01	147
50007	Aladrén	02	2
50007	Aladrén	04	1
50008	Alagón	00	69
50008	Alagón	01	1334
50008	Alagón	02	101
50008	Alagón	03	27
50008	Alagón	04	18
50008	Alagón	05 a 09	74
50008	Alagón	10 a 19	20
50008	Alagón	20 a 39	2
50009	Alarba	00	4
50009	Alarba	01	187
50009	Alarba	02	3
50010	Alberite de San Juan	00	3
50010	Alberite de San Juan	01	53
50010	Alberite de San Juan	02	12
50011	Albeta	00	3
50011	Albeta	01	63
50011	Albeta	02	8
50011	Albeta	03	1
50011	Albeta	04	1
50012	Alborge	00	4
50012	Alborge	01	98
50012	Alborge	02	2
50013	Alcalá de Ebro	00	7
50013	Alcalá de Ebro	01	175
50013	Alcalá de Ebro	02	1
50014	Alcalá de Moncayo	00	3
50014	Alcalá de Moncayo	01	70
50014	Alcalá de Moncayo	02	3
50015	Alconchel de Ariza	00	2
50015	Alconchel de Ariza	01	138
50015	Alconchel de Ariza	02	25
50016	Aldehuela de Liestos	00	40
50016	Aldehuela de Liestos	01	94
50016	Aldehuela de Liestos	02	4
50017	Alfajarín	00	19
50017	Alfajarín	01	645
50017	Alfajarín	02	37
50017	Alfajarín	03	3
50017	Alfajarín	05 a 09	1
50018	Alfamén	00	30
50018	Alfamén	01	521
50018	Alfamén	02	16
50019	Alforque	00	7
50019	Alforque	01	106
50019	Alforque	02	2
50020	Alhama de Aragón	00	43
50020	Alhama de Aragón	01	425
50020	Alhama de Aragón	02	80
50020	Alhama de Aragón	03	20
50020	Alhama de Aragón	04	13
50020	Alhama de Aragón	05 a 09	14
50020	Alhama de Aragón	10 a 19	1
50021	Almochuel	00	5
50021	Almochuel	01	25
50021	Almochuel	02	4
50021	Almochuel	03	1
50022	Almolda (La)	00	25
50022	Almolda (La)	01	309
50022	Almolda (La)	02	16
50022	Almolda (La)	03	3
50023	Almonacid de la Cuba	00	1
50023	Almonacid de la Cuba	01	160
50023	Almonacid de la Cuba	02	1
50024	Almonacid de la Sierra	00	14
50024	Almonacid de la Sierra	01	458
50024	Almonacid de la Sierra	02	19
50024	Almonacid de la Sierra	03	3
50024	Almonacid de la Sierra	04	1
50025	Almunia de Doña Godina (La)	00	54
50025	Almunia de Doña Godina (La)	01	1447
50025	Almunia de Doña Godina (La)	02	183
50025	Almunia de Doña Godina (La)	03	32
50025	Almunia de Doña Godina (La)	04	25
50025	Almunia de Doña Godina (La)	05 a 09	59
50025	Almunia de Doña Godina (La)	10 a 19	21
50025	Almunia de Doña Godina (La)	20 a 39	3
50026	Alpartir	00	9
50026	Alpartir	01	284
50026	Alpartir	02	26
50026	Alpartir	03	5
50027	Ambel	00	15
50027	Ambel	01	211
50027	Ambel	02	35
50027	Ambel	03	9
50027	Ambel	04	1
50027	Ambel	05 a 09	3
50028	Anento	00	72
50028	Anento	01	132
50028	Anento	02	6
50029	Aniñón	00	11
50029	Aniñón	01	393
50029	Aniñón	02	28
50029	Aniñón	03	5
50029	Aniñón	04	4
50029	Aniñón	05 a 09	7
50029	Aniñón	10 a 19	1
50030	Añón de Moncayo	00	15
50030	Añón de Moncayo	01	183
50030	Añón de Moncayo	02	7
50031	Aranda de Moncayo	00	3
50031	Aranda de Moncayo	01	286
50031	Aranda de Moncayo	02	11
50031	Aranda de Moncayo	03	1
50032	Arándiga	00	2
50032	Arándiga	01	416
50032	Arándiga	02	17
50032	Arándiga	04	1
50033	Ardisa	00	2
50033	Ardisa	01	87
50033	Ardisa	02	7
50033	Ardisa	03	1
50033	Ardisa	04	1
50033	Ardisa	05 a 09	1
50034	Ariza	00	11
50034	Ariza	01	434
50034	Ariza	02	64
50034	Ariza	03	22
50034	Ariza	04	14
50034	Ariza	05 a 09	23
50034	Ariza	10 a 19	3
50035	Artieda	00	11
50035	Artieda	01	45
50035	Artieda	02	3
50035	Artieda	04	1
50036	Asín	00	4
50036	Asín	01	97
50036	Asín	02	2
50037	Atea	00	8
50037	Atea	01	223
50037	Atea	02	8
50038	Ateca	00	36
50038	Ateca	01	613
50038	Ateca	02	81
50038	Ateca	03	27
50038	Ateca	04	12
50038	Ateca	05 a 09	32
50038	Ateca	10 a 19	8
50038	Ateca	20 a 39	2
50039	Azuara	00	1
50039	Azuara	01	691
50039	Azuara	02	19
50039	Azuara	04	1
50039	Azuara	20 a 39	2
50040	Badules	00	7
50040	Badules	01	88
50040	Badules	02	9
50040	Badules	03	2
50041	Bagüés	00	1
50041	Bagüés	01	25
50042	Balconchán	00	8
50042	Balconchán	01	40
50042	Balconchán	02	1
50043	Bárboles	00	8
50043	Bárboles	01	214
50043	Bárboles	02	11
50043	Bárboles	03	1
50043	Bárboles	04	2
50044	Bardallur	00	6
50044	Bardallur	01	184
50044	Bardallur	02	6
50044	Bardallur	03	1
50045	Belchite	00	71
50045	Belchite	01	808
50045	Belchite	02	65
50045	Belchite	03	4
50045	Belchite	04	8
50045	Belchite	05 a 09	1
50045	Belchite	10 a 19	1
50046	Belmonte de Gracián	00	5
50046	Belmonte de Gracián	01	179
50046	Belmonte de Gracián	02	9
50046	Belmonte de Gracián	03	2
50047	Berdejo	01	84
50047	Berdejo	02	4
50047	Berdejo	05 a 09	1
50048	Berrueco	00	2
50048	Berrueco	01	41
50048	Berrueco	02	1
50050	Bijuesca	01	219
50050	Bijuesca	02	19
50050	Bijuesca	03	1
50050	Bijuesca	10 a 19	1
50051	Biota	00	29
50051	Biota	01	509
50051	Biota	02	44
50051	Biota	03	3
50051	Biota	04	9
50052	Bisimbre	01	69
50052	Bisimbre	02	4
50053	Boquiñeni	00	9
50053	Boquiñeni	01	352
50053	Boquiñeni	02	35
50053	Boquiñeni	03	6
50054	Bordalba	00	6
50054	Bordalba	01	153
50054	Bordalba	02	1
50055	Borja	00	85
50055	Borja	01	1720
50055	Borja	02	153
50055	Borja	03	58
50055	Borja	04	25
50055	Borja	05 a 09	86
50055	Borja	10 a 19	20
50055	Borja	20 a 39	2
50055	Borja	40 o más	1
50056	Botorrita	00	6
50056	Botorrita	01	218
50056	Botorrita	02	9
50056	Botorrita	03	1
50057	Brea de Aragón	00	162
50057	Brea de Aragón	01	442
50057	Brea de Aragón	02	48
50057	Brea de Aragón	03	15
50057	Brea de Aragón	04	34
50057	Brea de Aragón	05 a 09	19
50057	Brea de Aragón	10 a 19	13
50058	Bubierca	00	5
50058	Bubierca	01	136
50058	Bubierca	02	5
50059	Bujaraloz	00	25
50059	Bujaraloz	01	334
50059	Bujaraloz	02	36
50059	Bujaraloz	03	4
50059	Bujaraloz	04	3
50059	Bujaraloz	05 a 09	2
50060	Bulbuente	00	6
50060	Bulbuente	01	176
50060	Bulbuente	02	28
50060	Bulbuente	03	7
50060	Bulbuente	04	2
50060	Bulbuente	05 a 09	3
50061	Bureta	00	3
50061	Bureta	01	130
50061	Bureta	02	18
50061	Bureta	03	1
50062	Burgo de Ebro (El)	00	41
50062	Burgo de Ebro (El)	01	540
50062	Burgo de Ebro (El)	02	48
50062	Burgo de Ebro (El)	03	11
50062	Burgo de Ebro (El)	04	2
50062	Burgo de Ebro (El)	05 a 09	11
50062	Burgo de Ebro (El)	10 a 19	2
50063	Buste (El)	00	4
50063	Buste (El)	01	84
50063	Buste (El)	02	14
50063	Buste (El)	03	2
50064	Cabañas de Ebro	00	13
50064	Cabañas de Ebro	01	225
50064	Cabañas de Ebro	02	9
50064	Cabañas de Ebro	03	1
50064	Cabañas de Ebro	05 a 09	4
50065	Cabolafuente	00	3
50065	Cabolafuente	01	100
50065	Cabolafuente	02	4
50066	Cadrete	00	204
50066	Cadrete	01	839
50066	Cadrete	02	42
50066	Cadrete	03	6
50066	Cadrete	04	4
50066	Cadrete	05 a 09	8
50066	Cadrete	10 a 19	2
50066	Cadrete	20 a 39	1
50067	Calatayud	00	119
50067	Calatayud	01	1497
50067	Calatayud	02	139
50067	Calatayud	03	98
50067	Calatayud	04	78
50067	Calatayud	05 a 09	232
50067	Calatayud	10 a 19	174
50067	Calatayud	20 a 39	83
50067	Calatayud	40 o más	10
50068	Calatorao	00	30
50068	Calatorao	01	1138
50068	Calatorao	02	59
50068	Calatorao	03	13
50068	Calatorao	04	9
50068	Calatorao	05 a 09	10
50068	Calatorao	10 a 19	1
50068	Calatorao	20 a 39	1
50069	Calcena	00	2
50069	Calcena	01	93
50069	Calcena	02	2
50070	Calmarza	01	86
50070	Calmarza	02	3
50070	Calmarza	04	1
50071	Campillo de Aragón	00	11
50071	Campillo de Aragón	01	215
50071	Campillo de Aragón	02	3
50071	Campillo de Aragón	03	1
50072	Carenas	00	40
50072	Carenas	01	399
50072	Carenas	02	14
50072	Carenas	03	5
50072	Carenas	05 a 09	1
50073	Cariñena	00	134
50073	Cariñena	01	517
50073	Cariñena	02	74
50073	Cariñena	03	25
50073	Cariñena	04	12
50073	Cariñena	05 a 09	60
50073	Cariñena	10 a 19	8
50073	Cariñena	20 a 39	5
50073	Cariñena	40 o más	1
50074	Caspe	00	117
50074	Caspe	01	2052
50074	Caspe	02	316
50074	Caspe	03	85
50074	Caspe	04	31
50074	Caspe	05 a 09	69
50074	Caspe	10 a 19	38
50074	Caspe	20 a 39	7
50075	Castejón de Alarba	00	3
50075	Castejón de Alarba	01	146
50075	Castejón de Alarba	02	2
50076	Castejón de las Armas	00	7
50076	Castejón de las Armas	01	114
50076	Castejón de las Armas	02	6
50077	Castejón de Valdejasa	00	9
50077	Castejón de Valdejasa	01	184
50077	Castejón de Valdejasa	02	20
50078	Castiliscar	00	11
50078	Castiliscar	01	326
50078	Castiliscar	02	14
50078	Castiliscar	03	4
50078	Castiliscar	05 a 09	2
50079	Cervera de la Cañada	00	10
50079	Cervera de la Cañada	01	209
50079	Cervera de la Cañada	02	10
50079	Cervera de la Cañada	03	1
50080	Cerveruela	00	4
50080	Cerveruela	01	91
50080	Cerveruela	02	5
50080	Cerveruela	05 a 09	1
50081	Cetina	00	223
50081	Cetina	01	548
50081	Cetina	02	31
50081	Cetina	03	6
50081	Cetina	04	4
50082	Cimballa	00	23
50082	Cimballa	01	170
50082	Cimballa	02	5
50083	Cinco Olivas	00	1
50083	Cinco Olivas	01	118
50083	Cinco Olivas	02	1
50084	Clarés de Ribota	00	8
50084	Clarés de Ribota	01	123
50084	Clarés de Ribota	02	2
50085	Codo	00	7
50085	Codo	01	278
50085	Codo	02	2
50085	Codo	03	1
50086	Codos	00	2
50086	Codos	01	231
50086	Codos	02	33
50086	Codos	03	2
50087	Contamina	01	29
50087	Contamina	02	2
50088	Cosuenda	00	46
50088	Cosuenda	01	211
50088	Cosuenda	02	9
50088	Cosuenda	03	1
50088	Cosuenda	05 a 09	2
50089	Cuarte de Huerva	00	347
50089	Cuarte de Huerva	01	549
50089	Cuarte de Huerva	02	28
50089	Cuarte de Huerva	03	10
50089	Cuarte de Huerva	04	8
50089	Cuarte de Huerva	05 a 09	10
50089	Cuarte de Huerva	10 a 19	20
50089	Cuarte de Huerva	20 a 39	2
50089	Cuarte de Huerva	40 o más	1
50090	Cubel	00	10
50090	Cubel	01	198
50090	Cubel	02	4
50090	Cubel	03	1
50091	Cuerlas (Las)	00	1
50091	Cuerlas (Las)	01	120
50091	Cuerlas (Las)	02	3
50092	Chiprana	00	33
50092	Chiprana	01	330
50092	Chiprana	02	20
50092	Chiprana	03	1
50092	Chiprana	05 a 09	1
50093	Chodes	01	105
50093	Chodes	02	3
50094	Daroca	00	84
50094	Daroca	01	690
50094	Daroca	02	84
50094	Daroca	03	43
50094	Daroca	04	18
50094	Daroca	05 a 09	33
50094	Daroca	10 a 19	19
50094	Daroca	40 o más	2
50095	Ejea de los Caballeros	00	455
50095	Ejea de los Caballeros	01	3442
50095	Ejea de los Caballeros	02	250
50095	Ejea de los Caballeros	03	58
50095	Ejea de los Caballeros	04	49
50095	Ejea de los Caballeros	05 a 09	311
50095	Ejea de los Caballeros	10 a 19	85
50095	Ejea de los Caballeros	20 a 39	11
50096	Embid de Ariza	00	18
50096	Embid de Ariza	01	114
50096	Embid de Ariza	02	2
50098	Encinacorba	00	7
50098	Encinacorba	01	190
50098	Encinacorba	02	20
50098	Encinacorba	03	1
50098	Encinacorba	04	1
50099	Épila	00	55
50099	Épila	01	1767
50099	Épila	02	93
50099	Épila	03	19
50099	Épila	04	12
50099	Épila	05 a 09	13
50099	Épila	10 a 19	4
50099	Épila	20 a 39	1
50099	Épila	40 o más	1
50100	Erla	00	7
50100	Erla	01	254
50100	Erla	02	14
50100	Erla	03	2
50101	Escatrón	00	14
50101	Escatrón	01	854
50101	Escatrón	02	146
50101	Escatrón	03	12
50101	Escatrón	04	3
50101	Escatrón	05 a 09	1
50102	Fabara	00	9
50102	Fabara	01	552
50102	Fabara	02	48
50102	Fabara	03	6
50102	Fabara	04	1
50104	Farlete	00	8
50104	Farlete	01	183
50104	Farlete	02	5
50104	Farlete	03	1
50105	Fayón	01	203
50105	Fayón	02	17
50105	Fayón	03	2
50105	Fayón	05 a 09	1
50106	Fayos (Los)	00	4
50106	Fayos (Los)	01	99
50106	Fayos (Los)	02	11
50106	Fayos (Los)	03	3
50107	Figueruelas	00	59
50107	Figueruelas	01	345
50107	Figueruelas	02	27
50107	Figueruelas	03	4
50107	Figueruelas	04	3
50107	Figueruelas	05 a 09	10
50108	Fombuena	00	3
50108	Fombuena	01	30
50109	Frago (El)	00	7
50109	Frago (El)	01	106
50109	Frago (El)	02	5
50109	Frago (El)	03	3
50109	Frago (El)	04	1
50110	Frasno (El)	00	18
50110	Frasno (El)	01	415
50110	Frasno (El)	02	29
50110	Frasno (El)	03	2
50110	Frasno (El)	04	6
50111	Fréscano	00	5
50111	Fréscano	01	140
50111	Fréscano	02	9
50113	Fuendejalón	00	8
50113	Fuendejalón	01	387
50113	Fuendejalón	02	30
50113	Fuendejalón	03	3
50113	Fuendejalón	04	1
50113	Fuendejalón	05 a 09	1
50114	Fuendetodos	00	1
50114	Fuendetodos	01	120
50114	Fuendetodos	02	1
50115	Fuentes de Ebro	00	52
50115	Fuentes de Ebro	01	1072
50115	Fuentes de Ebro	02	234
50115	Fuentes de Ebro	03	37
50115	Fuentes de Ebro	04	12
50115	Fuentes de Ebro	05 a 09	13
50115	Fuentes de Ebro	10 a 19	7
50115	Fuentes de Ebro	20 a 39	1
50116	Fuentes de Jiloca	00	7
50116	Fuentes de Jiloca	01	243
50116	Fuentes de Jiloca	02	16
50116	Fuentes de Jiloca	04	1
50117	Gallocanta	01	119
50117	Gallocanta	02	3
50118	Gallur	00	44
50118	Gallur	01	1073
50118	Gallur	02	75
50118	Gallur	03	19
50118	Gallur	04	10
50118	Gallur	05 a 09	22
50118	Gallur	10 a 19	11
50119	Gelsa	00	30
50119	Gelsa	01	598
50119	Gelsa	02	17
50119	Gelsa	03	2
50119	Gelsa	04	1
50120	Godojos	00	10
50120	Godojos	01	63
50120	Godojos	02	3
50121	Gotor	00	8
50121	Gotor	01	176
50121	Gotor	02	15
50121	Gotor	03	3
50121	Gotor	04	3
50121	Gotor	05 a 09	1
50122	Grisel	01	67
50122	Grisel	02	5
50123	Grisén	00	12
50123	Grisén	01	248
50123	Grisén	02	19
50124	Herrera de los Navarros	00	11
50124	Herrera de los Navarros	01	408
50124	Herrera de los Navarros	02	23
50124	Herrera de los Navarros	03	3
50124	Herrera de los Navarros	04	1
50125	Ibdes	00	14
50125	Ibdes	01	439
50125	Ibdes	02	23
50125	Ibdes	03	11
50125	Ibdes	04	2
50126	Illueca	00	78
50126	Illueca	01	415
50126	Illueca	02	56
50126	Illueca	03	15
50126	Illueca	04	21
50126	Illueca	05 a 09	85
50126	Illueca	10 a 19	19
50126	Illueca	20 a 39	1
50128	Isuerre	00	2
50128	Isuerre	01	54
50128	Isuerre	02	3
50129	Jaraba	00	8
50129	Jaraba	01	198
50129	Jaraba	02	18
50129	Jaraba	03	4
50129	Jaraba	04	4
50129	Jaraba	05 a 09	1
50130	Jarque	00	17
50130	Jarque	01	305
50130	Jarque	02	18
50130	Jarque	03	4
50130	Jarque	04	6
50130	Jarque	05 a 09	4
50131	Jaulín	00	8
50131	Jaulín	01	153
50131	Jaulín	02	10
50132	Joyosa (La)	00	11
50132	Joyosa (La)	01	194
50132	Joyosa (La)	02	4
50132	Joyosa (La)	05 a 09	1
50132	Joyosa (La)	10 a 19	1
50133	Lagata	00	9
50133	Lagata	01	148
50133	Lagata	02	2
50134	Langa del Castillo	00	7
50134	Langa del Castillo	01	192
50134	Langa del Castillo	02	5
50135	Layana	00	7
50135	Layana	01	111
50135	Layana	02	5
50135	Layana	03	1
50136	Lécera	00	80
50136	Lécera	01	563
50136	Lécera	02	53
50136	Lécera	03	3
50136	Lécera	04	1
50136	Lécera	05 a 09	1
50137	Leciñena	00	18
50137	Leciñena	01	364
50137	Leciñena	02	109
50137	Leciñena	03	6
50138	Lechón	00	10
50138	Lechón	01	33
50138	Lechón	02	4
50139	Letux	00	24
50139	Letux	01	271
50139	Letux	02	72
50139	Letux	03	2
50140	Litago	00	9
50140	Litago	01	147
50140	Litago	02	9
50141	Lituénigo	00	10
50141	Lituénigo	01	73
50141	Lituénigo	02	4
50142	Lobera de Onsella	00	2
50142	Lobera de Onsella	01	32
50142	Lobera de Onsella	02	1
50143	Longares	00	7
50143	Longares	01	306
50143	Longares	02	20
50143	Longares	03	6
50143	Longares	04	4
50143	Longares	05 a 09	3
50144	Longás	00	4
50144	Longás	01	43
50144	Longás	02	1
50146	Lucena de Jalón	00	8
50146	Lucena de Jalón	01	137
50146	Lucena de Jalón	02	6
50146	Lucena de Jalón	04	1
50147	Luceni	00	11
50147	Luceni	01	483
50147	Luceni	02	37
50147	Luceni	03	1
50147	Luceni	10 a 19	1
50148	Luesia	00	5
50148	Luesia	01	229
50148	Luesia	02	20
50148	Luesia	03	3
50148	Luesia	04	1
50148	Luesia	05 a 09	1
50149	Luesma	00	1
50149	Luesma	01	54
50149	Luesma	02	3
50150	Lumpiaque	00	9
50150	Lumpiaque	01	545
50150	Lumpiaque	02	17
50151	Luna	00	26
50151	Luna	01	457
50151	Luna	02	69
50151	Luna	03	4
50151	Luna	04	2
50151	Luna	05 a 09	7
50151	Luna	10 a 19	1
50152	Maella	00	101
50152	Maella	01	996
50152	Maella	02	86
50152	Maella	03	8
50152	Maella	04	3
50152	Maella	05 a 09	2
50153	Magallón	00	32
50153	Magallón	01	599
50153	Magallón	02	25
50153	Magallón	03	2
50153	Magallón	04	3
50153	Magallón	05 a 09	6
50153	Magallón	10 a 19	1
50154	Mainar	00	12
50154	Mainar	01	127
50154	Mainar	02	4
50155	Malanquilla	01	108
50155	Malanquilla	02	10
50155	Malanquilla	04	1
50156	Maleján	00	6
50156	Maleján	01	151
50156	Maleján	02	18
50156	Maleján	04	1
50157	Malón	00	14
50157	Malón	01	279
50157	Malón	02	12
50157	Malón	03	4
50157	Malón	05 a 09	1
50159	Maluenda	00	27
50159	Maluenda	01	468
50159	Maluenda	02	53
50159	Maluenda	03	1
50159	Maluenda	04	11
50159	Maluenda	05 a 09	2
50159	Maluenda	10 a 19	1
50160	Mallén	00	66
50160	Mallén	01	1013
50160	Mallén	02	152
50160	Mallén	03	23
50160	Mallén	04	8
50160	Mallén	05 a 09	13
50160	Mallén	10 a 19	2
50161	Manchones	00	1
50161	Manchones	01	140
50161	Manchones	02	15
50161	Manchones	03	1
50162	Mara	00	5
50162	Mara	01	181
50162	Mara	02	6
50162	Mara	03	1
50162	Mara	04	1
50163	María de Huerva	00	131
50163	María de Huerva	01	618
50163	María de Huerva	02	20
50163	María de Huerva	03	6
50163	María de Huerva	04	1
50163	María de Huerva	05 a 09	5
50163	María de Huerva	10 a 19	2
50163	María de Huerva	20 a 39	1
50164	Mediana de Aragón	01	208
50164	Mediana de Aragón	02	14
50164	Mediana de Aragón	03	1
50165	Mequinenza	00	22
50165	Mequinenza	01	760
50165	Mequinenza	02	156
50165	Mequinenza	03	11
50165	Mequinenza	04	3
50165	Mequinenza	05 a 09	10
50165	Mequinenza	10 a 19	1
50166	Mesones de Isuela	00	2
50166	Mesones de Isuela	01	220
50166	Mesones de Isuela	02	19
50166	Mesones de Isuela	03	2
50166	Mesones de Isuela	04	1
50167	Mezalocha	00	12
50167	Mezalocha	01	148
50167	Mezalocha	02	5
50168	Mianos	00	3
50168	Mianos	01	32
50168	Mianos	02	4
50169	Miedes de Aragón	00	40
50169	Miedes de Aragón	01	274
50169	Miedes de Aragón	02	30
50169	Miedes de Aragón	03	5
50169	Miedes de Aragón	04	2
50169	Miedes de Aragón	05 a 09	1
50170	Monegrillo	00	19
50170	Monegrillo	01	196
50170	Monegrillo	02	22
50171	Moneva	00	13
50171	Moneva	01	137
50171	Moneva	02	8
50172	Monreal de Ariza	00	5
50172	Monreal de Ariza	01	155
50172	Monreal de Ariza	02	20
50172	Monreal de Ariza	03	4
50173	Monterde	00	9
50173	Monterde	01	246
50173	Monterde	02	14
50173	Monterde	03	2
50173	Monterde	04	1
50174	Montón	00	2
50174	Montón	01	138
50174	Montón	02	5
50174	Montón	03	1
50175	Morata de Jalón	00	76
50175	Morata de Jalón	01	741
50175	Morata de Jalón	02	58
50175	Morata de Jalón	03	15
50175	Morata de Jalón	04	11
50175	Morata de Jalón	05 a 09	11
50175	Morata de Jalón	10 a 19	2
50176	Morata de Jiloca	00	2
50176	Morata de Jiloca	01	214
50176	Morata de Jiloca	02	18
50176	Morata de Jiloca	03	3
50176	Morata de Jiloca	04	2
50177	Morés	00	17
50177	Morés	01	326
50177	Morés	02	31
50177	Morés	03	2
50177	Morés	05 a 09	1
50178	Moros	00	6
50178	Moros	01	375
50178	Moros	02	32
50178	Moros	03	6
50178	Moros	04	1
50178	Moros	05 a 09	1
50179	Moyuela	01	223
50179	Moyuela	02	14
50180	Mozota	00	24
50180	Mozota	01	138
50180	Mozota	02	6
50180	Mozota	03	1
50180	Mozota	04	1
50181	Muel	00	2
50181	Muel	01	471
50181	Muel	02	40
50181	Muel	03	8
50181	Muel	04	1
50181	Muel	05 a 09	7
50181	Muel	10 a 19	1
50181	Muel	20 a 39	1
50182	Muela (La)	00	84
50182	Muela (La)	01	1048
50182	Muela (La)	02	92
50182	Muela (La)	03	21
50182	Muela (La)	05 a 09	6
50183	Munébrega	00	9
50183	Munébrega	01	300
50183	Munébrega	02	15
50183	Munébrega	03	1
50183	Munébrega	04	1
50183	Munébrega	05 a 09	1
50184	Murero	00	1
50184	Murero	01	153
50184	Murero	02	8
50185	Murillo de Gállego	00	1
50185	Murillo de Gállego	01	129
50185	Murillo de Gállego	02	8
50185	Murillo de Gállego	03	1
50186	Navardún	00	6
50186	Navardún	01	40
50186	Navardún	02	1
50187	Nigüella	00	1
50187	Nigüella	01	75
50187	Nigüella	02	6
50187	Nigüella	03	2
50188	Nombrevilla	00	4
50188	Nombrevilla	01	52
50188	Nombrevilla	02	2
50189	Nonaspe	00	66
50189	Nonaspe	01	616
50189	Nonaspe	02	75
50189	Nonaspe	03	10
50189	Nonaspe	04	7
50189	Nonaspe	05 a 09	3
50190	Novallas	00	16
50190	Novallas	01	433
50190	Novallas	02	28
50190	Novallas	03	10
50190	Novallas	04	2
50191	Novillas	00	22
50191	Novillas	01	296
50191	Novillas	02	13
50191	Novillas	03	3
50192	Nuévalos	00	25
50192	Nuévalos	01	241
50192	Nuévalos	02	8
50192	Nuévalos	04	1
50192	Nuévalos	10 a 19	3
50193	Nuez de Ebro	01	338
50193	Nuez de Ebro	02	4
50193	Nuez de Ebro	05 a 09	1
50194	Olvés	00	8
50194	Olvés	01	188
50194	Olvés	02	2
50194	Olvés	03	2
50195	Orcajo	00	16
50195	Orcajo	01	63
50195	Orcajo	02	1
50196	Orera	00	5
50196	Orera	01	87
50196	Orera	02	9
50197	Orés	00	7
50197	Orés	01	113
50198	Oseja	00	3
50198	Oseja	01	71
50198	Oseja	02	3
50198	Oseja	03	1
50199	Osera de Ebro	00	12
50199	Osera de Ebro	01	256
50199	Osera de Ebro	02	10
50199	Osera de Ebro	03	1
50199	Osera de Ebro	04	1
50199	Osera de Ebro	10 a 19	1
50200	Paniza	00	8
50200	Paniza	01	332
50200	Paniza	02	37
50200	Paniza	03	9
50200	Paniza	05 a 09	2
50201	Paracuellos de Jiloca	00	17
50201	Paracuellos de Jiloca	01	256
50201	Paracuellos de Jiloca	02	9
50201	Paracuellos de Jiloca	03	1
50201	Paracuellos de Jiloca	05 a 09	1
50202	Paracuellos de la Ribera	00	2
50202	Paracuellos de la Ribera	01	342
50202	Paracuellos de la Ribera	02	27
50202	Paracuellos de la Ribera	03	2
50202	Paracuellos de la Ribera	04	1
50203	Pastriz	00	18
50203	Pastriz	01	351
50203	Pastriz	02	19
50203	Pastriz	03	1
50203	Pastriz	04	1
50203	Pastriz	05 a 09	1
50204	Pedrola	00	40
50204	Pedrola	01	918
50204	Pedrola	02	86
50204	Pedrola	03	17
50204	Pedrola	04	7
50204	Pedrola	05 a 09	19
50204	Pedrola	10 a 19	4
50204	Pedrola	20 a 39	2
50205	Pedrosas (Las)	00	2
50205	Pedrosas (Las)	01	66
50205	Pedrosas (Las)	02	3
50206	Perdiguera	00	23
50206	Perdiguera	01	223
50206	Perdiguera	02	32
50206	Perdiguera	03	3
50207	Piedratajada	00	3
50207	Piedratajada	01	84
50207	Piedratajada	02	8
50207	Piedratajada	03	1
50207	Piedratajada	04	1
50208	Pina de Ebro	00	84
50208	Pina de Ebro	01	707
50208	Pina de Ebro	02	163
50208	Pina de Ebro	03	17
50208	Pina de Ebro	04	9
50208	Pina de Ebro	05 a 09	11
50208	Pina de Ebro	10 a 19	2
50208	Pina de Ebro	20 a 39	1
50209	Pinseque	00	34
50209	Pinseque	01	950
50209	Pinseque	02	85
50209	Pinseque	03	3
50209	Pinseque	04	1
50209	Pinseque	10 a 19	2
50210	Pintanos (Los)	00	6
50210	Pintanos (Los)	01	60
50210	Pintanos (Los)	02	5
50211	Plasencia de Jalón	00	5
50211	Plasencia de Jalón	01	180
50211	Plasencia de Jalón	02	10
50211	Plasencia de Jalón	03	1
50212	Pleitas	00	2
50212	Pleitas	01	51
50212	Pleitas	02	4
50213	Plenas	00	44
50213	Plenas	01	180
50213	Plenas	02	2
50213	Plenas	03	1
50214	Pomer	00	3
50214	Pomer	01	82
50214	Pomer	02	3
50215	Pozuel de Ariza	01	103
50215	Pozuel de Ariza	02	1
50215	Pozuel de Ariza	03	1
50216	Pozuelo de Aragón	00	6
50216	Pozuelo de Aragón	01	159
50216	Pozuelo de Aragón	02	3
50217	Pradilla de Ebro	00	12
50217	Pradilla de Ebro	01	275
50217	Pradilla de Ebro	02	25
50217	Pradilla de Ebro	03	4
