Año	Temporalidad	Sector Código	Sector Descripción	Nº Accidentes	Comarca Código	Comarca Nombre
2015	Indefinido	3	Construcción	9	17	D.C. Zaragoza
2015	Temporal	3	Construcción	22	17	D.C. Zaragoza
2015	Sin clasificar	3	Construcción	1	17	D.C. Zaragoza
2015	Temporal	3	Construcción	1	20	Comunidad de Calatayud
2015	Indefinido	3	Construcción	2	29	Comunidad de Teruel
2015	Indefinido	4	Servicios	7	01	La Jacetania
2015	Temporal	4	Servicios	4	01	La Jacetania
2015	Indefinido	4	Servicios	5	02	Alto Gállego
2015	Temporal	4	Servicios	3	02	Alto Gállego
2015	Temporal	4	Servicios	2	03	Sobrarbe
2015	Indefinido	4	Servicios	2	04	La Ribagorza
2015	Temporal	4	Servicios	3	04	La Ribagorza
2015	Indefinido	4	Servicios	8	05	Cinco Villas
2015	Temporal	4	Servicios	4	05	Cinco Villas
2015	Indefinido	4	Servicios	41	06	Hoya de Huesca / Plana de Uesca
2015	Temporal	4	Servicios	15	06	Hoya de Huesca / Plana de Uesca
2015	Indefinido	4	Servicios	13	07	Somontano de Barbastro
2015	Temporal	4	Servicios	6	07	Somontano de Barbastro
2015	Indefinido	4	Servicios	6	08	Cinca Medio
2015	Temporal	4	Servicios	2	08	Cinca Medio
2015	Indefinido	4	Servicios	4	09	La Litera / La Llitera
2015	Temporal	4	Servicios	4	09	La Litera / La Llitera
2015	Indefinido	4	Servicios	2	10	Los Monegros
2015	Temporal	4	Servicios	2	10	Los Monegros
2015	Indefinido	4	Servicios	7	11	Bajo Cinca / Baix Cinca
2015	Temporal	4	Servicios	3	11	Bajo Cinca / Baix Cinca
2015	Indefinido	4	Servicios	6	12	Tarazona y el Moncayo
2015	Temporal	4	Servicios	2	12	Tarazona y el Moncayo
2015	Indefinido	4	Servicios	1	13	Campo de Borja
2015	Temporal	4	Servicios	1	13	Campo de Borja
2015	Temporal	4	Servicios	1	14	Aranda
2015	Indefinido	4	Servicios	10	15	Ribera Alta del Ebro
2015	Temporal	4	Servicios	9	15	Ribera Alta del Ebro
2015	Indefinido	4	Servicios	9	16	Valdejalón
2015	Temporal	4	Servicios	5	16	Valdejalón
2015	Indefinido	4	Servicios	733	17	D.C. Zaragoza
2015	Temporal	4	Servicios	305	17	D.C. Zaragoza
2015	Sin clasificar	4	Servicios	1	17	D.C. Zaragoza
2015	Indefinido	4	Servicios	4	18	Ribera Baja del Ebro
2015	Temporal	4	Servicios	1	18	Ribera Baja del Ebro
2015	Indefinido	4	Servicios	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	Temporal	4	Servicios	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2015	Indefinido	4	Servicios	11	20	Comunidad de Calatayud
2015	Temporal	4	Servicios	7	20	Comunidad de Calatayud
2015	Indefinido	4	Servicios	1	21	Campo de Cariñena
2015	Indefinido	4	Servicios	1	23	Bajo Martín
2015	Indefinido	4	Servicios	2	24	Campo de Daroca
2015	Indefinido	4	Servicios	1	25	Jiloca
2015	Temporal	4	Servicios	3	25	Jiloca
2015	Indefinido	4	Servicios	2	26	Cuencas Mineras
2015	Indefinido	4	Servicios	1	27	Andorra-Sierra de Arcos
2015	Temporal	4	Servicios	1	27	Andorra-Sierra de Arcos
2015	Indefinido	4	Servicios	5	28	Bajo Aragón
2015	Temporal	4	Servicios	3	28	Bajo Aragón
2015	Indefinido	4	Servicios	13	29	Comunidad de Teruel
2015	Temporal	4	Servicios	16	29	Comunidad de Teruel
2015	Temporal	4	Servicios	1	31	Sierra de Albarracín
2015	Indefinido	4	Servicios	1	32	Gúdar-Javalambre
2015	Temporal	4	Servicios	1	33	Matarraña / Matarranya
2015	Indefinido	4	Servicios	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Indefinido	1	Agricultura, ganadería y pesca	2	05	Cinco Villas
2014	Temporal	1	Agricultura, ganadería y pesca	1	05	Cinco Villas
2014	Indefinido	1	Agricultura, ganadería y pesca	1	06	Hoya de Huesca / Plana de Uesca
2014	Temporal	1	Agricultura, ganadería y pesca	1	07	Somontano de Barbastro
2014	Temporal	1	Agricultura, ganadería y pesca	2	08	Cinca Medio
2014	Indefinido	1	Agricultura, ganadería y pesca	2	09	La Litera / La Llitera
2014	Indefinido	1	Agricultura, ganadería y pesca	1	10	Los Monegros
2014	Indefinido	1	Agricultura, ganadería y pesca	1	11	Bajo Cinca / Baix Cinca
2014	Temporal	1	Agricultura, ganadería y pesca	9	11	Bajo Cinca / Baix Cinca
2014	Indefinido	1	Agricultura, ganadería y pesca	1	16	Valdejalón
2014	Temporal	1	Agricultura, ganadería y pesca	6	16	Valdejalón
2014	Indefinido	1	Agricultura, ganadería y pesca	3	17	D.C. Zaragoza
2014	Temporal	1	Agricultura, ganadería y pesca	1	17	D.C. Zaragoza
2014	Temporal	1	Agricultura, ganadería y pesca	5	18	Ribera Baja del Ebro
2014	Temporal	1	Agricultura, ganadería y pesca	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Temporal	1	Agricultura, ganadería y pesca	1	20	Comunidad de Calatayud
2014	Temporal	1	Agricultura, ganadería y pesca	1	21	Campo de Cariñena
2014	Indefinido	1	Agricultura, ganadería y pesca	1	28	Bajo Aragón
2014	Indefinido	1	Agricultura, ganadería y pesca	1	29	Comunidad de Teruel
2014	Temporal	1	Agricultura, ganadería y pesca	3	29	Comunidad de Teruel
2014	Indefinido	2	Industria y energía	3	05	Cinco Villas
2014	Indefinido	2	Industria y energía	1	06	Hoya de Huesca / Plana de Uesca
2014	Temporal	2	Industria y energía	2	06	Hoya de Huesca / Plana de Uesca
2014	Indefinido	2	Industria y energía	2	07	Somontano de Barbastro
2014	Indefinido	2	Industria y energía	2	08	Cinca Medio
2014	Indefinido	2	Industria y energía	1	09	La Litera / La Llitera
2014	Temporal	2	Industria y energía	2	09	La Litera / La Llitera
2014	Indefinido	2	Industria y energía	1	10	Los Monegros
2014	Indefinido	2	Industria y energía	2	11	Bajo Cinca / Baix Cinca
2014	Temporal	2	Industria y energía	1	12	Tarazona y el Moncayo
2014	Indefinido	2	Industria y energía	1	13	Campo de Borja
2014	Indefinido	2	Industria y energía	10	15	Ribera Alta del Ebro
2014	Temporal	2	Industria y energía	5	15	Ribera Alta del Ebro
2014	Indefinido	2	Industria y energía	2	16	Valdejalón
2014	Temporal	2	Industria y energía	2	16	Valdejalón
2014	Indefinido	2	Industria y energía	96	17	D.C. Zaragoza
2014	Temporal	2	Industria y energía	30	17	D.C. Zaragoza
2014	Indefinido	2	Industria y energía	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Indefinido	2	Industria y energía	1	20	Comunidad de Calatayud
2014	Indefinido	2	Industria y energía	6	21	Campo de Cariñena
2014	Temporal	2	Industria y energía	2	21	Campo de Cariñena
2014	Indefinido	2	Industria y energía	1	25	Jiloca
2014	Temporal	2	Industria y energía	1	25	Jiloca
2014	Indefinido	2	Industria y energía	1	26	Cuencas Mineras
2014	Indefinido	2	Industria y energía	5	29	Comunidad de Teruel
2014	Temporal	2	Industria y energía	1	29	Comunidad de Teruel
2014	Temporal	2	Industria y energía	1	33	Matarraña / Matarranya
2014	Temporal	2	Industria y energía	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Indefinido	3	Construcción	2	01	La Jacetania
2014	Temporal	3	Construcción	1	04	La Ribagorza
2014	Indefinido	3	Construcción	1	05	Cinco Villas
2014	Indefinido	3	Construcción	1	06	Hoya de Huesca / Plana de Uesca
2014	Temporal	3	Construcción	1	06	Hoya de Huesca / Plana de Uesca
2014	Temporal	3	Construcción	1	07	Somontano de Barbastro
2014	Indefinido	3	Construcción	3	08	Cinca Medio
2014	Indefinido	3	Construcción	1	11	Bajo Cinca / Baix Cinca
2014	Temporal	3	Construcción	1	13	Campo de Borja
2014	Indefinido	3	Construcción	1	15	Ribera Alta del Ebro
2014	Indefinido	3	Construcción	1	16	Valdejalón
2014	Temporal	3	Construcción	1	16	Valdejalón
2014	Indefinido	3	Construcción	22	17	D.C. Zaragoza
2014	Temporal	3	Construcción	12	17	D.C. Zaragoza
2014	Sin clasificar	3	Construcción	2	17	D.C. Zaragoza
2014	Indefinido	3	Construcción	2	20	Comunidad de Calatayud
2014	Temporal	3	Construcción	1	25	Jiloca
2014	Temporal	3	Construcción	1	27	Andorra-Sierra de Arcos
2014	Indefinido	3	Construcción	2	29	Comunidad de Teruel
2014	Indefinido	3	Construcción	2	NC	Municipio del centro de trabajo fuera de Aragón
2014	Temporal	3	Construcción	1	NC	Municipio del centro de trabajo fuera de Aragón
2014	Indefinido	4	Servicios	9	01	La Jacetania
2014	Temporal	4	Servicios	4	01	La Jacetania
2014	Temporal	4	Servicios	5	02	Alto Gállego
2014	Temporal	4	Servicios	2	03	Sobrarbe
2014	Indefinido	4	Servicios	6	04	La Ribagorza
2014	Temporal	4	Servicios	3	04	La Ribagorza
2014	Indefinido	4	Servicios	7	05	Cinco Villas
2014	Temporal	4	Servicios	2	05	Cinco Villas
2014	Indefinido	4	Servicios	29	06	Hoya de Huesca / Plana de Uesca
2014	Temporal	4	Servicios	15	06	Hoya de Huesca / Plana de Uesca
2014	Indefinido	4	Servicios	10	07	Somontano de Barbastro
2014	Temporal	4	Servicios	1	07	Somontano de Barbastro
2014	Indefinido	4	Servicios	5	08	Cinca Medio
2014	Temporal	4	Servicios	4	08	Cinca Medio
2014	Indefinido	4	Servicios	4	09	La Litera / La Llitera
2014	Temporal	4	Servicios	2	09	La Litera / La Llitera
2014	Indefinido	4	Servicios	4	11	Bajo Cinca / Baix Cinca
2014	Temporal	4	Servicios	3	11	Bajo Cinca / Baix Cinca
2014	Indefinido	4	Servicios	4	12	Tarazona y el Moncayo
2014	Temporal	4	Servicios	2	12	Tarazona y el Moncayo
2014	Indefinido	4	Servicios	2	13	Campo de Borja
2014	Temporal	4	Servicios	3	13	Campo de Borja
2014	Indefinido	4	Servicios	3	15	Ribera Alta del Ebro
2014	Temporal	4	Servicios	5	15	Ribera Alta del Ebro
2014	Indefinido	4	Servicios	8	16	Valdejalón
2014	Temporal	4	Servicios	8	16	Valdejalón
2014	Indefinido	4	Servicios	737	17	D.C. Zaragoza
2014	Temporal	4	Servicios	273	17	D.C. Zaragoza
2014	Sin clasificar	4	Servicios	3	17	D.C. Zaragoza
2014	Indefinido	4	Servicios	1	18	Ribera Baja del Ebro
2014	Temporal	4	Servicios	2	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2014	Indefinido	4	Servicios	12	20	Comunidad de Calatayud
2014	Temporal	4	Servicios	16	20	Comunidad de Calatayud
2014	Indefinido	4	Servicios	1	24	Campo de Daroca
2014	Indefinido	4	Servicios	2	25	Jiloca
2014	Temporal	4	Servicios	1	25	Jiloca
2014	Temporal	4	Servicios	1	26	Cuencas Mineras
2014	Temporal	4	Servicios	1	27	Andorra-Sierra de Arcos
2014	Indefinido	4	Servicios	9	28	Bajo Aragón
2014	Temporal	4	Servicios	1	28	Bajo Aragón
2014	Indefinido	4	Servicios	15	29	Comunidad de Teruel
2014	Temporal	4	Servicios	22	29	Comunidad de Teruel
2014	Temporal	4	Servicios	1	31	Sierra de Albarracín
2014	Indefinido	4	Servicios	1	32	Gúdar-Javalambre
2014	Temporal	4	Servicios	1	32	Gúdar-Javalambre
2014	Indefinido	4	Servicios	2	NC	Municipio del centro de trabajo fuera de Aragón
2014	Temporal	4	Servicios	8	NC	Municipio del centro de trabajo fuera de Aragón
2013	Temporal	1	Agricultura, ganadería y pesca	1	04	La Ribagorza
2013	Indefinido	1	Agricultura, ganadería y pesca	1	05	Cinco Villas
2013	Indefinido	1	Agricultura, ganadería y pesca	1	06	Hoya de Huesca / Plana de Uesca
2013	Indefinido	1	Agricultura, ganadería y pesca	1	07	Somontano de Barbastro
2013	Temporal	1	Agricultura, ganadería y pesca	1	08	Cinca Medio
2013	Indefinido	1	Agricultura, ganadería y pesca	3	09	La Litera / La Llitera
2013	Temporal	1	Agricultura, ganadería y pesca	2	10	Los Monegros
2013	Sin clasificar	1	Agricultura, ganadería y pesca	1	10	Los Monegros
2013	Indefinido	1	Agricultura, ganadería y pesca	3	11	Bajo Cinca / Baix Cinca
2013	Temporal	1	Agricultura, ganadería y pesca	4	11	Bajo Cinca / Baix Cinca
2013	Indefinido	1	Agricultura, ganadería y pesca	5	17	D.C. Zaragoza
2013	Temporal	1	Agricultura, ganadería y pesca	1	17	D.C. Zaragoza
2013	Indefinido	1	Agricultura, ganadería y pesca	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	Temporal	1	Agricultura, ganadería y pesca	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	Indefinido	1	Agricultura, ganadería y pesca	1	20	Comunidad de Calatayud
2013	Temporal	1	Agricultura, ganadería y pesca	6	20	Comunidad de Calatayud
2013	Temporal	1	Agricultura, ganadería y pesca	1	24	Campo de Daroca
2013	Indefinido	1	Agricultura, ganadería y pesca	1	25	Jiloca
2013	Temporal	1	Agricultura, ganadería y pesca	1	28	Bajo Aragón
2013	Indefinido	1	Agricultura, ganadería y pesca	4	29	Comunidad de Teruel
2013	Indefinido	1	Agricultura, ganadería y pesca	1	31	Sierra de Albarracín
2013	Temporal	1	Agricultura, ganadería y pesca	5	NC	Municipio del centro de trabajo fuera de Aragón
2013	Indefinido	2	Industria y energía	1	01	La Jacetania
2013	Indefinido	2	Industria y energía	6	05	Cinco Villas
2013	Indefinido	2	Industria y energía	2	06	Hoya de Huesca / Plana de Uesca
2013	Temporal	2	Industria y energía	5	06	Hoya de Huesca / Plana de Uesca
2013	Indefinido	2	Industria y energía	1	07	Somontano de Barbastro
2013	Indefinido	2	Industria y energía	5	08	Cinca Medio
2013	Temporal	2	Industria y energía	2	08	Cinca Medio
2013	Indefinido	2	Industria y energía	1	09	La Litera / La Llitera
2013	Indefinido	2	Industria y energía	2	11	Bajo Cinca / Baix Cinca
2013	Indefinido	2	Industria y energía	3	12	Tarazona y el Moncayo
2013	Indefinido	2	Industria y energía	16	15	Ribera Alta del Ebro
2013	Indefinido	2	Industria y energía	8	16	Valdejalón
2013	Temporal	2	Industria y energía	3	16	Valdejalón
2013	Indefinido	2	Industria y energía	119	17	D.C. Zaragoza
2013	Temporal	2	Industria y energía	27	17	D.C. Zaragoza
2013	Indefinido	2	Industria y energía	2	18	Ribera Baja del Ebro
2013	Temporal	2	Industria y energía	1	18	Ribera Baja del Ebro
2013	Indefinido	2	Industria y energía	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	Indefinido	2	Industria y energía	1	20	Comunidad de Calatayud
2013	Indefinido	2	Industria y energía	1	22	Campo de Belchite
2013	Indefinido	2	Industria y energía	1	24	Campo de Daroca
2013	Temporal	2	Industria y energía	1	25	Jiloca
2013	Indefinido	2	Industria y energía	1	26	Cuencas Mineras
2013	Indefinido	2	Industria y energía	1	28	Bajo Aragón
2013	Indefinido	2	Industria y energía	3	29	Comunidad de Teruel
2013	Temporal	2	Industria y energía	1	29	Comunidad de Teruel
2013	Indefinido	2	Industria y energía	1	32	Gúdar-Javalambre
2013	Indefinido	2	Industria y energía	1	NC	Municipio del centro de trabajo fuera de Aragón
2013	Temporal	3	Construcción	2	01	La Jacetania
2013	Temporal	3	Construcción	1	04	La Ribagorza
2013	Indefinido	3	Construcción	1	06	Hoya de Huesca / Plana de Uesca
2013	Temporal	3	Construcción	1	08	Cinca Medio
2013	Temporal	3	Construcción	2	10	Los Monegros
2013	Indefinido	3	Construcción	1	15	Ribera Alta del Ebro
2013	Indefinido	3	Construcción	2	16	Valdejalón
2013	Indefinido	3	Construcción	22	17	D.C. Zaragoza
2013	Temporal	3	Construcción	11	17	D.C. Zaragoza
2013	Temporal	3	Construcción	1	20	Comunidad de Calatayud
2013	Temporal	3	Construcción	1	23	Bajo Martín
2013	Temporal	3	Construcción	1	27	Andorra-Sierra de Arcos
2013	Indefinido	3	Construcción	1	29	Comunidad de Teruel
2013	Indefinido	3	Construcción	1	32	Gúdar-Javalambre
2013	Indefinido	3	Construcción	3	NC	Municipio del centro de trabajo fuera de Aragón
2013	Indefinido	4	Servicios	10	01	La Jacetania
2013	Temporal	4	Servicios	6	01	La Jacetania
2013	Indefinido	4	Servicios	4	02	Alto Gállego
2013	Temporal	4	Servicios	9	02	Alto Gállego
2013	Indefinido	4	Servicios	1	03	Sobrarbe
2013	Temporal	4	Servicios	4	03	Sobrarbe
2013	Indefinido	4	Servicios	3	04	La Ribagorza
2013	Temporal	4	Servicios	2	04	La Ribagorza
2013	Indefinido	4	Servicios	6	05	Cinco Villas
2013	Temporal	4	Servicios	1	05	Cinco Villas
2013	Indefinido	4	Servicios	32	06	Hoya de Huesca / Plana de Uesca
2013	Temporal	4	Servicios	7	06	Hoya de Huesca / Plana de Uesca
2013	Indefinido	4	Servicios	8	07	Somontano de Barbastro
2013	Temporal	4	Servicios	6	07	Somontano de Barbastro
2013	Indefinido	4	Servicios	8	08	Cinca Medio
2013	Temporal	4	Servicios	6	08	Cinca Medio
2013	Indefinido	4	Servicios	1	09	La Litera / La Llitera
2013	Temporal	4	Servicios	2	09	La Litera / La Llitera
2013	Indefinido	4	Servicios	5	10	Los Monegros
2013	Temporal	4	Servicios	4	10	Los Monegros
2013	Indefinido	4	Servicios	2	11	Bajo Cinca / Baix Cinca
2013	Temporal	4	Servicios	9	11	Bajo Cinca / Baix Cinca
2013	Indefinido	4	Servicios	4	12	Tarazona y el Moncayo
2013	Temporal	4	Servicios	2	12	Tarazona y el Moncayo
2013	Temporal	4	Servicios	1	13	Campo de Borja
2013	Temporal	4	Servicios	1	14	Aranda
2013	Indefinido	4	Servicios	8	15	Ribera Alta del Ebro
2013	Temporal	4	Servicios	6	15	Ribera Alta del Ebro
2013	Indefinido	4	Servicios	5	16	Valdejalón
2013	Temporal	4	Servicios	1	16	Valdejalón
2013	Indefinido	4	Servicios	755	17	D.C. Zaragoza
2013	Temporal	4	Servicios	271	17	D.C. Zaragoza
2013	Sin clasificar	4	Servicios	1	17	D.C. Zaragoza
2013	Indefinido	4	Servicios	4	18	Ribera Baja del Ebro
2013	Temporal	4	Servicios	1	18	Ribera Baja del Ebro
2013	Indefinido	4	Servicios	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2013	Indefinido	4	Servicios	11	20	Comunidad de Calatayud
2013	Temporal	4	Servicios	9	20	Comunidad de Calatayud
2013	Indefinido	4	Servicios	2	21	Campo de Cariñena
2013	Indefinido	4	Servicios	1	22	Campo de Belchite
2013	Temporal	4	Servicios	2	24	Campo de Daroca
2013	Indefinido	4	Servicios	1	25	Jiloca
2013	Temporal	4	Servicios	1	25	Jiloca
2013	Indefinido	4	Servicios	1	26	Cuencas Mineras
2013	Temporal	4	Servicios	2	26	Cuencas Mineras
2013	Indefinido	4	Servicios	2	27	Andorra-Sierra de Arcos
2013	Indefinido	4	Servicios	8	28	Bajo Aragón
2013	Temporal	4	Servicios	2	28	Bajo Aragón
2013	Indefinido	4	Servicios	30	29	Comunidad de Teruel
2013	Temporal	4	Servicios	19	29	Comunidad de Teruel
2013	Indefinido	4	Servicios	1	31	Sierra de Albarracín
2013	Indefinido	4	Servicios	1	32	Gúdar-Javalambre
2013	Temporal	4	Servicios	1	32	Gúdar-Javalambre
2013	Indefinido	4	Servicios	2	33	Matarraña / Matarranya
2013	Indefinido	4	Servicios	3	NC	Municipio del centro de trabajo fuera de Aragón
2013	Temporal	4	Servicios	2	NC	Municipio del centro de trabajo fuera de Aragón
2012	Temporal	1	Agricultura, ganadería y pesca	1	05	Cinco Villas
2012	Temporal	1	Agricultura, ganadería y pesca	1	07	Somontano de Barbastro
2012	Indefinido	1	Agricultura, ganadería y pesca	1	08	Cinca Medio
2012	Indefinido	1	Agricultura, ganadería y pesca	1	10	Los Monegros
2012	Temporal	1	Agricultura, ganadería y pesca	1	10	Los Monegros
2012	Indefinido	1	Agricultura, ganadería y pesca	1	11	Bajo Cinca / Baix Cinca
2012	Temporal	1	Agricultura, ganadería y pesca	1	11	Bajo Cinca / Baix Cinca
2012	Indefinido	1	Agricultura, ganadería y pesca	1	17	D.C. Zaragoza
2012	Temporal	1	Agricultura, ganadería y pesca	1	17	D.C. Zaragoza
2012	Indefinido	1	Agricultura, ganadería y pesca	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	Temporal	1	Agricultura, ganadería y pesca	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	Indefinido	1	Agricultura, ganadería y pesca	1	29	Comunidad de Teruel
2012	Indefinido	2	Industria y energía	1	02	Alto Gállego
2012	Indefinido	2	Industria y energía	2	05	Cinco Villas
2012	Temporal	2	Industria y energía	1	05	Cinco Villas
2012	Indefinido	2	Industria y energía	6	06	Hoya de Huesca / Plana de Uesca
2012	Indefinido	2	Industria y energía	2	07	Somontano de Barbastro
2012	Temporal	2	Industria y energía	1	07	Somontano de Barbastro
2012	Indefinido	2	Industria y energía	8	08	Cinca Medio
2012	Temporal	2	Industria y energía	2	08	Cinca Medio
2012	Indefinido	2	Industria y energía	3	09	La Litera / La Llitera
2012	Temporal	2	Industria y energía	1	09	La Litera / La Llitera
2012	Indefinido	2	Industria y energía	4	11	Bajo Cinca / Baix Cinca
2012	Temporal	2	Industria y energía	1	11	Bajo Cinca / Baix Cinca
2012	Indefinido	2	Industria y energía	1	13	Campo de Borja
2012	Temporal	2	Industria y energía	1	13	Campo de Borja
2012	Indefinido	2	Industria y energía	11	15	Ribera Alta del Ebro
2012	Temporal	2	Industria y energía	5	15	Ribera Alta del Ebro
2012	Indefinido	2	Industria y energía	7	16	Valdejalón
2012	Temporal	2	Industria y energía	4	16	Valdejalón
2012	Indefinido	2	Industria y energía	103	17	D.C. Zaragoza
2012	Temporal	2	Industria y energía	27	17	D.C. Zaragoza
2012	Indefinido	2	Industria y energía	2	18	Ribera Baja del Ebro
2012	Temporal	2	Industria y energía	1	18	Ribera Baja del Ebro
2012	Indefinido	2	Industria y energía	1	20	Comunidad de Calatayud
2012	Temporal	2	Industria y energía	1	20	Comunidad de Calatayud
2012	Indefinido	2	Industria y energía	3	21	Campo de Cariñena
2012	Indefinido	2	Industria y energía	1	25	Jiloca
2012	Indefinido	2	Industria y energía	1	26	Cuencas Mineras
2012	Temporal	2	Industria y energía	1	26	Cuencas Mineras
2012	Indefinido	2	Industria y energía	2	27	Andorra-Sierra de Arcos
2012	Temporal	2	Industria y energía	1	27	Andorra-Sierra de Arcos
2012	Indefinido	2	Industria y energía	3	28	Bajo Aragón
2012	Indefinido	2	Industria y energía	3	29	Comunidad de Teruel
2012	Indefinido	2	Industria y energía	1	31	Sierra de Albarracín
2012	Temporal	2	Industria y energía	1	32	Gúdar-Javalambre
2012	Indefinido	2	Industria y energía	1	NC	Municipio del centro de trabajo fuera de Aragón
2012	Temporal	2	Industria y energía	1	NC	Municipio del centro de trabajo fuera de Aragón
2012	Indefinido	3	Construcción	2	01	La Jacetania
2012	Temporal	3	Construcción	2	01	La Jacetania
2012	Indefinido	3	Construcción	1	05	Cinco Villas
2012	Indefinido	3	Construcción	3	06	Hoya de Huesca / Plana de Uesca
2012	Indefinido	3	Construcción	1	07	Somontano de Barbastro
2012	Indefinido	3	Construcción	2	09	La Litera / La Llitera
2012	Temporal	3	Construcción	1	09	La Litera / La Llitera
2012	Temporal	3	Construcción	1	10	Los Monegros
2012	Temporal	3	Construcción	1	11	Bajo Cinca / Baix Cinca
2012	Indefinido	3	Construcción	1	12	Tarazona y el Moncayo
2012	Temporal	3	Construcción	1	12	Tarazona y el Moncayo
2012	Temporal	3	Construcción	3	15	Ribera Alta del Ebro
2012	Indefinido	3	Construcción	1	16	Valdejalón
2012	Indefinido	3	Construcción	30	17	D.C. Zaragoza
2012	Temporal	3	Construcción	11	17	D.C. Zaragoza
2012	Indefinido	3	Construcción	1	20	Comunidad de Calatayud
2012	Temporal	3	Construcción	1	20	Comunidad de Calatayud
2012	Temporal	3	Construcción	1	27	Andorra-Sierra de Arcos
2012	Temporal	3	Construcción	1	29	Comunidad de Teruel
2012	Indefinido	3	Construcción	3	NC	Municipio del centro de trabajo fuera de Aragón
2012	Indefinido	4	Servicios	4	01	La Jacetania
2012	Temporal	4	Servicios	3	01	La Jacetania
2012	Indefinido	4	Servicios	5	02	Alto Gállego
2012	Temporal	4	Servicios	1	02	Alto Gállego
2012	Indefinido	4	Servicios	1	03	Sobrarbe
2012	Temporal	4	Servicios	2	03	Sobrarbe
2012	Indefinido	4	Servicios	1	04	La Ribagorza
2012	Indefinido	4	Servicios	4	05	Cinco Villas
2012	Temporal	4	Servicios	1	05	Cinco Villas
2012	Indefinido	4	Servicios	33	06	Hoya de Huesca / Plana de Uesca
2012	Temporal	4	Servicios	12	06	Hoya de Huesca / Plana de Uesca
2012	Indefinido	4	Servicios	5	07	Somontano de Barbastro
2012	Temporal	4	Servicios	4	07	Somontano de Barbastro
2012	Indefinido	4	Servicios	2	08	Cinca Medio
2012	Temporal	4	Servicios	7	08	Cinca Medio
2012	Indefinido	4	Servicios	2	09	La Litera / La Llitera
2012	Temporal	4	Servicios	1	09	La Litera / La Llitera
2012	Indefinido	4	Servicios	3	10	Los Monegros
2012	Temporal	4	Servicios	2	10	Los Monegros
2012	Indefinido	4	Servicios	3	11	Bajo Cinca / Baix Cinca
2012	Temporal	4	Servicios	5	11	Bajo Cinca / Baix Cinca
2012	Indefinido	4	Servicios	1	12	Tarazona y el Moncayo
2012	Temporal	4	Servicios	2	12	Tarazona y el Moncayo
2012	Indefinido	4	Servicios	3	13	Campo de Borja
2012	Temporal	4	Servicios	1	13	Campo de Borja
2012	Indefinido	4	Servicios	3	14	Aranda
2012	Temporal	4	Servicios	1	14	Aranda
2012	Indefinido	4	Servicios	4	15	Ribera Alta del Ebro
2012	Temporal	4	Servicios	3	15	Ribera Alta del Ebro
2012	Indefinido	4	Servicios	8	16	Valdejalón
2012	Indefinido	4	Servicios	600	17	D.C. Zaragoza
2012	Temporal	4	Servicios	272	17	D.C. Zaragoza
2012	Sin clasificar	4	Servicios	1	17	D.C. Zaragoza
2012	Indefinido	4	Servicios	4	18	Ribera Baja del Ebro
2012	Indefinido	4	Servicios	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	Temporal	4	Servicios	3	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2012	Indefinido	4	Servicios	7	20	Comunidad de Calatayud
2012	Temporal	4	Servicios	6	20	Comunidad de Calatayud
2012	Indefinido	4	Servicios	1	23	Bajo Martín
2012	Indefinido	4	Servicios	1	25	Jiloca
2012	Temporal	4	Servicios	1	25	Jiloca
2012	Indefinido	4	Servicios	2	26	Cuencas Mineras
2012	Temporal	4	Servicios	2	26	Cuencas Mineras
2012	Indefinido	4	Servicios	5	28	Bajo Aragón
2012	Temporal	4	Servicios	3	28	Bajo Aragón
2012	Indefinido	4	Servicios	18	29	Comunidad de Teruel
2012	Temporal	4	Servicios	12	29	Comunidad de Teruel
2012	Indefinido	4	Servicios	2	32	Gúdar-Javalambre
2012	Indefinido	4	Servicios	2	33	Matarraña / Matarranya
2012	Temporal	4	Servicios	1	33	Matarraña / Matarranya
2012	Indefinido	4	Servicios	3	NC	Municipio del centro de trabajo fuera de Aragón
2012	Temporal	4	Servicios	1	NC	Municipio del centro de trabajo fuera de Aragón
2011	Indefinido	1	Agricultura, ganadería y pesca	2	05	Cinco Villas
2011	Indefinido	1	Agricultura, ganadería y pesca	2	06	Hoya de Huesca / Plana de Uesca
2011	Temporal	1	Agricultura, ganadería y pesca	3	08	Cinca Medio
2011	Temporal	1	Agricultura, ganadería y pesca	2	09	La Litera / La Llitera
2011	Indefinido	1	Agricultura, ganadería y pesca	1	10	Los Monegros
2011	Temporal	1	Agricultura, ganadería y pesca	2	10	Los Monegros
