Año	Nº Accidentes	Grupo	Descripción ocupación	Sexo	Código	Municipio
2010	3	1	Dirección de las empresas y de las administraciones públicas	Hombres	22048	Barbastro
2010	3	1	Dirección de las empresas y de las administraciones públicas	Hombres	22125	Huesca
2010	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	22199	Sabiñánigo
2010	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	44216	Teruel
2010	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50067	Calatayud
2010	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	50182	Muela (La)
2010	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50219	Puebla de Alfindén (La)
2010	21	1	Dirección de las empresas y de las administraciones públicas	Hombres	50297	Zaragoza
2010	3	1	Dirección de las empresas y de las administraciones públicas	Mujeres	22125	Huesca
2010	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	22158	Monzón
2010	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	44216	Teruel
2010	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50272	Utebo
2010	5	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50297	Zaragoza
2010	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	22125	Huesca
2010	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	22130	Jaca
2010	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	22158	Monzón
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	22199	Sabiñánigo
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	44013	Alcañiz
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	44216	Teruel
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50025	Almunia de Doña Godina (La)
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50067	Calatayud
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50089	Cuarte de Huerva
2010	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	50095	Ejea de los Caballeros
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50182	Muela (La)
2010	46	2	Técnicos y profesionales científicos e intelectuales	Hombres	50297	Zaragoza
2010	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50298	Zuera
2010	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22048	Barbastro
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22112	Fraga
2010	13	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22125	Huesca
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44013	Alcañiz
2010	12	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44216	Teruel
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50008	Alagón
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50089	Cuarte de Huerva
2010	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50095	Ejea de los Caballeros
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50182	Muela (La)
2010	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50219	Puebla de Alfindén (La)
2010	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50251	Tarazona
2010	112	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50297	Zaragoza
2010	1	3	Técnicos y profesionales de apoyo	Hombres	22048	Barbastro
2010	1	3	Técnicos y profesionales de apoyo	Hombres	22061	Binéfar
2010	12	3	Técnicos y profesionales de apoyo	Hombres	22125	Huesca
2010	1	3	Técnicos y profesionales de apoyo	Hombres	22130	Jaca
2010	1	3	Técnicos y profesionales de apoyo	Hombres	22199	Sabiñánigo
2010	1	3	Técnicos y profesionales de apoyo	Hombres	44013	Alcañiz
2010	3	3	Técnicos y profesionales de apoyo	Hombres	44025	Andorra
2010	11	3	Técnicos y profesionales de apoyo	Hombres	44216	Teruel
2010	2	3	Técnicos y profesionales de apoyo	Hombres	50025	Almunia de Doña Godina (La)
2010	2	3	Técnicos y profesionales de apoyo	Hombres	50067	Calatayud
2010	1	3	Técnicos y profesionales de apoyo	Hombres	50074	Caspe
2010	4	3	Técnicos y profesionales de apoyo	Hombres	50089	Cuarte de Huerva
2010	1	3	Técnicos y profesionales de apoyo	Hombres	50095	Ejea de los Caballeros
2010	3	3	Técnicos y profesionales de apoyo	Hombres	50163	María de Huerva
2010	3	3	Técnicos y profesionales de apoyo	Hombres	50182	Muela (La)
2010	5	3	Técnicos y profesionales de apoyo	Hombres	50219	Puebla de Alfindén (La)
2010	1	3	Técnicos y profesionales de apoyo	Hombres	50251	Tarazona
2010	3	3	Técnicos y profesionales de apoyo	Hombres	50252	Tauste
2010	2	3	Técnicos y profesionales de apoyo	Hombres	50272	Utebo
2010	149	3	Técnicos y profesionales de apoyo	Hombres	50297	Zaragoza
2010	1	3	Técnicos y profesionales de apoyo	Hombres	50298	Zuera
2010	3	3	Técnicos y profesionales de apoyo	Mujeres	22048	Barbastro
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	22112	Fraga
2010	6	3	Técnicos y profesionales de apoyo	Mujeres	22125	Huesca
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	22130	Jaca
2010	2	3	Técnicos y profesionales de apoyo	Mujeres	44013	Alcañiz
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	44025	Andorra
2010	24	3	Técnicos y profesionales de apoyo	Mujeres	44216	Teruel
2010	3	3	Técnicos y profesionales de apoyo	Mujeres	50008	Alagón
2010	6	3	Técnicos y profesionales de apoyo	Mujeres	50067	Calatayud
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50074	Caspe
2010	2	3	Técnicos y profesionales de apoyo	Mujeres	50089	Cuarte de Huerva
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50095	Ejea de los Caballeros
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50163	María de Huerva
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50251	Tarazona
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50272	Utebo
2010	135	3	Técnicos y profesionales de apoyo	Mujeres	50297	Zaragoza
2010	1	3	Técnicos y profesionales de apoyo	Mujeres	50298	Zuera
2010	1	4	Empleados de tipo administrativo	Hombres	22061	Binéfar
2010	2	4	Empleados de tipo administrativo	Hombres	22112	Fraga
2010	4	4	Empleados de tipo administrativo	Hombres	22125	Huesca
2010	2	4	Empleados de tipo administrativo	Hombres	22158	Monzón
2010	1	4	Empleados de tipo administrativo	Hombres	22199	Sabiñánigo
2010	2	4	Empleados de tipo administrativo	Hombres	44013	Alcañiz
2010	10	4	Empleados de tipo administrativo	Hombres	44216	Teruel
2010	2	4	Empleados de tipo administrativo	Hombres	50008	Alagón
2010	3	4	Empleados de tipo administrativo	Hombres	50067	Calatayud
2010	3	4	Empleados de tipo administrativo	Hombres	50095	Ejea de los Caballeros
2010	1	4	Empleados de tipo administrativo	Hombres	50163	María de Huerva
2010	2	4	Empleados de tipo administrativo	Hombres	50182	Muela (La)
2010	2	4	Empleados de tipo administrativo	Hombres	50219	Puebla de Alfindén (La)
2010	1	4	Empleados de tipo administrativo	Hombres	50252	Tauste
2010	1	4	Empleados de tipo administrativo	Hombres	50272	Utebo
2010	69	4	Empleados de tipo administrativo	Hombres	50297	Zaragoza
2010	2	4	Empleados de tipo administrativo	Mujeres	22048	Barbastro
2010	6	4	Empleados de tipo administrativo	Mujeres	22061	Binéfar
2010	2	4	Empleados de tipo administrativo	Mujeres	22112	Fraga
2010	26	4	Empleados de tipo administrativo	Mujeres	22125	Huesca
2010	3	4	Empleados de tipo administrativo	Mujeres	22130	Jaca
2010	6	4	Empleados de tipo administrativo	Mujeres	22158	Monzón
2010	2	4	Empleados de tipo administrativo	Mujeres	22199	Sabiñánigo
2010	2	4	Empleados de tipo administrativo	Mujeres	44013	Alcañiz
2010	16	4	Empleados de tipo administrativo	Mujeres	44216	Teruel
2010	1	4	Empleados de tipo administrativo	Mujeres	50025	Almunia de Doña Godina (La)
2010	2	4	Empleados de tipo administrativo	Mujeres	50067	Calatayud
2010	1	4	Empleados de tipo administrativo	Mujeres	50074	Caspe
2010	1	4	Empleados de tipo administrativo	Mujeres	50089	Cuarte de Huerva
2010	3	4	Empleados de tipo administrativo	Mujeres	50095	Ejea de los Caballeros
2010	1	4	Empleados de tipo administrativo	Mujeres	50182	Muela (La)
2010	3	4	Empleados de tipo administrativo	Mujeres	50219	Puebla de Alfindén (La)
2010	1	4	Empleados de tipo administrativo	Mujeres	50251	Tarazona
2010	5	4	Empleados de tipo administrativo	Mujeres	50272	Utebo
2010	169	4	Empleados de tipo administrativo	Mujeres	50297	Zaragoza
2010	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22048	Barbastro
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22112	Fraga
2010	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22125	Huesca
2010	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22130	Jaca
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22158	Monzón
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22199	Sabiñánigo
2010	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44013	Alcañiz
2010	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44216	Teruel
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50008	Alagón
2010	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50025	Almunia de Doña Godina (La)
2010	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50067	Calatayud
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50074	Caspe
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50089	Cuarte de Huerva
2010	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50095	Ejea de los Caballeros
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50219	Puebla de Alfindén (La)
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50251	Tarazona
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50252	Tauste
2010	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50272	Utebo
2010	342	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50297	Zaragoza
2010	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50298	Zuera
2010	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22048	Barbastro
2010	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22061	Binéfar
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22112	Fraga
2010	86	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22125	Huesca
2010	22	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22130	Jaca
2010	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22158	Monzón
2010	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22199	Sabiñánigo
2010	16	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44013	Alcañiz
2010	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44025	Andorra
2010	56	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44216	Teruel
2010	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50008	Alagón
2010	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50025	Almunia de Doña Godina (La)
2010	17	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50067	Calatayud
2010	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50074	Caspe
2010	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50089	Cuarte de Huerva
2010	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50095	Ejea de los Caballeros
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50163	María de Huerva
2010	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50182	Muela (La)
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50219	Puebla de Alfindén (La)
2010	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50251	Tarazona
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50252	Tauste
2010	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50272	Utebo
2010	986	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50297	Zaragoza
2010	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50298	Zuera
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22048	Barbastro
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22061	Binéfar
2010	11	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22112	Fraga
2010	4	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22125	Huesca
2010	4	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22130	Jaca
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22199	Sabiñánigo
2010	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44013	Alcañiz
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44025	Andorra
2010	7	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44216	Teruel
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50008	Alagón
2010	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50025	Almunia de Doña Godina (La)
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50067	Calatayud
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50074	Caspe
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50089	Cuarte de Huerva
2010	16	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50095	Ejea de los Caballeros
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50182	Muela (La)
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50219	Puebla de Alfindén (La)
2010	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50251	Tarazona
2010	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50252	Tauste
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50272	Utebo
2010	48	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50297	Zaragoza
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50298	Zuera
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	22158	Monzón
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	44013	Alcañiz
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	44025	Andorra
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	44216	Teruel
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50025	Almunia de Doña Godina (La)
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50089	Cuarte de Huerva
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50095	Ejea de los Caballeros
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50252	Tauste
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50297	Zaragoza
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	50298	Zuera
2010	41	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22048	Barbastro
2010	78	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22061	Binéfar
2010	36	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22112	Fraga
2010	175	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22125	Huesca
2010	23	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22130	Jaca
2010	104	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22158	Monzón
2010	26	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	22199	Sabiñánigo
2010	63	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	44013	Alcañiz
2010	42	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	44025	Andorra
2010	107	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	44216	Teruel
2010	23	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50008	Alagón
2010	19	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50025	Almunia de Doña Godina (La)
2010	35	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50067	Calatayud
2010	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50074	Caspe
2010	108	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50089	Cuarte de Huerva
2010	66	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50095	Ejea de los Caballeros
2010	9	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50163	María de Huerva
2010	76	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50182	Muela (La)
2010	87	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50219	Puebla de Alfindén (La)
2010	46	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50251	Tarazona
2010	30	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50252	Tauste
2010	77	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50272	Utebo
2010	1581	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50297	Zaragoza
2010	19	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50298	Zuera
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22048	Barbastro
2010	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22061	Binéfar
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22112	Fraga
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22125	Huesca
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22130	Jaca
2010	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22158	Monzón
2010	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44013	Alcañiz
2010	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44025	Andorra
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44216	Teruel
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50008	Alagón
2010	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50025	Almunia de Doña Godina (La)
2010	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50067	Calatayud
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50074	Caspe
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50089	Cuarte de Huerva
2010	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50095	Ejea de los Caballeros
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50182	Muela (La)
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50219	Puebla de Alfindén (La)
2010	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50251	Tarazona
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50252	Tauste
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50272	Utebo
2010	57	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50297	Zaragoza
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50298	Zuera
2010	40	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22048	Barbastro
2010	19	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22061	Binéfar
2010	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22112	Fraga
2010	97	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22125	Huesca
2010	6	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22130	Jaca
2010	72	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22158	Monzón
2010	20	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22199	Sabiñánigo
2010	40	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44013	Alcañiz
2010	21	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44025	Andorra
2010	47	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44216	Teruel
2010	8	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50008	Alagón
2010	9	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50025	Almunia de Doña Godina (La)
2010	34	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50067	Calatayud
2010	6	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50074	Caspe
2010	73	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50089	Cuarte de Huerva
2010	43	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50095	Ejea de los Caballeros
2010	15	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50163	María de Huerva
2010	52	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50182	Muela (La)
2010	77	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50219	Puebla de Alfindén (La)
2010	14	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50251	Tarazona
2010	9	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50252	Tauste
2010	22	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50272	Utebo
2010	1154	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50297	Zaragoza
2010	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50298	Zuera
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22048	Barbastro
2010	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22125	Huesca
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22130	Jaca
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22158	Monzón
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22199	Sabiñánigo
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44013	Alcañiz
2010	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44025	Andorra
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50008	Alagón
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50025	Almunia de Doña Godina (La)
2010	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50067	Calatayud
2010	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50089	Cuarte de Huerva
2010	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50095	Ejea de los Caballeros
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50163	María de Huerva
2010	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50182	Muela (La)
2010	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50219	Puebla de Alfindén (La)
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50251	Tarazona
2010	16	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50252	Tauste
2010	84	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50297	Zaragoza
2010	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50298	Zuera
2010	22	9	Trabajadores no cualificados	Hombres	22048	Barbastro
2010	20	9	Trabajadores no cualificados	Hombres	22061	Binéfar
2010	39	9	Trabajadores no cualificados	Hombres	22112	Fraga
2010	71	9	Trabajadores no cualificados	Hombres	22125	Huesca
2010	8	9	Trabajadores no cualificados	Hombres	22130	Jaca
2010	49	9	Trabajadores no cualificados	Hombres	22158	Monzón
