Año	Nº Accidentes	Grupo	Descripción ocupación	Sexo	Código	Municipio
2009	44	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50252	Tauste
2009	89	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50272	Utebo
2009	1654	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50297	Zaragoza
2009	54	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	50298	Zuera
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22048	Barbastro
2009	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22061	Binéfar
2009	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22112	Fraga
2009	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22125	Huesca
2009	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22158	Monzón
2009	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	22199	Sabiñánigo
2009	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44013	Alcañiz
2009	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44025	Andorra
2009	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	44216	Teruel
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50008	Alagón
2009	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50025	Almunia de Doña Godina (La)
2009	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50067	Calatayud
2009	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50074	Caspe
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50089	Cuarte de Huerva
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50095	Ejea de los Caballeros
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50182	Muela (La)
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50252	Tauste
2009	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50272	Utebo
2009	53	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50297	Zaragoza
2009	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	50298	Zuera
2009	37	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22048	Barbastro
2009	15	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22061	Binéfar
2009	33	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22112	Fraga
2009	109	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22125	Huesca
2009	21	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22130	Jaca
2009	64	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22158	Monzón
2009	18	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22199	Sabiñánigo
2009	42	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44013	Alcañiz
2009	25	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44025	Andorra
2009	51	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44216	Teruel
2009	17	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50008	Alagón
2009	20	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50025	Almunia de Doña Godina (La)
2009	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50067	Calatayud
2009	12	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50074	Caspe
2009	70	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50089	Cuarte de Huerva
2009	41	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50095	Ejea de los Caballeros
2009	13	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50163	María de Huerva
2009	58	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50182	Muela (La)
2009	104	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50219	Puebla de Alfindén (La)
2009	22	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50251	Tarazona
2009	12	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50252	Tauste
2009	27	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50272	Utebo
2009	1185	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50297	Zaragoza
2009	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50298	Zuera
2009	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22048	Barbastro
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22061	Binéfar
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22112	Fraga
2009	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22125	Huesca
2009	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22130	Jaca
2009	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22158	Monzón
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22199	Sabiñánigo
2009	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44013	Alcañiz
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44216	Teruel
2009	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50067	Calatayud
2009	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50089	Cuarte de Huerva
2009	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50095	Ejea de los Caballeros
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50163	María de Huerva
2009	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50182	Muela (La)
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50219	Puebla de Alfindén (La)
2009	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50251	Tarazona
2009	16	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50252	Tauste
2009	89	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50297	Zaragoza
2009	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50298	Zuera
2009	34	9	Trabajadores no cualificados	Hombres	22048	Barbastro
2009	23	9	Trabajadores no cualificados	Hombres	22061	Binéfar
2009	44	9	Trabajadores no cualificados	Hombres	22112	Fraga
2009	82	9	Trabajadores no cualificados	Hombres	22125	Huesca
2009	32	9	Trabajadores no cualificados	Hombres	22130	Jaca
2009	43	9	Trabajadores no cualificados	Hombres	22158	Monzón
2009	8	9	Trabajadores no cualificados	Hombres	22199	Sabiñánigo
2009	36	9	Trabajadores no cualificados	Hombres	44013	Alcañiz
2009	19	9	Trabajadores no cualificados	Hombres	44025	Andorra
2009	117	9	Trabajadores no cualificados	Hombres	44216	Teruel
2009	32	9	Trabajadores no cualificados	Hombres	50008	Alagón
2009	25	9	Trabajadores no cualificados	Hombres	50025	Almunia de Doña Godina (La)
2009	35	9	Trabajadores no cualificados	Hombres	50067	Calatayud
2009	39	9	Trabajadores no cualificados	Hombres	50074	Caspe
2009	52	9	Trabajadores no cualificados	Hombres	50089	Cuarte de Huerva
2009	56	9	Trabajadores no cualificados	Hombres	50095	Ejea de los Caballeros
2009	7	9	Trabajadores no cualificados	Hombres	50163	María de Huerva
2009	36	9	Trabajadores no cualificados	Hombres	50182	Muela (La)
2009	29	9	Trabajadores no cualificados	Hombres	50219	Puebla de Alfindén (La)
2009	29	9	Trabajadores no cualificados	Hombres	50251	Tarazona
2009	24	9	Trabajadores no cualificados	Hombres	50252	Tauste
2009	30	9	Trabajadores no cualificados	Hombres	50272	Utebo
2009	1098	9	Trabajadores no cualificados	Hombres	50297	Zaragoza
2009	30	9	Trabajadores no cualificados	Hombres	50298	Zuera
2009	18	9	Trabajadores no cualificados	Mujeres	22048	Barbastro
2009	5	9	Trabajadores no cualificados	Mujeres	22061	Binéfar
2009	15	9	Trabajadores no cualificados	Mujeres	22112	Fraga
2009	36	9	Trabajadores no cualificados	Mujeres	22125	Huesca
2009	9	9	Trabajadores no cualificados	Mujeres	22130	Jaca
2009	4	9	Trabajadores no cualificados	Mujeres	22158	Monzón
2009	2	9	Trabajadores no cualificados	Mujeres	22199	Sabiñánigo
2009	17	9	Trabajadores no cualificados	Mujeres	44013	Alcañiz
2009	5	9	Trabajadores no cualificados	Mujeres	44025	Andorra
2009	32	9	Trabajadores no cualificados	Mujeres	44216	Teruel
2009	27	9	Trabajadores no cualificados	Mujeres	50008	Alagón
2009	11	9	Trabajadores no cualificados	Mujeres	50025	Almunia de Doña Godina (La)
2009	15	9	Trabajadores no cualificados	Mujeres	50067	Calatayud
2009	19	9	Trabajadores no cualificados	Mujeres	50074	Caspe
2009	16	9	Trabajadores no cualificados	Mujeres	50089	Cuarte de Huerva
2009	21	9	Trabajadores no cualificados	Mujeres	50095	Ejea de los Caballeros
2009	4	9	Trabajadores no cualificados	Mujeres	50163	María de Huerva
2009	7	9	Trabajadores no cualificados	Mujeres	50182	Muela (La)
2009	12	9	Trabajadores no cualificados	Mujeres	50219	Puebla de Alfindén (La)
2009	14	9	Trabajadores no cualificados	Mujeres	50251	Tarazona
2009	10	9	Trabajadores no cualificados	Mujeres	50252	Tauste
2009	27	9	Trabajadores no cualificados	Mujeres	50272	Utebo
2009	697	9	Trabajadores no cualificados	Mujeres	50297	Zaragoza
2009	7	9	Trabajadores no cualificados	Mujeres	50298	Zuera
2009	3	NC	No consta	Hombres	22048	Barbastro
2009	2	NC	No consta	Hombres	22125	Huesca
2009	3	NC	No consta	Hombres	22130	Jaca
2009	3	NC	No consta	Hombres	22158	Monzón
2009	1	NC	No consta	Hombres	44013	Alcañiz
2009	3	NC	No consta	Hombres	44216	Teruel
2009	4	NC	No consta	Hombres	50067	Calatayud
2009	2	NC	No consta	Hombres	50074	Caspe
2009	3	NC	No consta	Hombres	50089	Cuarte de Huerva
2009	1	NC	No consta	Hombres	50095	Ejea de los Caballeros
2009	1	NC	No consta	Hombres	50182	Muela (La)
2009	1	NC	No consta	Hombres	50219	Puebla de Alfindén (La)
2009	1	NC	No consta	Hombres	50251	Tarazona
2009	139	NC	No consta	Hombres	50297	Zaragoza
2009	2	NC	No consta	Mujeres	22048	Barbastro
2009	1	NC	No consta	Mujeres	22112	Fraga
2009	1	NC	No consta	Mujeres	22125	Huesca
2009	1	NC	No consta	Mujeres	44216	Teruel
2009	2	NC	No consta	Mujeres	50089	Cuarte de Huerva
2009	1	NC	No consta	Mujeres	50251	Tarazona
2009	47	NC	No consta	Mujeres	50297	Zaragoza
2008	1	0	Fuerzas armadas	Hombres	22125	Huesca
2008	3	0	Fuerzas armadas	Hombres	22130	Jaca
2008	1	0	Fuerzas armadas	Hombres	22158	Monzón
2008	1	0	Fuerzas armadas	Hombres	44216	Teruel
2008	3	0	Fuerzas armadas	Hombres	50219	Puebla de Alfindén (La)
2008	1	0	Fuerzas armadas	Hombres	50251	Tarazona
2008	1	0	Fuerzas armadas	Hombres	50252	Tauste
2008	5	0	Fuerzas armadas	Hombres	50272	Utebo
2008	25	0	Fuerzas armadas	Hombres	50297	Zaragoza
2008	1	0	Fuerzas armadas	Mujeres	50067	Calatayud
2008	12	0	Fuerzas armadas	Mujeres	50297	Zaragoza
2008	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	22125	Huesca
2008	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	22158	Monzón
2008	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	50089	Cuarte de Huerva
2008	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50095	Ejea de los Caballeros
2008	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50182	Muela (La)
2008	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	50272	Utebo
2008	20	1	Dirección de las empresas y de las administraciones públicas	Hombres	50297	Zaragoza
2008	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50182	Muela (La)
2008	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50251	Tarazona
2008	10	1	Dirección de las empresas y de las administraciones públicas	Mujeres	50297	Zaragoza
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	22048	Barbastro
2008	9	2	Técnicos y profesionales científicos e intelectuales	Hombres	22125	Huesca
2008	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	22130	Jaca
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	44013	Alcañiz
2008	12	2	Técnicos y profesionales científicos e intelectuales	Hombres	44216	Teruel
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50067	Calatayud
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50089	Cuarte de Huerva
2008	4	2	Técnicos y profesionales científicos e intelectuales	Hombres	50095	Ejea de los Caballeros
2008	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	50182	Muela (La)
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50219	Puebla de Alfindén (La)
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50251	Tarazona
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50252	Tauste
2008	71	2	Técnicos y profesionales científicos e intelectuales	Hombres	50297	Zaragoza
2008	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50298	Zuera
2008	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22048	Barbastro
2008	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22061	Binéfar
2008	9	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22125	Huesca
2008	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22130	Jaca
2008	12	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44216	Teruel
2008	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50025	Almunia de Doña Godina (La)
2008	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50067	Calatayud
2008	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50074	Caspe
2008	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50163	María de Huerva
2008	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50182	Muela (La)
2008	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50272	Utebo
2008	120	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50297	Zaragoza
2008	4	3	Técnicos y profesionales de apoyo	Hombres	22048	Barbastro
2008	3	3	Técnicos y profesionales de apoyo	Hombres	22112	Fraga
2008	15	3	Técnicos y profesionales de apoyo	Hombres	22125	Huesca
2008	3	3	Técnicos y profesionales de apoyo	Hombres	22130	Jaca
2008	3	3	Técnicos y profesionales de apoyo	Hombres	22158	Monzón
2008	1	3	Técnicos y profesionales de apoyo	Hombres	22199	Sabiñánigo
2008	5	3	Técnicos y profesionales de apoyo	Hombres	44013	Alcañiz
2008	5	3	Técnicos y profesionales de apoyo	Hombres	44216	Teruel
2008	4	3	Técnicos y profesionales de apoyo	Hombres	50067	Calatayud
2008	16	3	Técnicos y profesionales de apoyo	Hombres	50089	Cuarte de Huerva
2008	5	3	Técnicos y profesionales de apoyo	Hombres	50219	Puebla de Alfindén (La)
2008	1	3	Técnicos y profesionales de apoyo	Hombres	50251	Tarazona
2008	5	3	Técnicos y profesionales de apoyo	Hombres	50252	Tauste
2008	5	3	Técnicos y profesionales de apoyo	Hombres	50272	Utebo
2008	198	3	Técnicos y profesionales de apoyo	Hombres	50297	Zaragoza
2008	2	3	Técnicos y profesionales de apoyo	Hombres	50298	Zuera
2008	9	3	Técnicos y profesionales de apoyo	Mujeres	22048	Barbastro
2008	1	3	Técnicos y profesionales de apoyo	Mujeres	22061	Binéfar
2008	3	3	Técnicos y profesionales de apoyo	Mujeres	22112	Fraga
2008	9	3	Técnicos y profesionales de apoyo	Mujeres	22125	Huesca
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	22158	Monzón
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	22199	Sabiñánigo
2008	4	3	Técnicos y profesionales de apoyo	Mujeres	44013	Alcañiz
2008	1	3	Técnicos y profesionales de apoyo	Mujeres	44025	Andorra
2008	8	3	Técnicos y profesionales de apoyo	Mujeres	44216	Teruel
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	50008	Alagón
2008	1	3	Técnicos y profesionales de apoyo	Mujeres	50025	Almunia de Doña Godina (La)
2008	9	3	Técnicos y profesionales de apoyo	Mujeres	50067	Calatayud
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	50089	Cuarte de Huerva
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	50095	Ejea de los Caballeros
2008	1	3	Técnicos y profesionales de apoyo	Mujeres	50182	Muela (La)
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	50251	Tarazona
2008	2	3	Técnicos y profesionales de apoyo	Mujeres	50272	Utebo
2008	130	3	Técnicos y profesionales de apoyo	Mujeres	50297	Zaragoza
2008	1	3	Técnicos y profesionales de apoyo	Mujeres	50298	Zuera
2008	2	4	Empleados de tipo administrativo	Hombres	22112	Fraga
2008	5	4	Empleados de tipo administrativo	Hombres	22125	Huesca
2008	2	4	Empleados de tipo administrativo	Hombres	22158	Monzón
2008	1	4	Empleados de tipo administrativo	Hombres	44013	Alcañiz
2008	5	4	Empleados de tipo administrativo	Hombres	44216	Teruel
2008	1	4	Empleados de tipo administrativo	Hombres	50025	Almunia de Doña Godina (La)
2008	3	4	Empleados de tipo administrativo	Hombres	50067	Calatayud
2008	1	4	Empleados de tipo administrativo	Hombres	50074	Caspe
2008	3	4	Empleados de tipo administrativo	Hombres	50089	Cuarte de Huerva
2008	3	4	Empleados de tipo administrativo	Hombres	50095	Ejea de los Caballeros
2008	3	4	Empleados de tipo administrativo	Hombres	50219	Puebla de Alfindén (La)
2008	1	4	Empleados de tipo administrativo	Hombres	50252	Tauste
2008	2	4	Empleados de tipo administrativo	Hombres	50272	Utebo
2008	98	4	Empleados de tipo administrativo	Hombres	50297	Zaragoza
2008	2	4	Empleados de tipo administrativo	Hombres	50298	Zuera
2008	3	4	Empleados de tipo administrativo	Mujeres	22048	Barbastro
2008	2	4	Empleados de tipo administrativo	Mujeres	22061	Binéfar
2008	5	4	Empleados de tipo administrativo	Mujeres	22112	Fraga
2008	16	4	Empleados de tipo administrativo	Mujeres	22125	Huesca
2008	4	4	Empleados de tipo administrativo	Mujeres	22130	Jaca
2008	2	4	Empleados de tipo administrativo	Mujeres	22158	Monzón
2008	1	4	Empleados de tipo administrativo	Mujeres	22199	Sabiñánigo
2008	3	4	Empleados de tipo administrativo	Mujeres	44013	Alcañiz
2008	1	4	Empleados de tipo administrativo	Mujeres	44025	Andorra
2008	18	4	Empleados de tipo administrativo	Mujeres	44216	Teruel
2008	4	4	Empleados de tipo administrativo	Mujeres	50008	Alagón
2008	3	4	Empleados de tipo administrativo	Mujeres	50025	Almunia de Doña Godina (La)
2008	3	4	Empleados de tipo administrativo	Mujeres	50067	Calatayud
2008	1	4	Empleados de tipo administrativo	Mujeres	50074	Caspe
2008	2	4	Empleados de tipo administrativo	Mujeres	50089	Cuarte de Huerva
2008	1	4	Empleados de tipo administrativo	Mujeres	50095	Ejea de los Caballeros
2008	1	4	Empleados de tipo administrativo	Mujeres	50182	Muela (La)
2008	4	4	Empleados de tipo administrativo	Mujeres	50219	Puebla de Alfindén (La)
2008	3	4	Empleados de tipo administrativo	Mujeres	50252	Tauste
2008	9	4	Empleados de tipo administrativo	Mujeres	50272	Utebo
2008	212	4	Empleados de tipo administrativo	Mujeres	50297	Zaragoza
2008	3	4	Empleados de tipo administrativo	Mujeres	50298	Zuera
2008	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22048	Barbastro
2008	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22061	Binéfar
2008	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22112	Fraga
2008	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22125	Huesca
2008	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22130	Jaca
2008	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22158	Monzón
2008	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	22199	Sabiñánigo
2008	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44013	Alcañiz
2008	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44025	Andorra
2008	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	44216	Teruel
2008	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50008	Alagón
2008	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50067	Calatayud
2008	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50089	Cuarte de Huerva
2008	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50095	Ejea de los Caballeros
2008	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50163	María de Huerva
2008	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50182	Muela (La)
2008	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50219	Puebla de Alfindén (La)
2008	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50251	Tarazona
2008	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50272	Utebo
2008	477	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50297	Zaragoza
2008	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	50298	Zuera
2008	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22048	Barbastro
2008	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22061	Binéfar
2008	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22112	Fraga
2008	100	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22125	Huesca
2008	33	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22130	Jaca
2008	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22158	Monzón
2008	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22199	Sabiñánigo
2008	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44013	Alcañiz
2008	24	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44025	Andorra
2008	65	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	44216	Teruel
2008	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50008	Alagón
2008	16	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50025	Almunia de Doña Godina (La)
2008	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50067	Calatayud
2008	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50074	Caspe
2008	15	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50089	Cuarte de Huerva
2008	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50095	Ejea de los Caballeros
2008	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50163	María de Huerva
2008	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50182	Muela (La)
2008	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50219	Puebla de Alfindén (La)
2008	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50251	Tarazona
2008	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50252	Tauste
2008	17	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50272	Utebo
2008	1212	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50297	Zaragoza
2008	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	50298	Zuera
2008	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22048	Barbastro
2008	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22061	Binéfar
2008	7	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22112	Fraga
2008	18	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22125	Huesca
2008	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22130	Jaca
2008	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22158	Monzón
2008	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22199	Sabiñánigo
2008	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44013	Alcañiz
2008	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44025	Andorra
2008	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	44216	Teruel
2008	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50008	Alagón
2008	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50025	Almunia de Doña Godina (La)
2008	4	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50067	Calatayud
2008	5	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50074	Caspe
2008	13	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50095	Ejea de los Caballeros
2008	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50182	Muela (La)
2008	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50219	Puebla de Alfindén (La)
2008	15	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50251	Tarazona
2008	17	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50252	Tauste
2008	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	50272	Utebo
