Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
2007	Aragón	06	Resto de América	347	Paraguay	Hombres	81
2007	Aragón	06	Resto de América	347	Paraguay	Mujeres	192
2007	Aragón	06	Resto de América	348	Perú	Hombres	744
2007	Aragón	06	Resto de América	348	Perú	Mujeres	832
2007	Aragón	06	Resto de América	350	Uruguay	Hombres	254
2007	Aragón	06	Resto de América	350	Uruguay	Mujeres	273
2007	Aragón	06	Resto de América	351	Venezuela	Hombres	330
2007	Aragón	06	Resto de América	351	Venezuela	Mujeres	551
2007	Aragón	07	Asia	401	Afganistán	Hombres	1
2007	Aragón	07	Asia	402	Arabia Saudí	Hombres	1
2007	Aragón	07	Asia	404	Bangladesh	Hombres	11
2007	Aragón	07	Asia	404	Bangladesh	Mujeres	3
2007	Aragón	07	Asia	407	China	Hombres	1541
2007	Aragón	07	Asia	407	China	Mujeres	1309
2007	Aragón	07	Asia	409	Filipinas	Hombres	9
2007	Aragón	07	Asia	409	Filipinas	Mujeres	14
2007	Aragón	07	Asia	410	India	Hombres	39
2007	Aragón	07	Asia	410	India	Mujeres	47
2007	Aragón	07	Asia	411	Indonesia	Mujeres	2
2007	Aragón	07	Asia	413	Irán	Hombres	8
2007	Aragón	07	Asia	413	Irán	Mujeres	5
2007	Aragón	07	Asia	414	Israel	Hombres	3
2007	Aragón	07	Asia	414	Israel	Mujeres	3
2007	Aragón	07	Asia	415	Japón	Hombres	9
2007	Aragón	07	Asia	415	Japón	Mujeres	19
2007	Aragón	07	Asia	416	Jordania	Hombres	22
2007	Aragón	07	Asia	416	Jordania	Mujeres	15
2007	Aragón	07	Asia	418	Kuwait	Mujeres	1
2007	Aragón	07	Asia	419	Laos	Hombres	1
2007	Aragón	07	Asia	419	Laos	Mujeres	1
2007	Aragón	07	Asia	420	Líbano	Hombres	14
2007	Aragón	07	Asia	420	Líbano	Mujeres	9
2007	Aragón	07	Asia	421	Malasia	Hombres	2
2007	Aragón	07	Asia	423	Mongolia	Mujeres	3
2007	Aragón	07	Asia	424	Nepal	Hombres	6
2007	Aragón	07	Asia	424	Nepal	Mujeres	2
2007	Aragón	07	Asia	426	Pakistán	Hombres	686
2007	Aragón	07	Asia	426	Pakistán	Mujeres	110
2007	Aragón	07	Asia	430	República de Corea	Hombres	9
2007	Aragón	07	Asia	430	República de Corea	Mujeres	4
2007	Aragón	07	Asia	433	Siria	Hombres	23
2007	Aragón	07	Asia	433	Siria	Mujeres	8
2007	Aragón	07	Asia	434	Sri-Lanka	Hombres	2
2007	Aragón	07	Asia	435	Tailandia	Mujeres	12
2007	Aragón	07	Asia	437	Vietnam	Hombres	2
2007	Aragón	07	Asia	437	Vietnam	Mujeres	2
2007	Aragón	07	Asia	442	Azerbaiyan	Hombres	3
2007	Aragón	07	Asia	443	Kazajstan	Hombres	3
2007	Aragón	07	Asia	443	Kazajstan	Mujeres	11
2007	Aragón	07	Asia	444	Kirgvistan	Mujeres	7
2007	Aragón	07	Asia	447	Uzbekistán	Hombres	5
2007	Aragón	07	Asia	447	Uzbekistán	Mujeres	8
2007	Aragón	07	Asia	499	Países sin relaciones diplomáticas	Hombres	10
2007	Aragón	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	5
2007	Aragón	08	Oceanía	501	Australia	Hombres	5
2007	Aragón	08	Oceanía	501	Australia	Mujeres	10
2007	Aragón	08	Oceanía	504	Nueva Zelanda	Hombres	1
2007	Aragón	08	Oceanía	504	Nueva Zelanda	Mujeres	4
2007	Aragón	08	Oceanía	511	Micronesia	Hombres	2
2007	Aragón	08	Oceanía	511	Micronesia	Mujeres	1
2007	Aragón	08	Oceanía	512	Tuvalu	Hombres	3
2007	Aragón	08	Oceanía	512	Tuvalu	Mujeres	2
2007	Aragón	08	Oceanía	515	Nauru	Hombres	2
2007	Aragón	08	Oceanía	515	Nauru	Mujeres	2
2007	Aragón	08	Oceanía	516	Palaos	Hombres	5
2007	Aragón	08	Oceanía	516	Palaos	Mujeres	2
2007	Aragón	09	Apátridas y no consta	555	Apátridas	Hombres	20
2007	Aragón	09	Apátridas y no consta	555	Apátridas	Mujeres	8
2008	Aragón	01	UE-27	102	Austria	Hombres	30
2008	Aragón	01	UE-27	102	Austria	Mujeres	21
2008	Aragón	01	UE-27	103	Bélgica	Hombres	117
2008	Aragón	01	UE-27	103	Bélgica	Mujeres	103
2008	Aragón	01	UE-27	104	Bulgaria	Hombres	2976
2008	Aragón	01	UE-27	104	Bulgaria	Mujeres	2374
2008	Aragón	01	UE-27	106	Chipre	Mujeres	2
2008	Aragón	01	UE-27	107	Dinamarca	Hombres	30
2008	Aragón	01	UE-27	107	Dinamarca	Mujeres	12
2008	Aragón	01	UE-27	109	Finlandia	Hombres	7
2008	Aragón	01	UE-27	109	Finlandia	Mujeres	24
2008	Aragón	01	UE-27	110	Francia	Hombres	814
2008	Aragón	01	UE-27	110	Francia	Mujeres	901
2008	Aragón	01	UE-27	111	Grecia	Hombres	32
2008	Aragón	01	UE-27	111	Grecia	Mujeres	17
2008	Aragón	01	UE-27	112	Hungría	Hombres	63
2008	Aragón	01	UE-27	112	Hungría	Mujeres	60
2008	Aragón	01	UE-27	113	Irlanda	Hombres	41
2008	Aragón	01	UE-27	113	Irlanda	Mujeres	33
2008	Aragón	01	UE-27	115	Italia	Hombres	1032
2008	Aragón	01	UE-27	115	Italia	Mujeres	593
2008	Aragón	01	UE-27	118	Malta	Hombres	1
2008	Aragón	01	UE-27	121	Países Bajos	Hombres	222
2008	Aragón	01	UE-27	121	Países Bajos	Mujeres	170
2008	Aragón	01	UE-27	122	Polonia	Hombres	2371
2008	Aragón	01	UE-27	122	Polonia	Mujeres	1502
2008	Aragón	01	UE-27	123	Portugal	Hombres	3292
2008	Aragón	01	UE-27	123	Portugal	Mujeres	1386
2008	Aragón	01	UE-27	125	Reino Unido	Hombres	403
2008	Aragón	01	UE-27	125	Reino Unido	Mujeres	330
2008	Aragón	01	UE-27	126	Alemania	Hombres	436
2008	Aragón	01	UE-27	126	Alemania	Mujeres	375
2008	Aragón	01	UE-27	128	Rumanía	Hombres	31460
2008	Aragón	01	UE-27	128	Rumanía	Mujeres	25583
2008	Aragón	01	UE-27	131	Suecia	Hombres	31
2008	Aragón	01	UE-27	131	Suecia	Mujeres	30
2008	Aragón	01	UE-27	136	Letonia	Hombres	27
2008	Aragón	01	UE-27	136	Letonia	Mujeres	27
2008	Aragón	01	UE-27	141	Estonia	Hombres	1
2008	Aragón	01	UE-27	141	Estonia	Mujeres	9
2008	Aragón	01	UE-27	142	Lituania	Hombres	253
2008	Aragón	01	UE-27	142	Lituania	Mujeres	230
2008	Aragón	01	UE-27	143	República Checa	Hombres	98
2008	Aragón	01	UE-27	143	República Checa	Mujeres	93
2008	Aragón	01	UE-27	144	Eslovaquia	Hombres	133
2008	Aragón	01	UE-27	144	Eslovaquia	Mujeres	80
2008	Aragón	01	UE-27	147	Eslovenia	Hombres	30
2008	Aragón	01	UE-27	147	Eslovenia	Mujeres	17
2008	Aragón	02	Resto de Europa	101	Albania	Hombres	26
2008	Aragón	02	Resto de Europa	101	Albania	Mujeres	28
2008	Aragón	02	Resto de Europa	114	Islandia	Hombres	1
2008	Aragón	02	Resto de Europa	120	Noruega	Hombres	12
2008	Aragón	02	Resto de Europa	120	Noruega	Mujeres	11
2008	Aragón	02	Resto de Europa	124	Andorra	Hombres	9
2008	Aragón	02	Resto de Europa	124	Andorra	Mujeres	6
2008	Aragón	02	Resto de Europa	132	Suiza	Hombres	45
2008	Aragón	02	Resto de Europa	132	Suiza	Mujeres	33
2008	Aragón	02	Resto de Europa	135	Ucrania	Hombres	928
2008	Aragón	02	Resto de Europa	135	Ucrania	Mujeres	981
2008	Aragón	02	Resto de Europa	137	Moldova	Hombres	194
2008	Aragón	02	Resto de Europa	137	Moldova	Mujeres	161
2008	Aragón	02	Resto de Europa	138	Bielorrusia	Hombres	34
2008	Aragón	02	Resto de Europa	138	Bielorrusia	Mujeres	64
2008	Aragón	02	Resto de Europa	139	Georgia	Hombres	33
2008	Aragón	02	Resto de Europa	139	Georgia	Mujeres	22
2008	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	14
2008	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	21
2008	Aragón	02	Resto de Europa	146	Croacia	Hombres	9
2008	Aragón	02	Resto de Europa	146	Croacia	Mujeres	13
2008	Aragón	02	Resto de Europa	148	Armenia	Hombres	69
2008	Aragón	02	Resto de Europa	148	Armenia	Mujeres	52
2008	Aragón	02	Resto de Europa	154	Rusia	Hombres	197
2008	Aragón	02	Resto de Europa	154	Rusia	Mujeres	539
2008	Aragón	02	Resto de Europa	156	Macedonia	Mujeres	2
2008	Aragón	02	Resto de Europa	157	Serbia	Hombres	31
2008	Aragón	02	Resto de Europa	157	Serbia	Mujeres	22
2008	Aragón	02	Resto de Europa	436	Turquía	Hombres	35
2008	Aragón	02	Resto de Europa	436	Turquía	Mujeres	14
2008	Aragón	03	Magreb	203	Argelia	Hombres	3232
2008	Aragón	03	Magreb	203	Argelia	Mujeres	1279
2008	Aragón	03	Magreb	224	Libia	Hombres	4
2008	Aragón	03	Magreb	224	Libia	Mujeres	1
2008	Aragón	03	Magreb	228	Marruecos	Hombres	10021
2008	Aragón	03	Magreb	228	Marruecos	Mujeres	5087
2008	Aragón	03	Magreb	230	Mauritania	Hombres	278
2008	Aragón	03	Magreb	230	Mauritania	Mujeres	54
2008	Aragón	03	Magreb	248	Túnez	Hombres	52
2008	Aragón	03	Magreb	248	Túnez	Mujeres	39
2008	Aragón	04	Resto de África	201	Burkina Fasso	Hombres	58
2008	Aragón	04	Resto de África	201	Burkina Fasso	Mujeres	20
2008	Aragón	04	Resto de África	202	Angola	Hombres	50
2008	Aragón	04	Resto de África	202	Angola	Mujeres	35
2008	Aragón	04	Resto de África	204	Benin	Hombres	3
2008	Aragón	04	Resto de África	204	Benin	Mujeres	2
2008	Aragón	04	Resto de África	206	Burundi	Hombres	2
2008	Aragón	04	Resto de África	206	Burundi	Mujeres	1
2008	Aragón	04	Resto de África	207	Cabo Verde	Hombres	270
2008	Aragón	04	Resto de África	207	Cabo Verde	Mujeres	220
2008	Aragón	04	Resto de África	208	Camerún	Hombres	105
2008	Aragón	04	Resto de África	208	Camerún	Mujeres	84
2008	Aragón	04	Resto de África	210	Congo	Hombres	23
2008	Aragón	04	Resto de África	210	Congo	Mujeres	12
2008	Aragón	04	Resto de África	211	Costa de Marfil	Hombres	59
2008	Aragón	04	Resto de África	211	Costa de Marfil	Mujeres	28
2008	Aragón	04	Resto de África	213	Egipto	Hombres	121
2008	Aragón	04	Resto de África	213	Egipto	Mujeres	40
2008	Aragón	04	Resto de África	214	Etiopía	Hombres	3
2008	Aragón	04	Resto de África	214	Etiopía	Mujeres	1
2008	Aragón	04	Resto de África	215	Gabón	Hombres	5
2008	Aragón	04	Resto de África	215	Gabón	Mujeres	3
2008	Aragón	04	Resto de África	216	Gambia	Hombres	1532
2008	Aragón	04	Resto de África	216	Gambia	Mujeres	558
2008	Aragón	04	Resto de África	217	Ghana	Hombres	1242
2008	Aragón	04	Resto de África	217	Ghana	Mujeres	299
2008	Aragón	04	Resto de África	218	Guinea	Hombres	501
2008	Aragón	04	Resto de África	218	Guinea	Mujeres	432
2008	Aragón	04	Resto de África	219	Guinea Bissau	Hombres	79
2008	Aragón	04	Resto de África	219	Guinea Bissau	Mujeres	18
2008	Aragón	04	Resto de África	220	Guinea Ecuatorial	Hombres	244
2008	Aragón	04	Resto de África	220	Guinea Ecuatorial	Mujeres	491
2008	Aragón	04	Resto de África	221	Kenia	Hombres	1
2008	Aragón	04	Resto de África	221	Kenia	Mujeres	22
2008	Aragón	04	Resto de África	223	Liberia	Hombres	14
2008	Aragón	04	Resto de África	223	Liberia	Mujeres	7
2008	Aragón	04	Resto de África	227	Mali	Hombres	1088
2008	Aragón	04	Resto de África	227	Mali	Mujeres	163
2008	Aragón	04	Resto de África	231	Mozambique	Hombres	4
2008	Aragón	04	Resto de África	231	Mozambique	Mujeres	4
2008	Aragón	04	Resto de África	232	Namibia	Hombres	1
2008	Aragón	04	Resto de África	233	Níger	Hombres	14
2008	Aragón	04	Resto de África	233	Níger	Mujeres	5
2008	Aragón	04	Resto de África	234	Nigeria	Hombres	404
2008	Aragón	04	Resto de África	234	Nigeria	Mujeres	340
2008	Aragón	04	Resto de África	235	República Centroafricana	Hombres	2
2008	Aragón	04	Resto de África	235	República Centroafricana	Mujeres	2
2008	Aragón	04	Resto de África	236	Sudáfrica	Hombres	7
2008	Aragón	04	Resto de África	236	Sudáfrica	Mujeres	3
2008	Aragón	04	Resto de África	237	Ruanda	Hombres	1
2008	Aragón	04	Resto de África	237	Ruanda	Mujeres	2
2008	Aragón	04	Resto de África	238	Santo Tome y Príncipe	Mujeres	1
2008	Aragón	04	Resto de África	239	Senegal	Hombres	2319
2008	Aragón	04	Resto de África	239	Senegal	Mujeres	350
2008	Aragón	04	Resto de África	241	Sierra Leona	Hombres	10
2008	Aragón	04	Resto de África	241	Sierra Leona	Mujeres	8
2008	Aragón	04	Resto de África	243	Sudán	Hombres	6
2008	Aragón	04	Resto de África	243	Sudán	Mujeres	9
2008	Aragón	04	Resto de África	246	Chad	Mujeres	1
2008	Aragón	04	Resto de África	247	Togo	Hombres	12
2008	Aragón	04	Resto de África	247	Togo	Mujeres	4
2008	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Hombres	56
2008	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Mujeres	22
2008	Aragón	04	Resto de África	251	Zambia	Mujeres	1
2008	Aragón	04	Resto de África	252	Zimbabwe	Hombres	1
2008	Aragón	04	Resto de África	299	Países sin relaciones diplomáticas	Hombres	2
2008	Aragón	04	Resto de África	299	Países sin relaciones diplomáticas	Mujeres	1
2008	Aragón	05	América del Norte	301	Canadá	Hombres	17
2008	Aragón	05	América del Norte	301	Canadá	Mujeres	21
2008	Aragón	05	América del Norte	302	Estados Unidos de América	Hombres	256
2008	Aragón	05	América del Norte	302	Estados Unidos de América	Mujeres	157
2008	Aragón	06	Resto de América	303	México	Hombres	142
2008	Aragón	06	Resto de América	303	México	Mujeres	249
2008	Aragón	06	Resto de América	313	Belice	Mujeres	1
2008	Aragón	06	Resto de América	314	Costa Rica	Hombres	19
2008	Aragón	06	Resto de América	314	Costa Rica	Mujeres	15
2008	Aragón	06	Resto de América	315	Cuba	Hombres	532
2008	Aragón	06	Resto de América	315	Cuba	Mujeres	728
2008	Aragón	06	Resto de América	316	Dominica	Hombres	7
2008	Aragón	06	Resto de América	316	Dominica	Mujeres	16
2008	Aragón	06	Resto de América	317	El Salvador	Hombres	100
2008	Aragón	06	Resto de América	317	El Salvador	Mujeres	138
2008	Aragón	06	Resto de América	319	Guatemala	Hombres	42
2008	Aragón	06	Resto de América	319	Guatemala	Mujeres	56
2008	Aragón	06	Resto de América	321	Honduras	Hombres	216
2008	Aragón	06	Resto de América	321	Honduras	Mujeres	395
2008	Aragón	06	Resto de América	323	Nicaragua	Hombres	577
2008	Aragón	06	Resto de América	323	Nicaragua	Mujeres	1767
2008	Aragón	06	Resto de América	324	Panamá	Hombres	29
2008	Aragón	06	Resto de América	324	Panamá	Mujeres	40
2008	Aragón	06	Resto de América	326	República Dominicana	Hombres	870
2008	Aragón	06	Resto de América	326	República Dominicana	Mujeres	1349
2008	Aragón	06	Resto de América	340	Argentina	Hombres	1061
2008	Aragón	06	Resto de América	340	Argentina	Mujeres	1184
2008	Aragón	06	Resto de América	341	Bolivia	Hombres	547
2008	Aragón	06	Resto de América	341	Bolivia	Mujeres	683
2008	Aragón	06	Resto de América	342	Brasil	Hombres	762
2008	Aragón	06	Resto de América	342	Brasil	Mujeres	1577
2008	Aragón	06	Resto de América	343	Colombia	Hombres	3279
2008	Aragón	06	Resto de América	343	Colombia	Mujeres	3985
2008	Aragón	06	Resto de América	344	Chile	Hombres	451
2008	Aragón	06	Resto de América	344	Chile	Mujeres	470
2008	Aragón	06	Resto de América	345	Ecuador	Hombres	5689
2008	Aragón	06	Resto de América	345	Ecuador	Mujeres	5832
2008	Aragón	06	Resto de América	347	Paraguay	Hombres	107
2008	Aragón	06	Resto de América	347	Paraguay	Mujeres	240
2008	Aragón	06	Resto de América	348	Perú	Hombres	1027
2008	Aragón	06	Resto de América	348	Perú	Mujeres	1038
2008	Aragón	06	Resto de América	350	Uruguay	Hombres	306
2008	Aragón	06	Resto de América	350	Uruguay	Mujeres	330
2008	Aragón	06	Resto de América	351	Venezuela	Hombres	383
2008	Aragón	06	Resto de América	351	Venezuela	Mujeres	622
2008	Aragón	07	Asia	401	Afganistán	Hombres	2
2008	Aragón	07	Asia	402	Arabia Saudí	Hombres	2
2008	Aragón	07	Asia	404	Bangladesh	Hombres	14
2008	Aragón	07	Asia	404	Bangladesh	Mujeres	8
2008	Aragón	07	Asia	407	China	Hombres	1818
2008	Aragón	07	Asia	407	China	Mujeres	1533
2008	Aragón	07	Asia	409	Filipinas	Hombres	12
2008	Aragón	07	Asia	409	Filipinas	Mujeres	18
2008	Aragón	07	Asia	410	India	Hombres	62
2008	Aragón	07	Asia	410	India	Mujeres	40
2008	Aragón	07	Asia	411	Indonesia	Hombres	2
2008	Aragón	07	Asia	411	Indonesia	Mujeres	4
2008	Aragón	07	Asia	412	Irak	Hombres	1
2008	Aragón	07	Asia	412	Irak	Mujeres	1
2008	Aragón	07	Asia	413	Irán	Hombres	8
2008	Aragón	07	Asia	413	Irán	Mujeres	3
2008	Aragón	07	Asia	414	Israel	Hombres	4
2008	Aragón	07	Asia	414	Israel	Mujeres	4
2008	Aragón	07	Asia	415	Japón	Hombres	11
2008	Aragón	07	Asia	415	Japón	Mujeres	21
2008	Aragón	07	Asia	416	Jordania	Hombres	13
2008	Aragón	07	Asia	416	Jordania	Mujeres	8
2008	Aragón	07	Asia	419	Laos	Mujeres	1
2008	Aragón	07	Asia	420	Líbano	Hombres	14
2008	Aragón	07	Asia	420	Líbano	Mujeres	10
2008	Aragón	07	Asia	421	Malasia	Hombres	2
2008	Aragón	07	Asia	423	Mongolia	Mujeres	1
2008	Aragón	07	Asia	424	Nepal	Hombres	6
2008	Aragón	07	Asia	424	Nepal	Mujeres	2
2008	Aragón	07	Asia	426	Pakistán	Hombres	654
2008	Aragón	07	Asia	426	Pakistán	Mujeres	127
2008	Aragón	07	Asia	430	República de Corea	Hombres	11
2008	Aragón	07	Asia	430	República de Corea	Mujeres	10
2008	Aragón	07	Asia	433	Siria	Hombres	28
2008	Aragón	07	Asia	433	Siria	Mujeres	13
2008	Aragón	07	Asia	434	Sri-Lanka	Hombres	2
2008	Aragón	07	Asia	434	Sri-Lanka	Mujeres	2
2008	Aragón	07	Asia	435	Tailandia	Mujeres	15
2008	Aragón	07	Asia	437	Vietnam	Hombres	2
2008	Aragón	07	Asia	437	Vietnam	Mujeres	4
2008	Aragón	07	Asia	442	Azerbaiyan	Hombres	3
2008	Aragón	07	Asia	443	Kazajstan	Hombres	4
2008	Aragón	07	Asia	443	Kazajstan	Mujeres	12
2008	Aragón	07	Asia	444	Kirgvistan	Mujeres	12
2008	Aragón	07	Asia	447	Uzbekistán	Hombres	4
2008	Aragón	07	Asia	447	Uzbekistán	Mujeres	8
2008	Aragón	07	Asia	499	Países sin relaciones diplomáticas	Hombres	11
2008	Aragón	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	7
2008	Aragón	08	Oceanía	501	Australia	Hombres	9
2008	Aragón	08	Oceanía	501	Australia	Mujeres	12
2008	Aragón	08	Oceanía	504	Nueva Zelanda	Hombres	3
2008	Aragón	08	Oceanía	504	Nueva Zelanda	Mujeres	4
2008	Aragón	08	Oceanía	511	Micronesia	Hombres	5
2008	Aragón	08	Oceanía	511	Micronesia	Mujeres	1
2008	Aragón	08	Oceanía	512	Tuvalu	Hombres	1
2008	Aragón	08	Oceanía	515	Nauru	Hombres	1
2008	Aragón	08	Oceanía	515	Nauru	Mujeres	2
2008	Aragón	08	Oceanía	516	Palaos	Hombres	4
2008	Aragón	08	Oceanía	516	Palaos	Mujeres	2
2008	Aragón	09	Apátridas y no consta	555	Apátridas	Hombres	20
2008	Aragón	09	Apátridas y no consta	555	Apátridas	Mujeres	9
2009	Aragón	01	UE-27	102	Austria	Hombres	32
2009	Aragón	01	UE-27	102	Austria	Mujeres	32
2009	Aragón	01	UE-27	103	Bélgica	Hombres	124
2009	Aragón	01	UE-27	103	Bélgica	Mujeres	111
2009	Aragón	01	UE-27	104	Bulgaria	Hombres	3169
2009	Aragón	01	UE-27	104	Bulgaria	Mujeres	2644
2009	Aragón	01	UE-27	106	Chipre	Mujeres	2
2009	Aragón	01	UE-27	107	Dinamarca	Hombres	30
2009	Aragón	01	UE-27	107	Dinamarca	Mujeres	12
2009	Aragón	01	UE-27	109	Finlandia	Hombres	8
2009	Aragón	01	UE-27	109	Finlandia	Mujeres	24
2009	Aragón	01	UE-27	110	Francia	Hombres	891
2009	Aragón	01	UE-27	110	Francia	Mujeres	952
2009	Aragón	01	UE-27	111	Grecia	Hombres	33
2009	Aragón	01	UE-27	111	Grecia	Mujeres	25
2009	Aragón	01	UE-27	112	Hungría	Hombres	72
2009	Aragón	01	UE-27	112	Hungría	Mujeres	70
2009	Aragón	01	UE-27	113	Irlanda	Hombres	49
2009	Aragón	01	UE-27	113	Irlanda	Mujeres	40
2009	Aragón	01	UE-27	115	Italia	Hombres	1149
2009	Aragón	01	UE-27	115	Italia	Mujeres	690
2009	Aragón	01	UE-27	118	Malta	Hombres	1
2009	Aragón	01	UE-27	121	Países Bajos	Hombres	251
2009	Aragón	01	UE-27	121	Países Bajos	Mujeres	210
2009	Aragón	01	UE-27	122	Polonia	Hombres	2612
2009	Aragón	01	UE-27	122	Polonia	Mujeres	1720
2009	Aragón	01	UE-27	123	Portugal	Hombres	3746
2009	Aragón	01	UE-27	123	Portugal	Mujeres	1619
2009	Aragón	01	UE-27	125	Reino Unido	Hombres	435
2009	Aragón	01	UE-27	125	Reino Unido	Mujeres	355
2009	Aragón	01	UE-27	126	Alemania	Hombres	462
2009	Aragón	01	UE-27	126	Alemania	Mujeres	421
2009	Aragón	01	UE-27	128	Rumanía	Hombres	34528
2009	Aragón	01	UE-27	128	Rumanía	Mujeres	28652
2009	Aragón	01	UE-27	131	Suecia	Hombres	33
2009	Aragón	01	UE-27	131	Suecia	Mujeres	35
2009	Aragón	01	UE-27	136	Letonia	Hombres	27
2009	Aragón	01	UE-27	136	Letonia	Mujeres	29
2009	Aragón	01	UE-27	141	Estonia	Hombres	3
2009	Aragón	01	UE-27	141	Estonia	Mujeres	9
2009	Aragón	01	UE-27	142	Lituania	Hombres	261
2009	Aragón	01	UE-27	142	Lituania	Mujeres	249
2009	Aragón	01	UE-27	143	República Checa	Hombres	111
2009	Aragón	01	UE-27	143	República Checa	Mujeres	99
2009	Aragón	01	UE-27	144	Eslovaquia	Hombres	130
2009	Aragón	01	UE-27	144	Eslovaquia	Mujeres	78
2009	Aragón	01	UE-27	147	Eslovenia	Hombres	32
2009	Aragón	01	UE-27	147	Eslovenia	Mujeres	24
2009	Aragón	02	Resto de Europa	101	Albania	Hombres	29
2009	Aragón	02	Resto de Europa	101	Albania	Mujeres	29
2009	Aragón	02	Resto de Europa	114	Islandia	Hombres	1
2009	Aragón	02	Resto de Europa	120	Noruega	Hombres	16
2009	Aragón	02	Resto de Europa	120	Noruega	Mujeres	11
2009	Aragón	02	Resto de Europa	124	Andorra	Hombres	10
2009	Aragón	02	Resto de Europa	124	Andorra	Mujeres	8
2009	Aragón	02	Resto de Europa	132	Suiza	Hombres	44
2009	Aragón	02	Resto de Europa	132	Suiza	Mujeres	35
2009	Aragón	02	Resto de Europa	135	Ucrania	Hombres	962
2009	Aragón	02	Resto de Europa	135	Ucrania	Mujeres	1053
2009	Aragón	02	Resto de Europa	137	Moldova	Hombres	200
2009	Aragón	02	Resto de Europa	137	Moldova	Mujeres	187
2009	Aragón	02	Resto de Europa	138	Bielorrusia	Hombres	40
2009	Aragón	02	Resto de Europa	138	Bielorrusia	Mujeres	65
2009	Aragón	02	Resto de Europa	139	Georgia	Hombres	40
2009	Aragón	02	Resto de Europa	139	Georgia	Mujeres	23
2009	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	13
2009	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	26
2009	Aragón	02	Resto de Europa	146	Croacia	Hombres	10
2009	Aragón	02	Resto de Europa	146	Croacia	Mujeres	12
2009	Aragón	02	Resto de Europa	148	Armenia	Hombres	69
2009	Aragón	02	Resto de Europa	148	Armenia	Mujeres	53
2009	Aragón	02	Resto de Europa	154	Rusia	Hombres	174
2009	Aragón	02	Resto de Europa	154	Rusia	Mujeres	571
2009	Aragón	02	Resto de Europa	156	Macedonia	Mujeres	2
2009	Aragón	02	Resto de Europa	157	Serbia	Hombres	30
2009	Aragón	02	Resto de Europa	157	Serbia	Mujeres	15
2009	Aragón	02	Resto de Europa	436	Turquía	Hombres	44
2009	Aragón	02	Resto de Europa	436	Turquía	Mujeres	19
2009	Aragón	03	Magreb	203	Argelia	Hombres	3482
2009	Aragón	03	Magreb	203	Argelia	Mujeres	1484
2009	Aragón	03	Magreb	224	Libia	Hombres	3
2009	Aragón	03	Magreb	224	Libia	Mujeres	1
2009	Aragón	03	Magreb	228	Marruecos	Hombres	11597
2009	Aragón	03	Magreb	228	Marruecos	Mujeres	6234
2009	Aragón	03	Magreb	230	Mauritania	Hombres	409
2009	Aragón	03	Magreb	230	Mauritania	Mujeres	67
2009	Aragón	03	Magreb	248	Túnez	Hombres	47
2009	Aragón	03	Magreb	248	Túnez	Mujeres	33
2009	Aragón	04	Resto de África	201	Burkina Fasso	Hombres	85
2009	Aragón	04	Resto de África	201	Burkina Fasso	Mujeres	30
2009	Aragón	04	Resto de África	202	Angola	Hombres	52
2009	Aragón	04	Resto de África	202	Angola	Mujeres	30
2009	Aragón	04	Resto de África	204	Benin	Hombres	6
2009	Aragón	04	Resto de África	204	Benin	Mujeres	2
2009	Aragón	04	Resto de África	206	Burundi	Hombres	5
2009	Aragón	04	Resto de África	206	Burundi	Mujeres	1
2009	Aragón	04	Resto de África	207	Cabo Verde	Hombres	258
2009	Aragón	04	Resto de África	207	Cabo Verde	Mujeres	221
2009	Aragón	04	Resto de África	208	Camerún	Hombres	113
2009	Aragón	04	Resto de África	208	Camerún	Mujeres	87
2009	Aragón	04	Resto de África	210	Congo	Hombres	26
2009	Aragón	04	Resto de África	210	Congo	Mujeres	11
2009	Aragón	04	Resto de África	211	Costa de Marfil	Hombres	66
2009	Aragón	04	Resto de África	211	Costa de Marfil	Mujeres	30
2009	Aragón	04	Resto de África	213	Egipto	Hombres	121
2009	Aragón	04	Resto de África	213	Egipto	Mujeres	45
2009	Aragón	04	Resto de África	214	Etiopía	Hombres	5
2009	Aragón	04	Resto de África	215	Gabón	Hombres	5
2009	Aragón	04	Resto de África	215	Gabón	Mujeres	4
2009	Aragón	04	Resto de África	216	Gambia	Hombres	1776
2009	Aragón	04	Resto de África	216	Gambia	Mujeres	588
2009	Aragón	04	Resto de África	217	Ghana	Hombres	1333
2009	Aragón	04	Resto de África	217	Ghana	Mujeres	359
2009	Aragón	04	Resto de África	218	Guinea	Hombres	540
2009	Aragón	04	Resto de África	218	Guinea	Mujeres	469
2009	Aragón	04	Resto de África	219	Guinea Bissau	Hombres	103
2009	Aragón	04	Resto de África	219	Guinea Bissau	Mujeres	21
2009	Aragón	04	Resto de África	220	Guinea Ecuatorial	Hombres	258
