Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
1998	Aragón	01	UE-15	102	Austria	Hombres	8
1998	Aragón	01	UE-15	102	Austria	Mujeres	8
1998	Aragón	01	UE-15	103	Bélgica	Hombres	37
1998	Aragón	01	UE-15	103	Bélgica	Mujeres	32
1998	Aragón	01	UE-15	107	Dinamarca	Hombres	7
1998	Aragón	01	UE-15	107	Dinamarca	Mujeres	3
1998	Aragón	01	UE-15	109	Finlandia	Hombres	1
1998	Aragón	01	UE-15	109	Finlandia	Mujeres	2
1998	Aragón	01	UE-15	110	Francia	Hombres	335
1998	Aragón	01	UE-15	110	Francia	Mujeres	499
1998	Aragón	01	UE-15	111	Grecia	Hombres	6
1998	Aragón	01	UE-15	111	Grecia	Mujeres	1
1998	Aragón	01	UE-15	113	Irlanda	Hombres	13
1998	Aragón	01	UE-15	113	Irlanda	Mujeres	19
1998	Aragón	01	UE-15	115	Italia	Hombres	148
1998	Aragón	01	UE-15	115	Italia	Mujeres	70
1998	Aragón	01	UE-15	117	Luxemburgo	Hombres	1
1998	Aragón	01	UE-15	117	Luxemburgo	Mujeres	1
1998	Aragón	01	UE-15	121	Países Bajos	Hombres	45
1998	Aragón	01	UE-15	121	Países Bajos	Mujeres	36
1998	Aragón	01	UE-15	123	Portugal	Hombres	258
1998	Aragón	01	UE-15	123	Portugal	Mujeres	250
1998	Aragón	01	UE-15	125	Reino Unido	Hombres	112
1998	Aragón	01	UE-15	125	Reino Unido	Mujeres	119
1998	Aragón	01	UE-15	126	Alemania	Hombres	123
1998	Aragón	01	UE-15	126	Alemania	Mujeres	115
1998	Aragón	01	UE-15	131	Suecia	Hombres	5
1998	Aragón	01	UE-15	131	Suecia	Mujeres	5
1998	Aragón	02	Resto de Europa	101	Albania	Hombres	2
1998	Aragón	02	Resto de Europa	101	Albania	Mujeres	1
1998	Aragón	02	Resto de Europa	104	Bulgaria	Hombres	7
1998	Aragón	02	Resto de Europa	104	Bulgaria	Mujeres	3
1998	Aragón	02	Resto de Europa	112	Hungría	Hombres	4
1998	Aragón	02	Resto de Europa	114	Islandia	Mujeres	1
1998	Aragón	02	Resto de Europa	118	Malta	Hombres	1
1998	Aragón	02	Resto de Europa	120	Noruega	Hombres	4
1998	Aragón	02	Resto de Europa	120	Noruega	Mujeres	7
1998	Aragón	02	Resto de Europa	122	Polonia	Hombres	41
1998	Aragón	02	Resto de Europa	122	Polonia	Mujeres	31
1998	Aragón	02	Resto de Europa	124	Andorra	Hombres	4
1998	Aragón	02	Resto de Europa	124	Andorra	Mujeres	5
1998	Aragón	02	Resto de Europa	128	Rumanía	Hombres	21
1998	Aragón	02	Resto de Europa	128	Rumanía	Mujeres	15
1998	Aragón	02	Resto de Europa	132	Suiza	Hombres	31
1998	Aragón	02	Resto de Europa	132	Suiza	Mujeres	32
1998	Aragón	02	Resto de Europa	135	Ucrania	Hombres	1
1998	Aragón	02	Resto de Europa	135	Ucrania	Mujeres	4
1998	Aragón	02	Resto de Europa	138	Bielorrusia	Hombres	3
1998	Aragón	02	Resto de Europa	138	Bielorrusia	Mujeres	6
1998	Aragón	02	Resto de Europa	143	República Checa	Mujeres	4
1998	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	6
1998	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	9
1998	Aragón	02	Resto de Europa	146	Croacia	Hombres	1
1998	Aragón	02	Resto de Europa	146	Croacia	Mujeres	1
1998	Aragón	02	Resto de Europa	147	Eslovenia	Mujeres	1
1998	Aragón	02	Resto de Europa	148	Armenia	Hombres	2
1998	Aragón	02	Resto de Europa	148	Armenia	Mujeres	2
1998	Aragón	02	Resto de Europa	154	Rusia	Hombres	3
1998	Aragón	02	Resto de Europa	154	Rusia	Mujeres	19
1998	Aragón	02	Resto de Europa	155	Yugoslavia	Hombres	21
1998	Aragón	02	Resto de Europa	155	Yugoslavia	Mujeres	14
1998	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	Hombres	1
1998	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	Mujeres	1
1998	Aragón	02	Resto de Europa	436	Turquía	Hombres	4
1998	Aragón	03	Magreb	203	Argelia	Hombres	254
1998	Aragón	03	Magreb	203	Argelia	Mujeres	26
1998	Aragón	03	Magreb	224	Libia	Hombres	1
1998	Aragón	03	Magreb	228	Marruecos	Hombres	807
1998	Aragón	03	Magreb	228	Marruecos	Mujeres	348
1998	Aragón	03	Magreb	230	Mauritania	Hombres	4
1998	Aragón	03	Magreb	230	Mauritania	Mujeres	5
1998	Aragón	03	Magreb	248	Túnez	Hombres	7
1998	Aragón	03	Magreb	248	Túnez	Mujeres	5
1998	Aragón	04	Resto de África	202	Angola	Hombres	22
1998	Aragón	04	Resto de África	202	Angola	Mujeres	16
1998	Aragón	04	Resto de África	204	Benin	Hombres	1
1998	Aragón	04	Resto de África	204	Benin	Mujeres	1
1998	Aragón	04	Resto de África	207	Cabo Verde	Hombres	106
1998	Aragón	04	Resto de África	207	Cabo Verde	Mujeres	94
1998	Aragón	04	Resto de África	208	Camerún	Hombres	4
1998	Aragón	04	Resto de África	208	Camerún	Mujeres	8
1998	Aragón	04	Resto de África	210	Congo	Hombres	1
1998	Aragón	04	Resto de África	211	Costa de Marfil	Hombres	11
1998	Aragón	04	Resto de África	213	Egipto	Hombres	14
1998	Aragón	04	Resto de África	213	Egipto	Mujeres	2
1998	Aragón	04	Resto de África	215	Gabón	Hombres	2
1998	Aragón	04	Resto de África	216	Gambia	Hombres	151
1998	Aragón	04	Resto de África	216	Gambia	Mujeres	64
1998	Aragón	04	Resto de África	217	Ghana	Hombres	42
1998	Aragón	04	Resto de África	217	Ghana	Mujeres	11
1998	Aragón	04	Resto de África	218	Guinea	Hombres	48
1998	Aragón	04	Resto de África	218	Guinea	Mujeres	56
1998	Aragón	04	Resto de África	220	Guinea Ecuatorial	Hombres	53
1998	Aragón	04	Resto de África	220	Guinea Ecuatorial	Mujeres	91
1998	Aragón	04	Resto de África	221	Kenia	Mujeres	5
1998	Aragón	04	Resto de África	222	Lesotho	Hombres	1
1998	Aragón	04	Resto de África	223	Liberia	Hombres	44
1998	Aragón	04	Resto de África	223	Liberia	Mujeres	9
1998	Aragón	04	Resto de África	225	Madagascar	Hombres	1
1998	Aragón	04	Resto de África	227	Mali	Hombres	19
1998	Aragón	04	Resto de África	227	Mali	Mujeres	3
1998	Aragón	04	Resto de África	229	Mauricio	Hombres	1
1998	Aragón	04	Resto de África	232	Namibia	Hombres	2
1998	Aragón	04	Resto de África	233	Níger	Hombres	2
1998	Aragón	04	Resto de África	234	Nigeria	Hombres	14
1998	Aragón	04	Resto de África	234	Nigeria	Mujeres	12
1998	Aragón	04	Resto de África	235	República Centroafricana	Hombres	1
1998	Aragón	04	Resto de África	235	República Centroafricana	Mujeres	1
1998	Aragón	04	Resto de África	236	Sudáfrica	Hombres	5
1998	Aragón	04	Resto de África	236	Sudáfrica	Mujeres	4
1998	Aragón	04	Resto de África	237	Ruanda	Hombres	3
1998	Aragón	04	Resto de África	239	Senegal	Hombres	144
1998	Aragón	04	Resto de África	239	Senegal	Mujeres	23
1998	Aragón	04	Resto de África	241	Sierra Leona	Hombres	6
1998	Aragón	04	Resto de África	241	Sierra Leona	Mujeres	2
1998	Aragón	04	Resto de África	242	Somalia	Hombres	2
1998	Aragón	04	Resto de África	246	Chad	Hombres	1
1998	Aragón	04	Resto de África	247	Togo	Hombres	4
1998	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Hombres	13
1998	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Mujeres	6
1998	Aragón	04	Resto de África	253	Eritrea	Hombres	1
1998	Aragón	05	América del Norte	301	Canadá	Hombres	11
1998	Aragón	05	América del Norte	301	Canadá	Mujeres	6
1998	Aragón	05	América del Norte	302	Estados Unidos de América	Hombres	180
1998	Aragón	05	América del Norte	302	Estados Unidos de América	Mujeres	127
1998	Aragón	06	Resto de América	303	México	Hombres	16
1998	Aragón	06	Resto de América	303	México	Mujeres	48
1998	Aragón	06	Resto de América	314	Costa Rica	Hombres	5
1998	Aragón	06	Resto de América	314	Costa Rica	Mujeres	3
1998	Aragón	06	Resto de América	315	Cuba	Hombres	55
1998	Aragón	06	Resto de América	315	Cuba	Mujeres	137
1998	Aragón	06	Resto de América	316	Dominica	Hombres	3
1998	Aragón	06	Resto de América	316	Dominica	Mujeres	10
1998	Aragón	06	Resto de América	317	El Salvador	Hombres	2
1998	Aragón	06	Resto de América	317	El Salvador	Mujeres	5
1998	Aragón	06	Resto de América	318	Granada	Hombres	1
1998	Aragón	06	Resto de América	318	Granada	Mujeres	1
1998	Aragón	06	Resto de América	319	Guatemala	Hombres	5
1998	Aragón	06	Resto de América	319	Guatemala	Mujeres	9
1998	Aragón	06	Resto de América	320	Haití	Hombres	1
1998	Aragón	06	Resto de América	321	Honduras	Hombres	19
1998	Aragón	06	Resto de América	321	Honduras	Mujeres	37
1998	Aragón	06	Resto de América	322	Jamaica	Hombres	2
1998	Aragón	06	Resto de América	323	Nicaragua	Hombres	8
1998	Aragón	06	Resto de América	323	Nicaragua	Mujeres	4
1998	Aragón	06	Resto de América	324	Panamá	Hombres	6
1998	Aragón	06	Resto de América	324	Panamá	Mujeres	8
1998	Aragón	06	Resto de América	326	República Dominicana	Hombres	59
1998	Aragón	06	Resto de América	326	República Dominicana	Mujeres	272
1998	Aragón	06	Resto de América	340	Argentina	Hombres	129
1998	Aragón	06	Resto de América	340	Argentina	Mujeres	142
1998	Aragón	06	Resto de América	341	Bolivia	Hombres	8
1998	Aragón	06	Resto de América	341	Bolivia	Mujeres	7
1998	Aragón	06	Resto de América	342	Brasil	Hombres	37
1998	Aragón	06	Resto de América	342	Brasil	Mujeres	83
1998	Aragón	06	Resto de América	343	Colombia	Hombres	48
1998	Aragón	06	Resto de América	343	Colombia	Mujeres	93
1998	Aragón	06	Resto de América	344	Chile	Hombres	25
1998	Aragón	06	Resto de América	344	Chile	Mujeres	56
1998	Aragón	06	Resto de América	345	Ecuador	Hombres	23
1998	Aragón	06	Resto de América	345	Ecuador	Mujeres	27
1998	Aragón	06	Resto de América	347	Paraguay	Hombres	3
1998	Aragón	06	Resto de América	347	Paraguay	Mujeres	7
1998	Aragón	06	Resto de América	348	Perú	Hombres	93
1998	Aragón	06	Resto de América	348	Perú	Mujeres	128
1998	Aragón	06	Resto de América	350	Uruguay	Hombres	24
1998	Aragón	06	Resto de América	350	Uruguay	Mujeres	22
1998	Aragón	06	Resto de América	351	Venezuela	Hombres	64
1998	Aragón	06	Resto de América	351	Venezuela	Mujeres	72
1998	Aragón	07	Asia	401	Afganistán	Hombres	1
1998	Aragón	07	Asia	407	China	Hombres	100
1998	Aragón	07	Asia	407	China	Mujeres	85
1998	Aragón	07	Asia	409	Filipinas	Hombres	5
1998	Aragón	07	Asia	409	Filipinas	Mujeres	13
1998	Aragón	07	Asia	410	India	Hombres	7
1998	Aragón	07	Asia	410	India	Mujeres	11
1998	Aragón	07	Asia	412	Irak	Hombres	2
1998	Aragón	07	Asia	413	Irán	Hombres	4
1998	Aragón	07	Asia	413	Irán	Mujeres	1
1998	Aragón	07	Asia	414	Israel	Hombres	3
1998	Aragón	07	Asia	414	Israel	Mujeres	2
1998	Aragón	07	Asia	415	Japón	Hombres	2
1998	Aragón	07	Asia	415	Japón	Mujeres	5
1998	Aragón	07	Asia	416	Jordania	Hombres	19
1998	Aragón	07	Asia	416	Jordania	Mujeres	7
1998	Aragón	07	Asia	419	Laos	Hombres	2
1998	Aragón	07	Asia	419	Laos	Mujeres	6
1998	Aragón	07	Asia	420	Líbano	Hombres	18
1998	Aragón	07	Asia	420	Líbano	Mujeres	4
1998	Aragón	07	Asia	421	Malasia	Hombres	1
1998	Aragón	07	Asia	421	Malasia	Mujeres	2
1998	Aragón	07	Asia	423	Mongolia	Mujeres	1
1998	Aragón	07	Asia	426	Pakistán	Hombres	36
1998	Aragón	07	Asia	426	Pakistán	Mujeres	11
1998	Aragón	07	Asia	430	República de Corea	Hombres	11
1998	Aragón	07	Asia	430	República de Corea	Mujeres	13
1998	Aragón	07	Asia	433	Siria	Hombres	18
1998	Aragón	07	Asia	433	Siria	Mujeres	8
1998	Aragón	07	Asia	435	Tailandia	Hombres	1
1998	Aragón	07	Asia	435	Tailandia	Mujeres	5
1998	Aragón	07	Asia	437	Vietnam	Hombres	1
1998	Aragón	07	Asia	437	Vietnam	Mujeres	1
1998	Aragón	07	Asia	441	Yemen	Mujeres	1
1998	Aragón	08	Oceanía	501	Australia	Hombres	5
1998	Aragón	08	Oceanía	501	Australia	Mujeres	5
1998	Aragón	08	Oceanía	504	Nueva Zelanda	Mujeres	2
1998	Aragón	08	Oceanía	511	Micronesia	Hombres	1
1998	Aragón	08	Oceanía	511	Micronesia	Mujeres	1
1998	Aragón	08	Oceanía	512	Tuvalu	Hombres	1
1998	Aragón	09	Apátridas y no consta	555	Apátridas	Hombres	4
1998	Aragón	09	Apátridas y no consta	555	Apátridas	Mujeres	3
1999	Aragón	01	UE-15	102	Austria	Hombres	9
1999	Aragón	01	UE-15	102	Austria	Mujeres	8
1999	Aragón	01	UE-15	103	Bélgica	Hombres	37
1999	Aragón	01	UE-15	103	Bélgica	Mujeres	32
1999	Aragón	01	UE-15	107	Dinamarca	Hombres	8
1999	Aragón	01	UE-15	107	Dinamarca	Mujeres	3
1999	Aragón	01	UE-15	109	Finlandia	Hombres	2
1999	Aragón	01	UE-15	109	Finlandia	Mujeres	2
1999	Aragón	01	UE-15	110	Francia	Hombres	343
1999	Aragón	01	UE-15	110	Francia	Mujeres	501
1999	Aragón	01	UE-15	111	Grecia	Hombres	7
1999	Aragón	01	UE-15	111	Grecia	Mujeres	1
1999	Aragón	01	UE-15	113	Irlanda	Hombres	16
1999	Aragón	01	UE-15	113	Irlanda	Mujeres	20
1999	Aragón	01	UE-15	115	Italia	Hombres	161
1999	Aragón	01	UE-15	115	Italia	Mujeres	74
1999	Aragón	01	UE-15	117	Luxemburgo	Hombres	1
1999	Aragón	01	UE-15	121	Países Bajos	Hombres	47
1999	Aragón	01	UE-15	121	Países Bajos	Mujeres	37
1999	Aragón	01	UE-15	123	Portugal	Hombres	286
1999	Aragón	01	UE-15	123	Portugal	Mujeres	277
1999	Aragón	01	UE-15	125	Reino Unido	Hombres	116
1999	Aragón	01	UE-15	125	Reino Unido	Mujeres	124
1999	Aragón	01	UE-15	126	Alemania	Hombres	134
1999	Aragón	01	UE-15	126	Alemania	Mujeres	125
1999	Aragón	01	UE-15	131	Suecia	Hombres	6
1999	Aragón	01	UE-15	131	Suecia	Mujeres	5
1999	Aragón	02	Resto de Europa	101	Albania	Hombres	3
1999	Aragón	02	Resto de Europa	101	Albania	Mujeres	1
1999	Aragón	02	Resto de Europa	104	Bulgaria	Hombres	7
1999	Aragón	02	Resto de Europa	104	Bulgaria	Mujeres	3
1999	Aragón	02	Resto de Europa	112	Hungría	Hombres	4
1999	Aragón	02	Resto de Europa	112	Hungría	Mujeres	1
1999	Aragón	02	Resto de Europa	118	Malta	Hombres	1
1999	Aragón	02	Resto de Europa	120	Noruega	Hombres	5
1999	Aragón	02	Resto de Europa	120	Noruega	Mujeres	7
1999	Aragón	02	Resto de Europa	122	Polonia	Hombres	49
1999	Aragón	02	Resto de Europa	122	Polonia	Mujeres	41
1999	Aragón	02	Resto de Europa	124	Andorra	Hombres	4
1999	Aragón	02	Resto de Europa	124	Andorra	Mujeres	5
1999	Aragón	02	Resto de Europa	128	Rumanía	Hombres	32
1999	Aragón	02	Resto de Europa	128	Rumanía	Mujeres	26
1999	Aragón	02	Resto de Europa	132	Suiza	Hombres	33
1999	Aragón	02	Resto de Europa	132	Suiza	Mujeres	31
1999	Aragón	02	Resto de Europa	135	Ucrania	Hombres	3
1999	Aragón	02	Resto de Europa	135	Ucrania	Mujeres	6
1999	Aragón	02	Resto de Europa	138	Bielorrusia	Hombres	3
1999	Aragón	02	Resto de Europa	138	Bielorrusia	Mujeres	6
1999	Aragón	02	Resto de Europa	143	República Checa	Mujeres	8
1999	Aragón	02	Resto de Europa	144	Eslovaquia	Mujeres	1
1999	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	13
1999	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	14
1999	Aragón	02	Resto de Europa	146	Croacia	Hombres	1
1999	Aragón	02	Resto de Europa	146	Croacia	Mujeres	2
1999	Aragón	02	Resto de Europa	147	Eslovenia	Mujeres	1
1999	Aragón	02	Resto de Europa	148	Armenia	Hombres	2
1999	Aragón	02	Resto de Europa	148	Armenia	Mujeres	2
1999	Aragón	02	Resto de Europa	154	Rusia	Hombres	4
1999	Aragón	02	Resto de Europa	154	Rusia	Mujeres	23
1999	Aragón	02	Resto de Europa	155	Yugoslavia	Hombres	22
1999	Aragón	02	Resto de Europa	155	Yugoslavia	Mujeres	14
1999	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	Hombres	1
1999	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	Mujeres	2
1999	Aragón	02	Resto de Europa	436	Turquía	Hombres	4
1999	Aragón	03	Magreb	203	Argelia	Hombres	315
1999	Aragón	03	Magreb	203	Argelia	Mujeres	43
1999	Aragón	03	Magreb	228	Marruecos	Hombres	935
1999	Aragón	03	Magreb	228	Marruecos	Mujeres	419
1999	Aragón	03	Magreb	230	Mauritania	Hombres	13
1999	Aragón	03	Magreb	230	Mauritania	Mujeres	8
1999	Aragón	03	Magreb	248	Túnez	Hombres	9
1999	Aragón	03	Magreb	248	Túnez	Mujeres	5
1999	Aragón	04	Resto de África	201	Burkina Fasso	Hombres	2
1999	Aragón	04	Resto de África	202	Angola	Hombres	26
1999	Aragón	04	Resto de África	202	Angola	Mujeres	17
1999	Aragón	04	Resto de África	204	Benin	Hombres	1
1999	Aragón	04	Resto de África	204	Benin	Mujeres	1
1999	Aragón	04	Resto de África	206	Burundi	Hombres	1
1999	Aragón	04	Resto de África	207	Cabo Verde	Hombres	114
1999	Aragón	04	Resto de África	207	Cabo Verde	Mujeres	96
1999	Aragón	04	Resto de África	208	Camerún	Hombres	4
1999	Aragón	04	Resto de África	208	Camerún	Mujeres	11
1999	Aragón	04	Resto de África	210	Congo	Hombres	3
1999	Aragón	04	Resto de África	210	Congo	Mujeres	1
1999	Aragón	04	Resto de África	211	Costa de Marfil	Hombres	13
1999	Aragón	04	Resto de África	213	Egipto	Hombres	18
1999	Aragón	04	Resto de África	213	Egipto	Mujeres	2
1999	Aragón	04	Resto de África	215	Gabón	Hombres	2
1999	Aragón	04	Resto de África	216	Gambia	Hombres	198
1999	Aragón	04	Resto de África	216	Gambia	Mujeres	109
1999	Aragón	04	Resto de África	217	Ghana	Hombres	52
1999	Aragón	04	Resto de África	217	Ghana	Mujeres	13
1999	Aragón	04	Resto de África	218	Guinea	Hombres	65
1999	Aragón	04	Resto de África	218	Guinea	Mujeres	64
1999	Aragón	04	Resto de África	219	Guinea Bissau	Hombres	3
1999	Aragón	04	Resto de África	220	Guinea Ecuatorial	Hombres	72
1999	Aragón	04	Resto de África	220	Guinea Ecuatorial	Mujeres	111
1999	Aragón	04	Resto de África	221	Kenia	Mujeres	5
1999	Aragón	04	Resto de África	222	Lesotho	Hombres	1
1999	Aragón	04	Resto de África	223	Liberia	Hombres	49
1999	Aragón	04	Resto de África	223	Liberia	Mujeres	14
1999	Aragón	04	Resto de África	225	Madagascar	Hombres	1
1999	Aragón	04	Resto de África	227	Mali	Hombres	40
1999	Aragón	04	Resto de África	227	Mali	Mujeres	5
1999	Aragón	04	Resto de África	229	Mauricio	Hombres	1
1999	Aragón	04	Resto de África	231	Mozambique	Hombres	1
1999	Aragón	04	Resto de África	232	Namibia	Hombres	1
1999	Aragón	04	Resto de África	233	Níger	Hombres	1
1999	Aragón	04	Resto de África	234	Nigeria	Hombres	22
1999	Aragón	04	Resto de África	234	Nigeria	Mujeres	15
1999	Aragón	04	Resto de África	235	República Centroafricana	Hombres	1
1999	Aragón	04	Resto de África	235	República Centroafricana	Mujeres	1
1999	Aragón	04	Resto de África	236	Sudáfrica	Hombres	6
1999	Aragón	04	Resto de África	236	Sudáfrica	Mujeres	4
1999	Aragón	04	Resto de África	237	Ruanda	Hombres	5
1999	Aragón	04	Resto de África	239	Senegal	Hombres	166
1999	Aragón	04	Resto de África	239	Senegal	Mujeres	32
1999	Aragón	04	Resto de África	241	Sierra Leona	Hombres	6
1999	Aragón	04	Resto de África	241	Sierra Leona	Mujeres	3
1999	Aragón	04	Resto de África	242	Somalia	Hombres	2
1999	Aragón	04	Resto de África	246	Chad	Hombres	1
1999	Aragón	04	Resto de África	247	Togo	Hombres	4
1999	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Hombres	17
1999	Aragón	04	Resto de África	250	Rep. Democrática del Congo	Mujeres	6
1999	Aragón	05	América del Norte	301	Canadá	Hombres	12
1999	Aragón	05	América del Norte	301	Canadá	Mujeres	7
1999	Aragón	05	América del Norte	302	Estados Unidos de América	Hombres	184
1999	Aragón	05	América del Norte	302	Estados Unidos de América	Mujeres	135
1999	Aragón	06	Resto de América	303	México	Hombres	16
1999	Aragón	06	Resto de América	303	México	Mujeres	50
1999	Aragón	06	Resto de América	314	Costa Rica	Hombres	5
1999	Aragón	06	Resto de América	314	Costa Rica	Mujeres	2
1999	Aragón	06	Resto de América	315	Cuba	Hombres	74
1999	Aragón	06	Resto de América	315	Cuba	Mujeres	161
1999	Aragón	06	Resto de América	316	Dominica	Hombres	4
1999	Aragón	06	Resto de América	316	Dominica	Mujeres	10
1999	Aragón	06	Resto de América	317	El Salvador	Hombres	3
1999	Aragón	06	Resto de América	317	El Salvador	Mujeres	5
1999	Aragón	06	Resto de América	318	Granada	Hombres	1
1999	Aragón	06	Resto de América	319	Guatemala	Hombres	4
1999	Aragón	06	Resto de América	319	Guatemala	Mujeres	7
1999	Aragón	06	Resto de América	320	Haití	Hombres	1
1999	Aragón	06	Resto de América	320	Haití	Mujeres	1
1999	Aragón	06	Resto de América	321	Honduras	Hombres	21
1999	Aragón	06	Resto de América	321	Honduras	Mujeres	40
1999	Aragón	06	Resto de América	322	Jamaica	Hombres	2
1999	Aragón	06	Resto de América	323	Nicaragua	Hombres	9
1999	Aragón	06	Resto de América	323	Nicaragua	Mujeres	5
1999	Aragón	06	Resto de América	324	Panamá	Hombres	6
1999	Aragón	06	Resto de América	324	Panamá	Mujeres	8
1999	Aragón	06	Resto de América	326	República Dominicana	Hombres	82
1999	Aragón	06	Resto de América	326	República Dominicana	Mujeres	312
1999	Aragón	06	Resto de América	340	Argentina	Hombres	123
1999	Aragón	06	Resto de América	340	Argentina	Mujeres	149
1999	Aragón	06	Resto de América	341	Bolivia	Hombres	9
1999	Aragón	06	Resto de América	341	Bolivia	Mujeres	10
1999	Aragón	06	Resto de América	342	Brasil	Hombres	37
1999	Aragón	06	Resto de América	342	Brasil	Mujeres	94
1999	Aragón	06	Resto de América	343	Colombia	Hombres	52
1999	Aragón	06	Resto de América	343	Colombia	Mujeres	113
1999	Aragón	06	Resto de América	344	Chile	Hombres	28
1999	Aragón	06	Resto de América	344	Chile	Mujeres	63
1999	Aragón	06	Resto de América	345	Ecuador	Hombres	51
1999	Aragón	06	Resto de América	345	Ecuador	Mujeres	53
1999	Aragón	06	Resto de América	347	Paraguay	Hombres	5
1999	Aragón	06	Resto de América	347	Paraguay	Mujeres	7
1999	Aragón	06	Resto de América	348	Perú	Hombres	103
1999	Aragón	06	Resto de América	348	Perú	Mujeres	150
1999	Aragón	06	Resto de América	350	Uruguay	Hombres	24
1999	Aragón	06	Resto de América	350	Uruguay	Mujeres	21
1999	Aragón	06	Resto de América	351	Venezuela	Hombres	71
1999	Aragón	06	Resto de América	351	Venezuela	Mujeres	78
1999	Aragón	07	Asia	401	Afganistán	Hombres	1
1999	Aragón	07	Asia	402	Arabia Saudí	Hombres	1
1999	Aragón	07	Asia	407	China	Hombres	112
1999	Aragón	07	Asia	407	China	Mujeres	99
1999	Aragón	07	Asia	409	Filipinas	Hombres	4
1999	Aragón	07	Asia	409	Filipinas	Mujeres	13
1999	Aragón	07	Asia	410	India	Hombres	7
1999	Aragón	07	Asia	410	India	Mujeres	12
1999	Aragón	07	Asia	411	Indonesia	Mujeres	1
1999	Aragón	07	Asia	412	Irak	Hombres	1
1999	Aragón	07	Asia	413	Irán	Hombres	5
1999	Aragón	07	Asia	413	Irán	Mujeres	1
1999	Aragón	07	Asia	414	Israel	Hombres	3
1999	Aragón	07	Asia	414	Israel	Mujeres	2
1999	Aragón	07	Asia	415	Japón	Hombres	2
1999	Aragón	07	Asia	415	Japón	Mujeres	4
1999	Aragón	07	Asia	416	Jordania	Hombres	19
1999	Aragón	07	Asia	416	Jordania	Mujeres	8
1999	Aragón	07	Asia	419	Laos	Hombres	3
1999	Aragón	07	Asia	419	Laos	Mujeres	6
1999	Aragón	07	Asia	420	Líbano	Hombres	19
1999	Aragón	07	Asia	420	Líbano	Mujeres	5
1999	Aragón	07	Asia	421	Malasia	Hombres	1
1999	Aragón	07	Asia	421	Malasia	Mujeres	2
1999	Aragón	07	Asia	423	Mongolia	Mujeres	1
1999	Aragón	07	Asia	426	Pakistán	Hombres	44
1999	Aragón	07	Asia	426	Pakistán	Mujeres	13
1999	Aragón	07	Asia	430	República de Corea	Hombres	11
1999	Aragón	07	Asia	430	República de Corea	Mujeres	13
1999	Aragón	07	Asia	433	Siria	Hombres	17
1999	Aragón	07	Asia	433	Siria	Mujeres	9
1999	Aragón	07	Asia	435	Tailandia	Hombres	1
1999	Aragón	07	Asia	435	Tailandia	Mujeres	4
1999	Aragón	07	Asia	437	Vietnam	Hombres	1
1999	Aragón	07	Asia	437	Vietnam	Mujeres	1
1999	Aragón	07	Asia	443	Kazajstan	Hombres	1
1999	Aragón	07	Asia	443	Kazajstan	Mujeres	1
1999	Aragón	08	Oceanía	501	Australia	Hombres	8
1999	Aragón	08	Oceanía	501	Australia	Mujeres	4
1999	Aragón	08	Oceanía	504	Nueva Zelanda	Mujeres	2
1999	Aragón	08	Oceanía	511	Micronesia	Hombres	1
1999	Aragón	08	Oceanía	511	Micronesia	Mujeres	1
1999	Aragón	08	Oceanía	512	Tuvalu	Hombres	1
1999	Aragón	09	Apátridas y no consta	555	Apátridas	Hombres	4
1999	Aragón	09	Apátridas y no consta	555	Apátridas	Mujeres	3
2000	Aragón	01	UE-15	102	Austria	Hombres	10
2000	Aragón	01	UE-15	102	Austria	Mujeres	8
2000	Aragón	01	UE-15	103	Bélgica	Hombres	41
2000	Aragón	01	UE-15	103	Bélgica	Mujeres	35
2000	Aragón	01	UE-15	107	Dinamarca	Hombres	7
2000	Aragón	01	UE-15	107	Dinamarca	Mujeres	4
2000	Aragón	01	UE-15	109	Finlandia	Hombres	2
2000	Aragón	01	UE-15	109	Finlandia	Mujeres	3
2000	Aragón	01	UE-15	110	Francia	Hombres	372
2000	Aragón	01	UE-15	110	Francia	Mujeres	533
2000	Aragón	01	UE-15	111	Grecia	Hombres	6
2000	Aragón	01	UE-15	111	Grecia	Mujeres	1
2000	Aragón	01	UE-15	113	Irlanda	Hombres	17
2000	Aragón	01	UE-15	113	Irlanda	Mujeres	21
2000	Aragón	01	UE-15	115	Italia	Hombres	178
2000	Aragón	01	UE-15	115	Italia	Mujeres	81
2000	Aragón	01	UE-15	121	Países Bajos	Hombres	57
2000	Aragón	01	UE-15	121	Países Bajos	Mujeres	47
2000	Aragón	01	UE-15	123	Portugal	Hombres	352
2000	Aragón	01	UE-15	123	Portugal	Mujeres	324
