Municipio código	Municipio nombre	Número habitaciones	Número habitaciones
44178	Parras de Castellote (Las)	04	3
44178	Parras de Castellote (Las)	05	4
44178	Parras de Castellote (Las)	06	8
44178	Parras de Castellote (Las)	07	4
44178	Parras de Castellote (Las)	08	8
44178	Parras de Castellote (Las)	09	1
44178	Parras de Castellote (Las)	10 o más	4
44179	Peñarroya de Tastavins	01	6
44179	Peñarroya de Tastavins	02	35
44179	Peñarroya de Tastavins	03	60
44179	Peñarroya de Tastavins	04	60
44179	Peñarroya de Tastavins	05	26
44179	Peñarroya de Tastavins	06	7
44179	Peñarroya de Tastavins	07	2
44179	Peñarroya de Tastavins	09	1
44179	Peñarroya de Tastavins	10 o más	1
44180	Peracense	03	1
44180	Peracense	04	5
44180	Peracense	05	20
44180	Peracense	06	15
44180	Peracense	07	8
44180	Peracense	09	3
44180	Peracense	10 o más	1
44181	Peralejos	03	3
44181	Peralejos	04	5
44181	Peralejos	05	15
44181	Peralejos	06	7
44181	Peralejos	07	5
44181	Peralejos	09	1
44182	Perales del Alfambra	01	1
44182	Perales del Alfambra	04	6
44182	Perales del Alfambra	05	21
44182	Perales del Alfambra	06	32
44182	Perales del Alfambra	07	23
44182	Perales del Alfambra	08	14
44182	Perales del Alfambra	09	8
44182	Perales del Alfambra	10 o más	2
44183	Pitarque	02	2
44183	Pitarque	03	8
44183	Pitarque	04	14
44183	Pitarque	05	13
44183	Pitarque	06	6
44183	Pitarque	07	1
44183	Pitarque	08	2
44184	Plou	03	1
44184	Plou	04	5
44184	Plou	05	9
44184	Plou	06	8
44184	Plou	07	2
44184	Plou	09	1
44185	Pobo (El)	03	1
44185	Pobo (El)	04	6
44185	Pobo (El)	05	15
44185	Pobo (El)	06	18
44185	Pobo (El)	07	10
44185	Pobo (El)	08	3
44185	Pobo (El)	09	4
44185	Pobo (El)	10 o más	3
44187	Portellada (La)	03	1
44187	Portellada (La)	04	21
44187	Portellada (La)	05	27
44187	Portellada (La)	06	38
44187	Portellada (La)	07	16
44187	Portellada (La)	08	7
44187	Portellada (La)	09	1
44187	Portellada (La)	10 o más	3
44189	Pozondón	03	2
44189	Pozondón	04	5
44189	Pozondón	05	16
44189	Pozondón	06	12
44189	Pozondón	07	2
44189	Pozondón	08	2
44189	Pozondón	09	1
44189	Pozondón	10 o más	1
44190	Pozuel del Campo	02	1
44190	Pozuel del Campo	03	1
44190	Pozuel del Campo	04	6
44190	Pozuel del Campo	05	14
44190	Pozuel del Campo	06	16
44190	Pozuel del Campo	07	11
44190	Pozuel del Campo	08	3
44190	Pozuel del Campo	09	1
44190	Pozuel del Campo	10 o más	2
44191	Puebla de Híjar (La)	01	2
44191	Puebla de Híjar (La)	02	1
44191	Puebla de Híjar (La)	03	10
44191	Puebla de Híjar (La)	04	47
44191	Puebla de Híjar (La)	05	140
44191	Puebla de Híjar (La)	06	128
44191	Puebla de Híjar (La)	07	43
44191	Puebla de Híjar (La)	08	28
44191	Puebla de Híjar (La)	09	5
44191	Puebla de Híjar (La)	10 o más	7
44192	Puebla de Valverde (La)	01	1
44192	Puebla de Valverde (La)	02	9
44192	Puebla de Valverde (La)	03	39
44192	Puebla de Valverde (La)	04	50
44192	Puebla de Valverde (La)	05	54
44192	Puebla de Valverde (La)	06	36
44192	Puebla de Valverde (La)	07	13
44192	Puebla de Valverde (La)	08	7
44192	Puebla de Valverde (La)	09	2
44192	Puebla de Valverde (La)	10 o más	4
44193	Puertomingalvo	02	2
44193	Puertomingalvo	03	5
44193	Puertomingalvo	04	12
44193	Puertomingalvo	05	27
44193	Puertomingalvo	06	11
44193	Puertomingalvo	07	4
44193	Puertomingalvo	08	4
44193	Puertomingalvo	09	1
44193	Puertomingalvo	10 o más	1
44194	Ráfales	03	1
44194	Ráfales	04	9
44194	Ráfales	05	37
44194	Ráfales	06	21
44194	Ráfales	07	10
44194	Ráfales	08	3
44194	Ráfales	09	3
44194	Ráfales	10 o más	2
44195	Rillo	03	1
44195	Rillo	04	4
44195	Rillo	05	17
44195	Rillo	06	20
44195	Rillo	07	10
44195	Rillo	08	2
44196	Riodeva	02	4
44196	Riodeva	03	13
44196	Riodeva	04	39
44196	Riodeva	05	24
44196	Riodeva	06	8
44196	Riodeva	07	1
44196	Riodeva	08	1
44197	Ródenas	03	2
44197	Ródenas	04	1
44197	Ródenas	05	11
44197	Ródenas	06	10
44197	Ródenas	07	6
44197	Ródenas	08	3
44197	Ródenas	09	2
44197	Ródenas	10 o más	2
44198	Royuela	02	2
44198	Royuela	03	3
44198	Royuela	04	10
44198	Royuela	05	28
44198	Royuela	06	24
44198	Royuela	07	14
44198	Royuela	08	4
44198	Royuela	09	3
44198	Royuela	10 o más	2
44199	Rubiales	03	2
44199	Rubiales	04	4
44199	Rubiales	05	5
44199	Rubiales	06	9
44199	Rubiales	07	2
44199	Rubiales	09	1
44200	Rubielos de la Cérida	04	7
44200	Rubielos de la Cérida	05	8
44200	Rubielos de la Cérida	06	7
44200	Rubielos de la Cérida	07	2
44200	Rubielos de la Cérida	08	1
44201	Rubielos de Mora	02	2
44201	Rubielos de Mora	03	42
44201	Rubielos de Mora	04	83
44201	Rubielos de Mora	05	65
44201	Rubielos de Mora	06	36
44201	Rubielos de Mora	07	13
44201	Rubielos de Mora	08	14
44201	Rubielos de Mora	09	3
44201	Rubielos de Mora	10 o más	8
44203	Salcedillo	05	3
44203	Salcedillo	06	3
44204	Saldón	02	4
44204	Saldón	03	2
44204	Saldón	04	4
44204	Saldón	05	7
44204	Saldón	06	2
44204	Saldón	07	1
44204	Saldón	08	1
44205	Samper de Calanda	02	6
44205	Samper de Calanda	03	21
44205	Samper de Calanda	04	57
44205	Samper de Calanda	05	133
44205	Samper de Calanda	06	96
44205	Samper de Calanda	07	51
44205	Samper de Calanda	08	23
44205	Samper de Calanda	09	7
44205	Samper de Calanda	10 o más	14
44206	San Agustín	02	2
44206	San Agustín	03	1
44206	San Agustín	04	9
44206	San Agustín	05	12
44206	San Agustín	06	27
44206	San Agustín	07	10
44206	San Agustín	08	2
44206	San Agustín	10 o más	1
44207	San Martín del Río	02	1
44207	San Martín del Río	03	4
44207	San Martín del Río	04	17
44207	San Martín del Río	05	37
44207	San Martín del Río	06	41
44207	San Martín del Río	07	14
44207	San Martín del Río	08	7
44207	San Martín del Río	09	2
44207	San Martín del Río	10 o más	4
44208	Santa Cruz de Nogueras	02	1
44208	Santa Cruz de Nogueras	05	4
44208	Santa Cruz de Nogueras	06	6
44208	Santa Cruz de Nogueras	07	4
44208	Santa Cruz de Nogueras	08	1
44208	Santa Cruz de Nogueras	09	1
44209	Santa Eulalia	03	2
44209	Santa Eulalia	04	47
44209	Santa Eulalia	05	173
44209	Santa Eulalia	06	164
44209	Santa Eulalia	07	70
44209	Santa Eulalia	08	26
44209	Santa Eulalia	09	6
44209	Santa Eulalia	10 o más	3
44210	Sarrión	01	2
44210	Sarrión	02	2
44210	Sarrión	03	26
44210	Sarrión	04	88
44210	Sarrión	05	121
44210	Sarrión	06	92
44210	Sarrión	07	32
44210	Sarrión	08	25
44210	Sarrión	09	6
44210	Sarrión	10 o más	13
44211	Segura de los Baños	04	2
44211	Segura de los Baños	05	4
44211	Segura de los Baños	06	5
44211	Segura de los Baños	07	5
44211	Segura de los Baños	10 o más	4
44212	Seno	04	3
44212	Seno	05	5
44212	Seno	06	8
44212	Seno	07	5
44212	Seno	09	1
44212	Seno	10 o más	1
44213	Singra	04	4
44213	Singra	05	9
44213	Singra	06	12
44213	Singra	07	11
44213	Singra	08	5
44215	Terriente	03	4
44215	Terriente	04	26
44215	Terriente	05	22
44215	Terriente	06	9
44215	Terriente	07	5
44215	Terriente	08	2
44215	Terriente	09	3
44216	Teruel	01	11
44216	Teruel	02	74
44216	Teruel	03	273
44216	Teruel	04	1024
44216	Teruel	05	3885
44216	Teruel	06	4245
44216	Teruel	07	711
44216	Teruel	08	256
44216	Teruel	09	120
44216	Teruel	10 o más	122
44217	Toril y Masegoso	04	3
44217	Toril y Masegoso	05	7
44217	Toril y Masegoso	06	2
44217	Toril y Masegoso	10 o más	2
44218	Tormón	03	11
44218	Tormón	04	5
44218	Tormón	05	2
44218	Tormón	06	2
44219	Tornos	04	2
44219	Tornos	05	3
44219	Tornos	06	13
44219	Tornos	07	20
44219	Tornos	08	28
44219	Tornos	09	13
44219	Tornos	10 o más	33
44220	Torralba de los Sisones	04	6
44220	Torralba de los Sisones	05	14
44220	Torralba de los Sisones	06	17
44220	Torralba de los Sisones	07	25
44220	Torralba de los Sisones	08	14
44220	Torralba de los Sisones	09	3
44220	Torralba de los Sisones	10 o más	8
44221	Torrecilla de Alcañiz	02	1
44221	Torrecilla de Alcañiz	03	12
44221	Torrecilla de Alcañiz	04	22
44221	Torrecilla de Alcañiz	05	42
44221	Torrecilla de Alcañiz	06	37
44221	Torrecilla de Alcañiz	07	21
44221	Torrecilla de Alcañiz	08	14
44221	Torrecilla de Alcañiz	09	6
44221	Torrecilla de Alcañiz	10 o más	6
44222	Torrecilla del Rebollar	03	1
44222	Torrecilla del Rebollar	04	5
44222	Torrecilla del Rebollar	05	15
44222	Torrecilla del Rebollar	06	22
44222	Torrecilla del Rebollar	07	10
44222	Torrecilla del Rebollar	08	7
44222	Torrecilla del Rebollar	09	12
44222	Torrecilla del Rebollar	10 o más	3
44223	Torre de Arcas	05	6
44223	Torre de Arcas	06	18
44223	Torre de Arcas	07	11
44223	Torre de Arcas	09	2
44223	Torre de Arcas	10 o más	2
44224	Torre de las Arcas	03	2
44224	Torre de las Arcas	04	2
44224	Torre de las Arcas	05	2
44224	Torre de las Arcas	06	4
44224	Torre de las Arcas	07	2
44224	Torre de las Arcas	08	5
44224	Torre de las Arcas	09	1
44224	Torre de las Arcas	10 o más	1
44225	Torre del Compte	02	3
44225	Torre del Compte	03	8
44225	Torre del Compte	04	12
44225	Torre del Compte	05	33
44225	Torre del Compte	06	16
44225	Torre del Compte	07	2
44225	Torre del Compte	08	1
44225	Torre del Compte	09	1
44225	Torre del Compte	10 o más	2
44226	Torrelacárcel	03	1
44226	Torrelacárcel	04	12
44226	Torrelacárcel	05	33
44226	Torrelacárcel	06	34
44226	Torrelacárcel	07	22
44226	Torrelacárcel	08	15
44226	Torrelacárcel	09	2
44226	Torrelacárcel	10 o más	4
44227	Torre los Negros	05	4
44227	Torre los Negros	06	9
44227	Torre los Negros	07	6
44227	Torre los Negros	08	9
44227	Torre los Negros	09	3
44227	Torre los Negros	10 o más	3
44228	Torremocha de Jiloca	03	1
44228	Torremocha de Jiloca	04	5
44228	Torremocha de Jiloca	05	22
44228	Torremocha de Jiloca	06	22
44228	Torremocha de Jiloca	07	15
44228	Torremocha de Jiloca	08	5
44229	Torres de Albarracín	03	3
44229	Torres de Albarracín	04	4
44229	Torres de Albarracín	05	29
44229	Torres de Albarracín	06	19
44229	Torres de Albarracín	07	5
44229	Torres de Albarracín	08	3
44229	Torres de Albarracín	09	2
44229	Torres de Albarracín	10 o más	1
44230	Torrevelilla	01	1
44230	Torrevelilla	02	3
44230	Torrevelilla	03	3
44230	Torrevelilla	04	15
44230	Torrevelilla	05	26
44230	Torrevelilla	06	18
44230	Torrevelilla	07	8
44230	Torrevelilla	08	6
44230	Torrevelilla	09	6
44230	Torrevelilla	10 o más	4
44231	Torrijas	02	3
44231	Torrijas	03	11
44231	Torrijas	04	8
44231	Torrijas	05	2
44231	Torrijas	06	1
44231	Torrijas	07	6
44231	Torrijas	08	2
44231	Torrijas	09	1
44231	Torrijas	10 o más	2
44232	Torrijo del Campo	02	1
44232	Torrijo del Campo	03	2
44232	Torrijo del Campo	04	9
44232	Torrijo del Campo	05	49
44232	Torrijo del Campo	06	65
44232	Torrijo del Campo	07	59
44232	Torrijo del Campo	08	32
44232	Torrijo del Campo	09	10
44232	Torrijo del Campo	10 o más	5
44234	Tramacastiel	03	1
44234	Tramacastiel	04	6
44234	Tramacastiel	05	15
44234	Tramacastiel	06	19
44234	Tramacastiel	07	3
44234	Tramacastiel	08	4
44234	Tramacastiel	10 o más	1
44235	Tramacastilla	03	1
44235	Tramacastilla	04	6
44235	Tramacastilla	05	19
44235	Tramacastilla	06	17
44235	Tramacastilla	07	11
44235	Tramacastilla	08	2
44235	Tramacastilla	09	1
44235	Tramacastilla	10 o más	1
44236	Tronchón	03	2
44236	Tronchón	04	2
44236	Tronchón	05	8
44236	Tronchón	06	12
44236	Tronchón	07	8
44236	Tronchón	08	12
44236	Tronchón	09	1
44236	Tronchón	10 o más	1
44237	Urrea de Gaén	02	1
44237	Urrea de Gaén	03	3
44237	Urrea de Gaén	04	4
44237	Urrea de Gaén	05	13
44237	Urrea de Gaén	06	53
44237	Urrea de Gaén	07	47
44237	Urrea de Gaén	08	35
44237	Urrea de Gaén	09	28
44237	Urrea de Gaén	10 o más	44
44238	Utrillas	01	3
44238	Utrillas	02	2
44238	Utrillas	03	24
44238	Utrillas	04	108
44238	Utrillas	05	449
44238	Utrillas	06	441
44238	Utrillas	07	46
44238	Utrillas	08	18
44238	Utrillas	09	2
44238	Utrillas	10 o más	5
44239	Valacloche	04	1
44239	Valacloche	05	4
44239	Valacloche	06	5
44239	Valacloche	07	2
44240	Valbona	03	7
44240	Valbona	04	16
44240	Valbona	05	27
44240	Valbona	06	21
44240	Valbona	07	9
44240	Valbona	08	2
44240	Valbona	09	1
44240	Valbona	10 o más	4
44241	Valdealgorfa	02	4
44241	Valdealgorfa	03	5
44241	Valdealgorfa	04	36
44241	Valdealgorfa	05	72
44241	Valdealgorfa	06	98
44241	Valdealgorfa	07	39
44241	Valdealgorfa	08	22
44241	Valdealgorfa	09	5
44241	Valdealgorfa	10 o más	6
44243	Valdecuenca	03	1
44243	Valdecuenca	04	4
44243	Valdecuenca	05	5
44243	Valdecuenca	06	4
44243	Valdecuenca	07	1
44243	Valdecuenca	08	2
44244	Valdelinares	02	3
44244	Valdelinares	03	12
44244	Valdelinares	04	18
44244	Valdelinares	05	9
44244	Valdelinares	06	5
44244	Valdelinares	07	4
44244	Valdelinares	09	2
44244	Valdelinares	10 o más	2
44245	Valdeltormo	01	2
44245	Valdeltormo	02	16
44245	Valdeltormo	03	28
44245	Valdeltormo	04	27
44245	Valdeltormo	05	26
44245	Valdeltormo	06	24
44245	Valdeltormo	07	6
44245	Valdeltormo	08	7
44245	Valdeltormo	09	2
44245	Valdeltormo	10 o más	4
44246	Valderrobres	02	1
44246	Valderrobres	03	36
44246	Valderrobres	04	161
44246	Valderrobres	05	270
44246	Valderrobres	06	199
44246	Valderrobres	07	46
44246	Valderrobres	08	16
44246	Valderrobres	09	4
44246	Valderrobres	10 o más	4
44247	Valjunquera	02	1
44247	Valjunquera	03	4
44247	Valjunquera	04	23
44247	Valjunquera	05	39
44247	Valjunquera	06	40
44247	Valjunquera	07	29
44247	Valjunquera	08	19
44247	Valjunquera	09	8
44247	Valjunquera	10 o más	6
44249	Vallecillo (El)	03	3
44249	Vallecillo (El)	04	7
44249	Vallecillo (El)	05	9
44249	Vallecillo (El)	06	4
44249	Vallecillo (El)	07	1
44249	Vallecillo (El)	08	2
44249	Vallecillo (El)	10 o más	1
44250	Veguillas de la Sierra	03	2
44250	Veguillas de la Sierra	04	1
44250	Veguillas de la Sierra	05	4
44250	Veguillas de la Sierra	06	3
44250	Veguillas de la Sierra	07	3
44250	Veguillas de la Sierra	08	1
44251	Villafranca del Campo	02	1
44251	Villafranca del Campo	03	1
44251	Villafranca del Campo	04	15
44251	Villafranca del Campo	05	35
44251	Villafranca del Campo	06	44
44251	Villafranca del Campo	07	34
44251	Villafranca del Campo	08	16
44251	Villafranca del Campo	09	6
44251	Villafranca del Campo	10 o más	3
44252	Villahermosa del Campo	02	1
44252	Villahermosa del Campo	04	2
44252	Villahermosa del Campo	05	5
44252	Villahermosa del Campo	06	11
44252	Villahermosa del Campo	08	4
44252	Villahermosa del Campo	09	1
44252	Villahermosa del Campo	10 o más	7
44256	Villanueva del Rebollar de la Sierra	04	1
44256	Villanueva del Rebollar de la Sierra	05	3
44256	Villanueva del Rebollar de la Sierra	06	4
44256	Villanueva del Rebollar de la Sierra	07	3
44256	Villanueva del Rebollar de la Sierra	08	4
44256	Villanueva del Rebollar de la Sierra	09	3
44256	Villanueva del Rebollar de la Sierra	10 o más	1
44257	Villar del Cobo	03	10
44257	Villar del Cobo	04	17
44257	Villar del Cobo	05	27
44257	Villar del Cobo	06	17
44257	Villar del Cobo	07	9
44257	Villar del Cobo	08	3
44257	Villar del Cobo	09	3
44257	Villar del Cobo	10 o más	3
44258	Villar del Salz	04	2
44258	Villar del Salz	05	16
44258	Villar del Salz	06	7
44258	Villar del Salz	07	10
44258	Villar del Salz	08	2
44258	Villar del Salz	09	2
44258	Villar del Salz	10 o más	2
44260	Villarluengo	02	5
44260	Villarluengo	03	18
44260	Villarluengo	04	28
44260	Villarluengo	05	23
44260	Villarluengo	06	10
44260	Villarluengo	07	1
44260	Villarluengo	08	3
44260	Villarluengo	10 o más	2
44261	Villarquemado	01	1
44261	Villarquemado	02	2
44261	Villarquemado	03	9
44261	Villarquemado	04	40
44261	Villarquemado	05	102
44261	Villarquemado	06	103
44261	Villarquemado	07	67
44261	Villarquemado	08	24
44261	Villarquemado	09	9
44261	Villarquemado	10 o más	4
44262	Villarroya de los Pinares	02	1
44262	Villarroya de los Pinares	03	6
44262	Villarroya de los Pinares	04	17
44262	Villarroya de los Pinares	05	22
44262	Villarroya de los Pinares	06	17
44262	Villarroya de los Pinares	07	7
44262	Villarroya de los Pinares	08	5
44262	Villarroya de los Pinares	09	4
44262	Villarroya de los Pinares	10 o más	2
44263	Villastar	01	1
44263	Villastar	02	1
44263	Villastar	03	4
44263	Villastar	04	21
44263	Villastar	05	51
44263	Villastar	06	45
44263	Villastar	07	14
44263	Villastar	08	2
44263	Villastar	09	1
44263	Villastar	10 o más	1
44264	Villel	03	13
44264	Villel	04	22
44264	Villel	05	47
44264	Villel	06	39
44264	Villel	07	12
44264	Villel	08	11
44264	Villel	09	4
44264	Villel	10 o más	3
44265	Vinaceite	03	2
44265	Vinaceite	04	7
44265	Vinaceite	05	41
44265	Vinaceite	06	33
44265	Vinaceite	07	19
44265	Vinaceite	08	9
44265	Vinaceite	09	6
44265	Vinaceite	10 o más	3
44266	Visiedo	03	2
44266	Visiedo	04	5
44266	Visiedo	05	15
44266	Visiedo	06	30
44266	Visiedo	07	23
44266	Visiedo	08	6
44266	Visiedo	09	1
44266	Visiedo	10 o más	1
44267	Vivel del Río Martín	03	1
44267	Vivel del Río Martín	04	9
44267	Vivel del Río Martín	05	7
44267	Vivel del Río Martín	06	10
44267	Vivel del Río Martín	07	4
44267	Vivel del Río Martín	08	7
44267	Vivel del Río Martín	09	2
44268	Zoma (La)	05	2
44268	Zoma (La)	06	4
44268	Zoma (La)	07	1
44268	Zoma (La)	08	1
50001	Abanto	01	1
50001	Abanto	03	3
50001	Abanto	04	18
50001	Abanto	05	16
50001	Abanto	06	22
50001	Abanto	07	9
50001	Abanto	08	5
50001	Abanto	09	5
50001	Abanto	10 o más	1
50002	Acered	01	1
50002	Acered	04	10
50002	Acered	05	28
50002	Acered	06	44
50002	Acered	07	17
50002	Acered	08	5
50002	Acered	09	1
50002	Acered	10 o más	3
50003	Agón	03	1
50003	Agón	04	1
50003	Agón	05	15
50003	Agón	06	19
50003	Agón	07	6
50003	Agón	08	5
50003	Agón	09	6
50003	Agón	10 o más	7
50004	Aguarón	01	1
50004	Aguarón	02	6
50004	Aguarón	03	18
50004	Aguarón	04	40
50004	Aguarón	05	98
50004	Aguarón	06	75
50004	Aguarón	07	30
50004	Aguarón	08	13
50004	Aguarón	09	6
50004	Aguarón	10 o más	8
50005	Aguilón	03	4
50005	Aguilón	04	20
50005	Aguilón	05	27
50005	Aguilón	06	40
50005	Aguilón	07	16
50005	Aguilón	08	14
50005	Aguilón	09	7
50005	Aguilón	10 o más	6
50006	Ainzón	01	1
50006	Ainzón	02	16
50006	Ainzón	03	50
50006	Ainzón	04	93
50006	Ainzón	05	147
50006	Ainzón	06	135
50006	Ainzón	07	41
50006	Ainzón	08	13
50006	Ainzón	09	2
50006	Ainzón	10 o más	12
50007	Aladrén	04	6
50007	Aladrén	05	14
50007	Aladrén	06	8
50007	Aladrén	07	2
50007	Aladrén	08	5
50007	Aladrén	10 o más	3
50008	Alagón	02	7
50008	Alagón	03	42
50008	Alagón	04	246
50008	Alagón	05	871
50008	Alagón	06	469
50008	Alagón	07	176
50008	Alagón	08	81
50008	Alagón	09	46
50008	Alagón	10 o más	27
50009	Alarba	04	7
50009	Alarba	05	11
50009	Alarba	06	21
50009	Alarba	07	14
50009	Alarba	08	4
50009	Alarba	09	1
50009	Alarba	10 o más	1
50010	Alberite de San Juan	03	1
50010	Alberite de San Juan	04	3
50010	Alberite de San Juan	05	8
50010	Alberite de San Juan	06	16
50010	Alberite de San Juan	07	3
50010	Alberite de San Juan	08	4
50010	Alberite de San Juan	09	1
50010	Alberite de San Juan	10 o más	1
50011	Albeta	03	2
50011	Albeta	04	7
50011	Albeta	05	12
50011	Albeta	06	12
50011	Albeta	07	7
50011	Albeta	08	6
50011	Albeta	09	2
50011	Albeta	10 o más	4
50012	Alborge	03	2
50012	Alborge	04	6
50012	Alborge	05	7
50012	Alborge	06	19
50012	Alborge	07	7
50012	Alborge	08	3
50012	Alborge	09	4
50012	Alborge	10 o más	1
50013	Alcalá de Ebro	03	1
50013	Alcalá de Ebro	04	15
50013	Alcalá de Ebro	05	31
50013	Alcalá de Ebro	06	29
50013	Alcalá de Ebro	07	19
50013	Alcalá de Ebro	08	7
50013	Alcalá de Ebro	09	2
50013	Alcalá de Ebro	10 o más	5
50014	Alcalá de Moncayo	04	3
50014	Alcalá de Moncayo	05	12
50014	Alcalá de Moncayo	06	19
50014	Alcalá de Moncayo	07	5
50014	Alcalá de Moncayo	08	6
50014	Alcalá de Moncayo	09	4
50014	Alcalá de Moncayo	10 o más	1
50015	Alconchel de Ariza	04	6
50015	Alconchel de Ariza	05	26
50015	Alconchel de Ariza	06	13
50015	Alconchel de Ariza	07	5
50015	Alconchel de Ariza	08	2
50015	Alconchel de Ariza	09	1
50016	Aldehuela de Liestos	03	1
50016	Aldehuela de Liestos	04	1
50016	Aldehuela de Liestos	05	2
50016	Aldehuela de Liestos	06	7
50016	Aldehuela de Liestos	07	5
50016	Aldehuela de Liestos	10 o más	2
50017	Alfajarín	02	1
50017	Alfajarín	03	13
50017	Alfajarín	04	51
50017	Alfajarín	05	202
50017	Alfajarín	06	171
50017	Alfajarín	07	69
50017	Alfajarín	08	31
50017	Alfajarín	09	16
50017	Alfajarín	10 o más	5
50018	Alfamén	01	1
50018	Alfamén	02	4
50018	Alfamén	03	13
50018	Alfamén	04	30
50018	Alfamén	05	118
50018	Alfamén	06	129
50018	Alfamén	07	83
50018	Alfamén	08	35
50018	Alfamén	09	12
50018	Alfamén	10 o más	12
50019	Alforque	02	1
50019	Alforque	03	2
50019	Alforque	04	11
50019	Alforque	05	8
50019	Alforque	06	9
50019	Alforque	07	2
50019	Alforque	09	1
50019	Alforque	10 o más	1
50020	Alhama de Aragón	02	4
50020	Alhama de Aragón	03	13
50020	Alhama de Aragón	04	66
50020	Alhama de Aragón	05	212
50020	Alhama de Aragón	06	101
50020	Alhama de Aragón	07	35
50020	Alhama de Aragón	08	16
50020	Alhama de Aragón	09	3
50020	Alhama de Aragón	10 o más	9
50021	Almochuel	03	4
50021	Almochuel	04	6
50021	Almochuel	05	12
50021	Almochuel	07	1
50021	Almochuel	08	1
50021	Almochuel	10 o más	1
50022	Almolda (La)	03	5
50022	Almolda (La)	04	16
50022	Almolda (La)	05	31
50022	Almolda (La)	06	40
50022	Almolda (La)	07	39
50022	Almolda (La)	08	34
50022	Almolda (La)	09	16
50022	Almolda (La)	10 o más	50
50023	Almonacid de la Cuba	02	1
50023	Almonacid de la Cuba	03	4
50023	Almonacid de la Cuba	04	16
50023	Almonacid de la Cuba	05	32
50023	Almonacid de la Cuba	06	21
50023	Almonacid de la Cuba	07	18
50023	Almonacid de la Cuba	08	19
50023	Almonacid de la Cuba	09	7
50023	Almonacid de la Cuba	10 o más	6
50024	Almonacid de la Sierra	02	3
50024	Almonacid de la Sierra	03	20
50024	Almonacid de la Sierra	04	43
50024	Almonacid de la Sierra	05	91
50024	Almonacid de la Sierra	06	83
50024	Almonacid de la Sierra	07	37
50024	Almonacid de la Sierra	08	20
50024	Almonacid de la Sierra	09	9
50024	Almonacid de la Sierra	10 o más	11
50025	Almunia de Doña Godina (La)	01	6
50025	Almunia de Doña Godina (La)	02	15
50025	Almunia de Doña Godina (La)	03	126
50025	Almunia de Doña Godina (La)	04	230
50025	Almunia de Doña Godina (La)	05	656
50025	Almunia de Doña Godina (La)	06	559
50025	Almunia de Doña Godina (La)	07	225
50025	Almunia de Doña Godina (La)	08	94
50025	Almunia de Doña Godina (La)	09	39
50025	Almunia de Doña Godina (La)	10 o más	47
50026	Alpartir	02	6
50026	Alpartir	03	17
50026	Alpartir	04	45
50026	Alpartir	05	66
50026	Alpartir	06	52
50026	Alpartir	07	18
50026	Alpartir	08	11
50026	Alpartir	09	6
50026	Alpartir	10 o más	4
50027	Ambel	03	4
50027	Ambel	04	20
50027	Ambel	05	52
50027	Ambel	06	43
50027	Ambel	07	16
50027	Ambel	08	7
50027	Ambel	09	3
50027	Ambel	10 o más	2
50028	Anento	02	1
50028	Anento	03	3
50028	Anento	04	9
50028	Anento	05	7
50028	Anento	06	7
50028	Anento	07	6
50028	Anento	08	4
50028	Anento	09	1
50028	Anento	10 o más	3
50029	Aniñón	03	5
50029	Aniñón	04	29
50029	Aniñón	05	124
50029	Aniñón	06	90
50029	Aniñón	07	40
50029	Aniñón	08	15
50029	Aniñón	09	11
50029	Aniñón	10 o más	7
50030	Añón de Moncayo	03	16
50030	Añón de Moncayo	04	15
50030	Añón de Moncayo	05	27
50030	Añón de Moncayo	06	37
50030	Añón de Moncayo	07	10
50030	Añón de Moncayo	08	5
50030	Añón de Moncayo	09	2
50030	Añón de Moncayo	10 o más	3
50031	Aranda de Moncayo	03	7
50031	Aranda de Moncayo	04	15
50031	Aranda de Moncayo	05	22
50031	Aranda de Moncayo	06	24
50031	Aranda de Moncayo	07	11
50031	Aranda de Moncayo	08	6
50031	Aranda de Moncayo	09	1
50031	Aranda de Moncayo	10 o más	13
50032	Arándiga	03	5
50032	Arándiga	04	27
50032	Arándiga	05	68
50032	Arándiga	06	58
50032	Arándiga	07	16
50032	Arándiga	08	17
50032	Arándiga	09	4
50032	Arándiga	10 o más	7
50033	Ardisa	02	1
50033	Ardisa	03	3
50033	Ardisa	04	8
50033	Ardisa	05	10
50033	Ardisa	06	5
50033	Ardisa	07	3
50033	Ardisa	08	1
50033	Ardisa	10 o más	2
50034	Ariza	02	4
50034	Ariza	03	17
50034	Ariza	04	78
50034	Ariza	05	176
50034	Ariza	06	126
50034	Ariza	07	61
50034	Ariza	08	12
50034	Ariza	09	9
50034	Ariza	10 o más	8
50035	Artieda	03	2
50035	Artieda	04	4
50035	Artieda	05	7
50035	Artieda	06	11
50035	Artieda	07	4
50035	Artieda	08	7
50035	Artieda	09	1
50035	Artieda	10 o más	3
50036	Asín	03	4
50036	Asín	04	2
50036	Asín	05	21
50036	Asín	06	4
50036	Asín	08	8
50036	Asín	10 o más	1
50037	Atea	02	1
50037	Atea	03	1
50037	Atea	04	8
50037	Atea	05	36
50037	Atea	06	32
50037	Atea	07	16
50037	Atea	08	12
50037	Atea	10 o más	1
50038	Ateca	03	14
50038	Ateca	04	98
50038	Ateca	05	280
50038	Ateca	06	243
50038	Ateca	07	69
50038	Ateca	08	26
50038	Ateca	09	5
50038	Ateca	10 o más	18
50039	Azuara	01	1
50039	Azuara	02	3
