Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2011	22103	Estadilla	Liquidaciones	Consolidada	1852033,7	54330,73	166770,32	13685,65	130800,19	45160,71	1441286,1
2011	22105	Estopiñán del Castillo	Liquidaciones	Consolidada	404057,42	16391,92	79474,75	16348,15	62804,16	0	229038,44
2011	22106	Fago	Liquidaciones	Consolidada	55030,54	180,78	0	0	37197,38	0	17652,38
2011	22107	Fanlo	Liquidaciones	Consolidada	276234,58	0	205572,52	3250,76	2691,62	0	64719,68
2011	22109	Fiscal	Liquidaciones	Consolidada	1269336,89	40836,55	104777,93	29775,7	724823,69	130844,83	238278,19
2011	22110	Fonz	Liquidaciones	Consolidada	971206,79	35644,88	53498,9	6879,8	563644,53	9685,04	301853,64
2011	22111	Foradada del Toscar	Liquidaciones	Consolidada	144054,1	0	0	0	0	0	144054,1
2011	22112	Fraga	Liquidaciones	Consolidada	11195359,37	943848,44	4185479,71	52256,07	2761548,72	1151957,4	2100269,03
2011	22113	Fueva (La)	Liquidaciones	Consolidada	1698400,11	398066,03	408715,39	211765,47	158187,67	47866,78	473798,77
2011	22114	Gistaín	Liquidaciones	Consolidada	272613,11	4538,79	29897,57	0	16952,64	95134,76	126089,35
2011	22115	Grado (El)	Liquidaciones	Consolidada	1048891,04	118064,13	359109,42	50293,88	113679,08	162584,94	245159,59
2011	22116	Grañén	Liquidaciones	Consolidada	1693846,51	294872,17	424774,1	95512,66	215996,39	2530,85	660160,34
2011	22117	Graus	Liquidaciones	Consolidada	5325042,13	316884,95	838618,79	1208179,26	1666096,65	579530,12	715732,36
2011	22119	Gurrea de Gállego	Liquidaciones	Consolidada	1667695,14	124616,87	574974,47	92895,88	302707,88	252235,42	320264,62
2011	22122	Hoz de Jaca	Liquidaciones	Consolidada	195806,8	5029,45	19721,96	16027,99	0	71278,67	83748,73
2011	22124	Huerto	Liquidaciones	Consolidada	548407,12	16794,9	5704,17	24354,94	405655,86	0	95897,25
2011	22125	Huesca	Liquidaciones	Consolidada	48473376,83	3439298,03	19879150,08	7763336,64	9568776,77	1085809,65	6737005,66
2011	22126	Ibieca	Liquidaciones	Consolidada	109006,86	0	43462,23	4453,23	8000,4	0	53091
2011	22127	Igriés	Liquidaciones	Consolidada	596252,12	0	136233,08	0	355715,17	0	104303,87
2011	22128	Ilche	Liquidaciones	Consolidada	221488,14	6106,03	126390,37	20478,35	12556,31	2287,09	53669,99
2011	22129	Isábena	Liquidaciones	Consolidada	380423,22	25726,58	116226,3	23264,31	98478,56	51903,33	64824,14
2011	22130	Jaca	Liquidaciones	Consolidada	20961104,1	2483168,61	6780774,35	586869,34	6257591,48	2282339,06	2570361,26
2011	22131	Jasa	Liquidaciones	Consolidada	190935,08	9539,48	90458,49	0	9135,14	0	81801,97
2011	22133	Labuerda	Liquidaciones	Consolidada	283412,33	25432,88	0	11162,61	155095,17	0	91721,67
2011	22135	Laluenga	Liquidaciones	Consolidada	395528,75	0	0	16175,55	70268,06	148707,17	160377,97
2011	22136	Lalueza	Liquidaciones	Consolidada	890856,17	52978,8	214415,88	0	250828,16	24087,59	348545,74
2011	22137	Lanaja	Liquidaciones	Consolidada	1205585,74	8275,88	497682,76	81878,4	250137,24	0	367611,46
2011	22139	Laperdiguera	Liquidaciones	Consolidada	221130,43	0	0	5346,93	33683,82	131816,19	50283,49
2011	22141	Lascellas-Ponzano	Liquidaciones	Consolidada	384880,62	9333,34	0	8214,73	41802,95	240462,96	85066,64
2011	22142	Lascuarre	Liquidaciones	Consolidada	249867,15	0	0	0	0	0	249867,15
2011	22143	Laspaúles	Liquidaciones	Consolidada	432565,2	14061,48	143621,44	32398,44	42314,37	106623,52	93545,95
2011	22144	Laspuña	Liquidaciones	Consolidada	377058,65	21744,83	159736,34	829,43	31767,94	24184,9	138795,21
2011	22149	Loarre	Liquidaciones	Consolidada	376093,94	12293,22	109529,76	34797,04	52087,01	940,68	166446,23
2011	22150	Loporzano	Liquidaciones	Consolidada	634067,61	2920,71	183851,6	27121,09	150706,54	68849,43	200618,24
2011	22151	Loscorrales	Liquidaciones	Consolidada	215900,5	8636,71	139255,02	0	41549,85	0	26458,92
2011	22155	Monesma y Cajigar	Liquidaciones	Consolidada	99825,66	0	0	0	0	0	99825,66
2011	22156	Monflorite-Lascasas	Liquidaciones	Consolidada	507265,26	8114,75	266423,29	33052,73	28783,33	661,95	170229,21
2011	22157	Montanuy	Liquidaciones	Consolidada	1566281,21	872,21	287204,62	74288,92	271738,68	653372,51	278804,27
2011	22158	Monzón	Liquidaciones	Consolidada	16024402,12	1969365,27	5850715,95	2226497,76	1883316,79	230446,28	3864060,07
2011	22160	Naval	Liquidaciones	Consolidada	509603,43	10088,93	40486,12	0	36226,5	286220,97	136580,91
2011	22162	Novales	Liquidaciones	Consolidada	224569,92	3403,9	76252,61	0	85087,97	20357,41	39468,03
2011	22163	Nueno	Liquidaciones	Consolidada	1184644,76	494,63	465886,5	47187,27	464685,87	0	206390,49
2011	22164	Olvena	Liquidaciones	Consolidada	159748,35	0	106755,46	9525,51	0	4462,68	39004,7
2011	22165	Ontiñena	Liquidaciones	Consolidada	433105,31	11053,33	51444,74	38272,95	63891,09	8481,91	259961,29
2011	22167	Osso de Cinca	Liquidaciones	Consolidada	516433,25	19403,83	27249,89	33440,87	81080,55	48486,93	306771,18
2011	22168	Palo	Liquidaciones	Consolidada	186761,78	82104,91	25460,71	862,68	27255,57	0	51077,91
2011	22170	Panticosa	Liquidaciones	Consolidada	1964257,12	164929,85	239941,08	19569,3	175329,69	409138,52	955348,68
2011	22172	Peñalba	Liquidaciones	Consolidada	804010,8	3600	13660,65	37838,1	579432,62	410,89	169068,54
2011	22173	Peñas de Riglos (Las)	Liquidaciones	Consolidada	464731,63	0	326371,41	0	34214,82	0	104145,4
2011	22174	Peralta de Alcofea	Liquidaciones	Consolidada	995068,79	44493,57	215077,73	66977,43	434415	78010,04	156095,02
2011	22175	Peralta de Calasanz	Liquidaciones	Consolidada	244299,84	20951,87	118586,96	0	14193,64	15075,53	75491,84
2011	22176	Peraltilla	Liquidaciones	Consolidada	234004,6	9264,87	135979,43	1128,16	35771,14	0	51861
2011	22177	Perarrúa	Liquidaciones	Consolidada	438076,54	3002,58	330467,5	2641,26	0	379,44	101585,76
2011	22178	Pertusa	Liquidaciones	Consolidada	201683,38	13002,13	89966,83	5706,77	29237,33	0	63770,32
2011	22181	Piracés	Liquidaciones	Consolidada	83385,46	3750	32207,37	0	18804,13	4367,21	24256,75
2011	22182	Plan	Liquidaciones	Consolidada	525673,54	11034,12	39405,24	0	39839,84	247677,94	187716,4
2011	22184	Poleñino	Liquidaciones	Consolidada	278951,11	9972,89	127223,66	0	8483,48	14999	118272,08
2011	22186	Pozán de Vero	Liquidaciones	Consolidada	178050,42	17740,84	0	0	73544,45	10973,07	75792,06
2011	22187	Puebla de Castro (La)	Liquidaciones	Consolidada	1612076,44	15688,75	89486,91	23503,84	103536,02	1196505,12	183355,8
2011	22188	Puente de Montañana	Liquidaciones	Consolidada	199174,41	0	61251,29	3656,9	0	24197,88	110068,34
2011	22189	Puértolas	Liquidaciones	Consolidada	444632,87	90117,74	127400,87	4050,05	84332,79	6608	132123,42
2011	22190	Pueyo de Araguás (El)	Liquidaciones	Consolidada	345550,83	0	0	0	275836,28	0	69714,55
2011	22193	Pueyo de Santa Cruz	Liquidaciones	Consolidada	284248,61	12155,97	112740,18	90,15	74242,05	540	84480,26
2011	22195	Quicena	Liquidaciones	Consolidada	160326,15	15414,32	40252,2	18408,32	8234,59	748,3	77268,42
2011	22197	Robres	Liquidaciones	Consolidada	689488,45	34755,77	105715,74	29744,32	11987,93	244956,92	262327,77
2011	22199	Sabiñánigo	Liquidaciones	Consolidada	9833240,71	658481,54	3260544,55	978317,05	2581633,05	880633,14	1473631,38
2011	22200	Sahún	Liquidaciones	Consolidada	616588,32	18348,61	181208,25	9821,82	228566,14	100	178543,5
2011	22201	Salas Altas	Liquidaciones	Consolidada	256359,67	0	125457,09	0	50337,19	80565,39	0
2011	22202	Salas Bajas	Liquidaciones	Consolidada	349702,6	307,99	118133,85	33853,59	0	197407,17	0
2011	22203	Salillas	Liquidaciones	Consolidada	111634,82	3223,23	44970,06	0	31664,31	0	31777,22
2011	22204	Sallent de Gállego	Liquidaciones	Consolidada	2690899,08	80423,72	0	0	10148	168910,02	2431417,34
2011	22205	San Esteban de Litera	Liquidaciones	Consolidada	623787,16	5288,65	320996,29	0	84709,88	35435	177357,34
2011	22206	Sangarrén	Liquidaciones	Consolidada	319292,07	21589,27	0	9308,79	216699,98	7249,47	64444,56
2011	22207	San Juan de Plan	Liquidaciones	Consolidada	369806,89	14518,01	106424,2	0	160169,59	0	88695,09
2011	22208	Santa Cilia	Liquidaciones	Consolidada	360483,95	53087,75	45920,62	26440,6	4326,3	75129,82	155578,86
2011	22209	Santa Cruz de la Serós	Liquidaciones	Consolidada	174882,38	15766,32	13338,86	10453,43	8026,36	22324,8	104972,61
2011	22212	Santaliestra y San Quílez	Liquidaciones	Consolidada	151755,9	36856,97	1110	0	12468,82	42216,83	59103,28
2011	22213	Sariñena	Liquidaciones	Consolidada	5226090,45	415226,65	1277198,94	574071,46	828644,95	281870,53	1849077,92
2011	22214	Secastilla	Liquidaciones	Consolidada	501346,05	46789,2	78022,82	25187,88	27797,51	159287,33	164261,31
2011	22215	Seira	Liquidaciones	Consolidada	269203,61	20800,88	133735,19	29843,02	8372,8	0	76451,72
2011	22217	Sena	Liquidaciones	Consolidada	522505,83	8999,26	0	0	138179,74	195825,4	179501,43
2011	22218	Senés de Alcubierre	Liquidaciones	Consolidada	73702,56	0	0	1637,29	10591,19	0	61474,08
2011	22220	Sesa	Liquidaciones	Consolidada	155534,94	3856,04	41473,21	0	29352,7	18000	62852,99
2011	22221	Sesué	Liquidaciones	Consolidada	295214,35	31922,95	0	18244,16	21768,52	76318,87	146959,85
2011	22222	Siétamo	Liquidaciones	Consolidada	778086,47	24774,32	163613,09	63079,09	149892,15	190358,11	186369,71
2011	22223	Sopeira	Liquidaciones	Consolidada	473930,33	4798,36	371101,41	5374,72	7347,19	13991,89	71316,76
2011	22225	Tamarite de Litera	Liquidaciones	Consolidada	2834285,87	356774,21	854396,52	201349,29	785442,25	0	636323,6
2011	22226	Tardienta	Liquidaciones	Consolidada	1762826,52	167592,44	341444,74	184894,83	622041,41	166709,1	280144
2011	22227	Tella-Sin	Liquidaciones	Consolidada	544137,17	69636,81	149907,92	0	91991,1	32007,07	200594,27
2011	22228	Tierz	Liquidaciones	Consolidada	968441,58	25706,71	39556,86	72641,08	120683,52	326356,2	383497,21
2011	22229	Tolva	Liquidaciones	Consolidada	159778,97	5227,78	62820,88	12536,14	26001,99	0	53192,18
2011	22230	Torla-Ordesa	Liquidaciones	Consolidada	714675,3	0	603566,53	7428,23	8447,44	0	95233,1
2011	22232	Torralba de Aragón	Liquidaciones	Consolidada	326383,31	0	0	7411,81	47919,83	0	271051,67
2011	22233	Torre la Ribera	Liquidaciones	Consolidada	256112,71	13639,15	167690,28	7395,09	8406,75	30182,95	28798,49
2011	22234	Torrente de Cinca	Liquidaciones	Consolidada	955585,46	44045,48	370736,53	73301,19	121286,51	0	346215,75
2011	22235	Torres de Alcanadre	Liquidaciones	Consolidada	164481,55	2480,66	102449,38	9629,3	3148,83	0	46773,38
2011	22236	Torres de Barbués	Liquidaciones	Consolidada	421607,89	115,34	73373,99	0	14408,66	261504,42	72205,48
2011	22239	Tramaced	Liquidaciones	Consolidada	343253,87	16833,97	0	7509,92	293684,5	133,68	25091,8
2011	22242	Valfarta	Liquidaciones	Consolidada	158959,21	0	0	3143,59	131869,01	131,71	23814,9
2011	22243	Valle de Bardají	Liquidaciones	Consolidada	64188,81	0	7663,8	5291,28	0	0	51233,73
2011	22244	Valle de Lierp	Liquidaciones	Consolidada	241055,77	0	65081,92	0	68527,45	48317,64	59128,76
2011	22245	Velilla de Cinca	Liquidaciones	Consolidada	370940,36	8852,54	262306,41	20846,3	2646,14	0	76288,97
2011	22246	Beranuy	Liquidaciones	Consolidada	101271,35	0	42331,88	6586,11	2749,88	12819,39	36784,09
2011	22247	Viacamp y Litera	Liquidaciones	Consolidada	599387,05	0	170667,88	8356,66	0	74098,61	346263,9
2011	22248	Vicién	Liquidaciones	Consolidada	235408,29	12971,47	0	12863,76	155122,17	19674,97	34775,92
2011	22249	Villanova	Liquidaciones	Consolidada	189316,15	0	5415,91	17534,23	2050	44680,01	119636
2011	22250	Villanúa	Liquidaciones	Consolidada	1066861,34	0	169767,19	95761,78	412181,07	189850	199301,3
2011	22251	Villanueva de Sigena	Liquidaciones	Consolidada	394396,81	12238,32	0	0	141368,45	71182,05	169607,99
2011	22252	Yebra de Basa	Liquidaciones	Consolidada	182167,91	0	100371,46	0	4367,81	11695,47	65733,17
2011	22253	Yésero	Liquidaciones	Consolidada	179920,18	0	118788,31	0	40140,84	0	20991,03
2011	22254	Zaidín	Liquidaciones	Consolidada	1386821,54	149922,21	0	59150,58	136426,39	448312,59	593009,77
2011	22901	Valle de Hecho	Liquidaciones	Consolidada	848593,57	71288,41	0	53422,16	146763,12	257993,88	319126
2011	22902	Puente la Reina de Jaca	Liquidaciones	Consolidada	307203,53	16179,59	37414,53	0	43514,05	0	210095,36
2011	22903	San Miguel del Cinca	Liquidaciones	Consolidada	995473,22	43668,07	307312,71	0	394259,92	20000	230232,52
2011	22904	Sotonera (La)	Liquidaciones	Consolidada	926257,08	38605,56	381117,86	69519,38	101208,17	87926,59	247879,52
2011	22905	Lupiñén-Ortilla	Liquidaciones	Consolidada	740255,07	39954,55	265171,62	0	296489,69	0	138639,21
2011	22906	Santa María de Dulcis	Liquidaciones	Consolidada	371973,05	6782,4	153473,84	20847,02	90987	0	99882,79
2011	22907	Aínsa-Sobrarbe	Liquidaciones	Consolidada	3222149,33	351835,57	453382,19	556566,91	747352,34	140647,76	972364,56
2011	22908	Hoz y Costeán	Liquidaciones	Consolidada	346858,1	1777,38	118576,19	0	14492,26	212012,27	0
2011	22909	Vencillón	Liquidaciones	Consolidada	447235,28	5393,48	104407,36	19648,51	224763,68	0	93022,25
2011	44001	Ababuj	Liquidaciones	Consolidada	261545,48	0	154407,54	0	12109,8	0	95028,14
2011	44002	Abejuela	Liquidaciones	Consolidada	265283,72	14806,25	167201,64	0	0	0	83275,83
2011	44003	Aguatón	Liquidaciones	Consolidada	124566,52	2250	94619,69	0	0	0	27696,83
2011	44004	Aguaviva	Liquidaciones	Consolidada	1301141,34	23417,95	852386,93	102261,4	20788,55	0	302286,51
2011	44005	Aguilar del Alfambra	Liquidaciones	Consolidada	196135,29	14616,78	16000	0	104802,72	0	60715,79
2011	44006	Alacón	Liquidaciones	Consolidada	373460,04	5248,43	158247,56	4661,02	74694,45	40237,6	90370,98
2011	44007	Alba	Liquidaciones	Consolidada	233812,68	2253,8	138626,53	0	0	0	92932,35
2011	44008	Albalate del Arzobispo	Liquidaciones	Consolidada	5593289,83	18978,19	918226,74	213899,37	630484,44	3503003,24	308697,85
2011	44009	Albarracín	Liquidaciones	Consolidada	1761925,77	69592,5	756343,1	173864,53	328093,42	51197,58	382834,64
2011	44010	Albentosa	Liquidaciones	Consolidada	575748,41	15292,28	369874,06	0	90043,23	0	100538,84
2011	44011	Alcaine	Liquidaciones	Consolidada	93331,35	0	0	6723,74	41659,23	4731,67	40216,71
2011	44012	Alcalá de la Selva	Liquidaciones	Consolidada	978239,69	12043,56	161810,33	0	78354,55	183805,15	542226,1
2011	44013	Alcañiz	Liquidaciones	Consolidada	14649950,53	1818470,92	6208981,21	1087362,14	3529682,75	530023,18	1475430,33
2011	44014	Alcorisa	Liquidaciones	Consolidada	3345623,66	0	410075,84	79589,78	734622,76	742219,5	1379115,78
2011	44016	Alfambra	Liquidaciones	Consolidada	847989,01	57702,57	20089,84	0	155320,6	184647,14	430228,86
2011	44017	Aliaga	Liquidaciones	Consolidada	383480,52	406,18	143536,47	36190,62	85741,98	0	117605,27
2011	44018	Almohaja	Liquidaciones	Consolidada	143887,58	2251,8	118636,94	0	0	0	22998,84
2011	44019	Alobras	Liquidaciones	Consolidada	182510,65	0	152018,5	0	0	0	30492,15
2011	44020	Alpeñés	Liquidaciones	Consolidada	151043,41	0	113518,96	2450,86	0	0	35073,59
2011	44021	Allepuz	Liquidaciones	Consolidada	206952,01	274,08	24898,32	368,68	20744,73	130248,9	30417,3
2011	44022	Alloza	Liquidaciones	Consolidada	517519,79	1249,5	254551,87	0	40245,59	211572,83	9900
2011	44023	Allueva	Liquidaciones	Consolidada	127079,82	0	104932,61	0	1447,1	0	20700,11
2011	44024	Anadón	Liquidaciones	Consolidada	49802,27	0	0	4524	24339,49	3741	17197,78
2011	44025	Andorra	Liquidaciones	Consolidada	9847494,35	159317,32	2509213,48	730809,25	2628830,4	2639126,28	1180197,62
2011	44026	Arcos de las Salinas	Liquidaciones	Consolidada	450393,91	25132,86	231452,26	0	37502,55	0	156306,24
2011	44027	Arens de Lledó	Liquidaciones	Consolidada	313536,35	26918,81	0	6995,05	78636,58	1223,1	199762,81
2011	44028	Argente	Liquidaciones	Consolidada	360875,15	0	267526,21	0	0	0	93348,94
2011	44029	Ariño	Liquidaciones	Consolidada	2092962,62	2717,93	458011,55	122320,24	502899,76	416727,53	590285,61
2011	44031	Azaila	Liquidaciones	Consolidada	233992,08	2908,21	136759,86	243,94	12881,49	31320	49878,58
2011	44032	Bádenas	Liquidaciones	Consolidada	98409,1	0	68371,54	2181,66	826	0	27029,9
2011	44033	Báguena	Liquidaciones	Consolidada	214763,78	9951,73	40566,49	15338,04	0	0	148907,52
2011	44034	Bañón	Liquidaciones	Consolidada	301802,96	46980,88	192614,73	4571,47	5237,45	1386,37	51012,06
2011	44035	Barrachina	Liquidaciones	Consolidada	216651,47	26201,36	109384,44	0	6315,29	7509,48	67240,9
2011	44036	Bea	Liquidaciones	Consolidada	81205,9	4674,45	42015,4	884,89	0	0	33631,16
2011	44037	Beceite	Liquidaciones	Consolidada	760674,21	31877,3	223476,95	0	256965,97	0	248353,99
2011	44038	Belmonte de San José	Liquidaciones	Consolidada	204628,77	20454,4	101385,66	5774,68	0	0	77014,03
2011	44039	Bello	Liquidaciones	Consolidada	424037,41	26825,92	191672,91	17413,81	78415,89	30067,8	79641,08
2011	44040	Berge	Liquidaciones	Consolidada	256216,49	16657,32	174067,96	0	20062,27	7742,49	37686,45
2011	44041	Bezas	Liquidaciones	Consolidada	206843,66	6000	59658,85	7077,31	38213,9	41242	54651,6
2011	44042	Blancas	Liquidaciones	Consolidada	191464,37	2000	58671,6	344,59	36019,33	47080,22	47348,63
2011	44043	Blesa	Liquidaciones	Consolidada	340323,12	7223,99	92226,29	30	27635,68	154343,9	58863,26
2011	44044	Bordón	Liquidaciones	Consolidada	209731,61	13024,27	14921,74	8290,71	21740,13	39133,94	112620,82
2011	44045	Bronchales	Liquidaciones	Consolidada	591232,36	5821,28	99157,26	0	213454,02	0	272799,8
2011	44046	Bueña	Liquidaciones	Consolidada	217919,59	0	161978,66	0	2543,25	0	53397,68
2011	44047	Burbáguena	Liquidaciones	Consolidada	433308,51	0	378608,13	0	0	0	54700,38
2011	44048	Cabra de Mora	Liquidaciones	Consolidada	218943,91	3241,56	132792,07	0	10099,35	0	72810,93
2011	44049	Calaceite	Liquidaciones	Consolidada	1610775,82	69056,2	60362,99	70611,97	107225,85	1026918,26	276600,55
2011	44050	Calamocha	Liquidaciones	Consolidada	4201186,02	360072,73	1959022,56	145547,84	1164588,49	80030,61	491923,79
2011	44051	Calanda	Liquidaciones	Consolidada	4063452,21	1208,61	816320,1	1004833,46	1023156,36	372116,6	845817,08
2011	44052	Calomarde	Liquidaciones	Consolidada	185984,48	0	121431,95	6260,76	17572,3	0	40719,47
2011	44053	Camañas	Liquidaciones	Consolidada	316874,79	28764,65	170630,82	0	0	0	117479,32
2011	44054	Camarena de la Sierra	Liquidaciones	Consolidada	411886,28	0	143678,76	12491,71	121030,88	0	134684,93
2011	44055	Camarillas	Liquidaciones	Consolidada	235909,2	173,46	124491,53	0	32551,93	10082,38	68609,9
2011	44056	Caminreal	Liquidaciones	Consolidada	334469,38	65250,14	24701,73	138,18	44076,18	0	200303,15
2011	44059	Cantavieja	Liquidaciones	Consolidada	731305,33	40379,58	8919,25	50	337628,44	167439,11	176888,95
2011	44060	Cañada de Benatanduz	Liquidaciones	Consolidada	190129,81	0	103766,84	2553,42	778,55	2053,47	80977,53
2011	44061	Cañada de Verich (La)	Liquidaciones	Consolidada	262237,92	1941,9	199589,81	0	0	0	60706,21
2011	44062	Cañada Vellida	Liquidaciones	Sin información							
2011	44063	Cañizar del Olivar	Liquidaciones	Consolidada	258881,5	15891,54	24648,14	8113,67	4765,74	123042	82420,41
2011	44064	Cascante del Río	Liquidaciones	Consolidada	132031,61	4,72	50000	11263,5	35483,12	0	35280,27
2011	44065	Castejón de Tornos	Liquidaciones	Consolidada	230144,29	51,06	194647,49	0	0	0	35445,74
2011	44066	Castel de Cabra	Liquidaciones	Consolidada	194804,57	0	80710,69	11674,91	0	1309,81	101109,16
2011	44067	Castelnou	Liquidaciones	Sin información							
2011	44068	Castelserás	Liquidaciones	Consolidada	701404,85	6799,51	0	66439,05	5044	241,9	622880,39
2011	44070	Castellar (El)	Liquidaciones	Consolidada	214649,1	2032,12	150473,87	0	0	0	62143,11
2011	44071	Castellote	Liquidaciones	Consolidada	1288404,55	35387,26	47779,65	87157,71	631604,99	179734,77	306740,17
2011	44074	Cedrillas	Liquidaciones	Consolidada	625212,33	2625	354536,86	25559,13	15700,07	27538,8	199252,47
2011	44075	Celadas	Liquidaciones	Consolidada	515992,15	7898,93	330624,91	0	0	0	177468,31
2011	44076	Cella	Liquidaciones	Consolidada	3076441,72	87753,77	933198,66	605175,83	1113873,81	2956,2	333483,45
2011	44077	Cerollera (La)	Liquidaciones	Consolidada	385341,18	208,04	236296,71	857,27	5740,71	19954,05	122284,4
2011	44080	Codoñera (La)	Liquidaciones	Consolidada	393234,17	0	183232,33	17646,83	60483,78	0	131871,23
2011	44082	Corbalán	Liquidaciones	Consolidada	149330,72	80,83	63830,41	0	15917,16	0	69502,32
2011	44084	Cortes de Aragón	Liquidaciones	Consolidada	219937,83	0	164070,53	0	0	19070,56	36796,74
2011	44085	Cosa	Liquidaciones	Consolidada	188169,21	0	69004,78	3400,81	4140,68	83312,37	28310,57
2011	44086	Cretas	Liquidaciones	Consolidada	763520,23	36128,02	7000	26943,74	505199,95	87871,29	100377,23
2011	44087	Crivillén	Liquidaciones	Consolidada	344892,79	229,28	20105,16	6548,24	174127,39	108040,01	35842,71
2011	44088	Cuba (La)	Liquidaciones	Consolidada	150719,49	431,56	59027,27	0	9955,3	0	81305,36
2011	44089	Cubla	Liquidaciones	Consolidada	257076,6	0	199127,96	7211,48	15286,78	0	35450,38
2011	44090	Cucalón	Liquidaciones	Consolidada	155107,24	8290,32	61791,59	7424,67	7894,84	0	69705,82
2011	44092	Cuervo (El)	Liquidaciones	Consolidada	323662,69	12524,83	251843,71	0	0	0	59294,15
2011	44093	Cuevas de Almudén	Liquidaciones	Consolidada	276168,8	2625,52	47445,41	0	160474,74	6830,41	58792,72
2011	44094	Cuevas Labradas	Liquidaciones	Consolidada	149641,24	2290,46	114996,99	0	5783,2	0	26570,59
2011	44096	Ejulve	Liquidaciones	Consolidada	301682,4	0	140494,99	12228,52	0	0	148958,89
2011	44097	Escorihuela	Liquidaciones	Consolidada	155824,9	495,94	32847,69	0	27778,52	2009,28	92693,47
2011	44099	Escucha	Liquidaciones	Clasificación Económica de la Administración General							
2011	44100	Estercuel	Liquidaciones	Consolidada	801333,76	64705,06	0	27117,03	486855,98	68609,1	154046,59
2011	44101	Ferreruela de Huerva	Liquidaciones	Consolidada	164334,33	0	98052,35	10166,79	5264,6	0	50850,59
2011	44102	Fonfría	Liquidaciones	Consolidada	123603,96	0	111569,95	0	0	0	12034,01
2011	44103	Formiche Alto	Liquidaciones	Consolidada	366072,91	10337,74	247951,31	0	0	0	107783,86
2011	44105	Fórnoles	Liquidaciones	Consolidada	264225,32	15122,03	107606,45	0	133559,47	7937,37	0
2011	44106	Fortanete	Liquidaciones	Consolidada	237754,57	3384,8	20808,44	27298,51	87377,63	1000	97885,19
2011	44107	Foz-Calanda	Liquidaciones	Consolidada	451752,42	41547,42	325926,11	46225,03	0	0	38053,86
2011	44108	Fresneda (La)	Liquidaciones	Consolidada	580815,25	17327,61	5907,06	28731,43	44556,94	0	484292,21
2011	44109	Frías de Albarracín	Liquidaciones	Consolidada	332088,52	4662,55	68704,67	16624,58	149546,46	0	92550,26
2011	44110	Fuenferrada	Liquidaciones	Consolidada	82368,05	0	56228,44	0	0	0	26139,61
2011	44111	Fuentes Calientes	Liquidaciones	Consolidada	158666,92	40595,66	41903,8	5500	0	0	70667,46
2011	44112	Fuentes Claras	Liquidaciones	Consolidada	615626,72	6655,34	196087,61	1049,72	64486,99	189420,06	157927
2011	44113	Fuentes de Rubielos	Liquidaciones	Consolidada	332088,52	4662,55	68704,67	16624,58	149546,46	0	92550,26
2011	44114	Fuentespalda	Liquidaciones	Consolidada	418797,99	24565,72	21773,17	18617,91	2021,31	0	351819,88
2011	44115	Galve	Liquidaciones	Sin información							
2011	44116	Gargallo	Liquidaciones	Consolidada	308644,85	0	74722,75	5658,31	15445,62	137465,98	75352,19
2011	44117	Gea de Albarracín	Liquidaciones	Consolidada	468189,66	19772,56	274189,02	0	0	0	174228,08
2011	44118	Ginebrosa (La)	Liquidaciones	Consolidada	494501,02	2250	345271,67	0	0	0	146979,35
2011	44119	Griegos	Liquidaciones	Consolidada	271321,93	0	104367,05	9259,97	72048,33	27989,27	57657,31
2011	44120	Guadalaviar	Liquidaciones	Consolidada	234646,9	34,78	62075,41	19747,45	73319,94	2670,43	76798,89
2011	44121	Gúdar	Liquidaciones	Consolidada	319422,06	21676,52	193753,82	0	5957,36	0	98034,36
2011	44122	Híjar	Liquidaciones	Consolidada	2311613,36	0	335773,79	144777,04	605503,04	303612,57	921946,92
2011	44123	Hinojosa de Jarque	Liquidaciones	Consolidada	269605,23	418,47	122049,63	213,76	24856,04	0	122067,33
2011	44124	Hoz de la Vieja (La)	Liquidaciones	Consolidada	173386,01	0	117356,27	0	7064,02	0	48965,72
2011	44125	Huesa del Común	Liquidaciones	Consolidada	372614,82	9048,26	51210,01	0	0	270504,85	41851,7
2011	44126	Iglesuela del Cid (La)	Liquidaciones	Consolidada	434240,87	45659,69	0	0	0	0	388581,18
2011	44127	Jabaloyas	Liquidaciones	Consolidada	152232,95	2312,27	83651,32	0	4466,83	17700,9	44101,63
2011	44128	Jarque de la Val	Liquidaciones	Consolidada	205491,55	0	48823,18	51,58	120656,82	12621,44	23338,53
2011	44129	Jatiel	Liquidaciones	Consolidada	166522,97	0	0	2682,84	92,05	71627,39	92120,69
2011	44130	Jorcas	Liquidaciones	Consolidada	138502,17	181,61	101331,63	0	5003,55	0	31985,38
2011	44131	Josa	Liquidaciones	Consolidada	137273,04	0	0	3845,49	21700,01	87580,79	24146,75
2011	44132	Lagueruela	Liquidaciones	Consolidada	126376,74	0	87240,79	2110,61	873	0	36152,34
2011	44133	Lanzuela	Liquidaciones	Consolidada	102784,34	12436,42	27907,51	3141,96	0	0	59298,45
2011	44135	Libros	Liquidaciones	Consolidada	129377,9	14882,36	67190,17	0	0	0	47305,37
2011	44136	Lidón	Liquidaciones	Consolidada	213165,65	0	150953,22	0	0	0	62212,43
