Municipio código	Municipio nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
50107	Figueruelas	04	b) <2 Ha de SAU	2
50107	Figueruelas	05	b) <2 Ha de SAU	9
50107	Figueruelas	06	c) >=2 a <5 Ha de SAU	5
50107	Figueruelas	07	c) >=2 a <5 Ha de SAU	6
50107	Figueruelas	08	c) >=2 a <5 Ha de SAU	4
50107	Figueruelas	09	d) >=5 a < 10 Ha de SAU	10
50107	Figueruelas	10	e) >=10 a <20 Ha de SAU	5
50107	Figueruelas	12	g) >=30 a < 50 Ha de SAU	1
50107	Figueruelas	14	h) >=50 a < 100 Ha de SAU	1
50107	Figueruelas	15	i) >=100 Ha de SAU	3
50107	Figueruelas	19	i) >=100 Ha de SAU	1
50108	Fombuena	01	a) Sin SAU	1
50108	Fombuena	11	f) >=20 a < 30 Ha de SAU	3
50108	Fombuena	12	g) >=30 a < 50 Ha de SAU	7
50108	Fombuena	13	h) >=50 a < 100 Ha de SAU	3
50108	Fombuena	16	i) >=100 Ha de SAU	1
50108	Fombuena	17	i) >=100 Ha de SAU	1
50108	Fombuena	18	i) >=100 Ha de SAU	1
50109	Frago (El)	05	b) <2 Ha de SAU	1
50109	Frago (El)	06	c) >=2 a <5 Ha de SAU	1
50109	Frago (El)	07	c) >=2 a <5 Ha de SAU	1
50109	Frago (El)	09	d) >=5 a < 10 Ha de SAU	7
50109	Frago (El)	10	e) >=10 a <20 Ha de SAU	3
50109	Frago (El)	11	f) >=20 a < 30 Ha de SAU	1
50109	Frago (El)	13	h) >=50 a < 100 Ha de SAU	1
50110	Frasno (El)	01	a) Sin SAU	1
50110	Frasno (El)	04	b) <2 Ha de SAU	2
50110	Frasno (El)	05	b) <2 Ha de SAU	29
50110	Frasno (El)	06	c) >=2 a <5 Ha de SAU	24
50110	Frasno (El)	07	c) >=2 a <5 Ha de SAU	14
50110	Frasno (El)	08	c) >=2 a <5 Ha de SAU	10
50110	Frasno (El)	09	d) >=5 a < 10 Ha de SAU	38
50110	Frasno (El)	10	e) >=10 a <20 Ha de SAU	35
50110	Frasno (El)	11	f) >=20 a < 30 Ha de SAU	9
50110	Frasno (El)	12	g) >=30 a < 50 Ha de SAU	4
50110	Frasno (El)	13	h) >=50 a < 100 Ha de SAU	1
50110	Frasno (El)	14	h) >=50 a < 100 Ha de SAU	1
50111	Fréscano	01	a) Sin SAU	1
50111	Fréscano	05	b) <2 Ha de SAU	3
50111	Fréscano	07	c) >=2 a <5 Ha de SAU	3
50111	Fréscano	08	c) >=2 a <5 Ha de SAU	2
50111	Fréscano	09	d) >=5 a < 10 Ha de SAU	5
50111	Fréscano	10	e) >=10 a <20 Ha de SAU	6
50111	Fréscano	11	f) >=20 a < 30 Ha de SAU	3
50111	Fréscano	12	g) >=30 a < 50 Ha de SAU	4
50111	Fréscano	13	h) >=50 a < 100 Ha de SAU	2
50111	Fréscano	14	h) >=50 a < 100 Ha de SAU	2
50111	Fréscano	15	i) >=100 Ha de SAU	2
50111	Fréscano	16	i) >=100 Ha de SAU	1
50111	Fréscano	17	i) >=100 Ha de SAU	1
50113	Fuendejalón	01	a) Sin SAU	3
50113	Fuendejalón	02	b) <2 Ha de SAU	1
50113	Fuendejalón	05	b) <2 Ha de SAU	27
50113	Fuendejalón	06	c) >=2 a <5 Ha de SAU	13
50113	Fuendejalón	07	c) >=2 a <5 Ha de SAU	21
50113	Fuendejalón	08	c) >=2 a <5 Ha de SAU	14
50113	Fuendejalón	09	d) >=5 a < 10 Ha de SAU	43
50113	Fuendejalón	10	e) >=10 a <20 Ha de SAU	47
50113	Fuendejalón	11	f) >=20 a < 30 Ha de SAU	23
50113	Fuendejalón	12	g) >=30 a < 50 Ha de SAU	29
50113	Fuendejalón	13	h) >=50 a < 100 Ha de SAU	12
50113	Fuendejalón	14	h) >=50 a < 100 Ha de SAU	8
50113	Fuendejalón	15	i) >=100 Ha de SAU	4
50113	Fuendejalón	16	i) >=100 Ha de SAU	2
50113	Fuendejalón	17	i) >=100 Ha de SAU	1
50114	Fuendetodos	01	a) Sin SAU	1
50114	Fuendetodos	05	b) <2 Ha de SAU	1
50114	Fuendetodos	07	c) >=2 a <5 Ha de SAU	1
50114	Fuendetodos	08	c) >=2 a <5 Ha de SAU	1
50114	Fuendetodos	10	e) >=10 a <20 Ha de SAU	6
50114	Fuendetodos	12	g) >=30 a < 50 Ha de SAU	4
50114	Fuendetodos	13	h) >=50 a < 100 Ha de SAU	3
50114	Fuendetodos	14	h) >=50 a < 100 Ha de SAU	6
50114	Fuendetodos	15	i) >=100 Ha de SAU	1
50114	Fuendetodos	16	i) >=100 Ha de SAU	3
50114	Fuendetodos	17	i) >=100 Ha de SAU	1
50115	Fuentes de Ebro	01	a) Sin SAU	6
50115	Fuentes de Ebro	03	b) <2 Ha de SAU	3
50115	Fuentes de Ebro	04	b) <2 Ha de SAU	2
50115	Fuentes de Ebro	05	b) <2 Ha de SAU	32
50115	Fuentes de Ebro	06	c) >=2 a <5 Ha de SAU	19
50115	Fuentes de Ebro	07	c) >=2 a <5 Ha de SAU	21
50115	Fuentes de Ebro	08	c) >=2 a <5 Ha de SAU	17
50115	Fuentes de Ebro	09	d) >=5 a < 10 Ha de SAU	59
50115	Fuentes de Ebro	10	e) >=10 a <20 Ha de SAU	61
50115	Fuentes de Ebro	11	f) >=20 a < 30 Ha de SAU	36
50115	Fuentes de Ebro	12	g) >=30 a < 50 Ha de SAU	24
50115	Fuentes de Ebro	13	h) >=50 a < 100 Ha de SAU	15
50115	Fuentes de Ebro	14	h) >=50 a < 100 Ha de SAU	10
50115	Fuentes de Ebro	15	i) >=100 Ha de SAU	10
50115	Fuentes de Ebro	16	i) >=100 Ha de SAU	1
50115	Fuentes de Ebro	17	i) >=100 Ha de SAU	2
50115	Fuentes de Ebro	18	i) >=100 Ha de SAU	4
50115	Fuentes de Ebro	19	i) >=100 Ha de SAU	1
50115	Fuentes de Ebro	20	i) >=100 Ha de SAU	2
50116	Fuentes de Jiloca	01	a) Sin SAU	2
50116	Fuentes de Jiloca	02	b) <2 Ha de SAU	1
50116	Fuentes de Jiloca	04	b) <2 Ha de SAU	5
50116	Fuentes de Jiloca	05	b) <2 Ha de SAU	8
50116	Fuentes de Jiloca	06	c) >=2 a <5 Ha de SAU	7
50116	Fuentes de Jiloca	07	c) >=2 a <5 Ha de SAU	4
50116	Fuentes de Jiloca	08	c) >=2 a <5 Ha de SAU	2
50116	Fuentes de Jiloca	09	d) >=5 a < 10 Ha de SAU	12
50116	Fuentes de Jiloca	10	e) >=10 a <20 Ha de SAU	5
50116	Fuentes de Jiloca	11	f) >=20 a < 30 Ha de SAU	2
50116	Fuentes de Jiloca	12	g) >=30 a < 50 Ha de SAU	1
50116	Fuentes de Jiloca	14	h) >=50 a < 100 Ha de SAU	1
50116	Fuentes de Jiloca	15	i) >=100 Ha de SAU	1
50116	Fuentes de Jiloca	17	i) >=100 Ha de SAU	1
50116	Fuentes de Jiloca	19	i) >=100 Ha de SAU	1
50117	Gallocanta	07	c) >=2 a <5 Ha de SAU	1
50117	Gallocanta	09	d) >=5 a < 10 Ha de SAU	7
50117	Gallocanta	10	e) >=10 a <20 Ha de SAU	4
50117	Gallocanta	11	f) >=20 a < 30 Ha de SAU	3
50117	Gallocanta	12	g) >=30 a < 50 Ha de SAU	10
50117	Gallocanta	13	h) >=50 a < 100 Ha de SAU	5
50117	Gallocanta	14	h) >=50 a < 100 Ha de SAU	5
50117	Gallocanta	15	i) >=100 Ha de SAU	8
50118	Gallur	01	a) Sin SAU	2
50118	Gallur	03	b) <2 Ha de SAU	4
50118	Gallur	04	b) <2 Ha de SAU	2
50118	Gallur	05	b) <2 Ha de SAU	19
50118	Gallur	06	c) >=2 a <5 Ha de SAU	13
50118	Gallur	07	c) >=2 a <5 Ha de SAU	15
50118	Gallur	08	c) >=2 a <5 Ha de SAU	5
50118	Gallur	09	d) >=5 a < 10 Ha de SAU	17
50118	Gallur	10	e) >=10 a <20 Ha de SAU	10
50118	Gallur	11	f) >=20 a < 30 Ha de SAU	10
50118	Gallur	12	g) >=30 a < 50 Ha de SAU	6
50118	Gallur	13	h) >=50 a < 100 Ha de SAU	10
50118	Gallur	14	h) >=50 a < 100 Ha de SAU	3
50118	Gallur	15	i) >=100 Ha de SAU	1
50118	Gallur	17	i) >=100 Ha de SAU	1
50118	Gallur	19	i) >=100 Ha de SAU	2
50119	Gelsa	01	a) Sin SAU	6
50119	Gelsa	05	b) <2 Ha de SAU	2
50119	Gelsa	06	c) >=2 a <5 Ha de SAU	8
50119	Gelsa	07	c) >=2 a <5 Ha de SAU	3
50119	Gelsa	08	c) >=2 a <5 Ha de SAU	3
50119	Gelsa	09	d) >=5 a < 10 Ha de SAU	26
50119	Gelsa	10	e) >=10 a <20 Ha de SAU	27
50119	Gelsa	11	f) >=20 a < 30 Ha de SAU	21
50119	Gelsa	12	g) >=30 a < 50 Ha de SAU	32
50119	Gelsa	13	h) >=50 a < 100 Ha de SAU	21
50119	Gelsa	14	h) >=50 a < 100 Ha de SAU	13
50119	Gelsa	15	i) >=100 Ha de SAU	8
50119	Gelsa	16	i) >=100 Ha de SAU	4
50119	Gelsa	17	i) >=100 Ha de SAU	1
50120	Godojos	01	a) Sin SAU	1
50120	Godojos	05	b) <2 Ha de SAU	2
50120	Godojos	06	c) >=2 a <5 Ha de SAU	1
50120	Godojos	07	c) >=2 a <5 Ha de SAU	1
50120	Godojos	08	c) >=2 a <5 Ha de SAU	2
50120	Godojos	09	d) >=5 a < 10 Ha de SAU	4
50120	Godojos	10	e) >=10 a <20 Ha de SAU	3
50120	Godojos	11	f) >=20 a < 30 Ha de SAU	1
50120	Godojos	12	g) >=30 a < 50 Ha de SAU	2
50120	Godojos	14	h) >=50 a < 100 Ha de SAU	2
50120	Godojos	15	i) >=100 Ha de SAU	1
50120	Godojos	18	i) >=100 Ha de SAU	1
50121	Gotor	02	b) <2 Ha de SAU	1
50121	Gotor	05	b) <2 Ha de SAU	12
50121	Gotor	06	c) >=2 a <5 Ha de SAU	14
50121	Gotor	07	c) >=2 a <5 Ha de SAU	8
50121	Gotor	08	c) >=2 a <5 Ha de SAU	6
50121	Gotor	09	d) >=5 a < 10 Ha de SAU	2
50121	Gotor	10	e) >=10 a <20 Ha de SAU	4
50121	Gotor	15	i) >=100 Ha de SAU	2
50121	Gotor	17	i) >=100 Ha de SAU	1
50122	Grisel	01	a) Sin SAU	1
50122	Grisel	04	b) <2 Ha de SAU	1
50122	Grisel	05	b) <2 Ha de SAU	3
50122	Grisel	06	c) >=2 a <5 Ha de SAU	3
50122	Grisel	07	c) >=2 a <5 Ha de SAU	2
50122	Grisel	09	d) >=5 a < 10 Ha de SAU	3
50122	Grisel	10	e) >=10 a <20 Ha de SAU	1
50122	Grisel	12	g) >=30 a < 50 Ha de SAU	1
50122	Grisel	14	h) >=50 a < 100 Ha de SAU	1
50122	Grisel	15	i) >=100 Ha de SAU	2
50123	Grisén	04	b) <2 Ha de SAU	1
50123	Grisén	05	b) <2 Ha de SAU	6
50123	Grisén	06	c) >=2 a <5 Ha de SAU	4
50123	Grisén	07	c) >=2 a <5 Ha de SAU	2
50123	Grisén	08	c) >=2 a <5 Ha de SAU	2
50123	Grisén	09	d) >=5 a < 10 Ha de SAU	3
50123	Grisén	10	e) >=10 a <20 Ha de SAU	1
50123	Grisén	11	f) >=20 a < 30 Ha de SAU	1
50123	Grisén	14	h) >=50 a < 100 Ha de SAU	1
50124	Herrera de los Navarros	01	a) Sin SAU	1
50124	Herrera de los Navarros	04	b) <2 Ha de SAU	1
50124	Herrera de los Navarros	05	b) <2 Ha de SAU	6
50124	Herrera de los Navarros	06	c) >=2 a <5 Ha de SAU	8
50124	Herrera de los Navarros	07	c) >=2 a <5 Ha de SAU	5
50124	Herrera de los Navarros	08	c) >=2 a <5 Ha de SAU	3
50124	Herrera de los Navarros	09	d) >=5 a < 10 Ha de SAU	8
50124	Herrera de los Navarros	10	e) >=10 a <20 Ha de SAU	19
50124	Herrera de los Navarros	11	f) >=20 a < 30 Ha de SAU	9
50124	Herrera de los Navarros	12	g) >=30 a < 50 Ha de SAU	11
50124	Herrera de los Navarros	13	h) >=50 a < 100 Ha de SAU	12
50124	Herrera de los Navarros	14	h) >=50 a < 100 Ha de SAU	13
50124	Herrera de los Navarros	15	i) >=100 Ha de SAU	21
50124	Herrera de los Navarros	16	i) >=100 Ha de SAU	8
50124	Herrera de los Navarros	17	i) >=100 Ha de SAU	3
50124	Herrera de los Navarros	19	i) >=100 Ha de SAU	1
50125	Ibdes	01	a) Sin SAU	2
50125	Ibdes	04	b) <2 Ha de SAU	1
50125	Ibdes	05	b) <2 Ha de SAU	5
50125	Ibdes	06	c) >=2 a <5 Ha de SAU	10
50125	Ibdes	07	c) >=2 a <5 Ha de SAU	3
50125	Ibdes	08	c) >=2 a <5 Ha de SAU	9
50125	Ibdes	09	d) >=5 a < 10 Ha de SAU	22
50125	Ibdes	10	e) >=10 a <20 Ha de SAU	12
50125	Ibdes	11	f) >=20 a < 30 Ha de SAU	6
50125	Ibdes	12	g) >=30 a < 50 Ha de SAU	5
50125	Ibdes	13	h) >=50 a < 100 Ha de SAU	1
50125	Ibdes	15	i) >=100 Ha de SAU	1
50125	Ibdes	16	i) >=100 Ha de SAU	2
50125	Ibdes	17	i) >=100 Ha de SAU	1
50125	Ibdes	19	i) >=100 Ha de SAU	1
50126	Illueca	01	a) Sin SAU	2
50126	Illueca	03	b) <2 Ha de SAU	1
50126	Illueca	04	b) <2 Ha de SAU	1
50126	Illueca	05	b) <2 Ha de SAU	33
50126	Illueca	06	c) >=2 a <5 Ha de SAU	18
50126	Illueca	07	c) >=2 a <5 Ha de SAU	9
50126	Illueca	08	c) >=2 a <5 Ha de SAU	7
50126	Illueca	09	d) >=5 a < 10 Ha de SAU	13
50126	Illueca	10	e) >=10 a <20 Ha de SAU	4
50126	Illueca	12	g) >=30 a < 50 Ha de SAU	1
50126	Illueca	14	h) >=50 a < 100 Ha de SAU	1
50126	Illueca	15	i) >=100 Ha de SAU	3
50126	Illueca	19	i) >=100 Ha de SAU	1
50128	Isuerre	02	b) <2 Ha de SAU	1
50128	Isuerre	09	d) >=5 a < 10 Ha de SAU	1
50128	Isuerre	11	f) >=20 a < 30 Ha de SAU	4
50128	Isuerre	13	h) >=50 a < 100 Ha de SAU	3
50128	Isuerre	15	i) >=100 Ha de SAU	2
50129	Jaraba	01	a) Sin SAU	2
50129	Jaraba	03	b) <2 Ha de SAU	1
50129	Jaraba	05	b) <2 Ha de SAU	4
50129	Jaraba	06	c) >=2 a <5 Ha de SAU	3
50129	Jaraba	07	c) >=2 a <5 Ha de SAU	2
50129	Jaraba	08	c) >=2 a <5 Ha de SAU	2
50129	Jaraba	09	d) >=5 a < 10 Ha de SAU	2
50129	Jaraba	10	e) >=10 a <20 Ha de SAU	5
50129	Jaraba	13	h) >=50 a < 100 Ha de SAU	1
50129	Jaraba	14	h) >=50 a < 100 Ha de SAU	3
50129	Jaraba	15	i) >=100 Ha de SAU	1
50129	Jaraba	17	i) >=100 Ha de SAU	2
50130	Jarque	05	b) <2 Ha de SAU	19
50130	Jarque	06	c) >=2 a <5 Ha de SAU	22
50130	Jarque	07	c) >=2 a <5 Ha de SAU	13
50130	Jarque	08	c) >=2 a <5 Ha de SAU	15
50130	Jarque	09	d) >=5 a < 10 Ha de SAU	27
50130	Jarque	10	e) >=10 a <20 Ha de SAU	6
50130	Jarque	11	f) >=20 a < 30 Ha de SAU	3
50130	Jarque	12	g) >=30 a < 50 Ha de SAU	2
50130	Jarque	13	h) >=50 a < 100 Ha de SAU	1
50130	Jarque	17	i) >=100 Ha de SAU	1
50130	Jarque	19	i) >=100 Ha de SAU	3
50131	Jaulín	01	a) Sin SAU	1
50131	Jaulín	05	b) <2 Ha de SAU	1
50131	Jaulín	08	c) >=2 a <5 Ha de SAU	1
50131	Jaulín	09	d) >=5 a < 10 Ha de SAU	1
50131	Jaulín	10	e) >=10 a <20 Ha de SAU	1
50131	Jaulín	11	f) >=20 a < 30 Ha de SAU	7
50131	Jaulín	12	g) >=30 a < 50 Ha de SAU	9
50131	Jaulín	13	h) >=50 a < 100 Ha de SAU	8
50131	Jaulín	14	h) >=50 a < 100 Ha de SAU	9
50131	Jaulín	15	i) >=100 Ha de SAU	3
50131	Jaulín	16	i) >=100 Ha de SAU	6
50132	Joyosa (La)	06	c) >=2 a <5 Ha de SAU	5
50132	Joyosa (La)	07	c) >=2 a <5 Ha de SAU	1
50132	Joyosa (La)	08	c) >=2 a <5 Ha de SAU	1
50132	Joyosa (La)	09	d) >=5 a < 10 Ha de SAU	7
50132	Joyosa (La)	10	e) >=10 a <20 Ha de SAU	2
50132	Joyosa (La)	12	g) >=30 a < 50 Ha de SAU	3
50132	Joyosa (La)	14	h) >=50 a < 100 Ha de SAU	1
50133	Lagata	02	b) <2 Ha de SAU	1
50133	Lagata	06	c) >=2 a <5 Ha de SAU	1
50133	Lagata	09	d) >=5 a < 10 Ha de SAU	3
50133	Lagata	10	e) >=10 a <20 Ha de SAU	2
50133	Lagata	11	f) >=20 a < 30 Ha de SAU	1
50133	Lagata	12	g) >=30 a < 50 Ha de SAU	3
50133	Lagata	13	h) >=50 a < 100 Ha de SAU	5
50133	Lagata	14	h) >=50 a < 100 Ha de SAU	2
50133	Lagata	15	i) >=100 Ha de SAU	4
50133	Lagata	16	i) >=100 Ha de SAU	3
50134	Langa del Castillo	01	a) Sin SAU	4
50134	Langa del Castillo	05	b) <2 Ha de SAU	1
50134	Langa del Castillo	06	c) >=2 a <5 Ha de SAU	1
50134	Langa del Castillo	07	c) >=2 a <5 Ha de SAU	1
50134	Langa del Castillo	08	c) >=2 a <5 Ha de SAU	1
50134	Langa del Castillo	09	d) >=5 a < 10 Ha de SAU	4
50134	Langa del Castillo	10	e) >=10 a <20 Ha de SAU	17
50134	Langa del Castillo	11	f) >=20 a < 30 Ha de SAU	9
50134	Langa del Castillo	12	g) >=30 a < 50 Ha de SAU	7
50134	Langa del Castillo	13	h) >=50 a < 100 Ha de SAU	3
50134	Langa del Castillo	14	h) >=50 a < 100 Ha de SAU	5
50134	Langa del Castillo	15	i) >=100 Ha de SAU	8
50134	Langa del Castillo	16	i) >=100 Ha de SAU	2
50134	Langa del Castillo	17	i) >=100 Ha de SAU	1
50135	Layana	10	e) >=10 a <20 Ha de SAU	1
50135	Layana	12	g) >=30 a < 50 Ha de SAU	2
50135	Layana	13	h) >=50 a < 100 Ha de SAU	1
50135	Layana	14	h) >=50 a < 100 Ha de SAU	1
50135	Layana	16	i) >=100 Ha de SAU	1
50136	Lécera	01	a) Sin SAU	1
50136	Lécera	03	b) <2 Ha de SAU	1
50136	Lécera	05	b) <2 Ha de SAU	12
50136	Lécera	06	c) >=2 a <5 Ha de SAU	15
50136	Lécera	07	c) >=2 a <5 Ha de SAU	6
50136	Lécera	08	c) >=2 a <5 Ha de SAU	1
50136	Lécera	09	d) >=5 a < 10 Ha de SAU	16
50136	Lécera	10	e) >=10 a <20 Ha de SAU	13
50136	Lécera	11	f) >=20 a < 30 Ha de SAU	9
50136	Lécera	12	g) >=30 a < 50 Ha de SAU	20
50136	Lécera	13	h) >=50 a < 100 Ha de SAU	16
50136	Lécera	14	h) >=50 a < 100 Ha de SAU	14
50136	Lécera	15	i) >=100 Ha de SAU	17
50136	Lécera	16	i) >=100 Ha de SAU	10
50136	Lécera	17	i) >=100 Ha de SAU	6
50136	Lécera	18	i) >=100 Ha de SAU	4
50137	Leciñena	01	a) Sin SAU	22
50137	Leciñena	03	b) <2 Ha de SAU	1
50137	Leciñena	05	b) <2 Ha de SAU	9
50137	Leciñena	06	c) >=2 a <5 Ha de SAU	3
50137	Leciñena	07	c) >=2 a <5 Ha de SAU	1
50137	Leciñena	08	c) >=2 a <5 Ha de SAU	1
50137	Leciñena	09	d) >=5 a < 10 Ha de SAU	10
50137	Leciñena	10	e) >=10 a <20 Ha de SAU	16
50137	Leciñena	11	f) >=20 a < 30 Ha de SAU	15
50137	Leciñena	12	g) >=30 a < 50 Ha de SAU	28
50137	Leciñena	13	h) >=50 a < 100 Ha de SAU	25
50137	Leciñena	14	h) >=50 a < 100 Ha de SAU	29
50137	Leciñena	15	i) >=100 Ha de SAU	18
50137	Leciñena	16	i) >=100 Ha de SAU	15
50137	Leciñena	17	i) >=100 Ha de SAU	7
50137	Leciñena	18	i) >=100 Ha de SAU	1
50137	Leciñena	20	i) >=100 Ha de SAU	1
50138	Lechón	05	b) <2 Ha de SAU	1
50138	Lechón	11	f) >=20 a < 30 Ha de SAU	2
50138	Lechón	12	g) >=30 a < 50 Ha de SAU	1
50138	Lechón	13	h) >=50 a < 100 Ha de SAU	2
50138	Lechón	15	i) >=100 Ha de SAU	3
50138	Lechón	17	i) >=100 Ha de SAU	2
50138	Lechón	18	i) >=100 Ha de SAU	1
50139	Letux	01	a) Sin SAU	4
50139	Letux	03	b) <2 Ha de SAU	1
50139	Letux	04	b) <2 Ha de SAU	6
50139	Letux	05	b) <2 Ha de SAU	13
50139	Letux	06	c) >=2 a <5 Ha de SAU	4
50139	Letux	07	c) >=2 a <5 Ha de SAU	3
50139	Letux	08	c) >=2 a <5 Ha de SAU	2
50139	Letux	09	d) >=5 a < 10 Ha de SAU	3
50139	Letux	10	e) >=10 a <20 Ha de SAU	4
50139	Letux	11	f) >=20 a < 30 Ha de SAU	10
50139	Letux	12	g) >=30 a < 50 Ha de SAU	6
50139	Letux	13	h) >=50 a < 100 Ha de SAU	4
50139	Letux	14	h) >=50 a < 100 Ha de SAU	4
50139	Letux	15	i) >=100 Ha de SAU	6
50139	Letux	16	i) >=100 Ha de SAU	3
50139	Letux	17	i) >=100 Ha de SAU	1
50140	Litago	04	b) <2 Ha de SAU	1
50140	Litago	05	b) <2 Ha de SAU	6
50140	Litago	06	c) >=2 a <5 Ha de SAU	4
50140	Litago	07	c) >=2 a <5 Ha de SAU	4
50140	Litago	09	d) >=5 a < 10 Ha de SAU	2
50140	Litago	11	f) >=20 a < 30 Ha de SAU	1
50140	Litago	13	h) >=50 a < 100 Ha de SAU	1
50140	Litago	14	h) >=50 a < 100 Ha de SAU	2
50141	Lituénigo	04	b) <2 Ha de SAU	2
50141	Lituénigo	05	b) <2 Ha de SAU	3
50141	Lituénigo	06	c) >=2 a <5 Ha de SAU	2
50141	Lituénigo	07	c) >=2 a <5 Ha de SAU	2
50141	Lituénigo	08	c) >=2 a <5 Ha de SAU	3
50141	Lituénigo	09	d) >=5 a < 10 Ha de SAU	6
50141	Lituénigo	10	e) >=10 a <20 Ha de SAU	1
50141	Lituénigo	11	f) >=20 a < 30 Ha de SAU	1
50141	Lituénigo	15	i) >=100 Ha de SAU	1
50141	Lituénigo	17	i) >=100 Ha de SAU	1
50142	Lobera de Onsella	05	b) <2 Ha de SAU	2
50142	Lobera de Onsella	08	c) >=2 a <5 Ha de SAU	1
50142	Lobera de Onsella	09	d) >=5 a < 10 Ha de SAU	1
50142	Lobera de Onsella	10	e) >=10 a <20 Ha de SAU	4
50142	Lobera de Onsella	12	g) >=30 a < 50 Ha de SAU	2
50142	Lobera de Onsella	13	h) >=50 a < 100 Ha de SAU	1
50142	Lobera de Onsella	15	i) >=100 Ha de SAU	1
50142	Lobera de Onsella	16	i) >=100 Ha de SAU	1
50142	Lobera de Onsella	17	i) >=100 Ha de SAU	1
50143	Longares	01	a) Sin SAU	2
50143	Longares	05	b) <2 Ha de SAU	21
50143	Longares	06	c) >=2 a <5 Ha de SAU	19
50143	Longares	07	c) >=2 a <5 Ha de SAU	12
50143	Longares	08	c) >=2 a <5 Ha de SAU	11
50143	Longares	09	d) >=5 a < 10 Ha de SAU	32
50143	Longares	10	e) >=10 a <20 Ha de SAU	26
50143	Longares	11	f) >=20 a < 30 Ha de SAU	16
50143	Longares	12	g) >=30 a < 50 Ha de SAU	21
50143	Longares	13	h) >=50 a < 100 Ha de SAU	13
50143	Longares	14	h) >=50 a < 100 Ha de SAU	10
50143	Longares	15	i) >=100 Ha de SAU	2
50143	Longares	16	i) >=100 Ha de SAU	1
50143	Longares	17	i) >=100 Ha de SAU	1
50144	Longás	04	b) <2 Ha de SAU	1
50144	Longás	06	c) >=2 a <5 Ha de SAU	1
50144	Longás	11	f) >=20 a < 30 Ha de SAU	1
50144	Longás	13	h) >=50 a < 100 Ha de SAU	1
50144	Longás	15	i) >=100 Ha de SAU	1
50144	Longás	17	i) >=100 Ha de SAU	1
50144	Longás	18	i) >=100 Ha de SAU	1
50146	Lucena de Jalón	01	a) Sin SAU	1
50146	Lucena de Jalón	03	b) <2 Ha de SAU	3
50146	Lucena de Jalón	04	b) <2 Ha de SAU	2
50146	Lucena de Jalón	05	b) <2 Ha de SAU	7
50146	Lucena de Jalón	06	c) >=2 a <5 Ha de SAU	11
50146	Lucena de Jalón	07	c) >=2 a <5 Ha de SAU	5
50146	Lucena de Jalón	08	c) >=2 a <5 Ha de SAU	1
50146	Lucena de Jalón	09	d) >=5 a < 10 Ha de SAU	7
50146	Lucena de Jalón	10	e) >=10 a <20 Ha de SAU	2
50146	Lucena de Jalón	11	f) >=20 a < 30 Ha de SAU	1
50146	Lucena de Jalón	12	g) >=30 a < 50 Ha de SAU	1
50146	Lucena de Jalón	13	h) >=50 a < 100 Ha de SAU	3
50146	Lucena de Jalón	15	i) >=100 Ha de SAU	2
50147	Luceni	01	a) Sin SAU	6
50147	Luceni	03	b) <2 Ha de SAU	1
50147	Luceni	04	b) <2 Ha de SAU	2
50147	Luceni	05	b) <2 Ha de SAU	6
50147	Luceni	06	c) >=2 a <5 Ha de SAU	3
50147	Luceni	07	c) >=2 a <5 Ha de SAU	1
50147	Luceni	08	c) >=2 a <5 Ha de SAU	4
50147	Luceni	09	d) >=5 a < 10 Ha de SAU	8
50147	Luceni	10	e) >=10 a <20 Ha de SAU	6
50147	Luceni	11	f) >=20 a < 30 Ha de SAU	6
50147	Luceni	12	g) >=30 a < 50 Ha de SAU	4
50147	Luceni	13	h) >=50 a < 100 Ha de SAU	1
50147	Luceni	14	h) >=50 a < 100 Ha de SAU	1
50147	Luceni	15	i) >=100 Ha de SAU	2
50147	Luceni	18	i) >=100 Ha de SAU	1
50147	Luceni	19	i) >=100 Ha de SAU	1
50148	Luesia	01	a) Sin SAU	1
50148	Luesia	05	b) <2 Ha de SAU	3
50148	Luesia	06	c) >=2 a <5 Ha de SAU	3
50148	Luesia	07	c) >=2 a <5 Ha de SAU	5
50148	Luesia	09	d) >=5 a < 10 Ha de SAU	5
50148	Luesia	10	e) >=10 a <20 Ha de SAU	12
50148	Luesia	11	f) >=20 a < 30 Ha de SAU	4
50148	Luesia	12	g) >=30 a < 50 Ha de SAU	8
50148	Luesia	13	h) >=50 a < 100 Ha de SAU	3
50148	Luesia	14	h) >=50 a < 100 Ha de SAU	4
50148	Luesia	15	i) >=100 Ha de SAU	4
50148	Luesia	16	i) >=100 Ha de SAU	3
50148	Luesia	17	i) >=100 Ha de SAU	3
50148	Luesia	18	i) >=100 Ha de SAU	4
50148	Luesia	19	i) >=100 Ha de SAU	2
50149	Luesma	11	f) >=20 a < 30 Ha de SAU	3
50149	Luesma	12	g) >=30 a < 50 Ha de SAU	2
50149	Luesma	13	h) >=50 a < 100 Ha de SAU	1
50149	Luesma	14	h) >=50 a < 100 Ha de SAU	1
50149	Luesma	15	i) >=100 Ha de SAU	1
50149	Luesma	16	i) >=100 Ha de SAU	1
50149	Luesma	17	i) >=100 Ha de SAU	2
50150	Lumpiaque	02	b) <2 Ha de SAU	1
50150	Lumpiaque	03	b) <2 Ha de SAU	3
50150	Lumpiaque	05	b) <2 Ha de SAU	31
