Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2005	Huesca	22023	Almuniente	-1	5	3	6
2005	Huesca	22024	Alquézar	-3	1		4
2005	Huesca	22025	Altorricón	-8	5	3	13
2005	Huesca	22027	Angüés	-8	1		9
2005	Huesca	22028	Ansó	-8	1		9
2005	Huesca	22029	Antillón	2	2	1	
2005	Huesca	22032	Aragüés del Puerto	-3	1		4
2005	Huesca	22035	Arén	-4	2		6
2005	Huesca	22036	Argavieso	0	1	1	1
2005	Huesca	22039	Ayerbe	-11	12	3	23
2005	Huesca	22040	Azanuy-Alins	-3	1	1	4
2005	Huesca	22046	Ballobar	-9	4	1	13
2005	Huesca	22048	Barbastro	-51	173	67	224
2005	Huesca	22052	Belver de Cinca	-6	13	4	19
2005	Huesca	22053	Benabarre	-22	4	1	26
2005	Huesca	22054	Benasque	8	18	8	10
2005	Huesca	22057	Bielsa	-4	5	4	9
2005	Huesca	22058	Bierge	-3	1		4
2005	Huesca	22059	Biescas	-18	7	5	25
2005	Huesca	22060	Binaced	-25	12	4	37
2005	Huesca	22061	Binéfar	-4	83	35	87
2005	Huesca	22062	Bisaurri	-1	2		3
2005	Huesca	22064	Blecua y Torres	-1	2		3
2005	Huesca	22066	Boltaña	3	9	6	6
2005	Huesca	22067	Bonansa	-1	1		2
2005	Huesca	22069	Broto	-1	3	3	4
2005	Huesca	22074	Campo	0	1		1
2005	Huesca	22075	Camporrells	0	1		1
2005	Huesca	22076	Canal de Berdún	-2	3	1	5
2005	Huesca	22078	Canfranc	9	10	6	1
2005	Huesca	22079	Capdesaso	-1	1		2
2005	Huesca	22080	Capella	-6	3		9
2005	Huesca	22081	Casbas de Huesca	-3	2		5
2005	Huesca	22082	Castejón del Puente	-4	1	2	5
2005	Huesca	22083	Castejón de Monegros	-11	3	3	14
2005	Huesca	22084	Castejón de Sos	-1	8	3	9
2005	Huesca	22085	Castelflorite	-2	1		3
2005	Huesca	22086	Castiello de Jaca	1	4	2	3
2005	Huesca	22088	Castillazuelo	1	4		3
2005	Huesca	22089	Castillonroy	0	2	4	2
2005	Huesca	22090	Colungo	-2	1		3
2005	Huesca	22095	Chía	0	1		1
2005	Huesca	22096	Chimillas	-9	2	2	11
2005	Huesca	22099	Esplús	0	4	1	4
2005	Huesca	22102	Estada	-1	1		2
2005	Huesca	22103	Estadilla	-10	2	3	12
2005	Huesca	22105	Estopiñán del Castillo	-2	3		5
2005	Huesca	22109	Fiscal	-1	1		2
2005	Huesca	22110	Fonz	-19	5	2	24
2005	Huesca	22112	Fraga	-11	125	55	136
2005	Huesca	22113	Fueva (La)	-3	4		7
2005	Huesca	22115	Grado (El)	-7	1		8
2005	Huesca	22116	Grañén	-32	6	6	38
2005	Huesca	22117	Graus	-29	26	9	55
2005	Huesca	22119	Gurrea de Gállego	-7	12	2	19
2005	Huesca	22122	Hoz de Jaca	0	1	1	1
2005	Huesca	22125	Huesca	-17	480	282	497
2005	Huesca	22127	Igriés	-4	7	3	11
2005	Huesca	22128	Ilche	1	3	1	2
2005	Huesca	22129	Isábena	0	3		3
2005	Huesca	22130	Jaca	-14	120	53	134
2005	Huesca	22135	Laluenga	-6	1	1	7
2005	Huesca	22136	Lalueza	-7	6	6	13
2005	Huesca	22137	Lanaja	-15	3		18
2005	Huesca	22139	Laperdiguera	-3	1		4
2005	Huesca	22143	Laspaúles	0	3	1	3
2005	Huesca	22144	Laspuña	-2	2	2	4
2005	Huesca	22149	Loarre	-5	1	1	6
2005	Huesca	22150	Loporzano	-3	3	1	6
2005	Huesca	22155	Monesma y Cajigar	1	1		
2005	Huesca	22156	Monflorite-Lascasas	0	1	1	1
2005	Huesca	22158	Monzón	14	171	51	157
2005	Huesca	22160	Naval	0	2		2
2005	Huesca	22163	Nueno	0	2	4	2
2005	Huesca	22165	Ontiñena	-6	2		8
2005	Huesca	22167	Osso de Cinca	-3	3	1	6
2005	Huesca	22170	Panticosa	1	8	2	7
2005	Huesca	22172	Peñalba	0	4		4
2005	Huesca	22173	Peñas de Riglos (Las)	-2	1		3
2005	Huesca	22174	Peralta de Alcofea	-8	1	1	9
2005	Huesca	22175	Peralta de Calasanz	-5	1		6
2005	Huesca	22178	Pertusa	0	1		1
2005	Huesca	22182	Plan	-1	4		5
2005	Huesca	22184	Poleñino	-2	3	1	5
2005	Huesca	22187	Puebla de Castro (La)	-1	2		3
2005	Huesca	22189	Puértolas	-1	1	1	2
2005	Huesca	22190	Pueyo de Araguás (El)	-1	1		2
2005	Huesca	22193	Pueyo de Santa Cruz	0	2	1	2
2005	Huesca	22199	Sabiñánigo	-22	68	24	90
2005	Huesca	22203	Salillas	0	2		2
2005	Huesca	22204	Sallent de Gállego	18	21	7	3
2005	Huesca	22206	Sangarrén	-2	2	1	4
2005	Huesca	22207	San Juan de Plan	0	2		2
2005	Huesca	22212	Santaliestra y San Quílez	0	1		1
2005	Huesca	22213	Sariñena	-3	43	13	46
2005	Huesca	22214	Secastilla	-2	1		3
2005	Huesca	22215	Seira	0	2		2
2005	Huesca	22217	Sena	-2	3	1	5
2005	Huesca	22220	Sesa	-2	1		3
2005	Huesca	22222	Siétamo	4	8	5	4
2005	Huesca	22225	Tamarite de Litera	-39	31	12	70
2005	Huesca	22226	Tardienta	-16	3	4	19
2005	Huesca	22227	Tella-Sin	-3	3		6
2005	Huesca	22228	Tierz	7	11	7	4
2005	Huesca	22229	Tolva	-3	2		5
2005	Huesca	22230	Torla-Ordesa	-1	3	1	4
2005	Huesca	22234	Torrente de Cinca	-6	9		15
2005	Huesca	22236	Torres de Barbués	-6	1		7
2005	Huesca	22239	Tramaced	1	1		
2005	Huesca	22245	Velilla de Cinca	-3	1	1	4
2005	Huesca	22247	Viacamp y Litera				
2005	Huesca	22248	Vicién	0	1	1	1
2005	Huesca	22249	Villanova	-2	1		3
2005	Huesca	22250	Villanúa	0	4	2	4
2005	Huesca	22251	Villanueva de Sigena	-10	3		13
2005	Huesca	22252	Yebra de Basa	0	1		1
2005	Huesca	22254	Zaidín	-10	17	4	27
2005	Huesca	22901	Valle de Hecho	-10	5	5	15
2005	Huesca	22902	Puente la Reina de Jaca	-2	1		3
2005	Huesca	22903	San Miguel del Cinca	-14	3	1	17
2005	Huesca	22904	Sotonera (La)	-9	8	2	17
2005	Huesca	22907	Aínsa-Sobrarbe	-6	14	2	20
2005	Huesca	22908	Hoz y Costeán	1	3		2
2005	Huesca	22909	Vencillón	1	5		4
2005	Teruel	44001	Ababuj	1	1		
2005	Teruel	44002	Abejuela	1	1		
2005	Teruel	44004	Aguaviva	-4	7		11
2005	Teruel	44006	Alacón	-3	2	1	5
2005	Teruel	44008	Albalate del Arzobispo	-19	10	7	29
2005	Teruel	44009	Albarracín	0	8	5	8
2005	Teruel	44010	Albentosa	-1	2	1	3
2005	Teruel	44011	Alcaine	-2	1	2	3
2005	Teruel	44012	Alcalá de la Selva	-7	2	2	9
2005	Teruel	44013	Alcañiz	46	199	87	153
2005	Teruel	44014	Alcorisa	-4	35	13	39
2005	Teruel	44016	Alfambra	-15	4	1	19
2005	Teruel	44017	Aliaga	-2	5	1	7
2005	Teruel	44021	Allepuz	0	2	1	2
2005	Teruel	44022	Alloza	-4	3	1	7
2005	Teruel	44025	Andorra	-23	51	22	74
2005	Teruel	44027	Arens de Lledó	1	2		1
2005	Teruel	44029	Ariño	-3	2	1	5
2005	Teruel	44033	Báguena	-5	2		7
2005	Teruel	44035	Barrachina	-2	1		3
2005	Teruel	44037	Beceite	-5	3	2	8
2005	Teruel	44039	Bello	-3	1		4
2005	Teruel	44040	Berge	-3	2	1	5
2005	Teruel	44041	Bezas	1	1		
2005	Teruel	44044	Bordón	1	1	1	
2005	Teruel	44045	Bronchales	-3	2		5
2005	Teruel	44049	Calaceite	-8	4	3	12
2005	Teruel	44050	Calamocha	-9	42	16	51
2005	Teruel	44051	Calanda	-28	22	11	50
2005	Teruel	44053	Camañas	-3	1		4
2005	Teruel	44056	Caminreal	-10	6	2	16
2005	Teruel	44059	Cantavieja	-2	5	4	7
2005	Teruel	44063	Cañizar del Olivar	-2	1		3
2005	Teruel	44064	Cascante del Río	1	1		
2005	Teruel	44065	Castejón de Tornos	0	1		1
2005	Teruel	44066	Castel de Cabra	0	2		2
2005	Teruel	44067	Castelnou	-1	1	1	2
2005	Teruel	44068	Castelserás	-4	7		11
2005	Teruel	44070	Castellar (El)	1	1	1	
2005	Teruel	44071	Castellote	-2	5	2	7
2005	Teruel	44074	Cedrillas	3	8	1	5
2005	Teruel	44075	Celadas	-3	3	2	6
2005	Teruel	44076	Cella	-5	30	16	35
2005	Teruel	44080	Codoñera (La)	0	2	1	2
2005	Teruel	44086	Cretas	-3	6	1	9
2005	Teruel	44088	Cuba (La)	-1	1		2
2005	Teruel	44090	Cucalón	1	2		1
2005	Teruel	44093	Cuevas de Almudén	1	1		
2005	Teruel	44096	Ejulve	1	2		1
2005	Teruel	44099	Escucha	-4	8	4	12
2005	Teruel	44100	Estercuel	-5	1	1	6
2005	Teruel	44107	Foz-Calanda	-2	3	1	5
2005	Teruel	44108	Fresneda (La)	-7	3		10
2005	Teruel	44109	Frías de Albarracín	-2	1		3
2005	Teruel	44111	Fuentes Calientes	-3	1		4
2005	Teruel	44112	Fuentes Claras	-10	1	3	11
2005	Teruel	44113	Fuentes de Rubielos	1	2		1
2005	Teruel	44114	Fuentespalda	-9	1		10
2005	Teruel	44115	Galve	-4	1		5
2005	Teruel	44116	Gargallo	-1	2	1	3
2005	Teruel	44118	Ginebrosa (La)	-4	1		5
2005	Teruel	44119	Griegos	1	1		
2005	Teruel	44120	Guadalaviar	-2	2		4
2005	Teruel	44121	Gúdar	-1	1	1	2
2005	Teruel	44122	Híjar	-18	12	7	30
2005	Teruel	44125	Huesa del Común	0	1		1
2005	Teruel	44126	Iglesuela del Cid (La)	-3	3	1	6
2005	Teruel	44128	Jarque de la Val	0	1		1
2005	Teruel	44143	Manzanera	-2	3	2	5
2005	Teruel	44144	Martín del Río	-1	4		5
2005	Teruel	44145	Mas de las Matas	-7	11	5	18
2005	Teruel	44146	Mata de los Olmos (La)	-4	1	1	5
2005	Teruel	44147	Mazaleón	-5	3	1	8
2005	Teruel	44148	Mezquita de Jarque	0	2		2
2005	Teruel	44151	Molinos	-4	1		5
2005	Teruel	44153	Monreal del Campo	-6	18	8	24
2005	Teruel	44154	Monroyo	-6	4		10
2005	Teruel	44155	Montalbán	-3	6	4	9
2005	Teruel	44158	Mora de Rubielos	-7	13	8	20
2005	Teruel	44159	Moscardón	2	2		
2005	Teruel	44160	Mosqueruela	-2	5	2	7
2005	Teruel	44161	Muniesa	-9	2	2	11
2005	Teruel	44163	Noguera de Albarracín	-1	1	1	2
2005	Teruel	44165	Nogueruelas	-2	3		5
2005	Teruel	44168	Odón	-2	2		4
2005	Teruel	44169	Ojos Negros	-9	3	2	12
2005	Teruel	44172	Oliete	-9	2		11
2005	Teruel	44174	Orihuela del Tremedal	-7	2	4	9
2005	Teruel	44175	Orrios	-1	1		2
2005	Teruel	44176	Palomar de Arroyos	-2	1		3
2005	Teruel	44177	Pancrudo	-5	1		6
2005	Teruel	44178	Parras de Castellote (Las)	-1	1		2
2005	Teruel	44179	Peñarroya de Tastavins	-7	5	2	12
2005	Teruel	44191	Puebla de Híjar (La)	-2	12	5	14
2005	Teruel	44192	Puebla de Valverde (La)	-7	4	1	11
2005	Teruel	44195	Rillo	-3	1		4
2005	Teruel	44196	Riodeva	-2	1		3
2005	Teruel	44201	Rubielos de Mora	-3	5		8
2005	Teruel	44205	Samper de Calanda	-6	6		12
2005	Teruel	44207	San Martín del Río	-2	2		4
2005	Teruel	44209	Santa Eulalia	-10	7	2	17
2005	Teruel	44210	Sarrión	-8	11	2	19
2005	Teruel	44215	Terriente	-1	1	1	2
2005	Teruel	44216	Teruel	7	346	189	339
2005	Teruel	44219	Tornos	-1	1		2
2005	Teruel	44221	Torrecilla de Alcañiz	-3	1	1	4
2005	Teruel	44223	Torre de Arcas	-1	1	2	2
2005	Teruel	44224	Torre de las Arcas	1	1		
2005	Teruel	44227	Torre los Negros	1	1		
2005	Teruel	44229	Torres de Albarracín	2	3		1
2005	Teruel	44230	Torrevelilla	0	2		2
2005	Teruel	44231	Torrijas	0	1		1
2005	Teruel	44232	Torrijo del Campo	-7	2	1	9
2005	Teruel	44237	Urrea de Gaén	-7	1	2	8
2005	Teruel	44238	Utrillas	-23	10	19	33
2005	Teruel	44241	Valdealgorfa	-8	3	3	11
2005	Teruel	44245	Valdeltormo	0	2	1	2
2005	Teruel	44246	Valderrobres	-4	23	8	27
2005	Teruel	44247	Valjunquera	-3	2		5
2005	Teruel	44251	Villafranca del Campo	-8	2	1	10
2005	Teruel	44257	Villar del Cobo	-3	1	1	4
2005	Teruel	44261	Villarquemado	-12	4	2	16
2005	Teruel	44262	Villarroya de los Pinares	0	1	2	1
2005	Teruel	44263	Villastar	-2	2		4
2005	Teruel	44264	Villel	-5	3	2	8
2005	Teruel	44265	Vinaceite	1	4		3
2005	Zaragoza	50004	Aguarón	-17	6	1	23
2005	Zaragoza	50005	Aguilón	0	1		1
2005	Zaragoza	50006	Ainzón	-12	6	4	18
2005	Zaragoza	50008	Alagón	-41	47	40	88
2005	Zaragoza	50009	Alarba	-2	1		3
2005	Zaragoza	50010	Alberite de San Juan	0	1		1
2005	Zaragoza	50011	Albeta	-2	1	1	3
2005	Zaragoza	50013	Alcalá de Ebro	-5	4		9
2005	Zaragoza	50017	Alfajarín	-9	16	12	25
2005	Zaragoza	50018	Alfamén	-7	7	3	14
2005	Zaragoza	50020	Alhama de Aragón	-11	6	6	17
2005	Zaragoza	50022	Almolda (La)	-10	1	2	11
2005	Zaragoza	50023	Almonacid de la Cuba	-4	2		6
2005	Zaragoza	50024	Almonacid de la Sierra	-21	1	3	22
2005	Zaragoza	50025	Almunia de Doña Godina (La)	2	76	26	74
2005	Zaragoza	50026	Alpartir	-6	4	1	10
2005	Zaragoza	50028	Anento	1	1		
2005	Zaragoza	50029	Aniñón	-6	4	4	10
2005	Zaragoza	50030	Añón de Moncayo	-5	1	1	6
2005	Zaragoza	50032	Arándiga	-6	1	1	7
2005	Zaragoza	50034	Ariza	-13	12	8	25
2005	Zaragoza	50038	Ateca	-10	15	4	25
2005	Zaragoza	50039	Azuara	-10	1	1	11
2005	Zaragoza	50043	Bárboles	-3	2	1	5
2005	Zaragoza	50045	Belchite	-22	6	1	28
2005	Zaragoza	50051	Biota	-13	5	2	18
2005	Zaragoza	50053	Boquiñeni	-9	2		11
2005	Zaragoza	50055	Borja	-24	44	17	68
2005	Zaragoza	50056	Botorrita	2	5	1	3
2005	Zaragoza	50057	Brea de Aragón	-1	14	2	15
2005	Zaragoza	50059	Bujaraloz	-1	10	7	11
2005	Zaragoza	50060	Bulbuente	-1	2	1	3
2005	Zaragoza	50062	Burgo de Ebro (El)	13	25	10	12
2005	Zaragoza	50064	Cabañas de Ebro	0	3		3
2005	Zaragoza	50066	Cadrete	20	37	11	17
2005	Zaragoza	50067	Calatayud	-55	173	90	228
2005	Zaragoza	50068	Calatorao	-1	39	13	40
2005	Zaragoza	50071	Campillo de Aragón	-2	1		3
2005	Zaragoza	50073	Cariñena	-9	30	15	39
2005	Zaragoza	50074	Caspe	-36	77	33	113
2005	Zaragoza	50079	Cervera de la Cañada	-2	1		3
2005	Zaragoza	50081	Cetina	-3	6	2	9
2005	Zaragoza	50085	Codo	-7	1		8
2005	Zaragoza	50088	Cosuenda	-6	3	2	9
2005	Zaragoza	50089	Cuarte de Huerva	39	63	41	24
2005	Zaragoza	50092	Chiprana	-6	1		7
2005	Zaragoza	50093	Chodes	-1	1	1	2
2005	Zaragoza	50094	Daroca	-16	15	13	31
2005	Zaragoza	50095	Ejea de los Caballeros	-30	153	73	183
2005	Zaragoza	50098	Encinacorba	0	2		2
2005	Zaragoza	50099	Épila	4	52	14	48
2005	Zaragoza	50100	Erla	-2	4	2	6
2005	Zaragoza	50101	Escatrón	-9	7	2	16
2005	Zaragoza	50102	Fabara	-12	6	3	18
2005	Zaragoza	50104	Farlete	1	5	1	4
2005	Zaragoza	50105	Fayón	-2	2	1	4
2005	Zaragoza	50106	Fayos (Los)	-2	1		3
2005	Zaragoza	50107	Figueruelas	-1	14	4	15
2005	Zaragoza	50110	Frasno (El)	-9	1		10
2005	Zaragoza	50113	Fuendejalón	0	7	2	7
2005	Zaragoza	50115	Fuentes de Ebro	-3	34	17	37
2005	Zaragoza	50118	Gallur	-5	18	14	23
2005	Zaragoza	50119	Gelsa	-16	6		22
2005	Zaragoza	50121	Gotor	2	4		2
2005	Zaragoza	50123	Grisén	-4	6	1	10
2005	Zaragoza	50124	Herrera de los Navarros	-7	3	1	10
2005	Zaragoza	50125	Ibdes	-8	4	1	12
2005	Zaragoza	50126	Illueca	2	22	11	20
2005	Zaragoza	50129	Jaraba	2	3		1
2005	Zaragoza	50132	Joyosa (La)	9	16	6	7
2005	Zaragoza	50136	Lécera	-13	3	1	16
2005	Zaragoza	50137	Leciñena	-3	9	1	12
2005	Zaragoza	50139	Letux	-8	2	1	10
2005	Zaragoza	50140	Litago	-4	1		5
2005	Zaragoza	50143	Longares	-11	1	4	12
2005	Zaragoza	50147	Luceni	-3	9	2	12
2005	Zaragoza	50148	Luesia	-10	1		11
2005	Zaragoza	50150	Lumpiaque	-10	7		17
2005	Zaragoza	50151	Luna	-13	5	1	18
2005	Zaragoza	50152	Maella	-12	5	2	17
2005	Zaragoza	50153	Magallón	-7	6		13
2005	Zaragoza	50156	Maleján	-4	2		6
2005	Zaragoza	50157	Malón	-4	2		6
2005	Zaragoza	50159	Maluenda	-10	6	2	16
2005	Zaragoza	50160	Mallén	-20	16	3	36
2005	Zaragoza	50163	María de Huerva	44	64	47	20
2005	Zaragoza	50164	Mediana de Aragón	-7	3	1	10
2005	Zaragoza	50165	Mequinenza	-13	16	8	29
2005	Zaragoza	50169	Miedes de Aragón	-5	3		8
2005	Zaragoza	50170	Monegrillo	-4	1	2	5
2005	Zaragoza	50175	Morata de Jalón	-26	6	2	32
2005	Zaragoza	50177	Morés	-1	6	2	7
2005	Zaragoza	50179	Moyuela	-5	1		6
2005	Zaragoza	50181	Muel	-13	7	5	20
2005	Zaragoza	50182	Muela (La)	15	33	22	18
2005	Zaragoza	50183	Munébrega	-3	3	1	6
2005	Zaragoza	50185	Murillo de Gállego	-3	2		5
2005	Zaragoza	50189	Nonaspe	1	11		10
2005	Zaragoza	50190	Novallas	-12	5	3	17
2005	Zaragoza	50191	Novillas	-6	3	1	9
2005	Zaragoza	50192	Nuévalos	2	2	4	
2005	Zaragoza	50193	Nuez de Ebro	-1	7	4	8
2005	Zaragoza	50196	Orera	-1	1		2
2005	Zaragoza	50198	Oseja	1	1		
2005	Zaragoza	50199	Osera de Ebro	-16	3	3	19
2005	Zaragoza	50200	Paniza	-5	2	1	7
2005	Zaragoza	50201	Paracuellos de Jiloca	-2	6		8
2005	Zaragoza	50203	Pastriz	-1	10	6	11
2005	Zaragoza	50204	Pedrola	0	40	14	40
2005	Zaragoza	50206	Perdiguera	-2	6	1	8
2005	Zaragoza	50207	Piedratajada	0	1		1
2005	Zaragoza	50208	Pina de Ebro	8	27	7	19
2005	Zaragoza	50209	Pinseque	-30	33	24	63
2005	Zaragoza	50211	Plasencia de Jalón	-2	2		4
2005	Zaragoza	50213	Plenas	0	1		1
2005	Zaragoza	50216	Pozuelo de Aragón	-3	1	1	4
2005	Zaragoza	50217	Pradilla de Ebro	-6	2	1	8
2005	Zaragoza	50218	Puebla de Albortón	0	1		1
2005	Zaragoza	50219	Puebla de Alfindén (La)	75	104	60	29
2005	Zaragoza	50222	Quinto	4	24	9	20
2005	Zaragoza	50223	Remolinos	-8	7	3	15
2005	Zaragoza	50225	Ricla	3	20	6	17
2005	Zaragoza	50228	Rueda de Jalón	1	2	1	1
2005	Zaragoza	50230	Sádaba	-21	10	2	31
2005	Zaragoza	50231	Salillas de Jalón	-6	2	3	8
2005	Zaragoza	50234	San Martín de la Virgen de Moncayo	-2	1	1	3
2005	Zaragoza	50235	San Mateo de Gállego	-1	20	8	21
2005	Zaragoza	50237	Santa Cruz de Moncayo	-3	1		4
2005	Zaragoza	50240	Sástago	-8	1	2	9
2005	Zaragoza	50241	Saviñán	-13	2	3	15
2005	Zaragoza	50242	Sediles	-2	1	1	3
2005	Zaragoza	50243	Sestrica	-1	5		6
2005	Zaragoza	50244	Sierra de Luna	-1	1		2
2005	Zaragoza	50247	Sobradiel	-2	12	4	14
2005	Zaragoza	50248	Sos del Rey Católico	-3	3	2	6
2005	Zaragoza	50249	Tabuenca	-6	1	1	7
2005	Zaragoza	50251	Tarazona	-26	101	46	127
2005	Zaragoza	50252	Tauste	-20	70	31	90
2005	Zaragoza	50255	Tobed	-4	1		5
2005	Zaragoza	50261	Torrellas	-8	1	1	9
2005	Zaragoza	50262	Torres de Berrellén	-10	8	8	18
2005	Zaragoza	50267	Uncastillo	-8	6	2	14
2005	Zaragoza	50269	Urrea de Jalón	-2	1	1	3
2005	Zaragoza	50271	Used	-2	2	1	4
2005	Zaragoza	50272	Utebo	122	197	119	75
2005	Zaragoza	50277	Valtorres	-1	1		2
2005	Zaragoza	50278	Velilla de Ebro	-2	1		3
2005	Zaragoza	50280	Vera de Moncayo	-9	2		11
2005	Zaragoza	50283	Villadoz	1	1		
2005	Zaragoza	50285	Villafranca de Ebro	-12	6	2	18
2005	Zaragoza	50288	Villanueva de Gállego	17	48	20	31
2005	Zaragoza	50290	Villanueva de Huerva	-4	1	3	5
2005	Zaragoza	50292	Villarreal de Huerva	-3	1		4
2005	Zaragoza	50293	Villarroya de la Sierra	-15	2		17
2005	Zaragoza	50296	Zaida (La)	-4	4	4	8
2005	Zaragoza	50297	Zaragoza	281	6454	3249	6173
2005	Zaragoza	50298	Zuera	-17	51	30	68
2004	Huesca	22001	Abiego	-5	2	2	7
2004	Huesca	22006	Aísa	-1	1	1	2
2004	Huesca	22007	Albalate de Cinca	-5	8	4	13
2004	Huesca	22008	Albalatillo	-1	2	1	3
2004	Huesca	22009	Albelda	-9	4	3	13
2004	Huesca	22014	Alcalá de Gurrea	-7	1		8
2004	Huesca	22015	Alcalá del Obispo	-1	2		3
2004	Huesca	22016	Alcampell	-10	4	2	14
2004	Huesca	22017	Alcolea de Cinca	-5	8	3	13
2004	Huesca	22018	Alcubierre	-3	4	2	7
2004	Huesca	22020	Alfántega	-1	2		3
2004	Huesca	22021	Almudévar	-12	19	8	31
2004	Huesca	22022	Almunia de San Juan	-10	2	1	12
2004	Huesca	22023	Almuniente	-1	3	3	4
2004	Huesca	22024	Alquézar	0	2		2
2004	Huesca	22025	Altorricón	-4	14	1	18
2004	Huesca	22027	Angüés	-13	1	2	14
2004	Huesca	22028	Ansó	-4	2	2	6
2004	Huesca	22029	Antillón	-3	1		4
2004	Huesca	22032	Aragüés del Puerto	1	1		
2004	Huesca	22035	Arén	-4	3	1	7
2004	Huesca	22039	Ayerbe	-4	8	3	12
2004	Huesca	22040	Azanuy-Alins	-3	2	1	5
2004	Huesca	22041	Azara	2	3		1
2004	Huesca	22042	Azlor	0	2		2
2004	Huesca	22046	Ballobar	-6	8	2	14
2004	Huesca	22047	Banastás	0	4	2	4
2004	Huesca	22048	Barbastro	-14	154	73	168
2004	Huesca	22049	Barbués	2	2		
2004	Huesca	22052	Belver de Cinca	-8	8	3	16
2004	Huesca	22053	Benabarre	-12	4	7	16
2004	Huesca	22054	Benasque	18	31	6	13
2004	Huesca	22055	Berbegal	-2	3		5
2004	Huesca	22057	Bielsa	-4	3	2	7
2004	Huesca	22059	Biescas	-8	14	7	22
2004	Huesca	22060	Binaced	-11	13	3	24
2004	Huesca	22061	Binéfar	-23	81	30	104
2004	Huesca	22062	Bisaurri	-2	1	1	3
2004	Huesca	22064	Blecua y Torres	-3	1		4
2004	Huesca	22066	Boltaña	8	15	2	7
2004	Huesca	22069	Broto	4	9	1	5
2004	Huesca	22075	Camporrells	0	4		4
2004	Huesca	22076	Canal de Berdún	-2	3		5
2004	Huesca	22077	Candasnos	-8	2		10
2004	Huesca	22078	Canfranc	2	6	3	4
2004	Huesca	22080	Capella	-9	1	1	10
2004	Huesca	22081	Casbas de Huesca	-4	1		5
2004	Huesca	22082	Castejón del Puente	1	1	1	
2004	Huesca	22083	Castejón de Monegros	-9	2	2	11
2004	Huesca	22084	Castejón de Sos	2	14	5	12
2004	Huesca	22085	Castelflorite	0	1		1
2004	Huesca	22087	Castigaleu	-1	1	1	2
2004	Huesca	22089	Castillonroy	-7	2		9
2004	Huesca	22096	Chimillas	-12	1	3	13
2004	Huesca	22099	Esplús	-1	5		6
2004	Huesca	22102	Estada	-2	1		3
2004	Huesca	22103	Estadilla	0	8	1	8
2004	Huesca	22105	Estopiñán del Castillo	-2	1		3
2004	Huesca	22109	Fiscal	0	1	2	1
2004	Huesca	22110	Fonz	-9	12	2	21
2004	Huesca	22112	Fraga	21	141	59	120
2004	Huesca	22113	Fueva (La)	-9	2	2	11
2004	Huesca	22114	Gistaín	1	3	1	2
2004	Huesca	22115	Grado (El)	1	5	1	4
2004	Huesca	22116	Grañén	-27	4	3	31
2004	Huesca	22117	Graus	-36	27	15	63
2004	Huesca	22119	Gurrea de Gállego	-9	12	3	21
2004	Huesca	22122	Hoz de Jaca	1	1	1	
2004	Huesca	22124	Huerto	0	2		2
2004	Huesca	22125	Huesca	11	502	252	491
2004	Huesca	22127	Igriés	-3	3	4	6
2004	Huesca	22128	Ilche	-4	1		5
2004	Huesca	22129	Isábena	-4	1		5
2004	Huesca	22130	Jaca	-11	122	72	133
2004	Huesca	22135	Laluenga	-2	1		3
2004	Huesca	22136	Lalueza	-12	4	1	16
2004	Huesca	22137	Lanaja	-16	5	1	21
2004	Huesca	22141	Lascellas-Ponzano	0	2		2
2004	Huesca	22142	Lascuarre	-3	3		6
2004	Huesca	22143	Laspaúles	-3	1		4
2004	Huesca	22149	Loarre	2	4	1	2
2004	Huesca	22150	Loporzano	0	4	3	4
2004	Huesca	22157	Montanuy	0	3	1	3
2004	Huesca	22158	Monzón	-4	175	87	179
2004	Huesca	22160	Naval	-4	1	2	5
2004	Huesca	22162	Novales	1	1		
2004	Huesca	22163	Nueno	0	3	2	3
2004	Huesca	22164	Olvena	0	1		1
2004	Huesca	22165	Ontiñena	-1	3	1	4
2004	Huesca	22167	Osso de Cinca	1	5	2	4
2004	Huesca	22170	Panticosa	1	6	3	5
2004	Huesca	22173	Peñas de Riglos (Las)	-1	2		3
2004	Huesca	22174	Peralta de Alcofea	-8	2	1	10
2004	Huesca	22175	Peralta de Calasanz	-7	1		8
2004	Huesca	22182	Plan	3	5	3	2
2004	Huesca	22184	Poleñino	-1	1	2	2
2004	Huesca	22186	Pozán de Vero	-2	2		4
2004	Huesca	22187	Puebla de Castro (La)	-1	1	1	2
2004	Huesca	22189	Puértolas	1	1		
2004	Huesca	22193	Pueyo de Santa Cruz	-1	4	1	5
2004	Huesca	22195	Quicena	0	1		1
2004	Huesca	22197	Robres	-8	2	1	10
2004	Huesca	22199	Sabiñánigo	-32	65	45	97
2004	Huesca	22201	Salas Altas	-12	1		13
2004	Huesca	22202	Salas Bajas	0	2		2
2004	Huesca	22203	Salillas	0	1		1
2004	Huesca	22204	Sallent de Gállego	10	19	7	9
2004	Huesca	22205	San Esteban de Litera	-3	2	2	5
2004	Huesca	22206	Sangarrén	-5	1		6
2004	Huesca	22212	Santaliestra y San Quílez	1	2		1
2004	Huesca	22213	Sariñena	-21	30	17	51
2004	Huesca	22217	Sena	-1	5		6
2004	Huesca	22220	Sesa	-5	2	1	7
