Provincia código origen	Provincia nombre origen	Municipio código origen	Municipio nombre origen	Sexo	Año	Variaciones
22	Huesca	22246	Beranuy	Mujeres	2016	10
22	Huesca	22247	Viacamp y Litera	Hombres	2016	2
22	Huesca	22247	Viacamp y Litera	Mujeres	2016	6
22	Huesca	22248	Vicién	Hombres	2016	2
22	Huesca	22248	Vicién	Mujeres	2016	3
22	Huesca	22249	Villanova	Hombres	2016	9
22	Huesca	22249	Villanova	Mujeres	2016	6
22	Huesca	22250	Villanúa	Hombres	2016	15
22	Huesca	22250	Villanúa	Mujeres	2016	12
22	Huesca	22251	Villanueva de Sigena	Hombres	2016	10
22	Huesca	22251	Villanueva de Sigena	Mujeres	2016	16
22	Huesca	22252	Yebra de Basa	Hombres	2016	1
22	Huesca	22252	Yebra de Basa	Mujeres	2016	1
22	Huesca	22253	Yésero	Hombres	2016	1
22	Huesca	22254	Zaidín	Hombres	2016	47
22	Huesca	22254	Zaidín	Mujeres	2016	46
22	Huesca	22901	Valle de Hecho	Hombres	2016	19
22	Huesca	22901	Valle de Hecho	Mujeres	2016	20
22	Huesca	22902	Puente la Reina de Jaca	Hombres	2016	6
22	Huesca	22902	Puente la Reina de Jaca	Mujeres	2016	11
22	Huesca	22903	San Miguel del Cinca	Hombres	2016	13
22	Huesca	22903	San Miguel del Cinca	Mujeres	2016	14
22	Huesca	22904	Sotonera (La)	Hombres	2016	12
22	Huesca	22904	Sotonera (La)	Mujeres	2016	19
22	Huesca	22905	Lupiñén-Ortilla	Hombres	2016	6
22	Huesca	22905	Lupiñén-Ortilla	Mujeres	2016	6
22	Huesca	22906	Santa María de Dulcis	Hombres	2016	4
22	Huesca	22906	Santa María de Dulcis	Mujeres	2016	7
22	Huesca	22907	Aínsa-Sobrarbe	Hombres	2016	68
22	Huesca	22907	Aínsa-Sobrarbe	Mujeres	2016	50
22	Huesca	22908	Hoz y Costeán	Hombres	2016	4
22	Huesca	22908	Hoz y Costeán	Mujeres	2016	1
22	Huesca	22909	Vencillón	Hombres	2016	19
22	Huesca	22909	Vencillón	Mujeres	2016	16
44	Teruel	44001	Ababuj	Hombres	2016	3
44	Teruel	44001	Ababuj	Mujeres	2016	2
44	Teruel	44002	Abejuela	Hombres	2016	2
44	Teruel	44002	Abejuela	Mujeres	2016	3
44	Teruel	44004	Aguaviva	Hombres	2016	20
44	Teruel	44004	Aguaviva	Mujeres	2016	14
44	Teruel	44005	Aguilar del Alfambra	Hombres	2016	3
44	Teruel	44006	Alacón	Hombres	2016	7
44	Teruel	44006	Alacón	Mujeres	2016	4
44	Teruel	44007	Alba	Hombres	2016	8
44	Teruel	44007	Alba	Mujeres	2016	10
44	Teruel	44008	Albalate del Arzobispo	Hombres	2016	38
44	Teruel	44008	Albalate del Arzobispo	Mujeres	2016	39
44	Teruel	44009	Albarracín	Hombres	2016	16
44	Teruel	44009	Albarracín	Mujeres	2016	19
44	Teruel	44010	Albentosa	Hombres	2016	9
44	Teruel	44010	Albentosa	Mujeres	2016	10
44	Teruel	44011	Alcaine	Hombres	2016	4
44	Teruel	44011	Alcaine	Mujeres	2016	1
44	Teruel	44012	Alcalá de la Selva	Hombres	2016	18
44	Teruel	44012	Alcalá de la Selva	Mujeres	2016	13
44	Teruel	44013	Alcañiz	Hombres	2016	316
44	Teruel	44013	Alcañiz	Mujeres	2016	288
44	Teruel	44014	Alcorisa	Hombres	2016	54
44	Teruel	44014	Alcorisa	Mujeres	2016	47
44	Teruel	44016	Alfambra	Hombres	2016	17
44	Teruel	44016	Alfambra	Mujeres	2016	16
44	Teruel	44017	Aliaga	Hombres	2016	9
44	Teruel	44017	Aliaga	Mujeres	2016	6
44	Teruel	44018	Almohaja	Hombres	2016	1
44	Teruel	44021	Allepuz	Hombres	2016	6
44	Teruel	44021	Allepuz	Mujeres	2016	6
44	Teruel	44022	Alloza	Hombres	2016	9
44	Teruel	44022	Alloza	Mujeres	2016	24
44	Teruel	44023	Allueva	Mujeres	2016	1
44	Teruel	44025	Andorra	Hombres	2016	124
44	Teruel	44025	Andorra	Mujeres	2016	121
44	Teruel	44026	Arcos de las Salinas	Hombres	2016	3
44	Teruel	44026	Arcos de las Salinas	Mujeres	2016	2
44	Teruel	44027	Arens de Lledó	Hombres	2016	5
44	Teruel	44027	Arens de Lledó	Mujeres	2016	6
44	Teruel	44028	Argente	Mujeres	2016	5
44	Teruel	44029	Ariño	Hombres	2016	13
44	Teruel	44029	Ariño	Mujeres	2016	17
44	Teruel	44031	Azaila	Hombres	2016	7
44	Teruel	44031	Azaila	Mujeres	2016	4
44	Teruel	44033	Báguena	Hombres	2016	10
44	Teruel	44033	Báguena	Mujeres	2016	12
44	Teruel	44034	Bañón	Hombres	2016	3
44	Teruel	44034	Bañón	Mujeres	2016	3
44	Teruel	44035	Barrachina	Hombres	2016	2
44	Teruel	44035	Barrachina	Mujeres	2016	3
44	Teruel	44036	Bea	Hombres	2016	4
44	Teruel	44036	Bea	Mujeres	2016	3
44	Teruel	44037	Beceite	Hombres	2016	12
44	Teruel	44037	Beceite	Mujeres	2016	8
44	Teruel	44038	Belmonte de San José	Hombres	2016	6
44	Teruel	44038	Belmonte de San José	Mujeres	2016	1
44	Teruel	44039	Bello	Hombres	2016	1
44	Teruel	44040	Berge	Hombres	2016	2
44	Teruel	44040	Berge	Mujeres	2016	7
44	Teruel	44041	Bezas	Mujeres	2016	1
44	Teruel	44042	Blancas	Hombres	2016	6
44	Teruel	44042	Blancas	Mujeres	2016	6
44	Teruel	44043	Blesa	Hombres	2016	3
44	Teruel	44043	Blesa	Mujeres	2016	4
44	Teruel	44044	Bordón	Hombres	2016	2
44	Teruel	44044	Bordón	Mujeres	2016	2
44	Teruel	44045	Bronchales	Hombres	2016	13
44	Teruel	44045	Bronchales	Mujeres	2016	6
44	Teruel	44046	Bueña	Hombres	2016	1
44	Teruel	44046	Bueña	Mujeres	2016	2
44	Teruel	44047	Burbáguena	Hombres	2016	4
44	Teruel	44047	Burbáguena	Mujeres	2016	7
44	Teruel	44048	Cabra de Mora	Hombres	2016	3
44	Teruel	44048	Cabra de Mora	Mujeres	2016	4
44	Teruel	44049	Calaceite	Hombres	2016	26
44	Teruel	44049	Calaceite	Mujeres	2016	24
44	Teruel	44050	Calamocha	Hombres	2016	103
44	Teruel	44050	Calamocha	Mujeres	2016	80
44	Teruel	44051	Calanda	Hombres	2016	90
44	Teruel	44051	Calanda	Mujeres	2016	95
44	Teruel	44052	Calomarde	Hombres	2016	4
44	Teruel	44052	Calomarde	Mujeres	2016	2
44	Teruel	44054	Camarena de la Sierra	Hombres	2016	8
44	Teruel	44054	Camarena de la Sierra	Mujeres	2016	5
44	Teruel	44055	Camarillas	Hombres	2016	15
44	Teruel	44055	Camarillas	Mujeres	2016	8
44	Teruel	44056	Caminreal	Hombres	2016	10
44	Teruel	44056	Caminreal	Mujeres	2016	8
44	Teruel	44059	Cantavieja	Hombres	2016	12
44	Teruel	44059	Cantavieja	Mujeres	2016	7
44	Teruel	44060	Cañada de Benatanduz	Hombres	2016	2
44	Teruel	44061	Cañada de Verich (La)	Hombres	2016	5
44	Teruel	44061	Cañada de Verich (La)	Mujeres	2016	2
44	Teruel	44063	Cañizar del Olivar	Hombres	2016	4
44	Teruel	44063	Cañizar del Olivar	Mujeres	2016	2
44	Teruel	44064	Cascante del Río	Hombres	2016	3
44	Teruel	44064	Cascante del Río	Mujeres	2016	2
44	Teruel	44066	Castel de Cabra	Hombres	2016	2
44	Teruel	44066	Castel de Cabra	Mujeres	2016	1
44	Teruel	44067	Castelnou	Hombres	2016	8
44	Teruel	44067	Castelnou	Mujeres	2016	6
44	Teruel	44068	Castelserás	Hombres	2016	9
44	Teruel	44068	Castelserás	Mujeres	2016	11
44	Teruel	44070	Castellar (El)	Hombres	2016	1
44	Teruel	44070	Castellar (El)	Mujeres	2016	1
44	Teruel	44071	Castellote	Hombres	2016	20
44	Teruel	44071	Castellote	Mujeres	2016	9
44	Teruel	44074	Cedrillas	Hombres	2016	20
44	Teruel	44074	Cedrillas	Mujeres	2016	20
44	Teruel	44075	Celadas	Hombres	2016	8
44	Teruel	44075	Celadas	Mujeres	2016	8
44	Teruel	44076	Cella	Hombres	2016	70
44	Teruel	44076	Cella	Mujeres	2016	49
44	Teruel	44077	Cerollera (La)	Hombres	2016	4
44	Teruel	44077	Cerollera (La)	Mujeres	2016	2
44	Teruel	44080	Codoñera (La)	Hombres	2016	4
44	Teruel	44080	Codoñera (La)	Mujeres	2016	6
44	Teruel	44082	Corbalán	Mujeres	2016	4
44	Teruel	44084	Cortes de Aragón	Hombres	2016	5
44	Teruel	44084	Cortes de Aragón	Mujeres	2016	3
44	Teruel	44085	Cosa	Hombres	2016	2
44	Teruel	44086	Cretas	Hombres	2016	4
44	Teruel	44086	Cretas	Mujeres	2016	14
44	Teruel	44087	Crivillén	Hombres	2016	1
44	Teruel	44088	Cuba (La)	Hombres	2016	2
44	Teruel	44088	Cuba (La)	Mujeres	2016	4
44	Teruel	44089	Cubla	Hombres	2016	1
44	Teruel	44089	Cubla	Mujeres	2016	1
44	Teruel	44090	Cucalón	Hombres	2016	6
44	Teruel	44090	Cucalón	Mujeres	2016	3
44	Teruel	44092	Cuervo (El)	Hombres	2016	3
44	Teruel	44092	Cuervo (El)	Mujeres	2016	1
44	Teruel	44093	Cuevas de Almudén	Hombres	2016	6
44	Teruel	44093	Cuevas de Almudén	Mujeres	2016	4
44	Teruel	44094	Cuevas Labradas	Hombres	2016	1
44	Teruel	44094	Cuevas Labradas	Mujeres	2016	3
44	Teruel	44096	Ejulve	Hombres	2016	2
44	Teruel	44096	Ejulve	Mujeres	2016	4
44	Teruel	44097	Escorihuela	Hombres	2016	1
44	Teruel	44097	Escorihuela	Mujeres	2016	3
44	Teruel	44099	Escucha	Hombres	2016	37
44	Teruel	44099	Escucha	Mujeres	2016	22
44	Teruel	44100	Estercuel	Hombres	2016	12
44	Teruel	44100	Estercuel	Mujeres	2016	6
44	Teruel	44101	Ferreruela de Huerva	Hombres	2016	1
44	Teruel	44101	Ferreruela de Huerva	Mujeres	2016	4
44	Teruel	44102	Fonfría	Hombres	2016	2
44	Teruel	44103	Formiche Alto	Hombres	2016	7
44	Teruel	44103	Formiche Alto	Mujeres	2016	8
44	Teruel	44105	Fórnoles	Hombres	2016	3
44	Teruel	44105	Fórnoles	Mujeres	2016	6
44	Teruel	44106	Fortanete	Hombres	2016	2
44	Teruel	44106	Fortanete	Mujeres	2016	3
44	Teruel	44107	Foz-Calanda	Hombres	2016	11
44	Teruel	44107	Foz-Calanda	Mujeres	2016	12
44	Teruel	44108	Fresneda (La)	Hombres	2016	17
44	Teruel	44108	Fresneda (La)	Mujeres	2016	14
44	Teruel	44109	Frías de Albarracín	Hombres	2016	5
44	Teruel	44109	Frías de Albarracín	Mujeres	2016	3
44	Teruel	44110	Fuenferrada	Hombres	2016	2
44	Teruel	44110	Fuenferrada	Mujeres	2016	3
44	Teruel	44111	Fuentes Calientes	Mujeres	2016	2
44	Teruel	44112	Fuentes Claras	Hombres	2016	5
44	Teruel	44112	Fuentes Claras	Mujeres	2016	5
44	Teruel	44113	Fuentes de Rubielos	Hombres	2016	4
44	Teruel	44113	Fuentes de Rubielos	Mujeres	2016	3
44	Teruel	44114	Fuentespalda	Hombres	2016	2
44	Teruel	44114	Fuentespalda	Mujeres	2016	3
44	Teruel	44115	Galve	Hombres	2016	2
44	Teruel	44115	Galve	Mujeres	2016	3
44	Teruel	44116	Gargallo	Hombres	2016	2
44	Teruel	44116	Gargallo	Mujeres	2016	1
44	Teruel	44117	Gea de Albarracín	Hombres	2016	6
44	Teruel	44117	Gea de Albarracín	Mujeres	2016	4
44	Teruel	44118	Ginebrosa (La)	Hombres	2016	8
44	Teruel	44118	Ginebrosa (La)	Mujeres	2016	5
44	Teruel	44119	Griegos	Hombres	2016	6
44	Teruel	44119	Griegos	Mujeres	2016	4
44	Teruel	44120	Guadalaviar	Hombres	2016	6
44	Teruel	44120	Guadalaviar	Mujeres	2016	6
44	Teruel	44121	Gúdar	Hombres	2016	3
44	Teruel	44121	Gúdar	Mujeres	2016	1
44	Teruel	44122	Híjar	Hombres	2016	38
44	Teruel	44122	Híjar	Mujeres	2016	29
44	Teruel	44123	Hinojosa de Jarque	Hombres	2016	6
44	Teruel	44123	Hinojosa de Jarque	Mujeres	2016	2
44	Teruel	44124	Hoz de la Vieja (La)	Mujeres	2016	1
44	Teruel	44125	Huesa del Común	Hombres	2016	3
44	Teruel	44125	Huesa del Común	Mujeres	2016	4
44	Teruel	44126	Iglesuela del Cid (La)	Hombres	2016	13
44	Teruel	44126	Iglesuela del Cid (La)	Mujeres	2016	12
44	Teruel	44127	Jabaloyas	Hombres	2016	7
44	Teruel	44127	Jabaloyas	Mujeres	2016	6
44	Teruel	44128	Jarque de la Val	Hombres	2016	3
44	Teruel	44128	Jarque de la Val	Mujeres	2016	1
44	Teruel	44129	Jatiel	Hombres	2016	1
44	Teruel	44130	Jorcas	Hombres	2016	5
44	Teruel	44130	Jorcas	Mujeres	2016	3
44	Teruel	44131	Josa	Hombres	2016	1
44	Teruel	44131	Josa	Mujeres	2016	2
44	Teruel	44132	Lagueruela	Mujeres	2016	2
44	Teruel	44133	Lanzuela	Hombres	2016	1
44	Teruel	44135	Libros	Hombres	2016	4
44	Teruel	44135	Libros	Mujeres	2016	4
44	Teruel	44136	Lidón	Hombres	2016	2
44	Teruel	44136	Lidón	Mujeres	2016	4
44	Teruel	44137	Linares de Mora	Hombres	2016	3
44	Teruel	44137	Linares de Mora	Mujeres	2016	2
44	Teruel	44138	Loscos	Hombres	2016	4
44	Teruel	44138	Loscos	Mujeres	2016	4
44	Teruel	44141	Lledó	Hombres	2016	4
44	Teruel	44141	Lledó	Mujeres	2016	7
44	Teruel	44142	Maicas	Hombres	2016	2
44	Teruel	44142	Maicas	Mujeres	2016	2
44	Teruel	44143	Manzanera	Hombres	2016	18
44	Teruel	44143	Manzanera	Mujeres	2016	30
44	Teruel	44144	Martín del Río	Hombres	2016	7
44	Teruel	44144	Martín del Río	Mujeres	2016	7
44	Teruel	44145	Mas de las Matas	Hombres	2016	26
44	Teruel	44145	Mas de las Matas	Mujeres	2016	17
44	Teruel	44146	Mata de los Olmos (La)	Hombres	2016	4
44	Teruel	44146	Mata de los Olmos (La)	Mujeres	2016	5
44	Teruel	44147	Mazaleón	Hombres	2016	14
44	Teruel	44147	Mazaleón	Mujeres	2016	8
44	Teruel	44148	Mezquita de Jarque	Hombres	2016	3
44	Teruel	44148	Mezquita de Jarque	Mujeres	2016	4
44	Teruel	44149	Mirambel	Hombres	2016	2
44	Teruel	44149	Mirambel	Mujeres	2016	4
44	Teruel	44150	Miravete de la Sierra	Hombres	2016	1
44	Teruel	44151	Molinos	Hombres	2016	5
44	Teruel	44151	Molinos	Mujeres	2016	11
44	Teruel	44152	Monforte de Moyuela	Hombres	2016	2
44	Teruel	44152	Monforte de Moyuela	Mujeres	2016	1
44	Teruel	44153	Monreal del Campo	Hombres	2016	63
44	Teruel	44153	Monreal del Campo	Mujeres	2016	41
44	Teruel	44154	Monroyo	Hombres	2016	12
44	Teruel	44154	Monroyo	Mujeres	2016	7
44	Teruel	44155	Montalbán	Hombres	2016	20
44	Teruel	44155	Montalbán	Mujeres	2016	19
44	Teruel	44156	Monteagudo del Castillo	Hombres	2016	1
44	Teruel	44157	Monterde de Albarracín	Hombres	2016	5
44	Teruel	44157	Monterde de Albarracín	Mujeres	2016	2
44	Teruel	44158	Mora de Rubielos	Hombres	2016	41
44	Teruel	44158	Mora de Rubielos	Mujeres	2016	32
44	Teruel	44159	Moscardón	Hombres	2016	1
44	Teruel	44160	Mosqueruela	Hombres	2016	13
44	Teruel	44160	Mosqueruela	Mujeres	2016	8
44	Teruel	44161	Muniesa	Hombres	2016	21
44	Teruel	44161	Muniesa	Mujeres	2016	7
44	Teruel	44163	Noguera de Albarracín	Hombres	2016	7
44	Teruel	44163	Noguera de Albarracín	Mujeres	2016	4
44	Teruel	44164	Nogueras	Hombres	2016	2
44	Teruel	44165	Nogueruelas	Hombres	2016	5
44	Teruel	44165	Nogueruelas	Mujeres	2016	9
44	Teruel	44168	Odón	Hombres	2016	4
44	Teruel	44168	Odón	Mujeres	2016	2
44	Teruel	44169	Ojos Negros	Hombres	2016	11
44	Teruel	44169	Ojos Negros	Mujeres	2016	11
44	Teruel	44171	Olba	Hombres	2016	10
44	Teruel	44171	Olba	Mujeres	2016	10
44	Teruel	44172	Oliete	Hombres	2016	8
44	Teruel	44172	Oliete	Mujeres	2016	5
44	Teruel	44173	Olmos (Los)	Hombres	2016	2
44	Teruel	44173	Olmos (Los)	Mujeres	2016	3
44	Teruel	44174	Orihuela del Tremedal	Hombres	2016	13
44	Teruel	44174	Orihuela del Tremedal	Mujeres	2016	13
44	Teruel	44175	Orrios	Hombres	2016	2
44	Teruel	44175	Orrios	Mujeres	2016	4
44	Teruel	44176	Palomar de Arroyos	Hombres	2016	1
44	Teruel	44176	Palomar de Arroyos	Mujeres	2016	2
44	Teruel	44177	Pancrudo	Hombres	2016	3
44	Teruel	44178	Parras de Castellote (Las)	Hombres	2016	2
44	Teruel	44178	Parras de Castellote (Las)	Mujeres	2016	2
44	Teruel	44179	Peñarroya de Tastavins	Hombres	2016	13
44	Teruel	44179	Peñarroya de Tastavins	Mujeres	2016	9
44	Teruel	44180	Peracense	Hombres	2016	3
44	Teruel	44180	Peracense	Mujeres	2016	1
44	Teruel	44181	Peralejos	Hombres	2016	1
44	Teruel	44181	Peralejos	Mujeres	2016	5
44	Teruel	44182	Perales del Alfambra	Hombres	2016	5
44	Teruel	44182	Perales del Alfambra	Mujeres	2016	7
44	Teruel	44183	Pitarque	Hombres	2016	4
44	Teruel	44183	Pitarque	Mujeres	2016	5
44	Teruel	44184	Plou	Hombres	2016	2
44	Teruel	44184	Plou	Mujeres	2016	4
44	Teruel	44185	Pobo (El)	Hombres	2016	9
44	Teruel	44185	Pobo (El)	Mujeres	2016	3
44	Teruel	44187	Portellada (La)	Hombres	2016	1
44	Teruel	44187	Portellada (La)	Mujeres	2016	6
44	Teruel	44189	Pozondón	Hombres	2016	3
44	Teruel	44189	Pozondón	Mujeres	2016	2
44	Teruel	44190	Pozuel del Campo	Hombres	2016	1
44	Teruel	44190	Pozuel del Campo	Mujeres	2016	1
44	Teruel	44191	Puebla de Híjar (La)	Hombres	2016	10
44	Teruel	44191	Puebla de Híjar (La)	Mujeres	2016	11
44	Teruel	44192	Puebla de Valverde (La)	Hombres	2016	12
44	Teruel	44192	Puebla de Valverde (La)	Mujeres	2016	13
44	Teruel	44193	Puertomingalvo	Hombres	2016	8
44	Teruel	44193	Puertomingalvo	Mujeres	2016	3
44	Teruel	44194	Ráfales	Hombres	2016	1
44	Teruel	44194	Ráfales	Mujeres	2016	5
44	Teruel	44196	Riodeva	Hombres	2016	5
44	Teruel	44196	Riodeva	Mujeres	2016	4
44	Teruel	44197	Ródenas	Hombres	2016	3
44	Teruel	44197	Ródenas	Mujeres	2016	3
44	Teruel	44198	Royuela	Hombres	2016	2
44	Teruel	44198	Royuela	Mujeres	2016	5
44	Teruel	44199	Rubiales	Hombres	2016	1
44	Teruel	44200	Rubielos de la Cérida	Mujeres	2016	1
44	Teruel	44201	Rubielos de Mora	Hombres	2016	24
44	Teruel	44201	Rubielos de Mora	Mujeres	2016	16
44	Teruel	44203	Salcedillo	Hombres	2016	2
44	Teruel	44203	Salcedillo	Mujeres	2016	1
44	Teruel	44204	Saldón	Mujeres	2016	1
44	Teruel	44205	Samper de Calanda	Hombres	2016	21
44	Teruel	44205	Samper de Calanda	Mujeres	2016	14
44	Teruel	44206	San Agustín	Hombres	2016	5
44	Teruel	44206	San Agustín	Mujeres	2016	5
44	Teruel	44207	San Martín del Río	Hombres	2016	4
44	Teruel	44207	San Martín del Río	Mujeres	2016	5
44	Teruel	44208	Santa Cruz de Nogueras	Hombres	2016	2
44	Teruel	44208	Santa Cruz de Nogueras	Mujeres	2016	3
44	Teruel	44209	Santa Eulalia	Hombres	2016	23
44	Teruel	44209	Santa Eulalia	Mujeres	2016	24
44	Teruel	44210	Sarrión	Hombres	2016	25
44	Teruel	44210	Sarrión	Mujeres	2016	30
44	Teruel	44211	Segura de los Baños	Hombres	2016	1
44	Teruel	44213	Singra	Hombres	2016	1
44	Teruel	44213	Singra	Mujeres	2016	3
44	Teruel	44215	Terriente	Hombres	2016	3
44	Teruel	44215	Terriente	Mujeres	2016	6
44	Teruel	44216	Teruel	Hombres	2016	603
44	Teruel	44216	Teruel	Mujeres	2016	535
44	Teruel	44217	Toril y Masegoso	Hombres	2016	1
44	Teruel	44218	Tormón	Hombres	2016	1
44	Teruel	44219	Tornos	Hombres	2016	5
44	Teruel	44219	Tornos	Mujeres	2016	3
44	Teruel	44220	Torralba de los Sisones	Hombres	2016	6
44	Teruel	44220	Torralba de los Sisones	Mujeres	2016	3
44	Teruel	44221	Torrecilla de Alcañiz	Hombres	2016	4
44	Teruel	44221	Torrecilla de Alcañiz	Mujeres	2016	5
44	Teruel	44222	Torrecilla del Rebollar	Hombres	2016	2
44	Teruel	44222	Torrecilla del Rebollar	Mujeres	2016	2
44	Teruel	44223	Torre de Arcas	Hombres	2016	4
44	Teruel	44223	Torre de Arcas	Mujeres	2016	3
44	Teruel	44224	Torre de las Arcas	Mujeres	2016	1
44	Teruel	44225	Torre del Compte	Hombres	2016	2
44	Teruel	44225	Torre del Compte	Mujeres	2016	2
44	Teruel	44226	Torrelacárcel	Hombres	2016	10
44	Teruel	44226	Torrelacárcel	Mujeres	2016	12
44	Teruel	44227	Torre los Negros	Mujeres	2016	1
44	Teruel	44228	Torremocha de Jiloca	Hombres	2016	6
44	Teruel	44228	Torremocha de Jiloca	Mujeres	2016	3
44	Teruel	44229	Torres de Albarracín	Hombres	2016	2
44	Teruel	44229	Torres de Albarracín	Mujeres	2016	4
44	Teruel	44230	Torrevelilla	Hombres	2016	5
44	Teruel	44230	Torrevelilla	Mujeres	2016	11
44	Teruel	44231	Torrijas	Hombres	2016	2
44	Teruel	44231	Torrijas	Mujeres	2016	4
44	Teruel	44232	Torrijo del Campo	Hombres	2016	18
44	Teruel	44232	Torrijo del Campo	Mujeres	2016	12
44	Teruel	44234	Tramacastiel	Hombres	2016	3
44	Teruel	44234	Tramacastiel	Mujeres	2016	2
44	Teruel	44235	Tramacastilla	Hombres	2016	1
44	Teruel	44235	Tramacastilla	Mujeres	2016	3
44	Teruel	44236	Tronchón	Hombres	2016	1
44	Teruel	44236	Tronchón	Mujeres	2016	2
44	Teruel	44237	Urrea de Gaén	Hombres	2016	13
44	Teruel	44237	Urrea de Gaén	Mujeres	2016	4
44	Teruel	44238	Utrillas	Hombres	2016	59
44	Teruel	44238	Utrillas	Mujeres	2016	56
44	Teruel	44240	Valbona	Hombres	2016	6
44	Teruel	44240	Valbona	Mujeres	2016	8
44	Teruel	44241	Valdealgorfa	Hombres	2016	7
44	Teruel	44241	Valdealgorfa	Mujeres	2016	12
44	Teruel	44243	Valdecuenca	Hombres	2016	3
44	Teruel	44243	Valdecuenca	Mujeres	2016	2
44	Teruel	44244	Valdelinares	Hombres	2016	6
44	Teruel	44244	Valdelinares	Mujeres	2016	2
44	Teruel	44245	Valdeltormo	Hombres	2016	2
44	Teruel	44245	Valdeltormo	Mujeres	2016	7
44	Teruel	44246	Valderrobres	Hombres	2016	39
44	Teruel	44246	Valderrobres	Mujeres	2016	43
44	Teruel	44247	Valjunquera	Hombres	2016	10
44	Teruel	44247	Valjunquera	Mujeres	2016	14
44	Teruel	44249	Vallecillo (El)	Hombres	2016	6
44	Teruel	44249	Vallecillo (El)	Mujeres	2016	3
44	Teruel	44251	Villafranca del Campo	Hombres	2016	15
44	Teruel	44251	Villafranca del Campo	Mujeres	2016	9
44	Teruel	44252	Villahermosa del Campo	Hombres	2016	4
44	Teruel	44252	Villahermosa del Campo	Mujeres	2016	2
44	Teruel	44256	Villanueva del Rebollar de la Sierra	Hombres	2016	5
44	Teruel	44256	Villanueva del Rebollar de la Sierra	Mujeres	2016	5
44	Teruel	44257	Villar del Cobo	Hombres	2016	8
44	Teruel	44257	Villar del Cobo	Mujeres	2016	11
44	Teruel	44258	Villar del Salz	Hombres	2016	4
44	Teruel	44258	Villar del Salz	Mujeres	2016	6
44	Teruel	44260	Villarluengo	Hombres	2016	4
44	Teruel	44260	Villarluengo	Mujeres	2016	7
44	Teruel	44261	Villarquemado	Hombres	2016	8
44	Teruel	44261	Villarquemado	Mujeres	2016	7
44	Teruel	44262	Villarroya de los Pinares	Hombres	2016	3
44	Teruel	44262	Villarroya de los Pinares	Mujeres	2016	5
44	Teruel	44263	Villastar	Hombres	2016	19
44	Teruel	44263	Villastar	Mujeres	2016	17
44	Teruel	44264	Villel	Hombres	2016	15
44	Teruel	44264	Villel	Mujeres	2016	6
44	Teruel	44265	Vinaceite	Hombres	2016	12
44	Teruel	44265	Vinaceite	Mujeres	2016	7
44	Teruel	44266	Visiedo	Hombres	2016	4
44	Teruel	44266	Visiedo	Mujeres	2016	8
44	Teruel	44267	Vivel del Río Martín	Hombres	2016	7
44	Teruel	44267	Vivel del Río Martín	Mujeres	2016	6
44	Teruel	44268	Zoma (La)	Hombres	2016	1
50	Zaragoza	50001	Abanto	Hombres	2016	7
50	Zaragoza	50001	Abanto	Mujeres	2016	7
50	Zaragoza	50002	Acered	Hombres	2016	3
50	Zaragoza	50002	Acered	Mujeres	2016	4
50	Zaragoza	50003	Agón	Hombres	2016	8
50	Zaragoza	50003	Agón	Mujeres	2016	4
50	Zaragoza	50004	Aguarón	Hombres	2016	7
50	Zaragoza	50004	Aguarón	Mujeres	2016	6
50	Zaragoza	50005	Aguilón	Hombres	2016	9
50	Zaragoza	50005	Aguilón	Mujeres	2016	5
50	Zaragoza	50006	Ainzón	Hombres	2016	23
50	Zaragoza	50006	Ainzón	Mujeres	2016	18
50	Zaragoza	50007	Aladrén	Mujeres	2016	1
50	Zaragoza	50008	Alagón	Hombres	2016	145
50	Zaragoza	50008	Alagón	Mujeres	2016	148
50	Zaragoza	50009	Alarba	Hombres	2016	2
50	Zaragoza	50009	Alarba	Mujeres	2016	3
50	Zaragoza	50010	Alberite de San Juan	Mujeres	2016	1
50	Zaragoza	50011	Albeta	Hombres	2016	3
50	Zaragoza	50011	Albeta	Mujeres	2016	5
50	Zaragoza	50012	Alborge	Hombres	2016	4
50	Zaragoza	50012	Alborge	Mujeres	2016	6
50	Zaragoza	50013	Alcalá de Ebro	Hombres	2016	6
50	Zaragoza	50013	Alcalá de Ebro	Mujeres	2016	8
50	Zaragoza	50014	Alcalá de Moncayo	Hombres	2016	12
50	Zaragoza	50014	Alcalá de Moncayo	Mujeres	2016	11
50	Zaragoza	50015	Alconchel de Ariza	Hombres	2016	2
50	Zaragoza	50015	Alconchel de Ariza	Mujeres	2016	1
50	Zaragoza	50016	Aldehuela de Liestos	Hombres	2016	1
50	Zaragoza	50016	Aldehuela de Liestos	Mujeres	2016	1
50	Zaragoza	50017	Alfajarín	Hombres	2016	56
50	Zaragoza	50017	Alfajarín	Mujeres	2016	43
50	Zaragoza	50018	Alfamén	Hombres	2016	29
50	Zaragoza	50018	Alfamén	Mujeres	2016	28
50	Zaragoza	50019	Alforque	Mujeres	2016	2
50	Zaragoza	50020	Alhama de Aragón	Hombres	2016	22
50	Zaragoza	50020	Alhama de Aragón	Mujeres	2016	28
50	Zaragoza	50021	Almochuel	Hombres	2016	1
50	Zaragoza	50022	Almolda (La)	Hombres	2016	5
50	Zaragoza	50022	Almolda (La)	Mujeres	2016	16
50	Zaragoza	50023	Almonacid de la Cuba	Hombres	2016	3
