Mes nombre	Año	Mes y año	Mes (código)	Comarca código	Comarca nombre	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Junio	2019	Junio 2019	201906	24	Campo de Daroca	Hombres	Temporal	0	49	0	0
Junio	2019	Junio 2019	201906	24	Campo de Daroca	Hombres	Temporal	1	23	1511	65,69565217391304347826086956521739130435
Junio	2019	Junio 2019	201906	24	Campo de Daroca	Mujeres	Temporal	0	23	0	0
Junio	2019	Junio 2019	201906	24	Campo de Daroca	Mujeres	Temporal	1	24	1504	62,66666666666666666666666666666666666667
Junio	2019	Junio 2019	201906	25	Jiloca	Hombres	Temporal	0	94	0	0
Junio	2019	Junio 2019	201906	25	Jiloca	Hombres	Temporal	1	84	4213	50,1547619047619047619047619047619047619
Junio	2019	Junio 2019	201906	25	Jiloca	Mujeres	Temporal	0	33	0	0
Junio	2019	Junio 2019	201906	25	Jiloca	Mujeres	Temporal	1	59	3679	62,35593220338983050847457627118644067797
Junio	2019	Junio 2019	201906	26	Cuencas Mineras	Hombres	Temporal	0	71	0	0
Junio	2019	Junio 2019	201906	26	Cuencas Mineras	Hombres	Temporal	1	45	2565	57
Junio	2019	Junio 2019	201906	26	Cuencas Mineras	Mujeres	Temporal	0	35	0	0
Junio	2019	Junio 2019	201906	26	Cuencas Mineras	Mujeres	Temporal	1	73	3139	43
Junio	2019	Junio 2019	201906	27	Andorra-Sierra de Arcos	Hombres	Temporal	0	43	0	0
Junio	2019	Junio 2019	201906	27	Andorra-Sierra de Arcos	Hombres	Temporal	1	57	2447	42,92982456140350877192982456140350877193
Junio	2019	Junio 2019	201906	27	Andorra-Sierra de Arcos	Mujeres	Temporal	0	28	0	0
Junio	2019	Junio 2019	201906	27	Andorra-Sierra de Arcos	Mujeres	Temporal	1	86	2146	24,95348837209302325581395348837209302326
Junio	2019	Junio 2019	201906	28	Bajo Aragón	Hombres	Temporal	0	201	0	0
Junio	2019	Junio 2019	201906	28	Bajo Aragón	Hombres	Temporal	1	272	12145	44,65073529411764705882352941176470588235
Junio	2019	Junio 2019	201906	28	Bajo Aragón	Mujeres	Temporal	0	152	0	0
Junio	2019	Junio 2019	201906	28	Bajo Aragón	Mujeres	Temporal	1	263	6752	25,67300380228136882129277566539923954373
Junio	2019	Junio 2019	201906	29	Comunidad de Teruel	Hombres	Temporal	0	195	0	0
Junio	2019	Junio 2019	201906	29	Comunidad de Teruel	Hombres	Temporal	1	1075	36667	34,10883720930232558139534883720930232558
Junio	2019	Junio 2019	201906	29	Comunidad de Teruel	Mujeres	Temporal	0	133	0	0
Junio	2019	Junio 2019	201906	29	Comunidad de Teruel	Mujeres	Temporal	1	707	27534	38,94483734087694483734087694483734087694
