Municipio código	Municipio nombre	Personas	Sexo	Jefe explotación
44177	Pancrudo	43	Hombres	1
44177	Pancrudo	5	Mujeres	1
44178	Parras de Castellote (Las)	16	Hombres	1
44178	Parras de Castellote (Las)	5	Mujeres	1
44179	Peñarroya de Tastavins	66	Hombres	1
44179	Peñarroya de Tastavins	18	Mujeres	1
44180	Peracense	13	Hombres	1
44180	Peracense	2	Mujeres	1
44181	Peralejos	15	Hombres	1
44181	Peralejos	1	Mujeres	1
44182	Perales del Alfambra	54	Hombres	1
44182	Perales del Alfambra	4	Mujeres	1
44183	Pitarque	11	Hombres	1
44183	Pitarque	2	Mujeres	1
44184	Plou	8	Hombres	1
44184	Plou	1	Mujeres	1
44185	Pobo (El)	29	Hombres	1
44185	Pobo (El)	5	Mujeres	1
44187	Portellada (La)	54	Hombres	1
44187	Portellada (La)	7	Mujeres	1
44189	Pozondón	14	Hombres	1
44189	Pozondón	4	Mujeres	1
44190	Pozuel del Campo	10	Hombres	1
44190	Pozuel del Campo	7	Mujeres	1
44191	Puebla de Híjar (La)	75	Hombres	1
44191	Puebla de Híjar (La)	11	Mujeres	1
44192	Puebla de Valverde (La)	60	Hombres	1
44192	Puebla de Valverde (La)	10	Mujeres	1
44193	Puertomingalvo	22	Hombres	1
44193	Puertomingalvo	7	Mujeres	1
44194	Ráfales	43	Hombres	1
44194	Ráfales	11	Mujeres	1
44195	Rillo	16	Hombres	1
44195	Rillo	2	Mujeres	1
44196	Riodeva	16	Hombres	1
44196	Riodeva	10	Mujeres	1
44197	Ródenas	12	Hombres	1
44197	Ródenas	1	Mujeres	1
44198	Royuela	15	Hombres	1
44198	Royuela	2	Mujeres	1
44199	Rubiales	3	Hombres	1
44199	Rubiales	1	Mujeres	1
44200	Rubielos de la Cérida	18	Hombres	1
44200	Rubielos de la Cérida	6	Mujeres	1
44201	Rubielos de Mora	23	Hombres	1
44201	Rubielos de Mora	4	Mujeres	1
44203	Salcedillo	3	Hombres	1
44204	Saldón	2	Hombres	1
44204	Saldón	4	Mujeres	1
44205	Samper de Calanda	89	Hombres	1
44205	Samper de Calanda	13	Mujeres	1
44206	San Agustín	32	Hombres	1
44206	San Agustín	6	Mujeres	1
44207	San Martín del Río	64	Hombres	1
44207	San Martín del Río	16	Mujeres	1
44208	Santa Cruz de Nogueras	3	Hombres	1
44209	Santa Eulalia	77	Hombres	1
44209	Santa Eulalia	27	Mujeres	1
44210	Sarrión	110	Hombres	1
44210	Sarrión	21	Mujeres	1
44211	Segura de los Baños	13	Hombres	1
44211	Segura de los Baños	2	Mujeres	1
44212	Seno	18	Hombres	1
44212	Seno	1	Mujeres	1
44213	Singra	19	Hombres	1
44213	Singra	2	Mujeres	1
44215	Terriente	24	Hombres	1
44215	Terriente	6	Mujeres	1
44216	Teruel	223	Hombres	1
44216	Teruel	50	Mujeres	1
44217	Toril y Masegoso	7	Hombres	1
44217	Toril y Masegoso	1	Mujeres	1
44219	Tornos	58	Hombres	1
44219	Tornos	10	Mujeres	1
44220	Torralba de los Sisones	36	Hombres	1
44220	Torralba de los Sisones	6	Mujeres	1
44221	Torrecilla de Alcañiz	47	Hombres	1
44221	Torrecilla de Alcañiz	15	Mujeres	1
44222	Torrecilla del Rebollar	25	Hombres	1
44222	Torrecilla del Rebollar	6	Mujeres	1
44223	Torre de Arcas	15	Hombres	1
44223	Torre de Arcas	4	Mujeres	1
44224	Torre de las Arcas	10	Hombres	1
44224	Torre de las Arcas	2	Mujeres	1
44225	Torre del Compte	27	Hombres	1
44225	Torre del Compte	9	Mujeres	1
44226	Torrelacárcel	42	Hombres	1
44226	Torrelacárcel	15	Mujeres	1
44227	Torre los Negros	12	Hombres	1
44227	Torre los Negros	2	Mujeres	1
44228	Torremocha de Jiloca	21	Hombres	1
44228	Torremocha de Jiloca	6	Mujeres	1
44229	Torres de Albarracín	7	Hombres	1
44229	Torres de Albarracín	2	Mujeres	1
44230	Torrevelilla	38	Hombres	1
44230	Torrevelilla	7	Mujeres	1
44231	Torrijas	5	Hombres	1
44232	Torrijo del Campo	61	Hombres	1
44232	Torrijo del Campo	18	Mujeres	1
44234	Tramacastiel	16	Hombres	1
44234	Tramacastiel	4	Mujeres	1
44235	Tramacastilla	6	Hombres	1
44235	Tramacastilla	1	Mujeres	1
44236	Tronchón	20	Hombres	1
44236	Tronchón	2	Mujeres	1
44237	Urrea de Gaén	70	Hombres	1
44237	Urrea de Gaén	11	Mujeres	1
44238	Utrillas	12	Hombres	1
44238	Utrillas	1	Mujeres	1
44239	Valacloche	8	Hombres	1
44239	Valacloche	1	Mujeres	1
44240	Valbona	15	Hombres	1
44240	Valbona	5	Mujeres	1
44241	Valdealgorfa	88	Hombres	1
44241	Valdealgorfa	43	Mujeres	1
44243	Valdecuenca	3	Hombres	1
44243	Valdecuenca	1	Mujeres	1
44244	Valdelinares	10	Hombres	1
44244	Valdelinares	1	Mujeres	1
44245	Valdeltormo	28	Hombres	1
44245	Valdeltormo	7	Mujeres	1
44246	Valderrobres	208	Hombres	1
44246	Valderrobres	36	Mujeres	1
44247	Valjunquera	84	Hombres	1
44247	Valjunquera	16	Mujeres	1
44249	Vallecillo (El)	1	Hombres	1
44249	Vallecillo (El)	1	Mujeres	1
44250	Veguillas de la Sierra	5	Hombres	1
44251	Villafranca del Campo	48	Hombres	1
44251	Villafranca del Campo	14	Mujeres	1
44252	Villahermosa del Campo	16	Hombres	1
44252	Villahermosa del Campo	2	Mujeres	1
44256	Villanueva del Rebollar de la Sierra	9	Hombres	1
44256	Villanueva del Rebollar de la Sierra	1	Mujeres	1
44257	Villar del Cobo	26	Hombres	1
44257	Villar del Cobo	6	Mujeres	1
44258	Villar del Salz	14	Hombres	1
44260	Villarluengo	25	Hombres	1
44260	Villarluengo	6	Mujeres	1
44261	Villarquemado	105	Hombres	1
44261	Villarquemado	24	Mujeres	1
44262	Villarroya de los Pinares	24	Hombres	1
44262	Villarroya de los Pinares	7	Mujeres	1
44263	Villastar	26	Hombres	1
44263	Villastar	4	Mujeres	1
44264	Villel	28	Hombres	1
44264	Villel	5	Mujeres	1
44265	Vinaceite	44	Hombres	1
44265	Vinaceite	6	Mujeres	1
44266	Visiedo	45	Hombres	1
44266	Visiedo	5	Mujeres	1
44267	Vivel del Río Martín	13	Hombres	1
44267	Vivel del Río Martín	4	Mujeres	1
44268	Zoma (La)	3	Hombres	1
44268	Zoma (La)	2	Mujeres	1
50001	Abanto	15	Hombres	1
50001	Abanto	3	Mujeres	1
50002	Acered	63	Hombres	1
50002	Acered	12	Mujeres	1
50003	Agón	29	Hombres	1
50003	Agón	8	Mujeres	1
50004	Aguarón	178	Hombres	1
50004	Aguarón	40	Mujeres	1
50005	Aguilón	56	Hombres	1
50005	Aguilón	7	Mujeres	1
50006	Ainzón	132	Hombres	1
50006	Ainzón	23	Mujeres	1
50007	Aladrén	26	Hombres	1
50007	Aladrén	5	Mujeres	1
50008	Alagón	149	Hombres	1
50008	Alagón	13	Mujeres	1
50009	Alarba	32	Hombres	1
50009	Alarba	8	Mujeres	1
50010	Alberite de San Juan	15	Hombres	1
50010	Alberite de San Juan	8	Mujeres	1
50011	Albeta	11	Hombres	1
50011	Albeta	1	Mujeres	1
50012	Alborge	3	Hombres	1
50012	Alborge	3	Mujeres	1
50013	Alcalá de Ebro	37	Hombres	1
50013	Alcalá de Ebro	4	Mujeres	1
50014	Alcalá de Moncayo	37	Hombres	1
50014	Alcalá de Moncayo	4	Mujeres	1
50015	Alconchel de Ariza	26	Hombres	1
50015	Alconchel de Ariza	1	Mujeres	1
50016	Aldehuela de Liestos	15	Hombres	1
50016	Aldehuela de Liestos	3	Mujeres	1
50017	Alfajarín	105	Hombres	1
50017	Alfajarín	8	Mujeres	1
50018	Alfamén	251	Hombres	1
50018	Alfamén	46	Mujeres	1
50019	Alforque	4	Hombres	1
50019	Alforque	3	Mujeres	1
50020	Alhama de Aragón	28	Hombres	1
50020	Alhama de Aragón	1	Mujeres	1
50021	Almochuel	8	Hombres	1
50021	Almochuel	2	Mujeres	1
50022	Almolda (La)	123	Hombres	1
50022	Almolda (La)	22	Mujeres	1
50023	Almonacid de la Cuba	73	Hombres	1
50023	Almonacid de la Cuba	6	Mujeres	1
50024	Almonacid de la Sierra	186	Hombres	1
50024	Almonacid de la Sierra	28	Mujeres	1
50025	Almunia de Doña Godina (La)	347	Hombres	1
50025	Almunia de Doña Godina (La)	31	Mujeres	1
50026	Alpartir	140	Hombres	1
50026	Alpartir	24	Mujeres	1
50027	Ambel	102	Hombres	1
50027	Ambel	15	Mujeres	1
50028	Anento	21	Hombres	1
50028	Anento	1	Mujeres	1
50029	Aniñón	132	Hombres	1
50029	Aniñón	53	Mujeres	1
50030	Añón de Moncayo	24	Hombres	1
50030	Añón de Moncayo	4	Mujeres	1
50031	Aranda de Moncayo	38	Hombres	1
50031	Aranda de Moncayo	9	Mujeres	1
50032	Arándiga	79	Hombres	1
50032	Arándiga	10	Mujeres	1
50033	Ardisa	14	Hombres	1
50033	Ardisa	2	Mujeres	1
50034	Ariza	57	Hombres	1
50034	Ariza	7	Mujeres	1
50035	Artieda	10	Hombres	1
50036	Asín	8	Hombres	1
50036	Asín	2	Mujeres	1
50037	Atea	63	Hombres	1
50037	Atea	12	Mujeres	1
50038	Ateca	104	Hombres	1
50038	Ateca	9	Mujeres	1
50039	Azuara	106	Hombres	1
50039	Azuara	22	Mujeres	1
50040	Badules	22	Hombres	1
50040	Badules	4	Mujeres	1
50041	Bagüés	8	Hombres	1
50041	Bagüés	2	Mujeres	1
50042	Balconchán	10	Hombres	1
50042	Balconchán	5	Mujeres	1
50043	Bárboles	40	Hombres	1
50043	Bárboles	5	Mujeres	1
50044	Bardallur	53	Hombres	1
50044	Bardallur	8	Mujeres	1
50045	Belchite	305	Hombres	1
50045	Belchite	59	Mujeres	1
50046	Belmonte de Gracián	45	Hombres	1
50046	Belmonte de Gracián	9	Mujeres	1
50047	Berdejo	2	Hombres	1
50047	Berdejo	1	Mujeres	1
50048	Berrueco	12	Hombres	1
50048	Berrueco	4	Mujeres	1
50050	Bijuesca	17	Hombres	1
50050	Bijuesca	1	Mujeres	1
50051	Biota	157	Hombres	1
50051	Biota	41	Mujeres	1
50052	Bisimbre	21	Hombres	1
50053	Boquiñeni	66	Hombres	1
50053	Boquiñeni	15	Mujeres	1
50054	Bordalba	16	Hombres	1
50054	Bordalba	2	Mujeres	1
50055	Borja	270	Hombres	1
50055	Borja	46	Mujeres	1
50056	Botorrita	20	Hombres	1
50056	Botorrita	3	Mujeres	1
50057	Brea de Aragón	34	Hombres	1
50057	Brea de Aragón	6	Mujeres	1
50058	Bubierca	11	Hombres	1
50058	Bubierca	1	Mujeres	1
50059	Bujaraloz	131	Hombres	1
50059	Bujaraloz	35	Mujeres	1
50060	Bulbuente	61	Hombres	1
50060	Bulbuente	15	Mujeres	1
50061	Bureta	42	Hombres	1
50061	Bureta	9	Mujeres	1
50062	Burgo de Ebro (El)	51	Hombres	1
50062	Burgo de Ebro (El)	4	Mujeres	1
50063	Buste (El)	19	Hombres	1
50063	Buste (El)	6	Mujeres	1
50064	Cabañas de Ebro	39	Hombres	1
50064	Cabañas de Ebro	1	Mujeres	1
50065	Cabolafuente	11	Hombres	1
50066	Cadrete	16	Hombres	1
50066	Cadrete	4	Mujeres	1
50067	Calatayud	189	Hombres	1
50067	Calatayud	15	Mujeres	1
50068	Calatorao	201	Hombres	1
50068	Calatorao	17	Mujeres	1
50069	Calcena	3	Hombres	1
50070	Calmarza	14	Hombres	1
50070	Calmarza	2	Mujeres	1
50071	Campillo de Aragón	43	Hombres	1
50071	Campillo de Aragón	4	Mujeres	1
50072	Carenas	18	Hombres	1
50072	Carenas	1	Mujeres	1
50073	Cariñena	357	Hombres	1
50073	Cariñena	76	Mujeres	1
50074	Caspe	566	Hombres	1
50074	Caspe	74	Mujeres	1
50075	Castejón de Alarba	33	Hombres	1
50075	Castejón de Alarba	8	Mujeres	1
50076	Castejón de las Armas	13	Hombres	1
50076	Castejón de las Armas	5	Mujeres	1
50077	Castejón de Valdejasa	67	Hombres	1
50077	Castejón de Valdejasa	8	Mujeres	1
50078	Castiliscar	67	Hombres	1
50078	Castiliscar	13	Mujeres	1
50079	Cervera de la Cañada	83	Hombres	1
50079	Cervera de la Cañada	8	Mujeres	1
50080	Cerveruela	3	Hombres	1
50081	Cetina	52	Hombres	1
50081	Cetina	6	Mujeres	1
50082	Cimballa	17	Hombres	1
50083	Cinco Olivas	9	Hombres	1
50083	Cinco Olivas	4	Mujeres	1
50084	Clarés de Ribota	21	Hombres	1
50084	Clarés de Ribota	1	Mujeres	1
50085	Codo	28	Hombres	1
50085	Codo	2	Mujeres	1
50086	Codos	50	Hombres	1
50086	Codos	8	Mujeres	1
50087	Contamina	6	Hombres	1
50087	Contamina	2	Mujeres	1
50088	Cosuenda	114	Hombres	1
50088	Cosuenda	22	Mujeres	1
50089	Cuarte de Huerva	10	Hombres	1
50090	Cubel	45	Hombres	1
50090	Cubel	13	Mujeres	1
50091	Cuerlas (Las)	31	Hombres	1
50091	Cuerlas (Las)	1	Mujeres	1
50092	Chiprana	36	Hombres	1
50092	Chiprana	1	Mujeres	1
50093	Chodes	29	Hombres	1
50094	Daroca	83	Hombres	1
50094	Daroca	7	Mujeres	1
50095	Ejea de los Caballeros	942	Hombres	1
50095	Ejea de los Caballeros	96	Mujeres	1
50096	Embid de Ariza	11	Hombres	1
50098	Encinacorba	57	Hombres	1
50098	Encinacorba	7	Mujeres	1
50099	Épila	314	Hombres	1
50099	Épila	30	Mujeres	1
50100	Erla	45	Hombres	1
50100	Erla	9	Mujeres	1
50101	Escatrón	72	Hombres	1
50101	Escatrón	10	Mujeres	1
50102	Fabara	216	Hombres	1
50102	Fabara	43	Mujeres	1
50104	Farlete	71	Hombres	1
50104	Farlete	15	Mujeres	1
50105	Fayón	72	Hombres	1
50105	Fayón	17	Mujeres	1
50106	Fayos (Los)	7	Hombres	1
50106	Fayos (Los)	2	Mujeres	1
50107	Figueruelas	42	Hombres	1
50107	Figueruelas	6	Mujeres	1
50108	Fombuena	11	Hombres	1
50108	Fombuena	6	Mujeres	1
50109	Frago (El)	15	Hombres	1
50110	Frasno (El)	147	Hombres	1
50110	Frasno (El)	21	Mujeres	1
50111	Fréscano	30	Hombres	1
50111	Fréscano	5	Mujeres	1
50113	Fuendejalón	189	Hombres	1
50113	Fuendejalón	59	Mujeres	1
50114	Fuendetodos	22	Hombres	1
50114	Fuendetodos	6	Mujeres	1
50115	Fuentes de Ebro	281	Hombres	1
50115	Fuentes de Ebro	44	Mujeres	1
50116	Fuentes de Jiloca	52	Hombres	1
50116	Fuentes de Jiloca	1	Mujeres	1
50117	Gallocanta	38	Hombres	1
50117	Gallocanta	5	Mujeres	1
50118	Gallur	107	Hombres	1
50118	Gallur	13	Mujeres	1
50119	Gelsa	149	Hombres	1
50119	Gelsa	26	Mujeres	1
50120	Godojos	19	Hombres	1
50120	Godojos	2	Mujeres	1
50121	Gotor	47	Hombres	1
50121	Gotor	3	Mujeres	1
50122	Grisel	16	Hombres	1
50122	Grisel	2	Mujeres	1
50123	Grisén	17	Hombres	1
50123	Grisén	4	Mujeres	1
50124	Herrera de los Navarros	109	Hombres	1
50124	Herrera de los Navarros	20	Mujeres	1
50125	Ibdes	68	Hombres	1
50125	Ibdes	13	Mujeres	1
50126	Illueca	78	Hombres	1
50126	Illueca	16	Mujeres	1
50128	Isuerre	9	Hombres	1
50128	Isuerre	2	Mujeres	1
50129	Jaraba	26	Hombres	1
50129	Jaraba	2	Mujeres	1
50130	Jarque	83	Hombres	1
50130	Jarque	29	Mujeres	1
50131	Jaulín	33	Hombres	1
50131	Jaulín	14	Mujeres	1
50132	Joyosa (La)	19	Hombres	1
50132	Joyosa (La)	1	Mujeres	1
50133	Lagata	24	Hombres	1
50133	Lagata	1	Mujeres	1
50134	Langa del Castillo	45	Hombres	1
50134	Langa del Castillo	19	Mujeres	1
50135	Layana	4	Hombres	1
50135	Layana	2	Mujeres	1
50136	Lécera	149	Hombres	1
50136	Lécera	12	Mujeres	1
50137	Leciñena	182	Hombres	1
50137	Leciñena	20	Mujeres	1
50138	Lechón	12	Hombres	1
50139	Letux	66	Hombres	1
50139	Letux	8	Mujeres	1
50140	Litago	20	Hombres	1
50140	Litago	1	Mujeres	1
50141	Lituénigo	18	Hombres	1
50141	Lituénigo	4	Mujeres	1
50142	Lobera de Onsella	14	Hombres	1
50143	Longares	163	Hombres	1
50143	Longares	24	Mujeres	1
50144	Longás	7	Hombres	1
50146	Lucena de Jalón	43	Hombres	1
50146	Lucena de Jalón	3	Mujeres	1
50147	Luceni	48	Hombres	1
50147	Luceni	5	Mujeres	1
50148	Luesia	62	Hombres	1
50148	Luesia	2	Mujeres	1
50149	Luesma	9	Hombres	1
50149	Luesma	2	Mujeres	1
50150	Lumpiaque	90	Hombres	1
50150	Lumpiaque	17	Mujeres	1
50151	Luna	200	Hombres	1
50151	Luna	31	Mujeres	1
50152	Maella	331	Hombres	1
50152	Maella	63	Mujeres	1
50153	Magallón	161	Hombres	1
50153	Magallón	16	Mujeres	1
50154	Mainar	24	Hombres	1
50154	Mainar	1	Mujeres	1
50155	Malanquilla	22	Hombres	1
50155	Malanquilla	5	Mujeres	1
50156	Maleján	4	Hombres	1
50157	Malón	52	Hombres	1
50157	Malón	6	Mujeres	1
50159	Maluenda	102	Hombres	1
50159	Maluenda	15	Mujeres	1
50160	Mallén	141	Hombres	1
50160	Mallén	19	Mujeres	1
50161	Manchones	22	Hombres	1
50162	Mara	50	Hombres	1
50162	Mara	3	Mujeres	1
50163	María de Huerva	32	Hombres	1
50163	María de Huerva	4	Mujeres	1
50164	Mediana de Aragón	49	Hombres	1
50164	Mediana de Aragón	5	Mujeres	1
50165	Mequinenza	269	Hombres	1
50165	Mequinenza	66	Mujeres	1
50166	Mesones de Isuela	75	Hombres	1
50166	Mesones de Isuela	15	Mujeres	1
50167	Mezalocha	40	Hombres	1
50167	Mezalocha	4	Mujeres	1
50168	Mianos	8	Hombres	1
50169	Miedes de Aragón	99	Hombres	1
50169	Miedes de Aragón	13	Mujeres	1
50170	Monegrillo	126	Hombres	1
50170	Monegrillo	22	Mujeres	1
50171	Moneva	46	Hombres	1
50171	Moneva	12	Mujeres	1
50172	Monreal de Ariza	43	Hombres	1
50172	Monreal de Ariza	9	Mujeres	1
50173	Monterde	29	Hombres	1
50173	Monterde	5	Mujeres	1
50174	Montón	25	Hombres	1
50174	Montón	2	Mujeres	1
50175	Morata de Jalón	155	Hombres	1
50175	Morata de Jalón	34	Mujeres	1
50176	Morata de Jiloca	58	Hombres	1
50176	Morata de Jiloca	4	Mujeres	1
50177	Morés	43	Hombres	1
50177	Morés	6	Mujeres	1
50178	Moros	89	Hombres	1
50178	Moros	7	Mujeres	1
50179	Moyuela	39	Hombres	1
50179	Moyuela	11	Mujeres	1
50180	Mozota	12	Hombres	1
50180	Mozota	2	Mujeres	1
50181	Muel	89	Hombres	1
50181	Muel	15	Mujeres	1
50182	Muela (La)	127	Hombres	1
50182	Muela (La)	15	Mujeres	1
50183	Munébrega	95	Hombres	1
50183	Munébrega	19	Mujeres	1
50184	Murero	26	Hombres	1
50184	Murero	1	Mujeres	1
50185	Murillo de Gállego	25	Hombres	1
50185	Murillo de Gállego	3	Mujeres	1
50186	Navardún	23	Hombres	1
50186	Navardún	4	Mujeres	1
50187	Nigüella	17	Hombres	1
50187	Nigüella	4	Mujeres	1
50188	Nombrevilla	9	Hombres	1
50188	Nombrevilla	1	Mujeres	1
50189	Nonaspe	151	Hombres	1
50189	Nonaspe	47	Mujeres	1
50190	Novallas	107	Hombres	1
50190	Novallas	3	Mujeres	1
50191	Novillas	114	Hombres	1
50191	Novillas	6	Mujeres	1
50192	Nuévalos	14	Hombres	1
50193	Nuez de Ebro	20	Hombres	1
50193	Nuez de Ebro	1	Mujeres	1
50194	Olvés	39	Hombres	1
50194	Olvés	12	Mujeres	1
50195	Orcajo	15	Hombres	1
50195	Orcajo	2	Mujeres	1
50196	Orera	38	Hombres	1
50196	Orera	3	Mujeres	1
50197	Orés	35	Hombres	1
50197	Orés	5	Mujeres	1
50198	Oseja	8	Hombres	1
50198	Oseja	4	Mujeres	1
50199	Osera de Ebro	26	Hombres	1
50199	Osera de Ebro	4	Mujeres	1
50200	Paniza	180	Hombres	1
50200	Paniza	28	Mujeres	1
50201	Paracuellos de Jiloca	57	Hombres	1
50201	Paracuellos de Jiloca	8	Mujeres	1
50202	Paracuellos de la Ribera	48	Hombres	1
50202	Paracuellos de la Ribera	8	Mujeres	1
50203	Pastriz	40	Hombres	1
50203	Pastriz	8	Mujeres	1
50204	Pedrola	128	Hombres	1
50204	Pedrola	44	Mujeres	1
50205	Pedrosas (Las)	21	Hombres	1
50205	Pedrosas (Las)	1	Mujeres	1
50206	Perdiguera	86	Hombres	1
50206	Perdiguera	16	Mujeres	1
50207	Piedratajada	14	Hombres	1
50207	Piedratajada	3	Mujeres	1
50208	Pina de Ebro	266	Hombres	1
50208	Pina de Ebro	59	Mujeres	1
50209	Pinseque	51	Hombres	1
50209	Pinseque	6	Mujeres	1
50210	Pintanos (Los)	14	Hombres	1
50210	Pintanos (Los)	3	Mujeres	1
50211	Plasencia de Jalón	41	Hombres	1
50211	Plasencia de Jalón	7	Mujeres	1
50212	Pleitas	7	Hombres	1
50212	Pleitas	1	Mujeres	1
50213	Plenas	32	Hombres	1
50213	Plenas	4	Mujeres	1
50214	Pomer	3	Hombres	1
50215	Pozuel de Ariza	6	Hombres	1
50215	Pozuel de Ariza	2	Mujeres	1
50216	Pozuelo de Aragón	51	Hombres	1
50216	Pozuelo de Aragón	6	Mujeres	1
50217	Pradilla de Ebro	68	Hombres	1
50217	Pradilla de Ebro	9	Mujeres	1
50218	Puebla de Albortón	56	Hombres	1
50218	Puebla de Albortón	8	Mujeres	1
50219	Puebla de Alfindén (La)	32	Hombres	1
50219	Puebla de Alfindén (La)	8	Mujeres	1
50220	Puendeluna	7	Hombres	1
50220	Puendeluna	2	Mujeres	1
50221	Purujosa	4	Hombres	1
50222	Quinto	199	Hombres	1
50222	Quinto	37	Mujeres	1
50223	Remolinos	59	Hombres	1
50223	Remolinos	8	Mujeres	1
50224	Retascón	33	Hombres	1
50224	Retascón	7	Mujeres	1
50225	Ricla	283	Hombres	1
50225	Ricla	56	Mujeres	1
50227	Romanos	30	Hombres	1
50227	Romanos	5	Mujeres	1
50228	Rueda de Jalón	97	Hombres	1
50228	Rueda de Jalón	14	Mujeres	1
50229	Ruesca	20	Hombres	1
50229	Ruesca	2	Mujeres	1
50230	Sádaba	204	Hombres	1
50230	Sádaba	32	Mujeres	1
50231	Salillas de Jalón	11	Hombres	1
50232	Salvatierra de Esca	17	Hombres	1
50232	Salvatierra de Esca	2	Mujeres	1
50233	Samper del Salz	6	Hombres	1
50234	San Martín de la Virgen de Moncayo	15	Hombres	1
50235	San Mateo de Gállego	90	Hombres	1
50235	San Mateo de Gállego	11	Mujeres	1
50236	Santa Cruz de Grío	44	Hombres	1
50236	Santa Cruz de Grío	16	Mujeres	1
50237	Santa Cruz de Moncayo	16	Hombres	1
50237	Santa Cruz de Moncayo	3	Mujeres	1
50238	Santa Eulalia de Gállego	15	Hombres	1
50238	Santa Eulalia de Gállego	2	Mujeres	1
50239	Santed	19	Hombres	1
50240	Sástago	121	Hombres	1
50240	Sástago	47	Mujeres	1
50241	Saviñán	76	Hombres	1
50241	Saviñán	6	Mujeres	1
50242	Sediles	25	Hombres	1
50242	Sediles	2	Mujeres	1
50243	Sestrica	104	Hombres	1
50243	Sestrica	20	Mujeres	1
50244	Sierra de Luna	52	Hombres	1
50244	Sierra de Luna	4	Mujeres	1
50245	Sigüés	16	Hombres	1
50245	Sigüés	4	Mujeres	1
50246	Sisamón	11	Hombres	1
50247	Sobradiel	23	Hombres	1
50247	Sobradiel	3	Mujeres	1
50248	Sos del Rey Católico	157	Hombres	1
50248	Sos del Rey Católico	18	Mujeres	1
50249	Tabuenca	111	Hombres	1
50249	Tabuenca	43	Mujeres	1
50250	Talamantes	9	Hombres	1
50250	Talamantes	2	Mujeres	1
50251	Tarazona	299	Hombres	1
50251	Tarazona	23	Mujeres	1
50252	Tauste	750	Hombres	1
50252	Tauste	108	Mujeres	1
50253	Terrer	60	Hombres	1
50253	Terrer	5	Mujeres	1
50254	Tierga	56	Hombres	1
50254	Tierga	6	Mujeres	1
50255	Tobed	39	Hombres	1
50255	Tobed	8	Mujeres	1
50256	Torralba de los Frailes	48	Hombres	1
50256	Torralba de los Frailes	5	Mujeres	1
50257	Torralba de Ribota	58	Hombres	1
50257	Torralba de Ribota	4	Mujeres	1
50258	Torralbilla	7	Hombres	1
50258	Torralbilla	3	Mujeres	1
50259	Torrehermosa	18	Hombres	1
50260	Torrelapaja	7	Hombres	1
50260	Torrelapaja	1	Mujeres	1
50261	Torrellas	18	Hombres	1
50261	Torrellas	1	Mujeres	1
50262	Torres de Berrellén	54	Hombres	1
50262	Torres de Berrellén	15	Mujeres	1
50263	Torrijo de la Cañada	42	Hombres	1
50263	Torrijo de la Cañada	4	Mujeres	1
50264	Tosos	76	Hombres	1
50264	Tosos	17	Mujeres	1
50265	Trasmoz	21	Hombres	1
50266	Trasobares	42	Hombres	1
50266	Trasobares	2	Mujeres	1
50267	Uncastillo	93	Hombres	1
50267	Uncastillo	7	Mujeres	1
50268	Undués de Lerda	11	Hombres	1
50268	Undués de Lerda	1	Mujeres	1
50269	Urrea de Jalón	47	Hombres	1
50269	Urrea de Jalón	7	Mujeres	1
50270	Urriés	15	Hombres	1
50270	Urriés	3	Mujeres	1
50271	Used	88	Hombres	1
50271	Used	13	Mujeres	1
50272	Utebo	58	Hombres	1
50272	Utebo	3	Mujeres	1
50273	Valdehorna	11	Hombres	1
50273	Valdehorna	6	Mujeres	1
50274	Val de San Martín	20	Hombres	1
50274	Val de San Martín	1	Mujeres	1
50275	Valmadrid	14	Hombres	1
50275	Valmadrid	3	Mujeres	1
50276	Valpalmas	28	Hombres	1
50276	Valpalmas	2	Mujeres	1
50277	Valtorres	13	Hombres	1
50277	Valtorres	2	Mujeres	1
50278	Velilla de Ebro	31	Hombres	1
50278	Velilla de Ebro	2	Mujeres	1
50279	Velilla de Jiloca	23	Hombres	1
50279	Velilla de Jiloca	3	Mujeres	1
50280	Vera de Moncayo	57	Hombres	1
50280	Vera de Moncayo	15	Mujeres	1
50281	Vierlas	19	Hombres	1
50281	Vierlas	3	Mujeres	1
50282	Vilueña (La)	30	Hombres	1
50282	Vilueña (La)	7	Mujeres	1
50283	Villadoz	21	Hombres	1
50283	Villadoz	3	Mujeres	1
50284	Villafeliche	21	Hombres	1
50284	Villafeliche	2	Mujeres	1
50285	Villafranca de Ebro	47	Hombres	1
50285	Villafranca de Ebro	13	Mujeres	1
50286	Villalba de Perejil	22	Hombres	1
50286	Villalba de Perejil	3	Mujeres	1
50287	Villalengua	57	Hombres	1
50287	Villalengua	10	Mujeres	1
50288	Villanueva de Gállego	87	Hombres	1
50288	Villanueva de Gállego	10	Mujeres	1
50289	Villanueva de Jiloca	10	Hombres	1
50289	Villanueva de Jiloca	5	Mujeres	1
50290	Villanueva de Huerva	84	Hombres	1
50290	Villanueva de Huerva	8	Mujeres	1
50291	Villar de los Navarros	36	Hombres	1
50291	Villar de los Navarros	10	Mujeres	1
50292	Villarreal de Huerva	16	Hombres	1
50292	Villarreal de Huerva	2	Mujeres	1
50293	Villarroya de la Sierra	118	Hombres	1
50293	Villarroya de la Sierra	15	Mujeres	1
50294	Villarroya del Campo	18	Hombres	1
50294	Villarroya del Campo	3	Mujeres	1
50295	Vistabella	5	Hombres	1
