Año	Residencia provincia código	Residencia provincia nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
2011	22	Huesca	3 - Misma CA y distinta provincia	Hombres	20
2011	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	32
2011	22	Huesca	4 - Distinta CA	Hombres	118
2011	22	Huesca	4 - Distinta CA	Mujeres	106
2011	22	Huesca	5 - Nacidos en el extranjero	Hombres	14414
2011	22	Huesca	5 - Nacidos en el extranjero	Mujeres	11300
2011	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	549
2011	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	440
2011	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	112
2011	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	93
2011	44	Teruel	3 - Misma CA y distinta provincia	Hombres	24
2011	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	14
2011	44	Teruel	4 - Distinta CA	Hombres	55
2011	44	Teruel	4 - Distinta CA	Mujeres	58
2011	44	Teruel	5 - Nacidos en el extranjero	Hombres	9096
2011	44	Teruel	5 - Nacidos en el extranjero	Mujeres	7132
2011	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4436
2011	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4246
2011	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	430
2011	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	370
2011	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	43
2011	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	52
2011	50	Zaragoza	4 - Distinta CA	Hombres	408
2011	50	Zaragoza	4 - Distinta CA	Mujeres	365
2011	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	62284
2011	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	53179
2012	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	919
2012	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	827
2012	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	108
2012	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	94
2012	22	Huesca	3 - Misma CA y distinta provincia	Hombres	17
2012	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	30
2012	22	Huesca	4 - Distinta CA	Hombres	139
2012	22	Huesca	4 - Distinta CA	Mujeres	118
2012	22	Huesca	5 - Nacidos en el extranjero	Hombres	14104
2012	22	Huesca	5 - Nacidos en el extranjero	Mujeres	11484
2012	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	636
2012	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	534
2012	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	117
2012	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	121
2012	44	Teruel	3 - Misma CA y distinta provincia	Hombres	26
2012	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	15
2012	44	Teruel	4 - Distinta CA	Hombres	52
2012	44	Teruel	4 - Distinta CA	Mujeres	75
2012	44	Teruel	5 - Nacidos en el extranjero	Hombres	8976
2012	44	Teruel	5 - Nacidos en el extranjero	Mujeres	7246
2012	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4798
2012	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4652
2012	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	481
2012	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	431
2012	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	45
2012	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	58
2012	50	Zaragoza	4 - Distinta CA	Hombres	458
2012	50	Zaragoza	4 - Distinta CA	Mujeres	391
2012	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	62279
2012	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	53880
2013	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	1002
2013	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	870
2013	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	132
2013	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	100
2013	22	Huesca	3 - Misma CA y distinta provincia	Hombres	24
2013	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	28
2013	22	Huesca	4 - Distinta CA	Hombres	158
2013	22	Huesca	4 - Distinta CA	Mujeres	126
2013	22	Huesca	5 - Nacidos en el extranjero	Hombres	13699
2013	22	Huesca	5 - Nacidos en el extranjero	Mujeres	11356
2013	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	672
2013	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	624
2013	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	119
2013	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	122
2013	44	Teruel	3 - Misma CA y distinta provincia	Hombres	27
2013	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	20
2013	44	Teruel	4 - Distinta CA	Hombres	53
2013	44	Teruel	4 - Distinta CA	Mujeres	75
2013	44	Teruel	5 - Nacidos en el extranjero	Hombres	8524
2013	44	Teruel	5 - Nacidos en el extranjero	Mujeres	7057
2013	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	5211
2013	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	5163
2013	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	540
2013	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	466
2013	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	47
2013	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	54
2013	50	Zaragoza	4 - Distinta CA	Hombres	468
2013	50	Zaragoza	4 - Distinta CA	Mujeres	436
2013	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	62078
2013	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	54402
2014	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	905
2014	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	791
2014	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	138
2014	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	107
2014	22	Huesca	3 - Misma CA y distinta provincia	Hombres	35
2014	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	32
2014	22	Huesca	4 - Distinta CA	Hombres	152
2014	22	Huesca	4 - Distinta CA	Mujeres	141
2014	22	Huesca	5 - Nacidos en el extranjero	Hombres	12505
2014	22	Huesca	5 - Nacidos en el extranjero	Mujeres	10631
2014	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	667
2014	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	638
2014	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	145
2014	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	129
2014	44	Teruel	3 - Misma CA y distinta provincia	Hombres	35
2014	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	21
2014	44	Teruel	4 - Distinta CA	Hombres	63
2014	44	Teruel	4 - Distinta CA	Mujeres	86
2014	44	Teruel	5 - Nacidos en el extranjero	Hombres	7420
2014	44	Teruel	5 - Nacidos en el extranjero	Mujeres	6311
2014	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4880
2014	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4802
2014	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	545
2014	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	470
2014	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	49
2014	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	64
2014	50	Zaragoza	4 - Distinta CA	Hombres	455
2014	50	Zaragoza	4 - Distinta CA	Mujeres	430
2014	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	50473
2014	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	46111
2015	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	822
2015	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	759
2015	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	134
2015	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	107
2015	22	Huesca	3 - Misma CA y distinta provincia	Hombres	40
2015	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	35
2015	22	Huesca	4 - Distinta CA	Hombres	147
2015	22	Huesca	4 - Distinta CA	Mujeres	150
2015	22	Huesca	5 - Nacidos en el extranjero	Hombres	11630
2015	22	Huesca	5 - Nacidos en el extranjero	Mujeres	10046
2015	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	702
2015	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	637
2015	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	131
2015	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	121
2015	44	Teruel	3 - Misma CA y distinta provincia	Hombres	33
2015	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	13
2015	44	Teruel	4 - Distinta CA	Hombres	81
2015	44	Teruel	4 - Distinta CA	Mujeres	87
2015	44	Teruel	5 - Nacidos en el extranjero	Hombres	6888
2015	44	Teruel	5 - Nacidos en el extranjero	Mujeres	6009
2015	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4750
2015	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4592
2015	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	557
2015	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	515
2015	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	50
2015	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	63
2015	50	Zaragoza	4 - Distinta CA	Hombres	479
2015	50	Zaragoza	4 - Distinta CA	Mujeres	448
2015	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	46815
2015	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	43342
2016	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	828
2016	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	786
2016	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	139
2016	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	125
2016	22	Huesca	3 - Misma CA y distinta provincia	Hombres	45
2016	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	35
2016	22	Huesca	4 - Distinta CA	Hombres	146
2016	22	Huesca	4 - Distinta CA	Mujeres	149
2016	22	Huesca	5 - Nacidos en el extranjero	Hombres	11191
2016	22	Huesca	5 - Nacidos en el extranjero	Mujeres	9772
2016	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	676
2016	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	637
2016	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	133
2016	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	143
2016	44	Teruel	3 - Misma CA y distinta provincia	Hombres	26
2016	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	15
2016	44	Teruel	4 - Distinta CA	Hombres	78
2016	44	Teruel	4 - Distinta CA	Mujeres	89
2016	44	Teruel	5 - Nacidos en el extranjero	Hombres	6385
2016	44	Teruel	5 - Nacidos en el extranjero	Mujeres	5696
2016	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4596
2016	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4516
2016	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	584
2016	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	539
2016	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	48
2016	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	55
2016	50	Zaragoza	4 - Distinta CA	Hombres	469
2016	50	Zaragoza	4 - Distinta CA	Mujeres	457
2016	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	43360
2016	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	41095
2017	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	839
2017	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	766
2017	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	141
2017	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	129
2017	22	Huesca	3 - Misma CA y distinta provincia	Hombres	41
2017	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	33
2017	22	Huesca	4 - Distinta CA	Hombres	149
2017	22	Huesca	4 - Distinta CA	Mujeres	142
2017	22	Huesca	5 - Nacidos en el extranjero	Hombres	10765
2017	22	Huesca	5 - Nacidos en el extranjero	Mujeres	9528
2017	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	665
2017	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	627
2017	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	141
2017	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	156
2017	44	Teruel	3 - Misma CA y distinta provincia	Hombres	21
2017	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	19
2017	44	Teruel	4 - Distinta CA	Hombres	79
2017	44	Teruel	4 - Distinta CA	Mujeres	91
2017	44	Teruel	5 - Nacidos en el extranjero	Hombres	6091
2017	44	Teruel	5 - Nacidos en el extranjero	Mujeres	5524
2017	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4701
2017	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4563
2017	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	612
2017	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	579
2017	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	56
2017	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	65
2017	50	Zaragoza	4 - Distinta CA	Hombres	496
2017	50	Zaragoza	4 - Distinta CA	Mujeres	467
2017	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	43102
2017	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	42649
2018	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	863
2018	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	783
2018	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	147
2018	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	145
2018	22	Huesca	3 - Misma CA y distinta provincia	Hombres	44
2018	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	34
2018	22	Huesca	4 - Distinta CA	Hombres	152
2018	22	Huesca	4 - Distinta CA	Mujeres	158
2018	22	Huesca	5 - Nacidos en el extranjero	Hombres	11018
2018	22	Huesca	5 - Nacidos en el extranjero	Mujeres	9846
2018	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	676
2018	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	654
2018	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	152
2018	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	163
2018	44	Teruel	3 - Misma CA y distinta provincia	Hombres	22
2018	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	18
2018	44	Teruel	4 - Distinta CA	Hombres	73
2018	44	Teruel	4 - Distinta CA	Mujeres	87
2018	44	Teruel	5 - Nacidos en el extranjero	Hombres	6059
2018	44	Teruel	5 - Nacidos en el extranjero	Mujeres	5619
2018	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	4836
2018	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4691
2018	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	657
2018	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	614
2018	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	74
2018	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	75
2018	50	Zaragoza	4 - Distinta CA	Hombres	546
2018	50	Zaragoza	4 - Distinta CA	Mujeres	513
2018	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	43835
2018	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	44138
2019	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	947
2019	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	864
2019	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	157
2019	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	151
2019	22	Huesca	3 - Misma CA y distinta provincia	Hombres	48
2019	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	32
2019	22	Huesca	4 - Distinta CA	Hombres	186
2019	22	Huesca	4 - Distinta CA	Mujeres	184
2019	22	Huesca	5 - Nacidos en el extranjero	Hombres	11807
2019	22	Huesca	5 - Nacidos en el extranjero	Mujeres	10700
2019	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	694
2019	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	675
2019	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	145
2019	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	162
2019	44	Teruel	3 - Misma CA y distinta provincia	Hombres	27
2019	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	17
2019	44	Teruel	4 - Distinta CA	Hombres	85
2019	44	Teruel	4 - Distinta CA	Mujeres	89
2019	44	Teruel	5 - Nacidos en el extranjero	Hombres	6187
2019	44	Teruel	5 - Nacidos en el extranjero	Mujeres	5764
2019	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	5152
2019	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	5027
2019	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	682
2019	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	659
2019	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	80
2019	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	75
2019	50	Zaragoza	4 - Distinta CA	Hombres	603
2019	50	Zaragoza	4 - Distinta CA	Mujeres	570
2019	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	48495
2019	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	49035
2020	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	1011
2020	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	927
2020	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	180
2020	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	162
2020	22	Huesca	3 - Misma CA y distinta provincia	Hombres	53
2020	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	40
2020	22	Huesca	4 - Distinta CA	Hombres	219
2020	22	Huesca	4 - Distinta CA	Mujeres	179
2020	22	Huesca	5 - Nacidos en el extranjero	Hombres	13256
2020	22	Huesca	5 - Nacidos en el extranjero	Mujeres	11798
2020	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	731
2020	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	680
2020	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	160
2020	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	183
2020	44	Teruel	3 - Misma CA y distinta provincia	Hombres	34
2020	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	20
2020	44	Teruel	4 - Distinta CA	Hombres	86
2020	44	Teruel	4 - Distinta CA	Mujeres	82
2020	44	Teruel	5 - Nacidos en el extranjero	Hombres	6598
2020	44	Teruel	5 - Nacidos en el extranjero	Mujeres	6182
2020	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	5414
2020	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	5233
2020	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	726
2020	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	690
2020	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	74
2020	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	82
2020	50	Zaragoza	4 - Distinta CA	Hombres	639
2020	50	Zaragoza	4 - Distinta CA	Mujeres	601
2020	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	52918
2020	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	53090
