Año	Residencia provincia código	Residencia provincia nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
1999	50	Zaragoza	4 - Distinta CA	Mujeres	67
1999	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	3295
1999	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	2887
2000	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	45
2000	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	29
2000	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	12
2000	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	13
2000	22	Huesca	3 - Misma CA y distinta provincia	Hombres	5
2000	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	3
2000	22	Huesca	4 - Distinta CA	Hombres	22
2000	22	Huesca	4 - Distinta CA	Mujeres	19
2000	22	Huesca	5 - Nacidos en el extranjero	Hombres	1141
2000	22	Huesca	5 - Nacidos en el extranjero	Mujeres	860
2000	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	44
2000	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	16
2000	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2000	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	13
2000	44	Teruel	3 - Misma CA y distinta provincia	Hombres	25
2000	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	6
2000	44	Teruel	4 - Distinta CA	Hombres	11
2000	44	Teruel	4 - Distinta CA	Mujeres	15
2000	44	Teruel	5 - Nacidos en el extranjero	Hombres	450
2000	44	Teruel	5 - Nacidos en el extranjero	Mujeres	303
2000	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	209
2000	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	186
2000	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	61
2000	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	63
2000	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	11
2000	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	5
2000	50	Zaragoza	4 - Distinta CA	Hombres	69
2000	50	Zaragoza	4 - Distinta CA	Mujeres	77
2000	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	4525
2000	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	3777
2001	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	61
2001	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	36
2001	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	17
2001	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	19
2001	22	Huesca	3 - Misma CA y distinta provincia	Hombres	6
2001	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	6
2001	22	Huesca	4 - Distinta CA	Hombres	26
2001	22	Huesca	4 - Distinta CA	Mujeres	24
2001	22	Huesca	5 - Nacidos en el extranjero	Hombres	2092
2001	22	Huesca	5 - Nacidos en el extranjero	Mujeres	1348
2001	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	31
2001	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	12
2001	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2001	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2001	44	Teruel	3 - Misma CA y distinta provincia	Hombres	23
2001	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	5
2001	44	Teruel	4 - Distinta CA	Hombres	17
2001	44	Teruel	4 - Distinta CA	Mujeres	17
2001	44	Teruel	5 - Nacidos en el extranjero	Hombres	925
2001	44	Teruel	5 - Nacidos en el extranjero	Mujeres	581
2001	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	295
2001	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	286
2001	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	52
2001	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	49
2001	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	12
2001	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	11
2001	50	Zaragoza	4 - Distinta CA	Hombres	90
2001	50	Zaragoza	4 - Distinta CA	Mujeres	98
2001	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	10833
2001	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	8115
2002	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	77
2002	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	53
2002	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	20
2002	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	25
2002	22	Huesca	3 - Misma CA y distinta provincia	Hombres	6
2002	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	7
2002	22	Huesca	4 - Distinta CA	Hombres	31
2002	22	Huesca	4 - Distinta CA	Mujeres	27
2002	22	Huesca	5 - Nacidos en el extranjero	Hombres	4018
2002	22	Huesca	5 - Nacidos en el extranjero	Mujeres	2394
2002	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	30
2002	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2002	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	11
2002	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2002	44	Teruel	3 - Misma CA y distinta provincia	Hombres	20
2002	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	4
2002	44	Teruel	4 - Distinta CA	Hombres	25
2002	44	Teruel	4 - Distinta CA	Mujeres	21
2002	44	Teruel	5 - Nacidos en el extranjero	Hombres	2047
2002	44	Teruel	5 - Nacidos en el extranjero	Mujeres	1343
2002	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	486
2002	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	469
2002	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	70
2002	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	63
2002	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	8
2002	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	17
2002	50	Zaragoza	4 - Distinta CA	Hombres	106
2002	50	Zaragoza	4 - Distinta CA	Mujeres	106
2002	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	18477
2002	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	13987
2003	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	110
2003	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	81
2003	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	24
2003	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	28
2003	22	Huesca	3 - Misma CA y distinta provincia	Hombres	6
2003	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	5
2003	22	Huesca	4 - Distinta CA	Hombres	37
2003	22	Huesca	4 - Distinta CA	Mujeres	27
2003	22	Huesca	5 - Nacidos en el extranjero	Hombres	5716
2003	22	Huesca	5 - Nacidos en el extranjero	Mujeres	3644
2003	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	44
2003	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	31
2003	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	24
2003	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	15
2003	44	Teruel	3 - Misma CA y distinta provincia	Hombres	23
2003	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	7
2003	44	Teruel	4 - Distinta CA	Hombres	52
2003	44	Teruel	4 - Distinta CA	Mujeres	37
2003	44	Teruel	5 - Nacidos en el extranjero	Hombres	3499
2003	44	Teruel	5 - Nacidos en el extranjero	Mujeres	2284
2003	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	859
2003	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	775
2003	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	143
2003	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	141
2003	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	19
2003	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	31
2003	50	Zaragoza	4 - Distinta CA	Hombres	165
2003	50	Zaragoza	4 - Distinta CA	Mujeres	134
2003	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	24520
2003	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	19415
2004	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	158
2004	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	132
2004	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	32
2004	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	35
2004	22	Huesca	3 - Misma CA y distinta provincia	Hombres	4
2004	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	7
2004	22	Huesca	4 - Distinta CA	Hombres	39
2004	22	Huesca	4 - Distinta CA	Mujeres	27
2004	22	Huesca	5 - Nacidos en el extranjero	Hombres	6848
2004	22	Huesca	5 - Nacidos en el extranjero	Mujeres	4623
2004	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	56
2004	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	43
2004	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
2004	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	18
2004	44	Teruel	3 - Misma CA y distinta provincia	Hombres	28
2004	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	13
2004	44	Teruel	4 - Distinta CA	Hombres	59
2004	44	Teruel	4 - Distinta CA	Mujeres	42
2004	44	Teruel	5 - Nacidos en el extranjero	Hombres	4297
2004	44	Teruel	5 - Nacidos en el extranjero	Mujeres	2850
2004	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	1172
2004	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1094
2004	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	153
2004	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	133
2004	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	22
2004	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	33
2004	50	Zaragoza	4 - Distinta CA	Hombres	194
2004	50	Zaragoza	4 - Distinta CA	Mujeres	166
2004	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	30370
2004	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	24875
2005	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	212
2005	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	187
2005	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	41
2005	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	43
2005	22	Huesca	3 - Misma CA y distinta provincia	Hombres	7
2005	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	8
2005	22	Huesca	4 - Distinta CA	Hombres	48
2005	22	Huesca	4 - Distinta CA	Mujeres	33
2005	22	Huesca	5 - Nacidos en el extranjero	Hombres	8680
2005	22	Huesca	5 - Nacidos en el extranjero	Mujeres	5873
2005	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	88
2005	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	63
2005	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	30
2005	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	29
2005	44	Teruel	3 - Misma CA y distinta provincia	Hombres	34
2005	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	12
2005	44	Teruel	4 - Distinta CA	Hombres	79
2005	44	Teruel	4 - Distinta CA	Mujeres	57
2005	44	Teruel	5 - Nacidos en el extranjero	Hombres	5660
2005	44	Teruel	5 - Nacidos en el extranjero	Mujeres	3704
2005	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	1474
2005	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1462
2005	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	179
2005	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	159
2005	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	25
2005	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	35
2005	50	Zaragoza	4 - Distinta CA	Hombres	249
2005	50	Zaragoza	4 - Distinta CA	Mujeres	221
2005	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	37645
2005	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	30511
2006	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	272
2006	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	240
2006	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	52
2006	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	55
2006	22	Huesca	3 - Misma CA y distinta provincia	Hombres	14
2006	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	10
2006	22	Huesca	4 - Distinta CA	Hombres	69
2006	22	Huesca	4 - Distinta CA	Mujeres	53
2006	22	Huesca	5 - Nacidos en el extranjero	Hombres	9556
2006	22	Huesca	5 - Nacidos en el extranjero	Mujeres	6779
2006	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	135
2006	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	112
2006	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	39
2006	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	28
2006	44	Teruel	3 - Misma CA y distinta provincia	Hombres	35
2006	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	13
2006	44	Teruel	4 - Distinta CA	Hombres	80
2006	44	Teruel	4 - Distinta CA	Mujeres	60
2006	44	Teruel	5 - Nacidos en el extranjero	Hombres	6648
2006	44	Teruel	5 - Nacidos en el extranjero	Mujeres	4264
2006	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	1586
2006	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1611
2006	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	172
2006	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	152
2006	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	31
2006	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	26
2006	50	Zaragoza	4 - Distinta CA	Hombres	257
2006	50	Zaragoza	4 - Distinta CA	Mujeres	223
2006	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	39702
2006	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	33087
2007	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	365
2007	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	319
2007	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	69
2007	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	69
2007	22	Huesca	3 - Misma CA y distinta provincia	Hombres	18
2007	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	12
2007	22	Huesca	4 - Distinta CA	Hombres	87
2007	22	Huesca	4 - Distinta CA	Mujeres	81
2007	22	Huesca	5 - Nacidos en el extranjero	Hombres	10525
2007	22	Huesca	5 - Nacidos en el extranjero	Mujeres	7875
2007	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	183
2007	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	160
2007	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	45
2007	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	26
2007	44	Teruel	3 - Misma CA y distinta provincia	Hombres	53
2007	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	18
2007	44	Teruel	4 - Distinta CA	Hombres	77
2007	44	Teruel	4 - Distinta CA	Mujeres	64
2007	44	Teruel	5 - Nacidos en el extranjero	Hombres	7987
2007	44	Teruel	5 - Nacidos en el extranjero	Mujeres	5245
2007	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	1980
2007	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1955
2007	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	272
2007	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	228
2007	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	43
2007	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	32
2007	50	Zaragoza	4 - Distinta CA	Hombres	306
2007	50	Zaragoza	4 - Distinta CA	Mujeres	261
2007	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	46685
2007	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	39364
2008	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	500
2008	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	432
2008	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	66
2008	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	65
2008	22	Huesca	3 - Misma CA y distinta provincia	Hombres	17
2008	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	16
2008	22	Huesca	4 - Distinta CA	Hombres	90
2008	22	Huesca	4 - Distinta CA	Mujeres	82
2008	22	Huesca	5 - Nacidos en el extranjero	Hombres	13226
2008	22	Huesca	5 - Nacidos en el extranjero	Mujeres	9869
2008	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	254
2008	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	224
2008	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	53
2008	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	47
2008	44	Teruel	3 - Misma CA y distinta provincia	Hombres	38
2008	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	10
2008	44	Teruel	4 - Distinta CA	Hombres	46
2008	44	Teruel	4 - Distinta CA	Mujeres	48
2008	44	Teruel	5 - Nacidos en el extranjero	Hombres	9901
2008	44	Teruel	5 - Nacidos en el extranjero	Mujeres	6422
2008	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	2516
2008	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2361
2008	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	272
2008	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	219
2008	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	48
2008	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	41
2008	50	Zaragoza	4 - Distinta CA	Hombres	345
2008	50	Zaragoza	4 - Distinta CA	Mujeres	293
2008	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	59143
2008	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	48248
2009	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	651
2009	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	574
2009	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	74
2009	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	72
2009	22	Huesca	3 - Misma CA y distinta provincia	Hombres	15
2009	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	22
2009	22	Huesca	4 - Distinta CA	Hombres	95
2009	22	Huesca	4 - Distinta CA	Mujeres	86
2009	22	Huesca	5 - Nacidos en el extranjero	Hombres	14761
2009	22	Huesca	5 - Nacidos en el extranjero	Mujeres	10979
2009	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	367
2009	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	326
2009	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	67
2009	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	58
2009	44	Teruel	3 - Misma CA y distinta provincia	Hombres	21
2009	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	10
2009	44	Teruel	4 - Distinta CA	Hombres	43
2009	44	Teruel	4 - Distinta CA	Mujeres	50
2009	44	Teruel	5 - Nacidos en el extranjero	Hombres	10297
2009	44	Teruel	5 - Nacidos en el extranjero	Mujeres	7130
2009	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	3272
2009	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3159
2009	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	316
2009	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	275
2009	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	43
2009	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	40
2009	50	Zaragoza	4 - Distinta CA	Hombres	386
2009	50	Zaragoza	4 - Distinta CA	Mujeres	321
2009	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	65583
2009	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	53045
2010	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	786
2010	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	686
2010	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	85
2010	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	80
2010	22	Huesca	3 - Misma CA y distinta provincia	Hombres	21
2010	22	Huesca	3 - Misma CA y distinta provincia	Mujeres	26
2010	22	Huesca	4 - Distinta CA	Hombres	112
2010	22	Huesca	4 - Distinta CA	Mujeres	86
2010	22	Huesca	5 - Nacidos en el extranjero	Hombres	14673
2010	22	Huesca	5 - Nacidos en el extranjero	Mujeres	11255
2010	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	440
2010	44	Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	371
2010	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	95
2010	44	Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	81
2010	44	Teruel	3 - Misma CA y distinta provincia	Hombres	18
2010	44	Teruel	3 - Misma CA y distinta provincia	Mujeres	11
2010	44	Teruel	4 - Distinta CA	Hombres	45
2010	44	Teruel	4 - Distinta CA	Mujeres	57
2010	44	Teruel	5 - Nacidos en el extranjero	Hombres	9410
2010	44	Teruel	5 - Nacidos en el extranjero	Mujeres	7106
2010	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Hombres	3887
2010	50	Zaragoza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3761
2010	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Hombres	376
2010	50	Zaragoza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	340
2010	50	Zaragoza	3 - Misma CA y distinta provincia	Hombres	36
2010	50	Zaragoza	3 - Misma CA y distinta provincia	Mujeres	40
2010	50	Zaragoza	4 - Distinta CA	Hombres	399
2010	50	Zaragoza	4 - Distinta CA	Mujeres	359
2010	50	Zaragoza	5 - Nacidos en el extranjero	Hombres	64693
2010	50	Zaragoza	5 - Nacidos en el extranjero	Mujeres	53751
2011	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	859
2011	22	Huesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	771
2011	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	100
2011	22	Huesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	87
