Mes y año	Mes (código)	Mes nombre	Año	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos	CCAA nombre
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	1	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6552	302195	46,122557997557997557997557997557997558	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	595	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	220	9051	41,14090909090909090909090909090909090909	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1997	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1448	26233	18,11671270718232044198895027624309392265	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	26	9362	360,076923076923076923076923076923076923	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	9	3240	360	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	13	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	71	106154	1495,126760563380281690140845070422535211	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	40	41475	1036,875	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	9	3240	360	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	5	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	10	14944	1494,4	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	16	18521	1157,5625	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	9	3240	360	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	103	25214	244,79611650485436893203883495145631068	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	30	8130	271	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	56	10354	184,892857142857142857142857142857142857	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	34	9834	289,235294117647058823529411764705882353	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Otros	8	Otros	Otros	0	17	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Otros	8	Otros	Otros	1	53	2032	38,33962264150943396226415094339622641509	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Otros	8	Otros	Otros	0	26	0	0	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Otros	8	Otros	Otros	1	15	3001	200,066666666666666666666666666666666667	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6151	0	0	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	923	52703	57,09967497291440953412784398699891657638	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2714	0	0	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	937	37683	40,21664887940234791889007470651013874066	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6085	306667	50,39720624486442070665571076417419884963	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	3	0	0	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5460	280649	51,40091575091575091575091575091575091575	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	511	0	0	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	151	5364	35,52317880794701986754966887417218543046	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1547	0	0	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1060	18123	17,09716981132075471698113207547169811321	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	22	7920	360	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	13	4680	360	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	21	0	0	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	60	88054	1467,566666666666666666666666666666666667	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	36	33411	928,083333333333333333333333333333333333	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	6	2160	360	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	2	0	0	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	13	16077	1236,692307692307692307692307692307692308	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	15	18198	1213,2	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	4	1440	360	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	80	14790	184,875	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	23	5940	258,260869565217391304347826086956521739	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	29	5265	181,551724137931034482758620689655172414	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	31	7052	227,483870967741935483870967741935483871	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Otros	8	Otros	Otros	0	5	0	0	Aragón
Abril 2011	201104	Abril	2011	Hombres	Temporal	Otros	8	Otros	Otros	1	35	2684	76,68571428571428571428571428571428571429	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Otros	8	Otros	Otros	0	6	0	0	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Otros	8	Otros	Otros	1	22	5425	246,590909090909090909090909090909090909	Aragón
Abril 2011	201104	Abril	2011	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	720	360	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	5463	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	841	41902	49,82401902497027348394768133174791914388	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2328	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	910	38159	41,93296703296703296703296703296703296703	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	6415	336270	52,41932969602494154325798908807482462977	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5344	263777	49,35946856287425149700598802395209580838	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	537	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	142	9126	64,26760563380281690140845070422535211268	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1853	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	995	22305	22,41708542713567839195979899497487437186	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	23	8278	359,913043478260869565217391304347826087	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	19	6301	331,631578947368421052631578947368421053	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	20	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	71	104846	1476,704225352112676056338028169014084507	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	52	55646	1070,115384615384615384615384615384615385	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	9	14511	1612,333333333333333333333333333333333333	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	23	22989	999,521739130434782608695652173913043478	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	361	361	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	33	5958	180,545454545454545454545454545454545455	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	41	11461	279,536585365853658536585365853658536585	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	23	4195	182,391304347826086956521739130434782609	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	71	20954	295,126760563380281690140845070422535211	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Otros	8	Otros	Otros	0	4	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Otros	8	Otros	Otros	1	50	2071	41,42	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	3	900	300	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Otros	8	Otros	Otros	0	13	0	0	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Otros	8	Otros	Otros	1	16	1784	111,5	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4893	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	583	51753	88,77015437392795883361921097770154373928	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2195	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	615	32883	53,46829268292682926829268292682926829268	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5395	270354	50,11195551436515291936978683966635773865	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	4531	234208	51,69013462811741337453100860737144118296	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	507	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	97	2733	28,17525773195876288659793814432989690722	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1784	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	824	21347	25,90655339805825242718446601941747572816	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	21	7560	360	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	11	3960	360	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	20	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	64	90946	1421,03125	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	48	46792	974,833333333333333333333333333333333333	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	9	3241	360,111111111111111111111111111111111111	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	4	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	10	13981	1398,1	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	24	27830	1159,583333333333333333333333333333333333	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	5	1676	335,2	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	22	4053	184,227272727272727272727272727272727273	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	40	12361	309,025	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	11	2071	188,272727272727272727272727272727272727	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	49	15510	316,530612244897959183673469387755102041	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Otros	8	Otros	Otros	0	6	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Otros	8	Otros	Otros	1	28	1691	60,39285714285714285714285714285714285714	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	540	270	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Otros	8	Otros	Otros	0	20	0	0	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Otros	8	Otros	Otros	1	31	5573	179,774193548387096774193548387096774194	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	5271	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	648	65546	101,151234567901234567901234567901234568	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2640	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	735	70187	95,49251700680272108843537414965986394558	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	5	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5907	310245	52,52158456069070594210259014728288471305	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	4	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	4437	228790	51,56411990083389677710164525580347081361	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	534	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	123	5726	46,55284552845528455284552845528455284553	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1786	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	898	17648	19,65256124721603563474387527839643652561	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	14	5040	360	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	17	6120	360	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	146	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	94	137782	1465,765957446808510638297872340425531915	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	66	69465	1052,5	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	3	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	13	4681	360,076923076923076923076923076923076923	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	9	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	16	20692	1293,25	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	25	24086	963,44	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	731	365,5	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	10	2099	209,9	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	50	17112	342,24	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	2700	180	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	54	15842	293,37037037037037037037037037037037037	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Otros	8	Otros	Otros	0	6	0	0	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Otros	8	Otros	Otros	1	23	2079	90,3913043478260869565217391304347826087	Aragón
Enero 2011	201101	Enero	2011	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	540	270	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Otros	8	Otros	Otros	0	8	0	0	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Otros	8	Otros	Otros	1	25	4251	170,04	Aragón
Enero 2011	201101	Enero	2011	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	360	360	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4516	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	872	98886	113,401376146788990825688073394495412844	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	2567	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	958	99538	103,901878914405010438413361169102296451	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	5	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5611	239205	42,63143824630190696845482088754232757084	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	2	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	5249	244910	46,65841112592874833301581253572108973138	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	591	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	229	8587	37,49781659388646288209606986899563318777	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1756	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1433	22623	15,78715980460572226099092812281926029309	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	12	4320	360	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	8	2880	360	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	15	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	79	118590	1501,139240506329113924050632911392405063	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	47	49607	1055,46808510638297872340425531914893617	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	2	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	9	3165	351,666666666666666666666666666666666667	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	3	0	0	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	13	17729	1363,769230769230769230769230769230769231	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	10	9743	974,3	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	6	1933	322,166666666666666666666666666666666667	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	31	5614	181,096774193548387096774193548387096774	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	31	6251	201,645161290322580645161290322580645161	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	22	4050	184,090909090909090909090909090909090909	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	34	8430	247,941176470588235294117647058823529412	Aragón
