Mes y año	Mes (código)	Mes nombre	Año	Sexo	Temporalidad	Modalidad	orden_modalidad	Grupo de tipo de contrato	Grupo de tipo de contrato	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos	CCAA nombre
Julio 2017	201707	Julio	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	649	0	0	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	306	11614	37,95424836601307189542483660130718954248	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1723	0	0	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1193	36081	30,2439228834870075440067057837384744342	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	54	18765	347,5	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	24	7656	319	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	42	0	0	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	79	104642	1324,58227848101265822784810126582278481	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	31	36624	1181,419354838709677419354838709677419355	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1080	360	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	9	0	0	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	21	27568	1312,761904761904761904761904761904761905	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	22	26075	1185,227272727272727272727272727272727273	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	32	11161	348,78125	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	204	43199	211,759803921568627450980392156862745098	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	4860	324	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	115	27624	240,208695652173913043478260869565217391	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	13	0	0	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	17	2905	170,882352941176470588235294117647058824	Aragón
Julio 2017	201707	Julio	2017	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	42	7740	184,285714285714285714285714285714285714	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Otros	8	Otros	Otros	0	12	0	0	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	1	180	180	Aragón
Julio 2017	201707	Julio	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	9	1620	180	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	14230	0	0	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2230	56944	25,53542600896860986547085201793721973094	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	7517	0	0	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1731	44676	25,80935875216637781629116117850953206239	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	14	0	0	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	16770	581620	34,68217054263565891472868217054263565891	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	15	0	0	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	13217	491544	37,19028523870772489975032155557236891882	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	693	0	0	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	326	14858	45,57668711656441717791411042944785276074	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1800	0	0	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1417	36465	25,73394495412844036697247706422018348624	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	50	18225	364,5	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	36	13140	365	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	30	0	0	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	70	87308	1247,257142857142857142857142857142857143	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	23	21723	944,478260869565217391304347826086956522	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	5	0	0	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	20	26505	1325,25	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	22	24836	1128,909090909090909090909090909090909091	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	940	313,333333333333333333333333333333333333	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	258	54816	212,465116279069767441860465116279069767	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	213	45900	215,492957746478873239436619718309859155	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	95	23312	245,389473684210526315789473684210526316	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	144	35610	247,291666666666666666666666666666666667	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	15	0	0	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	4	541	135,25	Aragón
Junio 2017	201706	Junio	2017	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	7	1260	180	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Otros	8	Otros	Otros	0	9	0	0	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	7	1470	210	Aragón
Junio 2017	201706	Junio	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	7	1437	205,285714285714285714285714285714285714	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	16448	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	2382	58674	24,63224181360201511335012594458438287154	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	8107	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1854	41174	22,20819848975188781014023732470334412082	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	11	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	16302	531185	32,58403876824929456508403876824929456508	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	5	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	12415	410952	33,10124848973016512283527990334273056786	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	733	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	284	9549	33,62323943661971830985915492957746478873	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1927	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1698	32235	18,98409893992932862190812720848056537102	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	43	14816	344,558139534883720930232558139534883721	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	27	9720	360	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	49	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	67	86887	1296,820895522388059701492537313432835821	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	32	37792	1181	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	721	360,5	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	8	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	21	27735	1320,714285714285714285714285714285714286	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	19	22971	1209	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	3	1081	360,333333333333333333333333333333333333	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	17	5349	314,647058823529411764705882352941176471	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	90	19627	218,077777777777777777777777777777777778	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	25	7925	317	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	94	20768	220,93617021276595744680851063829787234	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	2	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	17	3131	184,176470588235294117647058823529411765	Aragón
Mayo 2017	201705	Mayo	2017	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	4	720	180	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Otros	8	Otros	Otros	0	5	0	0	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	4	1982	495,5	Aragón
Mayo 2017	201705	Mayo	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	7	1441	205,857142857142857142857142857142857143	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	8414	0	0	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1415	76527	54,08268551236749116607773851590106007067	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4480	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1179	54518	46,24088210347752332485156912637828668363	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	14	0	0	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	12505	432997	34,62590963614554178328668532586965213914	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	6	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	10090	369640	36,63429137760158572844400396432111000991	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	606	0	0	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	224	6792	30,32142857142857142857142857142857142857	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1682	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1035	19246	18,59516908212560386473429951690821256039	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	44	16020	364,090909090909090909090909090909090909	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	16	5791	361,9375	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	31	0	0	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	58	75623	1303,844827586206896551724137931034482759	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	16	20170	1260,625	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	8	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	28	35301	1260,75	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	21	26393	1256,809523809523809523809523809523809524	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	0	1	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	24	8980	374,166666666666666666666666666666666667	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	82	21539	262,670731707317073170731707317073170732	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	19	6339	333,631578947368421052631578947368421053	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	75	18555	247,4	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	5	0	0	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	9	1624	180,444444444444444444444444444444444444	Aragón
Abril 2017	201704	Abril	2017	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	5	900	180	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Otros	8	Otros	Otros	0	3	0	0	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	2	360	180	Aragón
Abril 2017	201704	Abril	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	5	900	180	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	7326	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1407	47360	33,66027007818052594171997157071783937456	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	4408	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1082	48182	44,53049907578558225508317929759704251386	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	22	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	12087	463223	38,3240671796144618184826673285347894432	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	7	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	9372	375648	40,08194622279129321382842509603072983355	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	721	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	213	6917	32,47417840375586854460093896713615023474	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	2001	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1330	29144	21,91278195488721804511278195488721804511	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	44	15840	360	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	30	10801	360,033333333333333333333333333333333333	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	45	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	71	87257	1228,97183098591549295774647887323943662	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	22	23163	1052,863636363636363636363636363636363636	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	2	720	360	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	12	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	23	27646	1202	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	14	16341	1167,214285714285714285714285714285714286	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	33	11987	363,242424242424242424242424242424242424	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	96	22439	233,739583333333333333333333333333333333	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	39	14095	361,410256410256410256410256410256410256	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	101	23538	233,049504950495049504950495049504950495	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	12	0	0	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	36	2790	77,5	Aragón
Marzo 2017	201703	Marzo	2017	Hombres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	5	1080	216	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	21	2430	115,714285714285714285714285714285714286	Aragón
Marzo 2017	201703	Marzo	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	1	180	180	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6046	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1271	50367	39,62785208497246262785208497246262785208	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3731	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	970	44231	45,59896907216494845360824742268041237113	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	18	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	10276	409836	39,88283378746594005449591280653950953678	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	8	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	7980	329714	41,31754385964912280701754385964912280702	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	0	688	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Interinidad	3	Interinidad	Interinidad	1	206	8113	39,38349514563106796116504854368932038835	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	0	1875	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Interinidad	3	Interinidad	Interinidad	1	1100	27639	25,12636363636363636363636363636363636364	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	34	12421	365,323529411764705882352941176470588235	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Discapacitados	4	Temp. Minusv	Temp. Minusv	1	26	9151	351,961538461538461538461538461538461538	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	49	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	89	113376	1273,88764044943820224719101123595505618	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	26	32604	1254	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	0	5	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la jubilación	6	Jubilación parcial	Jubilación parcial	1	28	35928	1283,142857142857142857142857142857142857	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la jubilación	6	Relevo	Relevo	1	20	25345	1267,25	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la jubilación	6	Sust. Jubilación	Sust. Jubilación	1	1	360	360	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Ligados a la formación	7	Formación	Formación	1	15	4098	273,2	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	92	22065	239,836956521739130434782608695652173913	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la formación	7	Formación	Formación	1	14	4007	286,214285714285714285714285714285714286	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Ligados a la formación	7	Prácticas	Prácticas	1	81	21613	266,827160493827160493827160493827160494	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Otros	8	Otros	Otros	0	6	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Hombres	Temporal	Otros	8	Otros	Otros	1	9	196	21,77777777777777777777777777777777777778	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Otros	8	Otros	Otros	0	6	0	0	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Otros	8	Otros	Otros	1	13	1171	90,07692307692307692307692307692307692308	Aragón
Febrero 2017	201702	Febrero	2017	Mujeres	Temporal	Otros	8	Temp. Inserción	Temp. Inserción	1	2	360	180	Aragón
Enero 2017	201701	Enero	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	6304	0	0	Aragón
Enero 2017	201701	Enero	2017	Hombres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	1217	65554	53,86524239934264585045193097781429745275	Aragón
Enero 2017	201701	Enero	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	0	3996	0	0	Aragón
Enero 2017	201701	Enero	2017	Mujeres	Temporal	Obra o servicio	1	Obra o servicio	Obra o servicio	1	931	54128	58,13963480128893662728249194414607948443	Aragón
Enero 2017	201701	Enero	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	29	0	0	Aragón
Enero 2017	201701	Enero	2017	Hombres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	11984	531475	44,34871495327102803738317757009345794393	Aragón
Enero 2017	201701	Enero	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	0	20	0	0	Aragón
Enero 2017	201701	Enero	2017	Mujeres	Temporal	Eventual por circunstancias de la producción	2	Eventual producción	Eventual producción	1	8636	366386	42,42542843909217230199166280685502547476	Aragón
