Municipio código	Municipio nombre	Año	Votos	Siglas	Candidatura
44076	Cella	2011	1	PIRATA	PARTIDO PIRATA
44076	Cella	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44076	Cella	2016	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44076	Cella	2016	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44076	Cella	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44076	Cella	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44076	Cella	2019	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44077	Cerollera (La)	2008	1	CHA	CHUNTA ARAGONESISTA
44077	Cerollera (La)	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44077	Cerollera (La)	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44077	Cerollera (La)	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44077	Cerollera (La)	2015	1	EB	ESCAÑOS EN BLANCO
44077	Cerollera (La)	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44077	Cerollera (La)	2019	1	PYLN	PUYALON
44077	Cerollera (La)	2019	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44080	Codoñera (La)	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44080	Codoñera (La)	2016	1	EB	ESCAÑOS EN BLANCO
44080	Codoñera (La)	2016	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44080	Codoñera (La)	2016	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44080	Codoñera (La)	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44080	Codoñera (La)	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44080	Codoñera (La)	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44082	Corbalán	2008	1	PAR	PARTIDO ARAGONES
44082	Corbalán	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44082	Corbalán	2008	1	PCTR	PARTIDO CENTRISTA
44082	Corbalán	2011	1	EB	ESCAÑOS EN BLANCO
44082	Corbalán	2011	1	SXT	SOCIALISTAS POR TERUEL
44082	Corbalán	2015	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44082	Corbalán	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44082	Corbalán	2019	1	EB	ESCAÑOS EN BLANCO
44084	Cortes de Aragón	2008	1	CHA	CHUNTA ARAGONESISTA
44084	Cortes de Aragón	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44084	Cortes de Aragón	2008	1	LV	LOS VERDES-GRUPO VERDE
44084	Cortes de Aragón	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44084	Cortes de Aragón	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44085	Cosa	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44085	Cosa	2011	1	PIRATA	PARTIDO PIRATA
44085	Cosa	2015	1	EB	ESCAÑOS EN BLANCO
44085	Cosa	2015	1	ALTOARAGONenCOMUN	Alto Aragón en Común
44085	Cosa	2016	1	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44085	Cosa	2019	1	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44085	Cosa	2019	1	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44086	Cretas	2008	1	LV	LOS VERDES-GRUPO VERDE
44086	Cretas	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44086	Cretas	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44086	Cretas	2008	1	AES	ALTERNATIVA ESPAÑOLA
44086	Cretas	2011	1	PIRATA	PARTIDO PIRATA
44086	Cretas	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44086	Cretas	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44086	Cretas	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44086	Cretas	2019	1	EB	ESCAÑOS EN BLANCO
44087	Crivillén	2008	1	CHA	CHUNTA ARAGONESISTA
44087	Crivillén	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44087	Crivillén	2008	1	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44087	Crivillén	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44087	Crivillén	2015	1	TA	TIERRA ARAGONESA
44089	Cubla	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44089	Cubla	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44089	Cubla	2015	1	EB	ESCAÑOS EN BLANCO
44089	Cubla	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44090	Cucalón	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44090	Cucalón	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44090	Cucalón	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44092	Cuervo (El)	2015	1	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44093	Cuevas de Almudén	2008	1	IU	IZQUIERDA UNIDA-ALTERNATIVA
44094	Cuevas Labradas	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44094	Cuevas Labradas	2011	1	EB	ESCAÑOS EN BLANCO
44094	Cuevas Labradas	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44094	Cuevas Labradas	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44094	Cuevas Labradas	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44094	Cuevas Labradas	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44094	Cuevas Labradas	2016	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44094	Cuevas Labradas	2016	1	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44094	Cuevas Labradas	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44094	Cuevas Labradas	2019	1	PYLN	PUYALON
44096	Ejulve	2008	1	PUM+J	POR UN MUNDO MAS JUSTO
44096	Ejulve	2011	1	EB	ESCAÑOS EN BLANCO
44096	Ejulve	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44097	Escorihuela	2008	1	IU	IZQUIERDA UNIDA-ALTERNATIVA
44097	Escorihuela	2008	1	LV	LOS VERDES-GRUPO VERDE
44097	Escorihuela	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44097	Escorihuela	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44097	Escorihuela	2011	1	PIRATA	PARTIDO PIRATA
44097	Escorihuela	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44097	Escorihuela	2016	1	EB	ESCAÑOS EN BLANCO
44097	Escorihuela	2016	1	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44097	Escorihuela	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44099	Escucha	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44099	Escucha	2008	1	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
44099	Escucha	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44099	Escucha	2008	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44099	Escucha	2011	1	EB	ESCAÑOS EN BLANCO
44099	Escucha	2015	1	EB	ESCAÑOS EN BLANCO
44099	Escucha	2016	1	EB	ESCAÑOS EN BLANCO
44099	Escucha	2016	1	Independientes-FIA	INDEPENDIENTES POR ARAGÓN
44099	Escucha	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44099	Escucha	2019	1	EB	ESCAÑOS EN BLANCO
44099	Escucha	2019	1	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
44100	Estercuel	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44100	Estercuel	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44100	Estercuel	2015	1	EB	ESCAÑOS EN BLANCO
44101	Ferreruela de Huerva	2008	1	IU	IZQUIERDA UNIDA-ALTERNATIVA
44101	Ferreruela de Huerva	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44101	Ferreruela de Huerva	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44101	Ferreruela de Huerva	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44101	Ferreruela de Huerva	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44102	Fonfría	2015	1	ALTOARAGONenCOMUN	Alto Aragón en Común
44102	Fonfría	2015	1	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44102	Fonfría	2016	1	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44102	Fonfría	2019	1	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44102	Fonfría	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44102	Fonfría	2019	1	VOX	VOX
44102	Fonfría	2019	1	EB	ESCAÑOS EN BLANCO
44103	Formiche Alto	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44103	Formiche Alto	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44103	Formiche Alto	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44103	Formiche Alto	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44105	Fórnoles	2008	1	CHA	CHUNTA ARAGONESISTA
44105	Fórnoles	2016	1	EB	ESCAÑOS EN BLANCO
44106	Fortanete	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44106	Fortanete	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44106	Fortanete	2015	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44106	Fortanete	2016	1	EB	ESCAÑOS EN BLANCO
44106	Fortanete	2016	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44106	Fortanete	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44106	Fortanete	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44106	Fortanete	2019	1	PYLN	PUYALON
44107	Foz-Calanda	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44107	Foz-Calanda	2008	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44107	Foz-Calanda	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44107	Foz-Calanda	2011	1	EB	ESCAÑOS EN BLANCO
44107	Foz-Calanda	2011	1	PIRATA	PARTIDO PIRATA
44107	Foz-Calanda	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44107	Foz-Calanda	2015	1	EB	ESCAÑOS EN BLANCO
44107	Foz-Calanda	2015	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44107	Foz-Calanda	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44107	Foz-Calanda	2016	1	EB	ESCAÑOS EN BLANCO
44107	Foz-Calanda	2016	1	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44107	Foz-Calanda	2019	1	EB	ESCAÑOS EN BLANCO
44107	Foz-Calanda	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44108	Fresneda (La)	2011	1	PIRATA	PARTIDO PIRATA
44108	Fresneda (La)	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44108	Fresneda (La)	2015	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44109	Frías de Albarracín	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44109	Frías de Albarracín	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44109	Frías de Albarracín	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44109	Frías de Albarracín	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44109	Frías de Albarracín	2019	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44110	Fuenferrada	2015	1	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44111	Fuentes Calientes	2008	1	LV	LOS VERDES-GRUPO VERDE
44111	Fuentes Calientes	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44111	Fuentes Calientes	2011	1	PIRATA	PARTIDO PIRATA
44111	Fuentes Calientes	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44111	Fuentes Calientes	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44112	Fuentes Claras	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44112	Fuentes Claras	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44112	Fuentes Claras	2008	1	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44112	Fuentes Claras	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44112	Fuentes Claras	2011	1	EB	ESCAÑOS EN BLANCO
44112	Fuentes Claras	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44112	Fuentes Claras	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44112	Fuentes Claras	2016	1	UDT	UNIÓN DE TODOS
44112	Fuentes Claras	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44112	Fuentes Claras	2019	1	EB	ESCAÑOS EN BLANCO
44112	Fuentes Claras	2019	1	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
44112	Fuentes Claras	2019	1	PYLN	PUYALON
44113	Fuentes de Rubielos	2008	1	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
44113	Fuentes de Rubielos	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44113	Fuentes de Rubielos	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44113	Fuentes de Rubielos	2016	1	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44113	Fuentes de Rubielos	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44113	Fuentes de Rubielos	2019	1	VOX	VOX
44113	Fuentes de Rubielos	2019	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44114	Fuentespalda	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44114	Fuentespalda	2011	1	EB	ESCAÑOS EN BLANCO
44114	Fuentespalda	2019	1	EB	ESCAÑOS EN BLANCO
44115	Galve	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44115	Galve	2015	1	TA	TIERRA ARAGONESA
44115	Galve	2016	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44116	Gargallo	2008	1	CHA	CHUNTA ARAGONESISTA
44116	Gargallo	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44116	Gargallo	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44116	Gargallo	2015	1	EB	ESCAÑOS EN BLANCO
44116	Gargallo	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44116	Gargallo	2019	1	EB	ESCAÑOS EN BLANCO
44117	Gea de Albarracín	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44117	Gea de Albarracín	2008	1	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
44117	Gea de Albarracín	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44117	Gea de Albarracín	2008	1	PFyV	PARTIDO FAMILIA Y VIDA
44117	Gea de Albarracín	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44117	Gea de Albarracín	2015	1	EB	ESCAÑOS EN BLANCO
44117	Gea de Albarracín	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44117	Gea de Albarracín	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44117	Gea de Albarracín	2019	1	EB	ESCAÑOS EN BLANCO
44118	Ginebrosa (La)	2011	1	EB	ESCAÑOS EN BLANCO
44118	Ginebrosa (La)	2016	1	EB	ESCAÑOS EN BLANCO
44119	Griegos	2011	1	SXT	SOCIALISTAS POR TERUEL
44119	Griegos	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44119	Griegos	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44119	Griegos	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44119	Griegos	2016	1	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44120	Guadalaviar	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44120	Guadalaviar	2011	1	UCE	UNIFICACIÓN COMUNISTA DE ESPAÑA
44120	Guadalaviar	2016	1	EB	ESCAÑOS EN BLANCO
44120	Guadalaviar	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44121	Gúdar	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44121	Gúdar	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44121	Gúdar	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44121	Gúdar	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44122	Híjar	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44122	Híjar	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44122	Híjar	2008	1	PFyV	PARTIDO FAMILIA Y VIDA
44122	Híjar	2011	1	PIRATA	PARTIDO PIRATA
44122	Híjar	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44122	Híjar	2015	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44122	Híjar	2016	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44122	Híjar	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44122	Híjar	2019	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44123	Hinojosa de Jarque	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44124	Hoz de la Vieja (La)	2008	1	CHA	CHUNTA ARAGONESISTA
44124	Hoz de la Vieja (La)	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44124	Hoz de la Vieja (La)	2008	1	PSD-FIA	PARTIDO SOCIAL DEMOCRATA-FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44124	Hoz de la Vieja (La)	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44124	Hoz de la Vieja (La)	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44124	Hoz de la Vieja (La)	2011	1	EB	ESCAÑOS EN BLANCO
44124	Hoz de la Vieja (La)	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44124	Hoz de la Vieja (La)	2019	1	EB	ESCAÑOS EN BLANCO
44125	Huesa del Común	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44125	Huesa del Común	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44126	Iglesuela del Cid (La)	2008	1	PUM+J	POR UN MUNDO MAS JUSTO
44126	Iglesuela del Cid (La)	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44126	Iglesuela del Cid (La)	2008	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44126	Iglesuela del Cid (La)	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44126	Iglesuela del Cid (La)	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44126	Iglesuela del Cid (La)	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44126	Iglesuela del Cid (La)	2015	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44126	Iglesuela del Cid (La)	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44126	Iglesuela del Cid (La)	2016	1	EB	ESCAÑOS EN BLANCO
44126	Iglesuela del Cid (La)	2019	1	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
44127	Jabaloyas	2008	1	IU	IZQUIERDA UNIDA-ALTERNATIVA
44127	Jabaloyas	2011	1	PUM+J	POR UN MUNDO MÁS JUSTO
44127	Jabaloyas	2011	1	PIRATA	PARTIDO PIRATA
44127	Jabaloyas	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44128	Jarque de la Val	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44128	Jarque de la Val	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44128	Jarque de la Val	2015	1	EB	ESCAÑOS EN BLANCO
44128	Jarque de la Val	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44128	Jarque de la Val	2019	1	EB	ESCAÑOS EN BLANCO
44129	Jatiel	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44129	Jatiel	2011	1	SXT	SOCIALISTAS POR TERUEL
44129	Jatiel	2016	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44130	Jorcas	2008	1	CHA	CHUNTA ARAGONESISTA
44130	Jorcas	2008	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44130	Jorcas	2015	1	ALTOARAGONenCOMUN	Alto Aragón en Común
44130	Jorcas	2015	1	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44130	Jorcas	2016	1	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44130	Jorcas	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44130	Jorcas	2019	1	PUM+J	POR UN MUNDO MÁS JUSTO
44131	Josa	2008	1	PAR	PARTIDO ARAGONES
44131	Josa	2008	1	CHA	CHUNTA ARAGONESISTA
44131	Josa	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44131	Josa	2019	1	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44131	Josa	2019	1	VOX	VOX
44131	Josa	2019	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44132	Lagueruela	2008	1	PAR	PARTIDO ARAGONES
44132	Lagueruela	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44132	Lagueruela	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44132	Lagueruela	2011	1	EB	ESCAÑOS EN BLANCO
44132	Lagueruela	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44132	Lagueruela	2015	1	TA	TIERRA ARAGONESA
44133	Lanzuela	2008	1	PAR	PARTIDO ARAGONES
44133	Lanzuela	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44133	Lanzuela	2011	1	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44133	Lanzuela	2015	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44133	Lanzuela	2016	1	EB	ESCAÑOS EN BLANCO
44133	Lanzuela	2016	1	RECORTES CERO-GRUPO VERDE	RECORTES CERO-GRUPO VERDE
44133	Lanzuela	2016	1	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44133	Lanzuela	2019	1	PYLN	PUYALON
44135	Libros	2008	1	CHA	CHUNTA ARAGONESISTA
44135	Libros	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44135	Libros	2011	1	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
44135	Libros	2016	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44135	Libros	2019	1	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44136	Lidón	2008	1	CHA	CHUNTA ARAGONESISTA
44136	Lidón	2011	1	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44136	Lidón	2016	1	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44136	Lidón	2019	1	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44136	Lidón	2019	1	VOX	VOX
44137	Linares de Mora	2008	1	CHA	CHUNTA ARAGONESISTA
44137	Linares de Mora	2008	1	LV	LOS VERDES-GRUPO VERDE
44137	Linares de Mora	2008	1	PFyV	PARTIDO FAMILIA Y VIDA
44137	Linares de Mora	2008	1	FA	FALANGE AUTENTICA
44137	Linares de Mora	2011	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44137	Linares de Mora	2011	1	PIRATA	PARTIDO PIRATA
44137	Linares de Mora	2015	1	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44137	Linares de Mora	2019	1	PYLN	PUYALON
44138	Loscos	2008	1	UPyD	UNION PROGRESO Y DEMOCRACIA
44138	Loscos	2008	1	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
44138	Loscos	2008	1	pCUA	PARTIDO CIUDADANOS UNIDOS DE ARAGON
44138	Loscos	2008	1	FE de las JONS	FALANGE ESPAÑOLA DE LAS JONS
44138	Loscos	2015	1	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
