Municipio código	Municipio nombre	Año	Votos	Siglas	Candidatura
44040	Berge	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44040	Berge	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44041	Bezas	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44046	Bueña	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44046	Bueña	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44048	Cabra de Mora	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
44055	Camarillas	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
44061	Cañada de Verich (La)	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44061	Cañada de Verich (La)	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
44062	Cañada Vellida	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44062	Cañada Vellida	2019	13	PP	PARTIDO POPULAR
44063	Cañizar del Olivar	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44063	Cañizar del Olivar	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44067	Castelnou	2008	13	PAR	PARTIDO ARAGONES
44068	Castelserás	2008	13	IU	IZQUIERDA UNIDA-ALTERNATIVA
44068	Castelserás	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
44080	Codoñera (La)	2015	13	TA	TIERRA ARAGONESA
44082	Corbalán	2019	13	PP	PARTIDO POPULAR
44084	Cortes de Aragón	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44092	Cuervo (El)	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44096	Ejulve	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44097	Escorihuela	2019	13	VOX	VOX
44103	Formiche Alto	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44106	Fortanete	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44107	Foz-Calanda	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44110	Fuenferrada	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44111	Fuentes Calientes	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44111	Fuentes Calientes	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44112	Fuentes Claras	2008	13	CHA	CHUNTA ARAGONESISTA
44116	Gargallo	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44117	Gea de Albarracín	2008	13	PAR	PARTIDO ARAGONES
44120	Guadalaviar	2015	13	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44126	Iglesuela del Cid (La)	2019	13	VOX	VOX
44130	Jorcas	2019	13	PP	PARTIDO POPULAR
44132	Lagueruela	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44133	Lanzuela	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44136	Lidón	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44136	Lidón	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44137	Linares de Mora	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44141	Lledó	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44142	Maicas	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44146	Mata de los Olmos (La)	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44149	Mirambel	2008	13	PAR	PARTIDO ARAGONES
44149	Mirambel	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44160	Mosqueruela	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44160	Mosqueruela	2015	13	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
44161	Muniesa	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44163	Noguera de Albarracín	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44164	Nogueras	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44164	Nogueras	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44165	Nogueruelas	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44167	Obón	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44167	Obón	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44168	Odón	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44168	Odón	2019	13	VOX	VOX
44171	Olba	2008	13	IU	IZQUIERDA UNIDA-ALTERNATIVA
44171	Olba	2015	13	TA	TIERRA ARAGONESA
44176	Palomar de Arroyos	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44177	Pancrudo	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44178	Parras de Castellote (Las)	2008	13	PP	PARTIDO POPULAR
44178	Parras de Castellote (Las)	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44183	Pitarque	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
44189	Pozondón	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
44189	Pozondón	2019	13	PP	PARTIDO POPULAR
44190	Pozuel del Campo	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44190	Pozuel del Campo	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44194	Ráfales	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
44194	Ráfales	2019	13	PP	PARTIDO POPULAR
44194	Ráfales	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44198	Royuela	2008	13	PAR	PARTIDO ARAGONES
44200	Rubielos de la Cérida	2008	13	PAR	PARTIDO ARAGONES
44204	Saldón	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44206	San Agustín	2008	13	PAR	PARTIDO ARAGONES
44206	San Agustín	2015	13	TA	TIERRA ARAGONESA
44206	San Agustín	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44206	San Agustín	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44211	Segura de los Baños	2008	13	PP	PARTIDO POPULAR
44215	Terriente	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44216	Teruel	2008	13	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44216	Teruel	2016	13	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
44216	Teruel	2016	13	MAS	MOVIMIENTO ARAGONÉS SOCIAL
44217	Toril y Masegoso	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44221	Torrecilla de Alcañiz	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44222	Torrecilla del Rebollar	2019	13	VOX	VOX
44223	Torre de Arcas	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44225	Torre del Compte	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44226	Torrelacárcel	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44228	Torremocha de Jiloca	2019	13	VOX	VOX
44229	Torres de Albarracín	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44230	Torrevelilla	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44231	Torrijas	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44234	Tramacastiel	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
44238	Utrillas	2015	13	EB	ESCAÑOS EN BLANCO
44239	Valacloche	2008	13	PP	PARTIDO POPULAR
44239	Valacloche	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
44241	Valdealgorfa	2008	13	CHA	CHUNTA ARAGONESISTA
44243	Valdecuenca	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44244	Valdelinares	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
44245	Valdeltormo	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
44256	Villanueva del Rebollar de la Sierra	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
44262	Villarroya de los Pinares	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
44262	Villarroya de los Pinares	2019	13	VOX	VOX
44263	Villastar	2008	13	CHA	CHUNTA ARAGONESISTA
44264	Villel	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
44265	Vinaceite	2019	13	VOX	VOX
44267	Vivel del Río Martín	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50004	Aguarón	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50007	Aladrén	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50008	Alagón	2008	13	UPyD	UNION PROGRESO Y DEMOCRACIA
50008	Alagón	2011	13	PCPE	PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA
50008	Alagón	2015	13	EB	ESCAÑOS EN BLANCO
50008	Alagón	2019	13	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50013	Alcalá de Ebro	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50014	Alcalá de Moncayo	2019	13	PP	PARTIDO POPULAR
50016	Aldehuela de Liestos	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50017	Alfajarín	2008	13	UPyD	UNION PROGRESO Y DEMOCRACIA
50017	Alfajarín	2011	13	EB	ESCAÑOS EN BLANCO
50019	Alforque	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50021	Almochuel	2008	13	PP	PARTIDO POPULAR
50022	Almolda (La)	2008	13	CHA	CHUNTA ARAGONESISTA
50024	Almonacid de la Sierra	2015	13	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
50027	Ambel	2008	13	CHA	CHUNTA ARAGONESISTA
50030	Añón de Moncayo	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50034	Ariza	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50035	Artieda	2015	13	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
50039	Azuara	2008	13	IU	IZQUIERDA UNIDA-ALTERNATIVA
50040	Badules	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50041	Bagüés	2008	13	PAR	PARTIDO ARAGONES
50047	Berdejo	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50048	Berrueco	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50054	Bordalba	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
50054	Bordalba	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50054	Bordalba	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50054	Bordalba	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50055	Borja	2008	13	UPyD	UNION PROGRESO Y DEMOCRACIA
50058	Bubierca	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50060	Bulbuente	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50061	Bureta	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50061	Bureta	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50066	Cadrete	2011	13	EQUO	EQUO
50069	Calcena	2008	13	PP	PARTIDO POPULAR
50072	Carenas	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50074	Caspe	2008	13	LV	LOS VERDES-GRUPO VERDE
50077	Castejón de Valdejasa	2015	13	TA	TIERRA ARAGONESA
50078	Castiliscar	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50080	Cerveruela	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50084	Clarés de Ribota	2008	13	PAR	PARTIDO ARAGONES
50087	Contamina	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50089	Cuarte de Huerva	2011	13	PUM+J	POR UN MUNDO MÁS JUSTO
50095	Ejea de los Caballeros	2008	13	PACMA	PARTIDO ANTITAURINO CONTRA EL MALTRATO ANIMAL
50096	Embid de Ariza	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50098	Encinacorba	2019	13	VOX	VOX
50101	Escatrón	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50105	Fayón	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50106	Fayos (Los)	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50106	Fayos (Los)	2015	13	TA	TIERRA ARAGONESA
50106	Fayos (Los)	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50109	Frago (El)	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50111	Fréscano	2015	13	TA	TIERRA ARAGONESA
50111	Fréscano	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50114	Fuendetodos	2015	13	TA	TIERRA ARAGONESA
50115	Fuentes de Ebro	2015	13	EB	ESCAÑOS EN BLANCO
50115	Fuentes de Ebro	2019	13	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50116	Fuentes de Jiloca	2019	13	VOX	VOX
50120	Godojos	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50121	Gotor	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50125	Ibdes	2008	13	CHA	CHUNTA ARAGONESISTA
50128	Isuerre	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50129	Jaraba	2015	13	TA	TIERRA ARAGONESA
50131	Jaulín	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50135	Layana	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50135	Layana	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50136	Lécera	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50138	Lechón	2019	13	PP	PARTIDO POPULAR
50140	Litago	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50140	Litago	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50153	Magallón	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50154	Mainar	2015	13	TA	TIERRA ARAGONESA
50155	Malanquilla	2015	13	TA	TIERRA ARAGONESA
50161	Manchones	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50161	Manchones	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
50162	Mara	2008	13	PAR	PARTIDO ARAGONES
50171	Moneva	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50175	Morata de Jalón	2019	13	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
50182	Muela (La)	2019	13	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
50185	Murillo de Gállego	2011	13	EQUO	EQUO
50185	Murillo de Gállego	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50185	Murillo de Gállego	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50186	Navardún	2011	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50187	Nigüella	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50193	Nuez de Ebro	2008	13	PAR	PARTIDO ARAGONES
50194	Olvés	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50197	Orés	2008	13	PAR	PARTIDO ARAGONES
50207	Piedratajada	2016	13	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50209	Pinseque	2015	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50210	Pintanos (Los)	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50211	Plasencia de Jalón	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50212	Pleitas	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50212	Pleitas	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
50212	Pleitas	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50221	Purujosa	2008	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50224	Retascón	2008	13	PAR	PARTIDO ARAGONES
50227	Romanos	2016	13	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ARAGÓN
50230	Sádaba	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50232	Salvatierra de Esca	2008	13	CHA	CHUNTA ARAGONESISTA
50233	Samper del Salz	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50234	San Martín de la Virgen de Moncayo	2008	13	CHA	CHUNTA ARAGONESISTA
50234	San Martín de la Virgen de Moncayo	2011	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
50238	Santa Eulalia de Gállego	2008	13	CHA	CHUNTA ARAGONESISTA
50238	Santa Eulalia de Gállego	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
50238	Santa Eulalia de Gállego	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50238	Santa Eulalia de Gállego	2019	13	VOX	VOX
50240	Sástago	2008	13	IU	IZQUIERDA UNIDA-ALTERNATIVA
50244	Sierra de Luna	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50251	Tarazona	2019	13	PYLN	PUYALON
50253	Terrer	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50254	Tierga	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50254	Tierga	2015	13	TA	TIERRA ARAGONESA
50257	Torralba de Ribota	2015	13	TA	TIERRA ARAGONESA
50259	Torrehermosa	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50261	Torrellas	2008	13	IU	IZQUIERDA UNIDA-ALTERNATIVA
50263	Torrijo de la Cañada	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50265	Trasmoz	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50265	Trasmoz	2019	13	PODEMOS-IU-EQUO	UNIDAS PODEMOS
50266	Trasobares	2008	13	PAR	PARTIDO ARAGONES
50269	Urrea de Jalón	2008	13	PAR	PARTIDO ARAGONES
50269	Urrea de Jalón	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50271	Used	2008	13	PAR	PARTIDO ARAGONES
50275	Valmadrid	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50275	Valmadrid	2019	13	VOX	VOX
50276	Valpalmas	2019	13	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
50277	Valtorres	2011	13	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
50278	Velilla de Ebro	2015	13	PCTE	PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA
50279	Velilla de Jiloca	2016	13	PP-PAR	PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS
50283	Villadoz	2011	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50283	Villadoz	2015	13	ALTOARAGONenCOMUN	Alto Aragón en Común
50284	Villafeliche	2015	13	TA	TIERRA ARAGONESA
50286	Villalba de Perejil	2015	13	TA	TIERRA ARAGONESA
50289	Villanueva de Jiloca	2019	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50295	Vistabella	2015	13	F.I.A.	FEDERACION DE LOS INDEPENDIENTES DE ARAGON
50295	Vistabella	2016	13	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
50298	Zuera	2008	13	LV	LOS VERDES-GRUPO VERDE
50298	Zuera	2015	13	VOX	VOX
50298	Zuera	2016	13	EB	ESCAÑOS EN BLANCO
50903	Villamayor de Gállego	2015	13	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
22004	Agüero	2019	12	PODEMOS-IU-EQUO	UNIDAS PODEMOS
22007	Albalate de Cinca	2008	12	CHA	CHUNTA ARAGONESISTA
22008	Albalatillo	2011	12	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
22008	Albalatillo	2019	12	VOX	VOX
22009	Albelda	2008	12	CHA	CHUNTA ARAGONESISTA
22014	Alcalá de Gurrea	2019	12	VOX	VOX
22015	Alcalá del Obispo	2015	12	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
22022	Almunia de San Juan	2008	12	IU	IZQUIERDA UNIDA-ALTERNATIVA
22023	Almuniente	2019	12	PODEMOS-IU-EQUO	UNIDAS PODEMOS
22024	Alquézar	2011	12	CHA-IU	CHUNTA ARAGONESISTA-IZQUIERDA UNIDA, LA IZQUIERDA DE ARAGÓN: LA IZQUIERDA PLURAL
22032	Aragüés del Puerto	2015	12	MAS	MOVIMIENTO ARAGONES SOCIAL
22032	Aragüés del Puerto	2019	12	PODEMOS-IU-EQUO	UNIDAS PODEMOS
22036	Argavieso	2019	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22037	Arguis	2011	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22037	Arguis	2015	12	TA	TIERRA ARAGONESA
22037	Arguis	2019	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22037	Arguis	2019	12	VOX	VOX
22041	Azara	2019	12	VOX	VOX
22043	Baells	2016	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22048	Barbastro	2008	12	C's	CIUDADANOS-PARTIDO DE LA CIUDADANIA
22048	Barbastro	2019	12	PYLN	PUYALON
22049	Barbués	2015	12	TA	TIERRA ARAGONESA
22049	Barbués	2016	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22053	Benabarre	2008	12	IU	IZQUIERDA UNIDA-ALTERNATIVA
22054	Benasque	2015	12	EB	ESCAÑOS EN BLANCO
22057	Bielsa	2008	12	PAR	PARTIDO ARAGONES
22059	Biescas	2015	12	EB	ESCAÑOS EN BLANCO
22059	Biescas	2019	12	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
22061	Binéfar	2008	12	Cenb	CIUDADANOS EN BLANCO
22063	Biscarrués	2019	12	Cs	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
22067	Bonansa	2016	12	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ALTO ARAGÓN
22072	Caldearenas	2015	12	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
22074	Campo	2019	12	VOX	VOX
22075	Camporrells	2015	12	MAS	MOVIMIENTO ARAGONES SOCIAL
22076	Canal de Berdún	2011	12	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
22079	Capdesaso	2015	12	TA	TIERRA ARAGONESA
22079	Capdesaso	2019	12	PP	PARTIDO POPULAR
22082	Castejón del Puente	2008	12	CHA	CHUNTA ARAGONESISTA
22086	Castiello de Jaca	2011	12	UPyD	UNIÓN PROGRESO Y DEMOCRACIA
22086	Castiello de Jaca	2015	12	IU-CHA-UPeC	UNIDAD POPULAR: IZQUIERDA UNIDA, CHUNTA ARAGONESISTA, UNIDAD POPULAR EN COMÚN
22087	Castigaleu	2019	12	VOX	VOX
22095	Chía	2015	12	MAS	MOVIMIENTO ARAGONES SOCIAL
22102	Estada	2019	12	VOX	VOX
22103	Estadilla	2019	12	PACMA	PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL
22107	Fanlo	2011	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22110	Fonz	2008	12	IU	IZQUIERDA UNIDA-ALTERNATIVA
22112	Fraga	2019	12	RECORTES CERO-GV	RECORTES CERO-GRUPO VERDE
22113	Fueva (La)	2008	12	PAR	PARTIDO ARAGONES
22117	Graus	2015	12	EB	ESCAÑOS EN BLANCO
22122	Hoz de Jaca	2016	12	PODEMOS-IU-EQUO	UNIDOS PODEMOS EN ALTO ARAGÓN
22126	Ibieca	2019	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22129	Isábena	2015	12	MAS	MOVIMIENTO ARAGONES SOCIAL
22133	Labuerda	2019	12	PP	PARTIDO POPULAR
22139	Laperdiguera	2015	12	MAS	MOVIMIENTO ARAGONES SOCIAL
22141	Lascellas-Ponzano	2019	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22151	Loscorrales	2011	12	PSOE	PARTIDO SOCIALISTA OBRERO ESPAÑOL
22151	Loscorrales	2016	12	C's	CIUDADANOS-PARTIDO DE LA CIUDADANÍA
