Mes y año	Mes (código)	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Número de contratos
Agosto 2019	201908	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1709
Agosto 2019	201908	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	264
Agosto 2019	201908	22	Huesca	2	Industria y energía	Hombres	654
Agosto 2019	201908	22	Huesca	2	Industria y energía	Mujeres	274
Agosto 2019	201908	22	Huesca	3	Construcción	Hombres	340
Agosto 2019	201908	22	Huesca	3	Construcción	Mujeres	19
Agosto 2019	201908	22	Huesca	4	Servicios	Hombres	2790
Agosto 2019	201908	22	Huesca	4	Servicios	Mujeres	3128
Agosto 2019	201908	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	151
Agosto 2019	201908	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	27
Agosto 2019	201908	44	Teruel	2	Industria y energía	Hombres	515
Agosto 2019	201908	44	Teruel	2	Industria y energía	Mujeres	199
Agosto 2019	201908	44	Teruel	3	Construcción	Hombres	185
Agosto 2019	201908	44	Teruel	3	Construcción	Mujeres	8
Agosto 2019	201908	44	Teruel	4	Servicios	Hombres	1275
Agosto 2019	201908	44	Teruel	4	Servicios	Mujeres	1654
Agosto 2019	201908	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3474
Agosto 2019	201908	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1052
Agosto 2019	201908	50	Zaragoza	2	Industria y energía	Hombres	3993
Agosto 2019	201908	50	Zaragoza	2	Industria y energía	Mujeres	2908
Agosto 2019	201908	50	Zaragoza	3	Construcción	Hombres	1467
Agosto 2019	201908	50	Zaragoza	3	Construcción	Mujeres	74
Agosto 2019	201908	50	Zaragoza	4	Servicios	Hombres	10003
Agosto 2019	201908	50	Zaragoza	4	Servicios	Mujeres	10702
Julio 2019	201907	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	2599
Julio 2019	201907	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	572
Julio 2019	201907	22	Huesca	2	Industria y energía	Hombres	707
Julio 2019	201907	22	Huesca	2	Industria y energía	Mujeres	332
Julio 2019	201907	22	Huesca	3	Construcción	Hombres	413
Julio 2019	201907	22	Huesca	3	Construcción	Mujeres	39
Julio 2019	201907	22	Huesca	4	Servicios	Hombres	4172
Julio 2019	201907	22	Huesca	4	Servicios	Mujeres	5088
Julio 2019	201907	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	219
Julio 2019	201907	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	47
Julio 2019	201907	44	Teruel	2	Industria y energía	Hombres	1024
Julio 2019	201907	44	Teruel	2	Industria y energía	Mujeres	304
Julio 2019	201907	44	Teruel	3	Construcción	Hombres	266
Julio 2019	201907	44	Teruel	3	Construcción	Mujeres	10
Julio 2019	201907	44	Teruel	4	Servicios	Hombres	1831
Julio 2019	201907	44	Teruel	4	Servicios	Mujeres	2080
Julio 2019	201907	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	4138
Julio 2019	201907	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1626
Julio 2019	201907	50	Zaragoza	2	Industria y energía	Hombres	5215
Julio 2019	201907	50	Zaragoza	2	Industria y energía	Mujeres	2998
Julio 2019	201907	50	Zaragoza	3	Construcción	Hombres	1863
Julio 2019	201907	50	Zaragoza	3	Construcción	Mujeres	112
Julio 2019	201907	50	Zaragoza	4	Servicios	Hombres	13707
Julio 2019	201907	50	Zaragoza	4	Servicios	Mujeres	15603
Junio 2019	201906	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	2767
Junio 2019	201906	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	690
Junio 2019	201906	22	Huesca	2	Industria y energía	Hombres	513
Junio 2019	201906	22	Huesca	2	Industria y energía	Mujeres	170
Junio 2019	201906	22	Huesca	3	Construcción	Hombres	455
Junio 2019	201906	22	Huesca	3	Construcción	Mujeres	31
Junio 2019	201906	22	Huesca	4	Servicios	Hombres	3245
Junio 2019	201906	22	Huesca	4	Servicios	Mujeres	4216
Junio 2019	201906	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	330
Junio 2019	201906	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	76
Junio 2019	201906	44	Teruel	2	Industria y energía	Hombres	937
Junio 2019	201906	44	Teruel	2	Industria y energía	Mujeres	297
Junio 2019	201906	44	Teruel	3	Construcción	Hombres	245
Junio 2019	201906	44	Teruel	3	Construcción	Mujeres	21
Junio 2019	201906	44	Teruel	4	Servicios	Hombres	1375
Junio 2019	201906	44	Teruel	4	Servicios	Mujeres	1689
Junio 2019	201906	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	5594
Junio 2019	201906	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	2292
Junio 2019	201906	50	Zaragoza	2	Industria y energía	Hombres	5251
Junio 2019	201906	50	Zaragoza	2	Industria y energía	Mujeres	2800
Junio 2019	201906	50	Zaragoza	3	Construcción	Hombres	1683
Junio 2019	201906	50	Zaragoza	3	Construcción	Mujeres	86
Junio 2019	201906	50	Zaragoza	4	Servicios	Hombres	13024
Junio 2019	201906	50	Zaragoza	4	Servicios	Mujeres	15224
Mayo 2019	201905	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	4273
Mayo 2019	201905	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	1120
Mayo 2019	201905	22	Huesca	2	Industria y energía	Hombres	529
Mayo 2019	201905	22	Huesca	2	Industria y energía	Mujeres	171
Mayo 2019	201905	22	Huesca	3	Construcción	Hombres	511
Mayo 2019	201905	22	Huesca	3	Construcción	Mujeres	32
Mayo 2019	201905	22	Huesca	4	Servicios	Hombres	2750
Mayo 2019	201905	22	Huesca	4	Servicios	Mujeres	3405
Mayo 2019	201905	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	414
Mayo 2019	201905	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	167
Mayo 2019	201905	44	Teruel	2	Industria y energía	Hombres	1107
Mayo 2019	201905	44	Teruel	2	Industria y energía	Mujeres	314
Mayo 2019	201905	44	Teruel	3	Construcción	Hombres	330
Mayo 2019	201905	44	Teruel	3	Construcción	Mujeres	13
Mayo 2019	201905	44	Teruel	4	Servicios	Hombres	1262
Mayo 2019	201905	44	Teruel	4	Servicios	Mujeres	1473
Mayo 2019	201905	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	6545
Mayo 2019	201905	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	2508
Mayo 2019	201905	50	Zaragoza	2	Industria y energía	Hombres	5194
Mayo 2019	201905	50	Zaragoza	2	Industria y energía	Mujeres	3320
Mayo 2019	201905	50	Zaragoza	3	Construcción	Hombres	1851
Mayo 2019	201905	50	Zaragoza	3	Construcción	Mujeres	120
Mayo 2019	201905	50	Zaragoza	4	Servicios	Hombres	13033
Mayo 2019	201905	50	Zaragoza	4	Servicios	Mujeres	15491
Abril 2019	201904	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1494
Abril 2019	201904	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	429
Abril 2019	201904	22	Huesca	2	Industria y energía	Hombres	389
Abril 2019	201904	22	Huesca	2	Industria y energía	Mujeres	154
Abril 2019	201904	22	Huesca	3	Construcción	Hombres	394
Abril 2019	201904	22	Huesca	3	Construcción	Mujeres	18
Abril 2019	201904	22	Huesca	4	Servicios	Hombres	2382
Abril 2019	201904	22	Huesca	4	Servicios	Mujeres	2926
Abril 2019	201904	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	174
Abril 2019	201904	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	24
Abril 2019	201904	44	Teruel	2	Industria y energía	Hombres	986
Abril 2019	201904	44	Teruel	2	Industria y energía	Mujeres	327
Abril 2019	201904	44	Teruel	3	Construcción	Hombres	239
Abril 2019	201904	44	Teruel	3	Construcción	Mujeres	5
Abril 2019	201904	44	Teruel	4	Servicios	Hombres	1104
Abril 2019	201904	44	Teruel	4	Servicios	Mujeres	1494
Abril 2019	201904	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2157
Abril 2019	201904	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	587
Abril 2019	201904	50	Zaragoza	2	Industria y energía	Hombres	4817
Abril 2019	201904	50	Zaragoza	2	Industria y energía	Mujeres	2716
Abril 2019	201904	50	Zaragoza	3	Construcción	Hombres	1471
Abril 2019	201904	50	Zaragoza	3	Construcción	Mujeres	96
Abril 2019	201904	50	Zaragoza	4	Servicios	Hombres	9954
Abril 2019	201904	50	Zaragoza	4	Servicios	Mujeres	12231
Marzo 2019	201903	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	863
Marzo 2019	201903	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	191
Marzo 2019	201903	22	Huesca	2	Industria y energía	Hombres	526
Marzo 2019	201903	22	Huesca	2	Industria y energía	Mujeres	163
Marzo 2019	201903	22	Huesca	3	Construcción	Hombres	498
Marzo 2019	201903	22	Huesca	3	Construcción	Mujeres	23
Marzo 2019	201903	22	Huesca	4	Servicios	Hombres	2518
Marzo 2019	201903	22	Huesca	4	Servicios	Mujeres	2913
Marzo 2019	201903	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	242
Marzo 2019	201903	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	27
Marzo 2019	201903	44	Teruel	2	Industria y energía	Hombres	943
Marzo 2019	201903	44	Teruel	2	Industria y energía	Mujeres	282
Marzo 2019	201903	44	Teruel	3	Construcción	Hombres	193
Marzo 2019	201903	44	Teruel	3	Construcción	Mujeres	15
Marzo 2019	201903	44	Teruel	4	Servicios	Hombres	1052
Marzo 2019	201903	44	Teruel	4	Servicios	Mujeres	1459
Marzo 2019	201903	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1253
Marzo 2019	201903	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	269
Marzo 2019	201903	50	Zaragoza	2	Industria y energía	Hombres	4678
Marzo 2019	201903	50	Zaragoza	2	Industria y energía	Mujeres	2824
Marzo 2019	201903	50	Zaragoza	3	Construcción	Hombres	1594
Marzo 2019	201903	50	Zaragoza	3	Construcción	Mujeres	79
Marzo 2019	201903	50	Zaragoza	4	Servicios	Hombres	10015
Marzo 2019	201903	50	Zaragoza	4	Servicios	Mujeres	12575
Febrero 2019	201902	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	611
Febrero 2019	201902	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	101
Febrero 2019	201902	22	Huesca	2	Industria y energía	Hombres	414
Febrero 2019	201902	22	Huesca	2	Industria y energía	Mujeres	141
Febrero 2019	201902	22	Huesca	3	Construcción	Hombres	448
Febrero 2019	201902	22	Huesca	3	Construcción	Mujeres	26
Febrero 2019	201902	22	Huesca	4	Servicios	Hombres	2049
Febrero 2019	201902	22	Huesca	4	Servicios	Mujeres	2466
Febrero 2019	201902	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	152
Febrero 2019	201902	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	31
Febrero 2019	201902	44	Teruel	2	Industria y energía	Hombres	836
Febrero 2019	201902	44	Teruel	2	Industria y energía	Mujeres	322
Febrero 2019	201902	44	Teruel	3	Construcción	Hombres	238
Febrero 2019	201902	44	Teruel	3	Construcción	Mujeres	12
Febrero 2019	201902	44	Teruel	4	Servicios	Hombres	939
Febrero 2019	201902	44	Teruel	4	Servicios	Mujeres	1244
Febrero 2019	201902	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1338
Febrero 2019	201902	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	230
Febrero 2019	201902	50	Zaragoza	2	Industria y energía	Hombres	4302
Febrero 2019	201902	50	Zaragoza	2	Industria y energía	Mujeres	2648
Febrero 2019	201902	50	Zaragoza	3	Construcción	Hombres	1590
Febrero 2019	201902	50	Zaragoza	3	Construcción	Mujeres	107
Febrero 2019	201902	50	Zaragoza	4	Servicios	Hombres	9427
Febrero 2019	201902	50	Zaragoza	4	Servicios	Mujeres	11908
Enero 2019	201901	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	614
Enero 2019	201901	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	61
Enero 2019	201901	22	Huesca	2	Industria y energía	Hombres	555
Enero 2019	201901	22	Huesca	2	Industria y energía	Mujeres	191
Enero 2019	201901	22	Huesca	3	Construcción	Hombres	445
Enero 2019	201901	22	Huesca	3	Construcción	Mujeres	25
Enero 2019	201901	22	Huesca	4	Servicios	Hombres	2120
Enero 2019	201901	22	Huesca	4	Servicios	Mujeres	2708
Enero 2019	201901	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	178
Enero 2019	201901	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	24
Enero 2019	201901	44	Teruel	2	Industria y energía	Hombres	1178
Enero 2019	201901	44	Teruel	2	Industria y energía	Mujeres	399
Enero 2019	201901	44	Teruel	3	Construcción	Hombres	240
Enero 2019	201901	44	Teruel	3	Construcción	Mujeres	16
Enero 2019	201901	44	Teruel	4	Servicios	Hombres	865
Enero 2019	201901	44	Teruel	4	Servicios	Mujeres	1251
Enero 2019	201901	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1188
Enero 2019	201901	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	211
Enero 2019	201901	50	Zaragoza	2	Industria y energía	Hombres	5829
Enero 2019	201901	50	Zaragoza	2	Industria y energía	Mujeres	3581
Enero 2019	201901	50	Zaragoza	3	Construcción	Hombres	1502
Enero 2019	201901	50	Zaragoza	3	Construcción	Mujeres	97
Enero 2019	201901	50	Zaragoza	4	Servicios	Hombres	11099
Enero 2019	201901	50	Zaragoza	4	Servicios	Mujeres	13474
Diciembre 2018	201812	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	590
Diciembre 2018	201812	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	88
Diciembre 2018	201812	22	Huesca	2	Industria y energía	Hombres	343
Diciembre 2018	201812	22	Huesca	2	Industria y energía	Mujeres	89
Diciembre 2018	201812	22	Huesca	3	Construcción	Hombres	222
Diciembre 2018	201812	22	Huesca	3	Construcción	Mujeres	14
Diciembre 2018	201812	22	Huesca	4	Servicios	Hombres	2218
Diciembre 2018	201812	22	Huesca	4	Servicios	Mujeres	2941
Diciembre 2018	201812	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	152
Diciembre 2018	201812	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	27
Diciembre 2018	201812	44	Teruel	2	Industria y energía	Hombres	788
Diciembre 2018	201812	44	Teruel	2	Industria y energía	Mujeres	273
Diciembre 2018	201812	44	Teruel	3	Construcción	Hombres	142
Diciembre 2018	201812	44	Teruel	3	Construcción	Mujeres	9
Diciembre 2018	201812	44	Teruel	4	Servicios	Hombres	762
Diciembre 2018	201812	44	Teruel	4	Servicios	Mujeres	1203
Diciembre 2018	201812	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1102
Diciembre 2018	201812	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	213
Diciembre 2018	201812	50	Zaragoza	2	Industria y energía	Hombres	3832
Diciembre 2018	201812	50	Zaragoza	2	Industria y energía	Mujeres	2451
Diciembre 2018	201812	50	Zaragoza	3	Construcción	Hombres	948
Diciembre 2018	201812	50	Zaragoza	3	Construcción	Mujeres	56
Diciembre 2018	201812	50	Zaragoza	4	Servicios	Hombres	9986
Diciembre 2018	201812	50	Zaragoza	4	Servicios	Mujeres	13075
Noviembre 2018	201811	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	810
Noviembre 2018	201811	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	99
Noviembre 2018	201811	22	Huesca	2	Industria y energía	Hombres	483
Noviembre 2018	201811	22	Huesca	2	Industria y energía	Mujeres	180
Noviembre 2018	201811	22	Huesca	3	Construcción	Hombres	405
Noviembre 2018	201811	22	Huesca	3	Construcción	Mujeres	17
Noviembre 2018	201811	22	Huesca	4	Servicios	Hombres	1939
Noviembre 2018	201811	22	Huesca	4	Servicios	Mujeres	2508
Noviembre 2018	201811	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	170
Noviembre 2018	201811	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	28
Noviembre 2018	201811	44	Teruel	2	Industria y energía	Hombres	1019
Noviembre 2018	201811	44	Teruel	2	Industria y energía	Mujeres	328
Noviembre 2018	201811	44	Teruel	3	Construcción	Hombres	250
Noviembre 2018	201811	44	Teruel	3	Construcción	Mujeres	10
Noviembre 2018	201811	44	Teruel	4	Servicios	Hombres	1052
Noviembre 2018	201811	44	Teruel	4	Servicios	Mujeres	1517
Noviembre 2018	201811	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1643
Noviembre 2018	201811	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	397
Noviembre 2018	201811	50	Zaragoza	2	Industria y energía	Hombres	4741
Noviembre 2018	201811	50	Zaragoza	2	Industria y energía	Mujeres	3038
Noviembre 2018	201811	50	Zaragoza	3	Construcción	Hombres	1337
Noviembre 2018	201811	50	Zaragoza	3	Construcción	Mujeres	87
Noviembre 2018	201811	50	Zaragoza	4	Servicios	Hombres	11556
Noviembre 2018	201811	50	Zaragoza	4	Servicios	Mujeres	14585
Octubre 2018	201810	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	763
Octubre 2018	201810	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	215
Octubre 2018	201810	22	Huesca	2	Industria y energía	Hombres	563
Octubre 2018	201810	22	Huesca	2	Industria y energía	Mujeres	180
Octubre 2018	201810	22	Huesca	3	Construcción	Hombres	504
Octubre 2018	201810	22	Huesca	3	Construcción	Mujeres	26
Octubre 2018	201810	22	Huesca	4	Servicios	Hombres	2475
Octubre 2018	201810	22	Huesca	4	Servicios	Mujeres	3337
Octubre 2018	201810	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	274
Octubre 2018	201810	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	75
Octubre 2018	201810	44	Teruel	2	Industria y energía	Hombres	899
Octubre 2018	201810	44	Teruel	2	Industria y energía	Mujeres	332
Octubre 2018	201810	44	Teruel	3	Construcción	Hombres	246
Octubre 2018	201810	44	Teruel	3	Construcción	Mujeres	18
Octubre 2018	201810	44	Teruel	4	Servicios	Hombres	1489
Octubre 2018	201810	44	Teruel	4	Servicios	Mujeres	1770
Octubre 2018	201810	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2550
Octubre 2018	201810	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	681
Octubre 2018	201810	50	Zaragoza	2	Industria y energía	Hombres	5880
Octubre 2018	201810	50	Zaragoza	2	Industria y energía	Mujeres	3958
Octubre 2018	201810	50	Zaragoza	3	Construcción	Hombres	1517
Octubre 2018	201810	50	Zaragoza	3	Construcción	Mujeres	95
Octubre 2018	201810	50	Zaragoza	4	Servicios	Hombres	16361
Octubre 2018	201810	50	Zaragoza	4	Servicios	Mujeres	19286
Septiembre 2018	201809	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1158
Septiembre 2018	201809	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	263
Septiembre 2018	201809	22	Huesca	2	Industria y energía	Hombres	500
Septiembre 2018	201809	22	Huesca	2	Industria y energía	Mujeres	119
Septiembre 2018	201809	22	Huesca	3	Construcción	Hombres	478
Septiembre 2018	201809	22	Huesca	3	Construcción	Mujeres	26
Septiembre 2018	201809	22	Huesca	4	Servicios	Hombres	2463
Septiembre 2018	201809	22	Huesca	4	Servicios	Mujeres	3172
Septiembre 2018	201809	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	251
Septiembre 2018	201809	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	54
Septiembre 2018	201809	44	Teruel	2	Industria y energía	Hombres	847
Septiembre 2018	201809	44	Teruel	2	Industria y energía	Mujeres	257
Septiembre 2018	201809	44	Teruel	3	Construcción	Hombres	192
Septiembre 2018	201809	44	Teruel	3	Construcción	Mujeres	9
Septiembre 2018	201809	44	Teruel	4	Servicios	Hombres	1457
Septiembre 2018	201809	44	Teruel	4	Servicios	Mujeres	2036
Septiembre 2018	201809	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	3937
Septiembre 2018	201809	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1170
Septiembre 2018	201809	50	Zaragoza	2	Industria y energía	Hombres	5764
Septiembre 2018	201809	50	Zaragoza	2	Industria y energía	Mujeres	3537
Septiembre 2018	201809	50	Zaragoza	3	Construcción	Hombres	1348
Septiembre 2018	201809	50	Zaragoza	3	Construcción	Mujeres	100
Septiembre 2018	201809	50	Zaragoza	4	Servicios	Hombres	13498
Septiembre 2018	201809	50	Zaragoza	4	Servicios	Mujeres	16459
Agosto 2018	201808	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	1697
Agosto 2018	201808	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	322
Agosto 2018	201808	22	Huesca	2	Industria y energía	Hombres	468
Agosto 2018	201808	22	Huesca	2	Industria y energía	Mujeres	157
Agosto 2018	201808	22	Huesca	3	Construcción	Hombres	343
Agosto 2018	201808	22	Huesca	3	Construcción	Mujeres	15
Agosto 2018	201808	22	Huesca	4	Servicios	Hombres	2625
Agosto 2018	201808	22	Huesca	4	Servicios	Mujeres	3085
Agosto 2018	201808	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	243
Agosto 2018	201808	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	51
Agosto 2018	201808	44	Teruel	2	Industria y energía	Hombres	648
Agosto 2018	201808	44	Teruel	2	Industria y energía	Mujeres	268
Agosto 2018	201808	44	Teruel	3	Construcción	Hombres	142
Agosto 2018	201808	44	Teruel	3	Construcción	Mujeres	11
Agosto 2018	201808	44	Teruel	4	Servicios	Hombres	1152
Agosto 2018	201808	44	Teruel	4	Servicios	Mujeres	1367
Agosto 2018	201808	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	4604
Agosto 2018	201808	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1587
Agosto 2018	201808	50	Zaragoza	2	Industria y energía	Hombres	4831
Agosto 2018	201808	50	Zaragoza	2	Industria y energía	Mujeres	3369
Agosto 2018	201808	50	Zaragoza	3	Construcción	Hombres	1267
Agosto 2018	201808	50	Zaragoza	3	Construcción	Mujeres	66
Agosto 2018	201808	50	Zaragoza	4	Servicios	Hombres	11172
Agosto 2018	201808	50	Zaragoza	4	Servicios	Mujeres	12237
Julio 2018	201807	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	2202
Julio 2018	201807	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	461
Julio 2018	201807	22	Huesca	2	Industria y energía	Hombres	571
Julio 2018	201807	22	Huesca	2	Industria y energía	Mujeres	251
Julio 2018	201807	22	Huesca	3	Construcción	Hombres	501
Julio 2018	201807	22	Huesca	3	Construcción	Mujeres	25
Julio 2018	201807	22	Huesca	4	Servicios	Hombres	3613
Julio 2018	201807	22	Huesca	4	Servicios	Mujeres	4602
Julio 2018	201807	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	407
Julio 2018	201807	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	65
Julio 2018	201807	44	Teruel	2	Industria y energía	Hombres	779
Julio 2018	201807	44	Teruel	2	Industria y energía	Mujeres	282
Julio 2018	201807	44	Teruel	3	Construcción	Hombres	230
Julio 2018	201807	44	Teruel	3	Construcción	Mujeres	12
Julio 2018	201807	44	Teruel	4	Servicios	Hombres	1601
Julio 2018	201807	44	Teruel	4	Servicios	Mujeres	1890
Julio 2018	201807	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	5737
Julio 2018	201807	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	1818
Julio 2018	201807	50	Zaragoza	2	Industria y energía	Hombres	5528
Julio 2018	201807	50	Zaragoza	2	Industria y energía	Mujeres	3375
Julio 2018	201807	50	Zaragoza	3	Construcción	Hombres	1600
Julio 2018	201807	50	Zaragoza	3	Construcción	Mujeres	89
Julio 2018	201807	50	Zaragoza	4	Servicios	Hombres	13562
Julio 2018	201807	50	Zaragoza	4	Servicios	Mujeres	15202
Junio 2018	201806	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	2420
Junio 2018	201806	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	872
Junio 2018	201806	22	Huesca	2	Industria y energía	Hombres	565
Junio 2018	201806	22	Huesca	2	Industria y energía	Mujeres	163
Junio 2018	201806	22	Huesca	3	Construcción	Hombres	467
Junio 2018	201806	22	Huesca	3	Construcción	Mujeres	26
Junio 2018	201806	22	Huesca	4	Servicios	Hombres	3003
Junio 2018	201806	22	Huesca	4	Servicios	Mujeres	4133
Junio 2018	201806	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	453
Junio 2018	201806	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	141
Junio 2018	201806	44	Teruel	2	Industria y energía	Hombres	813
Junio 2018	201806	44	Teruel	2	Industria y energía	Mujeres	224
Junio 2018	201806	44	Teruel	3	Construcción	Hombres	209
Junio 2018	201806	44	Teruel	3	Construcción	Mujeres	19
Junio 2018	201806	44	Teruel	4	Servicios	Hombres	1385
Junio 2018	201806	44	Teruel	4	Servicios	Mujeres	1730
Junio 2018	201806	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	6994
Junio 2018	201806	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	2401
Junio 2018	201806	50	Zaragoza	2	Industria y energía	Hombres	6191
Junio 2018	201806	50	Zaragoza	2	Industria y energía	Mujeres	3234
Junio 2018	201806	50	Zaragoza	3	Construcción	Hombres	1588
Junio 2018	201806	50	Zaragoza	3	Construcción	Mujeres	77
Junio 2018	201806	50	Zaragoza	4	Servicios	Hombres	13274
Junio 2018	201806	50	Zaragoza	4	Servicios	Mujeres	15643
Mayo 2018	201805	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	4216
Mayo 2018	201805	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	1181
Mayo 2018	201805	22	Huesca	2	Industria y energía	Hombres	529
Mayo 2018	201805	22	Huesca	2	Industria y energía	Mujeres	137
Mayo 2018	201805	22	Huesca	3	Construcción	Hombres	481
Mayo 2018	201805	22	Huesca	3	Construcción	Mujeres	17
Mayo 2018	201805	22	Huesca	4	Servicios	Hombres	2497
Mayo 2018	201805	22	Huesca	4	Servicios	Mujeres	3081
Mayo 2018	201805	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	501
Mayo 2018	201805	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	285
Mayo 2018	201805	44	Teruel	2	Industria y energía	Hombres	993
Mayo 2018	201805	44	Teruel	2	Industria y energía	Mujeres	289
Mayo 2018	201805	44	Teruel	3	Construcción	Hombres	254
Mayo 2018	201805	44	Teruel	3	Construcción	Mujeres	9
Mayo 2018	201805	44	Teruel	4	Servicios	Hombres	1045
Mayo 2018	201805	44	Teruel	4	Servicios	Mujeres	1367
Mayo 2018	201805	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	6577
Mayo 2018	201805	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	2224
Mayo 2018	201805	50	Zaragoza	2	Industria y energía	Hombres	5818
Mayo 2018	201805	50	Zaragoza	2	Industria y energía	Mujeres	3578
Mayo 2018	201805	50	Zaragoza	3	Construcción	Hombres	1571
Mayo 2018	201805	50	Zaragoza	3	Construcción	Mujeres	75
