Año	Provincia código	Provincia nombre	Municipio código	Municipio nombre	Total viviendas	Viviendas nuevas	Viviendas de 2ª mano
2012	22	Huesca	22115	Grado (El)	6	0	6
2012	22	Huesca	22116	Grañén	7	5	2
2012	22	Huesca	22117	Graus	23	8	15
2012	22	Huesca	22119	Gurrea de Gállego	1	0	1
2012	22	Huesca	22122	Hoz de Jaca	3	0	3
2012	22	Huesca	22124	Huerto	2	0	2
2012	22	Huesca	22125	Huesca	474	253	221
2012	22	Huesca	22126	Ibieca	0	0	0
2012	22	Huesca	22127	Igriés	3	1	2
2012	22	Huesca	22128	Ilche	4	0	4
2012	22	Huesca	22129	Isábena	3	1	2
2012	22	Huesca	22130	Jaca	243	73	170
2012	22	Huesca	22131	Jasa	4	2	2
2012	22	Huesca	22133	Labuerda	3	0	3
2012	22	Huesca	22135	Laluenga	0	0	0
2012	22	Huesca	22136	Lalueza	4	0	4
2012	22	Huesca	22137	Lanaja	5	0	5
2012	22	Huesca	22139	Laperdiguera	0	0	0
2012	22	Huesca	22141	Lascellas-Ponzano	0	0	0
2012	22	Huesca	22142	Lascuarre	0	0	0
2012	22	Huesca	22143	Laspaúles	5	4	1
2012	22	Huesca	22144	Laspuña	3	1	2
2012	22	Huesca	22149	Loarre	1	1	0
2012	22	Huesca	22150	Loporzano	2	2	0
2012	22	Huesca	22151	Loscorrales	1	0	1
2012	22	Huesca	22155	Monesma y Cajigar	0	0	0
2012	22	Huesca	22156	Monflorite-Lascasas	2	1	1
2012	22	Huesca	22157	Montanuy	0	0	0
2012	22	Huesca	22158	Monzón	189	120	69
2012	22	Huesca	22160	Naval	1	0	1
2012	22	Huesca	22162	Novales	1	1	0
2012	22	Huesca	22163	Nueno	3	2	1
2012	22	Huesca	22164	Olvena	1	0	1
2012	22	Huesca	22165	Ontiñena	2	0	2
2012	22	Huesca	22167	Osso de Cinca	1	0	1
2012	22	Huesca	22168	Palo	0	0	0
2012	22	Huesca	22170	Panticosa	47	21	26
2012	22	Huesca	22172	Peñalba	4	0	4
2012	22	Huesca	22173	Peñas de Riglos (Las)	6	1	5
2012	22	Huesca	22174	Peralta de Alcofea	0	0	0
2012	22	Huesca	22175	Peralta de Calasanz	1	0	1
2012	22	Huesca	22176	Peraltilla	1	0	1
2012	22	Huesca	22177	Perarrúa	1	0	1
2012	22	Huesca	22178	Pertusa	1	0	1
2012	22	Huesca	22181	Piracés	0	0	0
2012	22	Huesca	22182	Plan	0	0	0
2012	22	Huesca	22184	Poleñino	2	0	2
2012	22	Huesca	22186	Pozán de Vero	3	0	3
2012	22	Huesca	22187	Puebla de Castro (La)	16	3	13
2012	22	Huesca	22188	Puente de Montañana	1	1	0
2012	22	Huesca	22189	Puértolas	3	0	3
2012	22	Huesca	22190	Pueyo de Araguás (El)	1	1	0
2012	22	Huesca	22193	Pueyo de Santa Cruz	0	0	0
2012	22	Huesca	22195	Quicena	1	0	1
2012	22	Huesca	22197	Robres	4	4	0
2012	22	Huesca	22199	Sabiñánigo	87	28	59
2012	22	Huesca	22200	Sahún	1	0	1
2012	22	Huesca	22201	Salas Altas	2	0	2
2012	22	Huesca	22202	Salas Bajas	0	0	0
2012	22	Huesca	22203	Salillas	0	0	0
2012	22	Huesca	22204	Sallent de Gállego	60	8	52
2012	22	Huesca	22205	San Esteban de Litera	3	0	3
2012	22	Huesca	22206	Sangarrén	7	3	4
2012	22	Huesca	22207	San Juan de Plan	2	2	0
2012	22	Huesca	22208	Santa Cilia	2	0	2
2012	22	Huesca	22209	Santa Cruz de la Serós	14	12	2
2012	22	Huesca	22212	Santaliestra y San Quílez	2	1	1
2012	22	Huesca	22213	Sariñena	23	4	19
2012	22	Huesca	22214	Secastilla	3	0	3
2012	22	Huesca	22215	Seira	3	0	3
2012	22	Huesca	22217	Sena	4	0	4
2012	22	Huesca	22218	Senés de Alcubierre	0	0	0
2012	22	Huesca	22220	Sesa	0	0	0
2012	22	Huesca	22221	Sesué	6	2	4
2012	22	Huesca	22222	Siétamo	9	3	6
2012	22	Huesca	22223	Sopeira	0	0	0
2012	22	Huesca	22225	Tamarite de Litera	40	33	7
2012	22	Huesca	22226	Tardienta	6	0	6
2012	22	Huesca	22227	Tella-Sin	0	0	0
2012	22	Huesca	22228	Tierz	3	3	0
2012	22	Huesca	22229	Tolva	0	0	0
2012	22	Huesca	22230	Torla-Ordesa	0	0	0
2012	22	Huesca	22232	Torralba de Aragón	0	0	0
2012	22	Huesca	22233	Torre la Ribera	1	0	1
2012	22	Huesca	22234	Torrente de Cinca	4	0	4
2012	22	Huesca	22235	Torres de Alcanadre	1	0	1
2012	22	Huesca	22236	Torres de Barbués	0	0	0
2012	22	Huesca	22239	Tramaced	0	0	0
2012	22	Huesca	22242	Valfarta	0	0	0
2012	22	Huesca	22243	Valle de Bardají	0	0	0
2012	22	Huesca	22244	Valle de Lierp	0	0	0
2012	22	Huesca	22245	Velilla de Cinca	2	0	2
2012	22	Huesca	22246	Beranuy	6	6	0
2012	22	Huesca	22247	Viacamp y Litera	0	0	0
2012	22	Huesca	22248	Vicién	0	0	0
2012	22	Huesca	22249	Villanova	2	0	2
2012	22	Huesca	22250	Villanúa	30	7	23
2012	22	Huesca	22251	Villanueva de Sigena	9	3	6
2012	22	Huesca	22252	Yebra de Basa	1	0	1
2012	22	Huesca	22253	Yésero	1	0	1
2012	22	Huesca	22254	Zaidín	4	0	4
2012	22	Huesca	22901	Valle de Hecho	6	1	5
2012	22	Huesca	22902	Puente la Reina de Jaca	1	1	0
2012	22	Huesca	22903	San Miguel del Cinca	2	1	1
2012	22	Huesca	22904	Sotonera (La)	4	1	3
2012	22	Huesca	22905	Lupiñén-Ortilla	2	0	2
2012	22	Huesca	22906	Santa María de Dulcis	4	3	1
2012	22	Huesca	22907	Aínsa-Sobrarbe	30	18	12
2012	22	Huesca	22908	Hoz y Costeán	1	0	1
2012	22	Huesca	22909	Vencillón	0	0	0
2012	44	Teruel	44001	Ababuj	0	0	0
2012	44	Teruel	44002	Abejuela	0	0	0
2012	44	Teruel	44003	Aguatón	1	0	1
2012	44	Teruel	44004	Aguaviva	4	0	4
2012	44	Teruel	44005	Aguilar del Alfambra	0	0	0
2012	44	Teruel	44006	Alacón	2	0	2
2012	44	Teruel	44007	Alba	2	0	2
2012	44	Teruel	44008	Albalate del Arzobispo	14	0	14
2012	44	Teruel	44009	Albarracín	16	0	16
2012	44	Teruel	44010	Albentosa	1	0	1
2012	44	Teruel	44011	Alcaine	0	0	0
2012	44	Teruel	44012	Alcalá de la Selva	20	5	15
2012	44	Teruel	44013	Alcañiz	139	71	68
2012	44	Teruel	44014	Alcorisa	17	1	16
2012	44	Teruel	44016	Alfambra	2	0	2
2012	44	Teruel	44017	Aliaga	5	0	5
2012	44	Teruel	44018	Almohaja	1	0	1
2012	44	Teruel	44019	Alobras	0	0	0
2012	44	Teruel	44020	Alpeñés	2	0	2
2012	44	Teruel	44021	Allepuz	1	0	1
2012	44	Teruel	44022	Alloza	4	0	4
2012	44	Teruel	44023	Allueva	0	0	0
2012	44	Teruel	44024	Anadón	0	0	0
2012	44	Teruel	44025	Andorra	66	43	23
2012	44	Teruel	44026	Arcos de las Salinas	3	0	3
2012	44	Teruel	44027	Arens de Lledó	1	0	1
2012	44	Teruel	44028	Argente	2	0	2
2012	44	Teruel	44029	Ariño	4	0	4
2012	44	Teruel	44031	Azaila	1	0	1
2012	44	Teruel	44032	Bádenas	1	0	1
2012	44	Teruel	44033	Báguena	2	0	2
2012	44	Teruel	44034	Bañón	4	0	4
2012	44	Teruel	44035	Barrachina	2	0	2
2012	44	Teruel	44036	Bea	0	0	0
2012	44	Teruel	44037	Beceite	6	5	1
2012	44	Teruel	44038	Belmonte de San José	1	0	1
2012	44	Teruel	44039	Bello	0	0	0
2012	44	Teruel	44040	Berge	3	0	3
2012	44	Teruel	44041	Bezas	0	0	0
2012	44	Teruel	44042	Blancas	0	0	0
2012	44	Teruel	44043	Blesa	4	0	4
2012	44	Teruel	44044	Bordón	0	0	0
2012	44	Teruel	44045	Bronchales	14	1	13
2012	44	Teruel	44046	Bueña	0	0	0
2012	44	Teruel	44047	Burbáguena	0	0	0
2012	44	Teruel	44048	Cabra de Mora	0	0	0
2012	44	Teruel	44049	Calaceite	5	1	4
2012	44	Teruel	44050	Calamocha	26	8	18
2012	44	Teruel	44051	Calanda	33	9	24
2012	44	Teruel	44052	Calomarde	0	0	0
2012	44	Teruel	44053	Camañas	1	0	1
2012	44	Teruel	44054	Camarena de la Sierra	11	8	3
2012	44	Teruel	44055	Camarillas	3	0	3
2012	44	Teruel	44056	Caminreal	3	0	3
2012	44	Teruel	44059	Cantavieja	6	1	5
2012	44	Teruel	44060	Cañada de Benatanduz	0	0	0
2012	44	Teruel	44061	Cañada de Verich (La)	1	0	1
2012	44	Teruel	44062	Cañada Vellida	0	0	0
2012	44	Teruel	44063	Cañizar del Olivar	2	0	2
2012	44	Teruel	44064	Cascante del Río	0	0	0
2012	44	Teruel	44065	Castejón de Tornos	1	0	1
2012	44	Teruel	44066	Castel de Cabra	1	0	1
2012	44	Teruel	44067	Castelnou	0	0	0
2012	44	Teruel	44068	Castelserás	0	0	0
2012	44	Teruel	44070	Castellar (El)	0	0	0
2012	44	Teruel	44071	Castellote	7	1	6
2012	44	Teruel	44074	Cedrillas	3	0	3
2012	44	Teruel	44075	Celadas	1	0	1
2012	44	Teruel	44076	Cella	8	1	7
2012	44	Teruel	44077	Cerollera (La)	0	0	0
2012	44	Teruel	44080	Codoñera (La)	3	1	2
2012	44	Teruel	44082	Corbalán	0	0	0
2012	44	Teruel	44084	Cortes de Aragón	2	1	1
2012	44	Teruel	44085	Cosa	0	0	0
2012	44	Teruel	44086	Cretas	1	1	0
2012	44	Teruel	44087	Crivillén	1	0	1
2012	44	Teruel	44088	Cuba (La)	0	0	0
2012	44	Teruel	44089	Cubla	0	0	0
2012	44	Teruel	44090	Cucalón	0	0	0
2012	44	Teruel	44092	Cuervo (El)	0	0	0
2012	44	Teruel	44093	Cuevas de Almudén	0	0	0
2012	44	Teruel	44094	Cuevas Labradas	1	0	1
2012	44	Teruel	44096	Ejulve	0	0	0
2012	44	Teruel	44097	Escorihuela	1	0	1
2012	44	Teruel	44099	Escucha	3	0	3
2012	44	Teruel	44100	Estercuel	2	0	2
2012	44	Teruel	44101	Ferreruela de Huerva	0	0	0
2012	44	Teruel	44102	Fonfría	0	0	0
2012	44	Teruel	44103	Formiche Alto	1	0	1
2012	44	Teruel	44105	Fórnoles	3	0	3
2012	44	Teruel	44106	Fortanete	1	0	1
2012	44	Teruel	44107	Foz-Calanda	3	1	2
2012	44	Teruel	44108	Fresneda (La)	3	0	3
2012	44	Teruel	44109	Frías de Albarracín	1	0	1
2012	44	Teruel	44110	Fuenferrada	3	0	3
2012	44	Teruel	44111	Fuentes Calientes	0	0	0
2012	44	Teruel	44112	Fuentes Claras	3	0	3
2012	44	Teruel	44113	Fuentes de Rubielos	1	0	1
2012	44	Teruel	44114	Fuentespalda	3	0	3
2012	44	Teruel	44115	Galve	0	0	0
2012	44	Teruel	44116	Gargallo	3	0	3
2012	44	Teruel	44117	Gea de Albarracín	5	0	5
2012	44	Teruel	44118	Ginebrosa (La)	2	0	2
2012	44	Teruel	44119	Griegos	1	0	1
2012	44	Teruel	44120	Guadalaviar	1	0	1
2012	44	Teruel	44121	Gúdar	6	4	2
2012	44	Teruel	44122	Híjar	15	0	15
2012	44	Teruel	44123	Hinojosa de Jarque	0	0	0
2012	44	Teruel	44124	Hoz de la Vieja (La)	0	0	0
2012	44	Teruel	44125	Huesa del Común	1	0	1
2012	44	Teruel	44126	Iglesuela del Cid (La)	1	0	1
2012	44	Teruel	44127	Jabaloyas	0	0	0
2012	44	Teruel	44128	Jarque de la Val	0	0	0
2012	44	Teruel	44129	Jatiel	0	0	0
2012	44	Teruel	44130	Jorcas	0	0	0
2012	44	Teruel	44131	Josa	1	0	1
2012	44	Teruel	44132	Lagueruela	0	0	0
2012	44	Teruel	44133	Lanzuela	0	0	0
2012	44	Teruel	44135	Libros	0	0	0
2012	44	Teruel	44136	Lidón	0	0	0
2012	44	Teruel	44137	Linares de Mora	3	1	2
2012	44	Teruel	44138	Loscos	0	0	0
2012	44	Teruel	44141	Lledó	0	0	0
2012	44	Teruel	44142	Maicas	1	0	1
2012	44	Teruel	44143	Manzanera	3	1	2
2012	44	Teruel	44144	Martín del Río	3	0	3
2012	44	Teruel	44145	Mas de las Matas	7	1	6
2012	44	Teruel	44146	Mata de los Olmos (La)	0	0	0
2012	44	Teruel	44147	Mazaleón	2	0	2
2012	44	Teruel	44148	Mezquita de Jarque	1	0	1
2012	44	Teruel	44149	Mirambel	2	0	2
2012	44	Teruel	44150	Miravete de la Sierra	0	0	0
2012	44	Teruel	44151	Molinos	1	0	1
2012	44	Teruel	44152	Monforte de Moyuela	1	0	1
2012	44	Teruel	44153	Monreal del Campo	8	1	7
2012	44	Teruel	44154	Monroyo	0	0	0
2012	44	Teruel	44155	Montalbán	11	0	11
2012	44	Teruel	44156	Monteagudo del Castillo	0	0	0
2012	44	Teruel	44157	Monterde de Albarracín	1	0	1
2012	44	Teruel	44158	Mora de Rubielos	39	29	10
2012	44	Teruel	44159	Moscardón	2	0	2
2012	44	Teruel	44160	Mosqueruela	5	0	5
2012	44	Teruel	44161	Muniesa	8	0	8
2012	44	Teruel	44163	Noguera de Albarracín	0	0	0
2012	44	Teruel	44164	Nogueras	0	0	0
2012	44	Teruel	44165	Nogueruelas	5	3	2
2012	44	Teruel	44167	Obón	1	0	1
2012	44	Teruel	44168	Odón	1	0	1
2012	44	Teruel	44169	Ojos Negros	2	0	2
2012	44	Teruel	44171	Olba	0	0	0
2012	44	Teruel	44172	Oliete	5	0	5
2012	44	Teruel	44173	Olmos (Los)	1	0	1
2012	44	Teruel	44174	Orihuela del Tremedal	4	1	3
2012	44	Teruel	44175	Orrios	0	0	0
2012	44	Teruel	44176	Palomar de Arroyos	1	0	1
2012	44	Teruel	44177	Pancrudo	1	0	1
2012	44	Teruel	44178	Parras de Castellote (Las)	0	0	0
2012	44	Teruel	44179	Peñarroya de Tastavins	2	1	1
2012	44	Teruel	44180	Peracense	0	0	0
2012	44	Teruel	44181	Peralejos	1	0	1
2012	44	Teruel	44182	Perales del Alfambra	0	0	0
2012	44	Teruel	44183	Pitarque	0	0	0
2012	44	Teruel	44184	Plou	0	0	0
2012	44	Teruel	44185	Pobo (El)	1	0	1
2012	44	Teruel	44187	Portellada (La)	1	0	1
2012	44	Teruel	44189	Pozondón	0	0	0
2012	44	Teruel	44190	Pozuel del Campo	1	0	1
2012	44	Teruel	44191	Puebla de Híjar (La)	12	5	7
2012	44	Teruel	44192	Puebla de Valverde (La)	1	0	1
2012	44	Teruel	44193	Puertomingalvo	3	0	3
2012	44	Teruel	44194	Ráfales	0	0	0
2012	44	Teruel	44195	Rillo	0	0	0
2012	44	Teruel	44196	Riodeva	2	0	2
2012	44	Teruel	44197	Ródenas	0	0	0
2012	44	Teruel	44198	Royuela	1	0	1
2012	44	Teruel	44199	Rubiales	0	0	0
2012	44	Teruel	44200	Rubielos de la Cérida	1	0	1
2012	44	Teruel	44201	Rubielos de Mora	32	24	8
2012	44	Teruel	44203	Salcedillo	0	0	0
2012	44	Teruel	44204	Saldón	0	0	0
2012	44	Teruel	44205	Samper de Calanda	4	0	4
2012	44	Teruel	44206	San Agustín	8	0	8
2012	44	Teruel	44207	San Martín del Río	2	0	2
2012	44	Teruel	44208	Santa Cruz de Nogueras	1	0	1
2012	44	Teruel	44209	Santa Eulalia	4	0	4
2012	44	Teruel	44210	Sarrión	8	0	8
2012	44	Teruel	44211	Segura de los Baños	0	0	0
2012	44	Teruel	44212	Seno	1	0	1
2012	44	Teruel	44213	Singra	1	0	1
2012	44	Teruel	44215	Terriente	0	0	0
2012	44	Teruel	44216	Teruel	385	185	200
2012	44	Teruel	44217	Toril y Masegoso	0	0	0
2012	44	Teruel	44218	Tormón	0	0	0
2012	44	Teruel	44219	Tornos	1	0	1
2012	44	Teruel	44220	Torralba de los Sisones	1	0	1
2012	44	Teruel	44221	Torrecilla de Alcañiz	1	0	1
2012	44	Teruel	44222	Torrecilla del Rebollar	1	1	0
2012	44	Teruel	44223	Torre de Arcas	0	0	0
2012	44	Teruel	44224	Torre de las Arcas	2	0	2
2012	44	Teruel	44225	Torre del Compte	1	1	0
2012	44	Teruel	44226	Torrelacárcel	2	0	2
2012	44	Teruel	44227	Torre los Negros	0	0	0
2012	44	Teruel	44228	Torremocha de Jiloca	1	0	1
2012	44	Teruel	44229	Torres de Albarracín	0	0	0
2012	44	Teruel	44230	Torrevelilla	1	0	1
2012	44	Teruel	44231	Torrijas	3	0	3
2012	44	Teruel	44232	Torrijo del Campo	3	1	2
2012	44	Teruel	44234	Tramacastiel	2	0	2
2012	44	Teruel	44235	Tramacastilla	0	0	0
2012	44	Teruel	44236	Tronchón	1	0	1
2012	44	Teruel	44237	Urrea de Gaén	3	1	2
2012	44	Teruel	44238	Utrillas	20	0	20
2012	44	Teruel	44239	Valacloche	1	0	1
2012	44	Teruel	44240	Valbona	1	0	1
2012	44	Teruel	44241	Valdealgorfa	5	1	4
2012	44	Teruel	44243	Valdecuenca	1	0	1
2012	44	Teruel	44244	Valdelinares	1	0	1
2012	44	Teruel	44245	Valdeltormo	1	0	1
2012	44	Teruel	44246	Valderrobres	16	2	14
2012	44	Teruel	44247	Valjunquera	1	0	1
2012	44	Teruel	44249	Vallecillo (El)	1	0	1
2012	44	Teruel	44250	Veguillas de la Sierra	0	0	0
2012	44	Teruel	44251	Villafranca del Campo	0	0	0
2012	44	Teruel	44252	Villahermosa del Campo	1	0	1
2012	44	Teruel	44256	Villanueva del Rebollar de la Sierra	0	0	0
2012	44	Teruel	44257	Villar del Cobo	7	0	7
2012	44	Teruel	44258	Villar del Salz	0	0	0
2012	44	Teruel	44260	Villarluengo	5	2	3
2012	44	Teruel	44261	Villarquemado	0	0	0
2012	44	Teruel	44262	Villarroya de los Pinares	2	0	2
2012	44	Teruel	44263	Villastar	2	0	2
2012	44	Teruel	44264	Villel	5	1	4
2012	44	Teruel	44265	Vinaceite	2	0	2
2012	44	Teruel	44266	Visiedo	0	0	0
2012	44	Teruel	44267	Vivel del Río Martín	0	0	0
2012	44	Teruel	44268	Zoma (La)	0	0	0
2012	50	Zaragoza	50001	Abanto	1	0	1
2012	50	Zaragoza	50002	Acered	2	0	2
2012	50	Zaragoza	50003	Agón	1	1	0
2012	50	Zaragoza	50004	Aguarón	3	0	3
2012	50	Zaragoza	50005	Aguilón	1	0	1
2012	50	Zaragoza	50006	Ainzón	6	4	2
2012	50	Zaragoza	50007	Aladrén	0	0	0
2012	50	Zaragoza	50008	Alagón	48	13	35
2012	50	Zaragoza	50009	Alarba	0	0	0
2012	50	Zaragoza	50010	Alberite de San Juan	0	0	0
2012	50	Zaragoza	50011	Albeta	1	0	1
2012	50	Zaragoza	50012	Alborge	0	0	0
2012	50	Zaragoza	50013	Alcalá de Ebro	2	0	2
2012	50	Zaragoza	50014	Alcalá de Moncayo	4	0	4
2012	50	Zaragoza	50015	Alconchel de Ariza	2	0	2
2012	50	Zaragoza	50016	Aldehuela de Liestos	0	0	0
2012	50	Zaragoza	50017	Alfajarín	14	6	8
2012	50	Zaragoza	50018	Alfamén	5	1	4
2012	50	Zaragoza	50019	Alforque	1	0	1
2012	50	Zaragoza	50020	Alhama de Aragón	7	0	7
2012	50	Zaragoza	50021	Almochuel	1	0	1
2012	50	Zaragoza	50022	Almolda (La)	0	0	0
2012	50	Zaragoza	50023	Almonacid de la Cuba	1	0	1
2012	50	Zaragoza	50024	Almonacid de la Sierra	5	1	4
2012	50	Zaragoza	50025	Almunia de Doña Godina (La)	43	14	29
2012	50	Zaragoza	50026	Alpartir	3	1	2
2012	50	Zaragoza	50027	Ambel	2	1	1
2012	50	Zaragoza	50028	Anento	0	0	0
2012	50	Zaragoza	50029	Aniñón	1	0	1
2012	50	Zaragoza	50030	Añón de Moncayo	4	0	4
2012	50	Zaragoza	50031	Aranda de Moncayo	1	0	1
2012	50	Zaragoza	50032	Arándiga	7	0	7
2012	50	Zaragoza	50033	Ardisa	1	0	1
2012	50	Zaragoza	50034	Ariza	2	0	2
2012	50	Zaragoza	50035	Artieda	0	0	0
2012	50	Zaragoza	50036	Asín	1	0	1
2012	50	Zaragoza	50037	Atea	2	0	2
2012	50	Zaragoza	50038	Ateca	14	0	14
2012	50	Zaragoza	50039	Azuara	1	0	1
2012	50	Zaragoza	50040	Badules	2	1	1
2012	50	Zaragoza	50041	Bagüés	0	0	0
2012	50	Zaragoza	50042	Balconchán	0	0	0
2012	50	Zaragoza	50043	Bárboles	5	0	5
2012	50	Zaragoza	50044	Bardallur	1	0	1
2012	50	Zaragoza	50045	Belchite	2	0	2
2012	50	Zaragoza	50046	Belmonte de Gracián	2	0	2
2012	50	Zaragoza	50047	Berdejo	2	0	2
2012	50	Zaragoza	50048	Berrueco	0	0	0
2012	50	Zaragoza	50050	Bijuesca	3	0	3
2012	50	Zaragoza	50051	Biota	4	0	4
2012	50	Zaragoza	50052	Bisimbre	0	0	0
2012	50	Zaragoza	50053	Boquiñeni	3	0	3
2012	50	Zaragoza	50054	Bordalba	0	0	0
2012	50	Zaragoza	50055	Borja	60	50	10
2012	50	Zaragoza	50056	Botorrita	2	0	2
2012	50	Zaragoza	50057	Brea de Aragón	11	0	11
2012	50	Zaragoza	50058	Bubierca	0	0	0
2012	50	Zaragoza	50059	Bujaraloz	3	0	3
2012	50	Zaragoza	50060	Bulbuente	6	4	2
2012	50	Zaragoza	50061	Bureta	2	2	0
2012	50	Zaragoza	50062	Burgo de Ebro (El)	12	1	11
2012	50	Zaragoza	50063	Buste (El)	0	0	0
2012	50	Zaragoza	50064	Cabañas de Ebro	1	0	1
2012	50	Zaragoza	50065	Cabolafuente	0	0	0
2012	50	Zaragoza	50066	Cadrete	78	11	67
2012	50	Zaragoza	50067	Calatayud	136	56	80
2012	50	Zaragoza	50068	Calatorao	9	2	7
2012	50	Zaragoza	50069	Calcena	0	0	0
2012	50	Zaragoza	50070	Calmarza	1	0	1
2012	50	Zaragoza	50071	Campillo de Aragón	0	0	0
2012	50	Zaragoza	50072	Carenas	2	0	2
2012	50	Zaragoza	50073	Cariñena	31	18	13
2012	50	Zaragoza	50074	Caspe	47	12	35
2012	50	Zaragoza	50075	Castejón de Alarba	2	0	2
2012	50	Zaragoza	50076	Castejón de las Armas	0	0	0
2012	50	Zaragoza	50077	Castejón de Valdejasa	2	0	2
2012	50	Zaragoza	50078	Castiliscar	2	0	2
2012	50	Zaragoza	50079	Cervera de la Cañada	0	0	0
2012	50	Zaragoza	50080	Cerveruela	0	0	0
2012	50	Zaragoza	50081	Cetina	2	0	2
2012	50	Zaragoza	50082	Cimballa	3	0	3
2012	50	Zaragoza	50083	Cinco Olivas	2	0	2
2012	50	Zaragoza	50084	Clarés de Ribota	2	0	2
2012	50	Zaragoza	50085	Codo	3	0	3
2012	50	Zaragoza	50086	Codos	3	0	3
2012	50	Zaragoza	50087	Contamina	0	0	0
2012	50	Zaragoza	50088	Cosuenda	3	0	3
2012	50	Zaragoza	50089	Cuarte de Huerva	206	90	116
2012	50	Zaragoza	50090	Cubel	0	0	0
2012	50	Zaragoza	50091	Cuerlas (Las)	0	0	0
2012	50	Zaragoza	50092	Chiprana	4	0	4
2012	50	Zaragoza	50093	Chodes	2	1	1
2012	50	Zaragoza	50094	Daroca	19	0	19
2012	50	Zaragoza	50095	Ejea de los Caballeros	139	52	87
2012	50	Zaragoza	50096	Embid de Ariza	0	0	0
2012	50	Zaragoza	50098	Encinacorba	5	0	5
2012	50	Zaragoza	50099	Épila	20	5	15
2012	50	Zaragoza	50100	Erla	4	1	3
2012	50	Zaragoza	50101	Escatrón	12	0	12
2012	50	Zaragoza	50102	Fabara	3	1	2
2012	50	Zaragoza	50104	Farlete	0	0	0
2012	50	Zaragoza	50105	Fayón	5	2	3
2012	50	Zaragoza	50106	Fayos (Los)	1	0	1
2012	50	Zaragoza	50107	Figueruelas	3	0	3
2012	50	Zaragoza	50108	Fombuena	0	0	0
2012	50	Zaragoza	50109	Frago (El)	2	1	1
2012	50	Zaragoza	50110	Frasno (El)	3	0	3
2012	50	Zaragoza	50111	Fréscano	0	0	0
2012	50	Zaragoza	50113	Fuendejalón	4	2	2
2012	50	Zaragoza	50114	Fuendetodos	0	0	0
2012	50	Zaragoza	50115	Fuentes de Ebro	14	4	10
2012	50	Zaragoza	50116	Fuentes de Jiloca	1	0	1
2012	50	Zaragoza	50117	Gallocanta	2	0	2
2012	50	Zaragoza	50118	Gallur	17	6	11
2012	50	Zaragoza	50119	Gelsa	5	0	5
2012	50	Zaragoza	50120	Godojos	0	0	0
2012	50	Zaragoza	50121	Gotor	2	0	2
2012	50	Zaragoza	50122	Grisel	0	0	0
2012	50	Zaragoza	50123	Grisén	5	2	3
2012	50	Zaragoza	50124	Herrera de los Navarros	1	0	1
2012	50	Zaragoza	50125	Ibdes	4	0	4
2012	50	Zaragoza	50126	Illueca	13	1	12
2012	50	Zaragoza	50128	Isuerre	2	0	2
2012	50	Zaragoza	50129	Jaraba	0	0	0
2012	50	Zaragoza	50130	Jarque de Moncayo	1	0	1
2012	50	Zaragoza	50131	Jaulín	1	0	1
2012	50	Zaragoza	50132	Joyosa (La)	7	2	5
2012	50	Zaragoza	50133	Lagata	0	0	0
2012	50	Zaragoza	50134	Langa del Castillo	0	0	0
2012	50	Zaragoza	50135	Layana	1	0	1
2012	50	Zaragoza	50136	Lécera	1	0	1
2012	50	Zaragoza	50137	Leciñena	5	3	2
2012	50	Zaragoza	50138	Lechón	2	0	2
2012	50	Zaragoza	50139	Letux	1	0	1
2012	50	Zaragoza	50140	Litago	4	0	4
2012	50	Zaragoza	50141	Lituénigo	0	0	0
2012	50	Zaragoza	50142	Lobera de Onsella	0	0	0
2012	50	Zaragoza	50143	Longares	1	0	1
2012	50	Zaragoza	50144	Longás	0	0	0
2012	50	Zaragoza	50146	Lucena de Jalón	2	0	2
2012	50	Zaragoza	50147	Luceni	4	0	4
2012	50	Zaragoza	50148	Luesia	1	0	1
2012	50	Zaragoza	50149	Luesma	0	0	0
2012	50	Zaragoza	50150	Lumpiaque	3	0	3
2012	50	Zaragoza	50151	Luna	8	4	4
2012	50	Zaragoza	50152	Maella	7	1	6
2012	50	Zaragoza	50153	Magallón	7	5	2
2012	50	Zaragoza	50154	Mainar	1	0	1
2012	50	Zaragoza	50155	Malanquilla	1	0	1
2012	50	Zaragoza	50156	Maleján	0	0	0
2012	50	Zaragoza	50157	Malón	3	0	3
2012	50	Zaragoza	50159	Maluenda	3	0	3
2012	50	Zaragoza	50160	Mallén	12	5	7
2012	50	Zaragoza	50161	Manchones	2	0	2
2012	50	Zaragoza	50162	Mara	0	0	0
2012	50	Zaragoza	50163	María de Huerva	68	24	44
2012	50	Zaragoza	50164	Mediana de Aragón	9	1	8
2012	50	Zaragoza	50165	Mequinenza	5	2	3
2012	50	Zaragoza	50166	Mesones de Isuela	3	0	3
2012	50	Zaragoza	50167	Mezalocha	0	0	0
2012	50	Zaragoza	50168	Mianos	0	0	0
2012	50	Zaragoza	50169	Miedes de Aragón	4	0	4
2012	50	Zaragoza	50170	Monegrillo	1	0	1
2012	50	Zaragoza	50171	Moneva	3	1	2
2012	50	Zaragoza	50172	Monreal de Ariza	1	0	1
2012	50	Zaragoza	50173	Monterde	1	0	1
2012	50	Zaragoza	50174	Montón	0	0	0
2012	50	Zaragoza	50175	Morata de Jalón	9	2	7
2012	50	Zaragoza	50176	Morata de Jiloca	0	0	0
2012	50	Zaragoza	50177	Morés	1	0	1
